Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000006210,CX3CL1,110,-0.2676,93,-0.5763,34,-2.0377,37,-1.9122,126,-0.0591,245,1.03843,230,0.93384,116,-0.1814,176,0.54255
ENSG00000005194,CIAPIN1,25,-0.6053,30,-0.3589,39,0.05480,22,-0.7812,30,-0.3536,45,0.31165,71,1.06129,58,0.70270,30,-0.3790
ENSG00000088682,COQ9,44,0.58115,26,-0.2983,33,0.13804,25,-0.2862,30,-0.0377,48,0.73557,38,0.33442,24,-0.3851,21,-0.6074
ENSG00000102978,POLR2C,42,-0.2171,36,-0.4626,30,-0.7325,32,-0.6217,38,-0.3672,69,0.58187,55,0.22223,57,0.27592,66,0.58128
ENSG00000205336,ADGRG1,143,0.29491,105,-0.2247,247,1.21326,200,0.85198,111,-0.1123,69,-0.8356,54,-1.2155,76,-0.6936,100,-0.3036
ENSG00000140854,KATNB1,13,-1.4606,43,0.38738,25,-0.5047,17,-1.0694,13,-1.4402,28,-0.3181,49,0.57493,60,0.91217,44,0.43141
ENSG00000140859,KIFC3,34,0.25767,24,-0.3385,21,-0.4593,22,-0.3848,30,0.04610,11,-1.3912,45,0.71608,26,-0.1651,40,0.59661
ENSG00000103005,USB1,30,0.25205,32,0.41572,17,-0.5869,16,-0.7225,15,-0.8419,39,0.69791,22,-0.2297,26,0.01689,25,0.00653
ENSG00000070761,CFAP20,15,-1.8006,38,-0.4316,28,-0.8331,28,-0.8598,79,0.77091,37,-0.4509,84,0.87079,76,0.70401,59,0.31570
ENSG00000070770,CSNK2A2,47,0.71424,29,-0.0747,24,-0.3403,14,-1.1507,22,-0.5017,19,-0.6640,41,0.49792,33,0.12731,37,0.35217
ENSG00000103034,NDRG4,305,-1.1335,493,-0.4400,346,-0.9421,298,-1.1669,495,-0.3941,1079,0.86524,750,0.26272,1035,0.79364,854,0.53750
ENSG00000125107,CNOT1,36,-0.0197,28,-0.4829,29,-0.3741,28,-0.4470,41,0.16863,47,0.37696,51,0.52414,22,-0.7917,48,0.48107
ENSG00000103042,SLC38A7,25,0.54757,14,-0.3556,12,-0.5523,4,-1.9973,12,-0.5267,34,1.05736,29,0.77669,9,-1.0452,20,0.22858
ENSG00000125166,GOT2,72,-0.5513,76,-0.5096,49,-1.1480,47,-1.2114,67,-0.6557,118,0.21413,149,0.60085,215,1.22892,131,0.43751
ENSG00000150394,CDH8,14,-2.5040,65,-0.2694,27,-1.5708,16,-2.3601,25,-1.6595,127,0.82501,188,1.52540,63,-0.2988,124,0.91622
ENSG00000140937,CDH11,30,0.87801,10,-0.9525,9,-1.0661,18,0.06414,45,1.55366,27,0.65143,30,0.86341,5,-1.7389,5,-1.9105
ENSG00000166548,TK2,46,0.08415,30,-0.6126,51,0.25593,37,-0.2359,40,-0.1259,52,0.28369,44,0.01366,55,0.36538,47,0.11552
ENSG00000217555,CKLF,27,0.70793,10,-0.8324,23,0.44392,30,0.86482,27,0.68041,14,-0.3615,12,-0.5955,15,-0.1868,11,-0.6817
ENSG00000183723,CMTM4,50,-0.5655,77,0.09798,33,-1.1796,53,-0.4768,56,-0.4099,113,0.71640,75,0.05367,70,-0.0434,96,0.51996
ENSG00000135720,DYNC1LI2,106,-0.4459,97,-0.6267,130,-0.1244,223,0.74823,334,1.45355,92,-0.6677,150,0.10077,120,-0.2529,100,-0.5793
ENSG00000159593,NAE1,28,-0.5426,29,-0.5210,20,-0.9977,19,-1.1042,46,0.25641,60,0.68727,57,0.59194,52,0.45454,46,0.28123
ENSG00000172840,PDP2,13,-0.4099,18,0.13476,8,-1.1459,20,0.27617,19,0.20616,7,-1.3408,19,0.20900,13,-0.4095,25,0.71725
ENSG00000166595,CIAO2B,179,0.61996,135,0.18088,79,-0.6708,162,0.45760,81,-0.6309,71,-0.8289,128,0.08202,101,-0.2980,135,0.17747
ENSG00000172831,CES2,31,0.00826,27,-0.2605,28,-0.1560,35,0.17879,46,0.60021,35,0.15888,25,-0.3666,32,0.05899,29,-0.1206
ENSG00000172824,CES4A,10,-0.4199,8,-0.8562,5,-1.4867,4,-1.6227,28,1.16066,30,1.27897,22,0.70917,7,-0.9500,14,0.05446
ENSG00000067955,CBFB,8,-1.0011,7,-1.3225,16,0.00384,23,0.55338,51,1.94207,30,0.95743,17,0.05634,6,-1.4839,7,-1.2994
ENSG00000125149,C16orf70,38,-0.0530,27,-0.6036,18,-1.1552,8,-2.2733,47,0.31177,45,0.22985,61,0.71472,35,-0.1541,61,0.82485
ENSG00000140939,NOL3,17,-0.2414,20,0.08276,13,-0.5827,15,-0.4403,20,0.04635,28,0.60004,20,0.05547,28,0.55679,16,-0.3025
ENSG00000196123,KIAA0895L,26,0.08074,18,-0.5103,17,-0.6027,15,-0.7313,41,0.84034,34,0.52091,28,0.20994,37,0.66313,18,-0.5335
ENSG00000205250,E2F4,41,0.73660,15,-0.8586,13,-1.0276,24,-0.1340,28,0.11643,24,-0.0709,41,0.75361,36,0.54392,23,-0.2065
ENSG00000168701,TMEM208,37,-0.7898,52,-0.3071,68,0.13152,59,-0.0902,60,-0.0663,44,-0.5429,85,0.50431,85,0.50028,72,0.24901
ENSG00000159713,TPPP3,83,1.41844,4,-3.3091,22,-0.7360,85,1.45943,161,2.78009,12,-1.5655,8,-2.1091,9,-2.0674,1,-4.6132
ENSG00000159720,ATP6V0D1,241,-0.4197,283,-0.1860,195,-0.7443,150,-1.1434,261,-0.2975,422,0.47031,613,1.10316,344,0.13874,337,0.11934
ENSG00000039523,RIPOR1,70,0.18023,58,-0.1379,35,-0.9119,39,-0.7309,48,-0.4246,91,0.60693,67,0.09388,70,0.17093,77,0.37555
ENSG00000102974,CTCF,32,0.38581,19,-0.4965,19,-0.4092,19,-0.4548,31,0.33893,32,0.39387,29,0.22938,25,0.02078,26,0.02950
ENSG00000159753,CARMIL2,39,-0.3414,62,0.43021,43,-0.1891,28,-0.8365,35,-0.5346,36,-0.4538,60,0.32213,49,0.00583,61,0.40840
ENSG00000102977,ACD,22,0.19336,15,-0.4191,17,-0.1854,20,0.03528,22,0.22919,17,-0.1707,23,0.26117,28,0.58410,17,-0.2525
ENSG00000102981,PARD6A,30,-0.5971,57,0.47573,26,-0.7774,29,-0.6282,24,-0.9168,42,-0.0738,53,0.29299,74,0.85416,45,0.04710
ENSG00000141098,GFOD2,22,-0.3839,28,-0.0464,16,-0.8902,7,-1.9893,22,-0.3822,30,0.03956,37,0.38559,44,0.68156,41,0.64411
ENSG00000102901,CENPT,34,0.80993,19,-0.1076,13,-0.6429,12,-0.8050,19,-0.1509,14,-0.5776,29,0.56845,22,0.06923,22,0.13375
ENSG00000168286,THAP11,7,-2.2217,34,0.18596,22,-0.4852,24,-0.4022,28,-0.1409,34,0.15677,35,0.19296,30,-0.0342,45,0.69972
ENSG00000102898,NUTF2,94,-0.1441,94,-0.1596,117,0.20345,77,-0.4554,90,-0.2012,122,0.27614,147,0.58490,91,-0.1814,102,-0.0141
ENSG00000038358,EDC4,16,-1.4506,32,-0.4015,25,-0.7340,25,-0.7295,55,0.47919,68,0.81112,54,0.44980,43,0.08707,50,0.33811
ENSG00000205220,PSMB10,117,-0.0379,110,-0.1589,204,0.86573,134,0.17674,58,-1.1249,109,-0.1581,89,-0.4726,139,0.22664,127,0.09188
ENSG00000103066,PLA2G15,25,-0.1184,16,-0.8438,12,-1.2024,8,-1.8124,29,0.14594,26,-0.0207,41,0.70889,36,0.48974,42,0.83003
ENSG00000132600,PRMT7,19,0.07098,15,-0.3641,9,-1.0347,11,-0.8217,30,0.78345,30,0.77453,29,0.70787,18,-0.0784,14,-0.4757
ENSG00000103056,SMPD3,5,-2.2264,26,0.16720,8,-1.4942,8,-1.5136,14,-0.8023,44,1.03751,32,0.50496,23,0.00661,35,0.74347
ENSG00000184939,ZFP90,14,-1.1268,27,-0.1357,34,0.24082,26,-0.1837,27,-0.0882,60,1.22036,38,0.44435,25,-0.2150,20,-0.6069
ENSG00000141076,UTP4,2,-2.8848,9,-0.7433,15,0.12217,13,-0.0985,18,0.45505,7,-1.0688,36,1.63022,12,-0.2072,15,0.20322
ENSG00000168807,SNTB2,5,-1.3849,10,-0.3770,4,-1.5468,11,-0.2391,15,0.23020,25,1.04022,20,0.71461,10,-0.3234,15,0.30395
ENSG00000132612,VPS4A,66,-0.8231,112,-0.0042,77,-0.5768,81,-0.5041,98,-0.2170,123,0.15078,126,0.18373,156,0.53076,141,0.41903
ENSG00000132604,TERF2,12,-1.6442,33,-0.0786,21,-0.7600,26,-0.4204,37,0.09137,63,0.97408,41,0.25121,45,0.40627,36,0.04047
ENSG00000103018,CYB5B,73,0.06660,52,-0.5150,39,-0.8878,51,-0.4991,82,0.25515,127,0.97939,74,0.09541,64,-0.1415,78,0.19074
ENSG00000181019,NQO1,27,0.54641,20,0.05477,26,0.47104,21,0.14578,19,0.00400,31,0.74333,9,-1.1547,22,0.20619,8,-1.3009
ENSG00000141101,NOB1,21,0.55820,8,-1.0050,11,-0.4397,4,-1.7740,20,0.45589,10,-0.6004,13,-0.1598,17,0.23695,25,0.98047
ENSG00000198373,WWP2,30,0.46770,20,-0.1922,24,0.09595,23,0.04956,26,0.22208,20,-0.2198,23,0.01896,15,-0.6542,24,0.07851
ENSG00000090857,PDPR,13,-0.1727,12,-0.2947,13,-0.1373,17,0.22806,30,1.19916,8,-0.8178,3,-2.2339,13,-0.1487,19,0.45090
ENSG00000223496,EXOSC6,23,-1.5969,56,-0.2942,61,-0.1501,43,-0.6926,125,1.03753,98,0.61610,54,-0.3307,63,-0.0841,77,0.26346
ENSG00000090861,AARS,100,-0.2099,88,-0.4395,88,-0.4043,72,-0.7250,120,0.07796,118,0.04884,185,0.77836,207,0.97696,96,-0.3072
ENSG00000168872,DDX19A,20,-0.4159,15,-0.9445,21,-0.3057,20,-0.4153,25,-0.0556,29,0.15858,34,0.42448,24,-0.1467,42,0.89775
ENSG00000157350,ST3GAL2,17,-0.4114,21,-0.0765,23,0.08938,17,-0.3913,15,-0.5696,38,0.89378,15,-0.5865,27,0.35928,23,0.10657
ENSG00000103051,COG4,45,0.72690,19,-0.6589,26,-0.1653,21,-0.4775,33,0.21632,41,0.55261,33,0.22339,30,0.07169,24,-0.2867
ENSG00000189091,SF3B3,33,-0.4086,32,-0.4699,31,-0.5009,33,-0.3765,42,-0.0262,51,0.28360,54,0.38210,65,0.68441,47,0.19222
ENSG00000157368,IL34,32,-0.4712,26,-0.8339,12,-1.8613,16,-1.4777,18,-1.3374,45,0.05738,74,0.86588,40,-0.1165,94,1.52163
ENSG00000132613,MTSS2,62,-0.4609,98,0.28216,83,-0.0050,170,1.17711,105,0.36755,54,-0.6808,28,-1.6516,80,-0.0554,70,-0.3003
ENSG00000103043,VAC14,24,-0.6095,33,-0.1807,26,-0.5051,14,-1.4334,44,0.30302,55,0.67564,54,0.63184,42,0.23808,37,0.03858
ENSG00000172137,CALB2,69,0.51280,67,0.52487,42,-0.2822,64,0.40833,42,-0.2678,56,0.17866,3,-3.9000,73,0.61255,33,-0.6763
ENSG00000040199,PHLPP2,35,0.22058,25,-0.3416,14,-1.1878,12,-1.3881,14,-1.1467,42,0.53045,37,0.31552,21,-0.5514,54,1.10638
ENSG00000166747,AP1G1,13,-1.3079,26,-0.3561,29,-0.1361,17,-0.9120,44,0.53284,37,0.21598,46,0.58902,31,-0.0530,40,0.42882
ENSG00000182149,IST1,48,-0.2147,27,-1.1970,55,-0.0154,61,0.16945,68,0.32552,96,0.89948,57,0.03963,59,0.10140,55,0.00679
ENSG00000102984,ZNF821,14,-0.3998,17,-0.1049,18,-0.0433,20,0.17683,12,-0.6593,16,-0.2015,18,-0.0090,36,1.11857,16,-0.2230
ENSG00000140829,DHX38,32,0.54721,18,-0.4301,21,-0.0984,20,-0.2114,24,0.07618,12,-0.9505,25,0.12361,29,0.38063,26,0.24097
ENSG00000103035,PSMD7,77,-0.6919,83,-0.6234,106,-0.2001,82,-0.5908,147,0.31457,101,-0.2783,149,0.33724,160,0.45215,168,0.61571
ENSG00000090863,GLG1,71,-0.6858,73,-0.7019,82,-0.4596,91,-0.3036,146,0.45777,166,0.65956,111,0.01888,134,0.30868,133,0.33700
ENSG00000103089,FA2H,0,-5.0636,3,-2.9797,25,0.25540,40,1.03670,150,4.05675,3,-2.7101,3,-2.7491,1,-4.0481,3,-2.7311
ENSG00000103091,WDR59,28,0.69720,13,-0.4644,16,-0.1250,14,-0.4085,13,-0.4878,27,0.63470,12,-0.6014,22,0.33280,19,0.10660
ENSG00000186187,ZNRF1,39,-0.8294,71,0.12816,31,-1.1727,39,-0.8095,55,-0.2775,65,-0.0289,90,0.49557,70,0.09457,98,0.73022
ENSG00000166816,LDHD,0,-6.2584,13,-0.1617,23,0.73773,16,0.13208,16,0.15024,17,0.24416,22,0.62383,10,-0.5178,15,0.04676
ENSG00000184517,ZFP1,18,0.08649,19,0.13335,16,-0.0637,7,-1.3841,21,0.34148,18,0.10671,12,-0.4903,16,-0.0805,21,0.35484
ENSG00000050820,BCAR1,19,-1.4796,45,-0.2250,38,-0.4883,49,-0.0955,41,-0.3547,44,-0.2409,84,0.78486,58,0.19452,72,0.61031
ENSG00000153774,CFDP1,93,0.23614,66,-0.3234,79,-0.0182,56,-0.5484,77,-0.0519,88,0.15168,79,-0.0266,107,0.47380,84,0.08414
ENSG00000166822,TMEM170A,29,0.74429,12,-0.6800,16,-0.1898,29,0.77977,27,0.63123,22,0.30375,15,-0.3221,14,-0.3732,12,-0.7339
ENSG00000205084,TMEM231,18,0.09756,8,-1.2313,5,-1.7915,17,0.00900,12,-0.5004,21,0.33348,21,0.34137,19,0.22805,28,0.96233
ENSG00000034713,GABARAPL2,338,-0.0103,346,0.03299,292,-0.2387,301,-0.1926,284,-0.2833,249,-0.4874,417,0.32883,427,0.36698,369,0.14746
ENSG00000065427,KARS,34,-0.4879,32,-0.6278,53,0.19901,27,-0.8207,42,-0.1621,49,0.09997,51,0.15313,79,0.85482,56,0.33631
ENSG00000166848,TERF2IP,209,-0.6594,237,-0.5150,215,-0.6198,167,-1.0056,374,0.24993,415,0.41948,446,0.53803,479,0.65366,370,0.26175
ENSG00000152910,CNTNAP4,24,-0.8335,10,-2.2640,50,0.28166,63,0.66969,163,2.45291,25,-0.7972,28,-0.5985,70,0.84315,8,-2.6260
ENSG00000103111,MON1B,23,-0.5442,25,-0.4712,29,-0.2401,40,0.28309,71,1.25152,31,-0.1361,31,-0.0966,31,-0.1154,30,-0.1653
ENSG00000171724,VAT1L,41,-0.2487,23,-1.2036,25,-1.0167,21,-1.2339,77,0.75966,153,2.00328,23,-1.1589,92,1.05223,27,-0.9854
ENSG00000186153,WWOX,31,1.09383,9,-0.8517,19,0.30951,22,0.52050,17,0.16152,17,0.08501,9,-0.8462,29,1.02319,5,-1.7829
ENSG00000178573,MAF,137,1.80108,33,-0.6334,49,0.02457,71,0.62251,43,-0.1651,22,-1.1779,11,-2.2055,83,0.89879,23,-1.2044
ENSG00000166446,CDYL2,30,-0.0859,29,-0.1040,20,-0.6685,9,-1.7882,21,-0.5804,36,0.22975,44,0.54413,10,-1.7410,57,1.15666
ENSG00000103121,CMC2,59,0.02272,65,0.17009,47,-0.3453,51,-0.2272,62,0.09430,36,-0.7657,51,-0.2241,83,0.55888,63,0.14117
ENSG00000166454,ATMIN,28,-1.2350,51,-0.3767,36,-0.8509,37,-0.8190,72,0.20858,112,0.94784,66,0.07096,58,-0.1186,91,0.67774
ENSG00000140905,GCSH,177,0.83942,78,-0.5163,122,0.21649,211,1.13350,135,0.38997,58,-0.9242,50,-1.1629,84,-0.3586,87,-0.3470
ENSG00000153815,CMIP,56,-1.5503,146,-0.0985,98,-0.7010,66,-1.2985,220,0.57129,296,1.08020,190,0.33192,111,-0.5099,184,0.31675
ENSG00000197943,PLCG2,252,2.10893,60,-0.4074,76,-0.0042,163,1.27819,17,-2.2117,18,-2.1797,17,-2.2564,36,-1.1247,68,-0.1989
ENSG00000135698,MPHOSPH6,44,-0.3138,57,0.07938,46,-0.2519,36,-0.6087,48,-0.1870,79,0.60309,79,0.60570,48,-0.1883,51,-0.1072
ENSG00000140945,CDH13,18,-2.1134,28,-1.5792,20,-1.9249,24,-1.7078,172,1.43752,90,0.33888,32,-1.2547,153,1.23012,120,0.92820
ENSG00000230989,HSBP1,244,0.01483,218,-0.1836,278,0.22352,227,-0.0980,259,0.10853,241,-0.0043,243,0.00895,274,0.19960,229,-0.0954
ENSG00000103154,NECAB2,106,-0.5491,195,0.47114,110,-0.4827,75,-1.0788,6,-4.7092,40,-2.0043,242,0.77709,164,0.13816,261,1.04906
ENSG00000140943,MBTPS1,50,0.21764,38,-0.2607,18,-1.3151,23,-0.9717,48,0.12552,31,-0.5476,40,-0.1443,71,0.78810,63,0.65791
ENSG00000103160,HSDL1,30,-0.7510,43,-0.2391,26,-0.9946,27,-0.9290,68,0.49960,75,0.67332,68,0.51070,75,0.66799,45,-0.1739
ENSG00000103175,WFDC1,25,0.77552,21,0.58888,9,-0.8096,7,-1.1616,21,0.50396,13,-0.1942,6,-1.3543,9,-0.7234,17,0.23436
ENSG00000103187,COTL1,65,0.84399,22,-0.9420,50,0.40848,66,0.87934,44,0.19290,27,-0.5367,11,-1.8312,56,0.59047,31,-0.3746
ENSG00000135686,KLHL36,7,-1.5801,25,0.34831,14,-0.5469,15,-0.4635,33,0.75060,22,0.12825,14,-0.6280,19,-0.1493,26,0.42191
ENSG00000103194,USP10,23,-1.2659,39,-0.5413,22,-1.3756,37,-0.5747,41,-0.4294,71,0.42615,80,0.63976,69,0.38103,87,0.87812
ENSG00000153786,ZDHHC7,18,-0.4987,13,-1.0218,25,-0.0102,9,-1.4858,26,0.05089,26,0.02906,37,0.62790,23,-0.1595,43,1.00201
ENSG00000135709,KIAA0513,55,-1.4784,175,0.34583,92,-0.7027,80,-0.9022,129,-0.1715,238,0.81882,168,0.24653,167,0.23901,153,0.10918
ENSG00000131149,GSE1,5,-1.7830,11,-0.8848,17,-0.1039,16,-0.2171,28,0.67200,55,1.87400,22,0.31066,13,-0.5508,12,-0.7031
ENSG00000131148,EMC8,50,1.06612,21,-0.3792,15,-0.8044,30,0.21222,30,0.24774,20,-0.3639,25,-0.0247,26,0.02151,23,-0.1894
ENSG00000131143,COX4I1,1029,0.01171,1029,0.01348,1535,0.66223,1007,-0.0218,883,-0.2285,682,-0.6303,1033,0.01822,1321,0.41371,843,-0.3316
ENSG00000103264,FBXO31,28,-0.6010,33,-0.4104,25,-0.7881,23,-0.9264,47,0.18701,37,-0.1797,54,0.41169,49,0.25583,65,0.82719
ENSG00000140941,MAP1LC3B,191,-0.1968,179,-0.3213,166,-0.4125,157,-0.4998,182,-0.2721,252,0.24456,332,0.69928,364,0.85463,187,-0.2481
ENSG00000140948,ZCCHC14,14,-0.5152,9,-1.2161,26,0.41170,20,-0.0049,28,0.54551,25,0.34346,26,0.38718,19,-0.0550,22,0.13219
ENSG00000154118,JPH3,45,-1.4038,159,0.63924,111,-0.0137,110,-0.0346,93,-0.2911,138,0.33726,122,0.12945,111,-0.0183,93,-0.3189
ENSG00000103257,SLC7A5,82,0.64657,33,-0.8571,38,-0.5777,36,-0.6534,94,0.85895,92,0.82384,59,0.11635,55,-0.0036,43,-0.4443
ENSG00000179588,ZFPM1,21,-0.7870,47,0.50737,29,-0.3319,34,-0.0624,21,-0.7737,36,0.04981,34,-0.0530,47,0.45841,36,0.04397
ENSG00000158545,ZC3H18,1,-3.1241,14,-0.0034,7,-1.0749,13,-0.1847,14,-0.0072,10,-0.6066,21,0.63707,16,0.13879,23,0.91390
ENSG00000051523,CYBA,168,2.72411,23,-0.8000,54,0.56204,60,0.72713,42,0.14791,3,-3.8065,13,-1.5798,4,-3.3398,14,-1.5776
ENSG00000167508,MVD,39,-0.4511,52,-0.0199,61,0.26109,51,-0.0390,47,-0.1671,60,0.21224,56,0.12457,24,-1.1660,66,0.42502
ENSG00000260630,SNAI3-AS1,9,-1.1924,25,0.35856,32,0.70385,23,0.16597,16,-0.4323,30,0.59560,23,0.13516,12,-0.8270,16,-0.4156
ENSG00000158717,RNF166,26,1.09383,7,-0.9180,11,-0.2922,14,0.05148,23,0.91422,10,-0.4137,19,0.56735,12,-0.1584,8,-0.8494
ENSG00000174177,CTU2,17,0.13682,13,-0.2420,8,-0.8785,8,-0.9085,11,-0.5051,22,0.56583,16,0.05759,15,0.00435,22,0.66408
ENSG00000198931,APRT,108,0.74957,74,0.15051,78,0.23013,50,-0.4610,47,-0.5662,41,-0.7827,88,0.41026,68,0.01017,59,-0.2384
ENSG00000141012,GALNS,7,-0.8536,11,-0.2360,8,-0.7453,8,-0.7008,20,0.68256,7,-0.8628,18,0.52058,27,1.21296,12,-0.1123
ENSG00000167515,TRAPPC2L,151,0.36832,116,-0.0629,132,0.15440,89,-0.4695,118,-0.0322,119,-0.0180,162,0.48560,113,-0.1018,103,-0.2686
ENSG00000167522,ANKRD11,87,-0.4426,101,-0.2219,123,0.10416,73,-0.7136,194,0.84842,149,0.41378,125,0.13013,100,-0.2157,107,-0.1296
ENSG00000197912,SPG7,57,-0.3479,78,0.16307,42,-0.8154,46,-0.6767,83,0.24123,92,0.40444,61,-0.2484,77,0.11579,85,0.32087
ENSG00000167526,RPL13,3353,1.34053,1320,-0.2314,1886,0.35889,2319,0.70009,1987,0.44394,836,-0.9132,777,-1.0237,945,-0.7262,923,-0.8272
ENSG00000178773,CPNE7,20,-0.8144,27,-0.3531,30,-0.1747,14,-1.3197,38,0.16931,97,1.80630,58,0.88872,32,-0.0617,13,-1.4703
ENSG00000131165,CHMP1A,73,-0.1539,96,0.30058,71,-0.2035,37,-1.1940,99,0.32535,86,0.10228,82,0.01836,44,-0.9350,103,0.43412
ENSG00000167523,SPATA33,26,0.55717,16,-0.1912,40,1.29211,10,-0.8448,20,0.16017,13,-0.5383,35,1.01848,8,-1.2463,8,-1.2485
ENSG00000185324,CDK10,30,-0.0092,40,0.55440,42,0.54128,14,-1.1014,24,-0.3342,27,-0.1370,31,0.06739,32,0.12740,23,-0.4271
ENSG00000158792,SPATA2L,21,0.13491,17,-0.2462,7,-1.5526,4,-2.1406,7,-1.5138,15,-0.4131,23,0.25871,22,0.23834,40,1.41488
ENSG00000075399,VPS9D1,19,-0.5824,29,0.09980,36,0.44219,19,-0.5532,22,-0.3176,12,-1.2810,35,0.36950,49,0.91668,26,-0.0707
ENSG00000141002,TCF25,121,-0.5943,171,-0.0570,137,-0.3991,110,-0.7292,228,0.40649,161,-0.1499,249,0.55164,225,0.38544,186,0.09123
ENSG00000258947,TUBB3,144,-1.5469,319,-0.3768,162,-1.3715,132,-1.6761,249,-0.7204,906,1.38850,528,0.46095,580,0.61739,512,0.46330
ENSG00000140995,DEF8,49,-0.4750,73,0.17254,50,-0.4453,69,0.06618,27,-1.3579,71,0.11168,79,0.28972,75,0.20431,81,0.36159
ENSG00000003249,DBNDD1,22,-1.3871,75,0.53444,66,0.25155,43,-0.4191,20,-1.5249,49,-0.2083,80,0.57102,43,-0.4171,71,0.43859
ENSG00000141013,GAS8,3,-2.2727,14,-0.1001,14,-0.1886,9,-0.8374,18,0.23954,17,0.14369,17,0.18575,21,0.49205,21,0.53713
ENSG00000272636,DOC2B,2,-3.5709,18,-0.7394,26,-0.1499,18,-0.6699,116,2.51205,72,1.54395,30,0.06915,11,-1.3685,1,-4.3005
ENSG00000141252,VPS53,48,-0.2667,55,-0.0581,38,-0.6356,26,-1.2028,79,0.53120,80,0.53896,73,0.39732,55,-0.0640,59,0.06337
ENSG00000167699,GLOD4,32,-0.7851,37,-0.6277,38,-0.5200,35,-0.6677,65,0.29347,119,1.32296,61,0.21670,59,0.15684,53,-0.0049
ENSG00000177370,TIMM22,5,-2.0882,20,-0.1948,14,-0.7079,12,-0.9620,27,0.26655,43,1.04979,38,0.82479,44,1.06379,13,-0.9114
ENSG00000159842,ABR,197,-0.7493,373,0.28142,215,-0.6163,228,-0.5261,216,-0.6101,437,0.50539,372,0.24271,277,-0.2201,412,0.46212
ENSG00000108953,YWHAE,615,-0.1230,648,-0.0444,532,-0.3499,717,0.12002,621,-0.1063,742,0.17626,660,-0.0107,585,-0.2024,772,0.26773
ENSG00000167193,CRK,86,-0.0587,74,-0.3149,66,-0.4597,53,-0.8019,162,0.97538,152,0.87038,94,0.08059,73,-0.3223,74,-0.3297
ENSG00000132376,INPP5K,23,-0.0123,24,0.03735,15,-0.6485,26,0.13052,27,0.21666,32,0.50804,32,0.48616,8,-1.6579,24,0.01402
ENSG00000174238,PITPNA,68,-0.5824,90,-0.1670,72,-0.4922,61,-0.7507,69,-0.5444,129,0.43233,116,0.25279,202,1.18919,95,-0.0721
ENSG00000167703,SLC43A2,33,-0.0392,25,-0.5098,20,-0.7728,17,-1.0467,40,0.25632,66,1.10617,45,0.45662,33,-0.0468,34,0.00255
ENSG00000167705,RILP,39,1.26536,17,-0.0627,17,-0.0579,14,-0.3577,4,-2.2996,10,-0.8218,9,-1.0133,35,1.10148,17,-0.0829
ENSG00000174231,PRPF8,99,0.15776,81,-0.1749,74,-0.2883,55,-0.7561,115,0.40984,91,0.03654,111,0.35332,142,0.75822,66,-0.5056
ENSG00000132386,SERPINF1,164,1.46524,52,-0.4635,30,-1.2457,43,-0.7155,35,-1.0154,25,-1.5060,184,1.67297,37,-0.9522,66,-0.0680
ENSG00000132383,RPA1,46,0.20846,32,-0.3722,24,-0.8008,26,-0.6658,59,0.61559,62,0.69226,35,-0.2324,25,-0.7134,51,0.41389
ENSG00000185924,RTN4RL1,10,-2.2939,38,-0.3499,20,-1.3272,13,-1.9234,18,-1.4423,30,-0.7093,85,0.95305,31,-0.6396,118,1.89142
ENSG00000070366,SMG6,44,1.35430,9,-1.2036,19,-0.0685,19,-0.0349,19,0.00085,32,0.82614,12,-0.7799,16,-0.2517,17,-0.2402
ENSG00000167721,TSR1,24,0.35094,11,-0.9072,20,0.07306,9,-1.0796,15,-0.3229,39,1.16054,23,0.29760,30,0.72496,14,-0.5401
ENSG00000141258,SGSM2,41,-0.8620,95,0.50988,95,0.45965,92,0.40231,74,0.04897,82,0.21367,59,-0.3090,65,-0.1573,45,-0.7712
ENSG00000070444,MNT,33,-0.1251,34,-0.0802,32,-0.1602,21,-0.8056,27,-0.4255,26,-0.4637,47,0.44412,31,-0.1998,53,0.72999
ENSG00000007168,PAFAH1B1,159,-0.7525,212,-0.3372,165,-0.6963,115,-1.2437,243,-0.0918,324,0.36664,454,0.92751,350,0.48975,302,0.28279
ENSG00000132361,CLUH,26,-0.9316,47,-0.0268,37,-0.3996,37,-0.4024,47,-0.0298,62,0.39500,71,0.62689,57,0.28296,48,0.00808
ENSG00000132359,RAP1GAP2,20,-1.9431,96,0.53292,39,-0.9263,39,-0.9154,90,0.36507,99,0.52305,91,0.38020,72,0.01463,73,0.02451
ENSG00000108381,ASPA,11,-0.3330,3,-2.0690,16,0.27434,28,1.20810,82,3.55821,0,-5.3688,2,-2.8145,1,-2.9482,0,-4.3862
ENSG00000213977,TAX1BP3,61,1.55312,8,-1.7284,21,-0.2239,50,1.19503,32,0.45863,24,-0.0078,13,-0.9262,7,-1.8527,21,-0.2559
ENSG00000127774,EMC6,49,-0.2313,49,-0.2461,75,0.44646,47,-0.2802,51,-0.1744,47,-0.3006,67,0.25665,68,0.28712,61,0.13116
