Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000138796,HADH,39,0.13978,37,0.01259,21,-0.8354,43,0.23749
ENSG00000109475,RPL34,1120,-0.6721,1406,-0.1817,2220,0.62369,2866,1.06553
ENSG00000198856,OSTC,38,0.28077,26,-0.5799,31,-0.1687,53,0.71354
ENSG00000164089,ETNPPL,29,-2.1072,123,0.93988,232,1.69264,35,-1.3943
ENSG00000138802,SEC24B,31,0.18895,32,0.28782,13,-1.1694,21,-0.5088
ENSG00000123739,PLA2G12A,44,0.10172,37,-0.2938,52,0.32119,46,0.13616
ENSG00000170522,ELOVL6,30,0.65640,20,-0.3404,22,-0.1215,11,-1.0769
ENSG00000138660,AP1AR,45,0.27751,50,0.54917,15,-1.5151,8,-2.3138
ENSG00000174720,LARP7,36,0.00064,26,-0.7160,40,0.17822,73,1.16570
ENSG00000145362,ANK2,475,0.11462,537,0.43264,296,-0.6658,189,-1.3521
ENSG00000145349,CAMK2D,374,0.94530,254,-0.1106,91,-1.6479,58,-2.3107
ENSG00000174607,UGT8,9,-2.4227,11,-2.0548,36,0.07827,223,4.03871
ENSG00000269893,SNHG8,115,-0.4710,145,0.04973,174,0.32098,207,0.61078
ENSG00000164096,C4orf3,157,-0.3736,196,0.14013,182,-0.0285,257,0.53294
ENSG00000164111,ANXA5,8,-2.5909,31,-0.0541,65,1.17468,100,2.00760
ENSG00000164112,TMEM155,31,-0.2878,55,1.28439,6,-2.5726,3,-3.5219
ENSG00000138686,BBS7,66,0.94662,42,-0.2554,14,-1.7965,22,-1.1302
ENSG00000138688,KIAA1109,98,0.45249,75,-0.2071,70,-0.2659,59,-0.5122
ENSG00000151458,ANKRD50,40,0.86641,25,-0.3286,19,-0.6755,11,-1.4315
ENSG00000164070,HSPA4L,82,0.40247,73,0.09553,56,-0.3447,24,-1.6095
ENSG00000138709,LARP1B,21,0.13762,19,-0.0992,24,0.32017,14,-0.5296
ENSG00000164040,PGRMC2,79,0.37348,66,-0.0835,45,-0.6462,57,-0.2747
ENSG00000077684,JADE1,36,0.70613,21,-0.6193,20,-0.4961,29,0.05301
ENSG00000138650,PCDH10,109,0.19812,107,0.14249,50,-1.0745,93,-0.1227
ENSG00000151012,SLC7A11,10,-2.0526,21,-0.6841,95,2.10539,72,1.54495
ENSG00000109390,NDUFC1,336,0.10586,344,0.16820,273,-0.2588,222,-0.5838
ENSG00000164134,NAA15,18,-0.1204,16,-0.2709,25,0.48311,24,0.42153
ENSG00000145391,SETD7,32,-0.1207,40,0.42795,35,0.04123,15,-1.2549
ENSG00000153130,SCOC,389,0.47017,322,-0.0144,170,-1.0055,226,-0.5652
ENSG00000109436,TBC1D9,96,0.69216,73,-0.0252,39,-0.9930,24,-1.7144
ENSG00000170153,RNF150,46,-0.0054,59,0.64364,20,-1.3000,22,-1.1534
ENSG00000109445,ZNF330,15,-0.4923,25,0.73736,9,-1.1969,20,0.09148
ENSG00000109452,INPP4B,17,0.15561,14,-0.3697,19,0.21661,19,0.28391
ENSG00000153147,SMARCA5,76,-0.0624,65,-0.4197,93,0.28018,125,0.76515
ENSG00000164163,ABCE1,50,0.57094,31,-0.5839,15,-1.4436,63,0.72698
ENSG00000164164,OTUD4,27,0.34372,24,0.10101,11,-1.1086,17,-0.4382
ENSG00000164167,LSM6,25,-0.0962,26,-0.0020,28,0.11381,29,0.13743
ENSG00000164168,TMEM184C,17,0.01490,17,0.04706,23,0.51473,9,-0.9990
ENSG00000170390,DCLK2,68,-0.0209,73,0.17062,69,0.01835,50,-0.4832
ENSG00000145425,RPS3A,644,-0.6238,805,-0.1368,1181,0.53274,1553,1.00250
ENSG00000059691,GATB,48,0.65430,34,-0.2538,26,-0.6050,23,-0.7668
ENSG00000109670,FBXW7,366,0.55999,329,0.26780,94,-1.7501,80,-1.9964
ENSG00000109654,TRIM2,328,0.27362,275,-0.1526,219,-0.4653,306,0.06856
ENSG00000145428,RNF175,83,1.21538,46,-0.3980,24,-1.2394,6,-3.2481
ENSG00000171566,PLRG1,36,0.14491,30,-0.2269,27,-0.3411,45,0.45431
ENSG00000164114,MAP9,87,0.39256,82,0.24134,33,-1.2636,36,-1.1296
ENSG00000164116,GUCY1A1,35,0.51850,24,-0.3839,17,-0.8260,33,0.21734
ENSG00000260244,AC104083.1,22,0.53508,18,0.00729,16,-0.2171,3,-2.4313
ENSG00000061918,GUCY1B1,293,1.15786,161,-0.4481,92,-1.1640,52,-2.0287
ENSG00000109738,GLRB,203,0.92275,136,-0.1555,57,-1.4381,40,-1.9521
ENSG00000120251,GRIA2,449,0.89210,305,-0.1521,146,-1.2414,88,-1.9947
ENSG00000164125,GASK1B,2,-4.1164,31,0.54974,49,1.14681,68,1.74697
ENSG00000164124,TMEM144,18,-2.4364,25,-1.8943,96,0.60755,396,3.71590
ENSG00000171497,PPID,99,0.55669,82,0.06103,40,-1.0591,35,-1.2687
ENSG00000052795,FNIP2,53,0.46886,44,-0.0158,23,-1.0388,32,-0.5304
ENSG00000109756,RAPGEF2,94,0.43004,83,0.09753,37,-1.1786,51,-0.7076
ENSG00000170088,TMEM192,23,0.00676,24,0.13570,17,-0.4487,23,0.01312
ENSG00000109466,KLHL2,95,0.36648,90,0.20225,39,-1.1537,46,-0.9010
ENSG00000052802,MSMO1,182,0.78947,121,-0.2721,91,-0.6283,57,-1.3463
ENSG00000109472,CPE,1595,0.19966,1509,0.06199,1772,0.30162,523,-1.5912
ENSG00000196104,SPOCK3,59,-0.6589,65,-0.4455,103,0.40725,197,1.55438
ENSG00000129116,PALLD,11,-1.0579,22,0.27183,32,0.80796,29,0.65218
ENSG00000145439,CBR4,35,0.97131,18,-0.7218,24,-0.0576,12,-1.1046
ENSG00000154447,SH3RF1,37,0.49431,30,-0.0523,27,-0.2324,11,-1.4930
ENSG00000137601,NEK1,13,-0.4268,14,-0.2476,17,0.06662,33,1.21142
ENSG00000109572,CLCN3,136,0.55641,93,-0.3629,91,-0.2842,87,-0.3550
ENSG00000056050,HPF1,57,0.29240,51,0.01639,41,-0.3496,34,-0.6162
ENSG00000198948,MFAP3L,27,-0.3671,25,-0.5363,52,0.79015,59,1.01303
ENSG00000164104,HMGB2,15,-0.4508,11,-1.0663,39,1.24006,42,1.36731
ENSG00000164105,SAP30,14,-0.4823,20,0.32095,15,-0.2328,24,0.50477
ENSG00000164106,SCRG1,91,-0.7518,132,0.06278,270,1.25961,123,-0.0691
ENSG00000150625,GPM6A,1872,0.17135,2094,0.46702,1074,-0.7615,525,-1.8398
ENSG00000150627,WDR17,56,0.64269,43,-0.0552,22,-1.0469,21,-1.1359
ENSG00000129128,SPCS3,85,0.30217,75,-0.0159,46,-0.7627,68,-0.1671
ENSG00000218336,TENM3,78,0.62353,69,0.27676,19,-1.7721,9,-2.8657
ENSG00000129187,DCTD,42,-0.1960,52,0.31084,33,-0.4973,49,0.10147
ENSG00000168538,TRAPPC11,27,-0.0132,29,0.10780,29,0.07576,22,-0.3670
ENSG00000173320,STOX2,53,0.09544,57,0.26855,26,-1.0181,44,-0.2284
ENSG00000151726,ACSL1,24,-0.7778,41,0.46753,18,-1.0094,65,1.05985
ENSG00000151729,SLC25A4,466,0.77822,326,-0.1598,177,-1.0563,147,-1.3377
ENSG00000164323,CFAP97,22,0.16457,15,-0.6645,27,0.39067,31,0.65753
ENSG00000109762,SNX25,39,0.80318,29,-0.0332,11,-1.4065,8,-1.9711
ENSG00000109775,UFSP2,21,0.01508,18,-0.3848,31,0.62950,24,0.19448
ENSG00000154556,SORBS2,107,0.38096,93,0.02403,29,-1.7500,91,-0.0110
ENSG00000109794,FAM149A,20,0.00204,21,0.20797,21,0.11700,11,-0.8762
ENSG00000109536,FRG1,52,0.45133,36,-0.4113,38,-0.2092,44,0.02482
ENSG00000164366,CCDC127,34,0.19204,29,-0.1841,37,0.25464,25,-0.3375
ENSG00000073578,SDHA,170,0.41195,151,0.09847,92,-0.7022,71,-1.0922
ENSG00000249915,PDCD6,194,0.41861,144,-0.3027,134,-0.3267,159,-0.0558
ENSG00000180104,EXOC3,72,0.31412,65,0.07448,45,-0.5475,40,-0.7078
ENSG00000225138,SLC9A3-AS1,33,0.64044,21,-0.5047,20,-0.4293,24,-0.0904
ENSG00000171368,TPPP,235,-0.4626,309,0.16934,225,-0.3923,483,0.85603
ENSG00000028310,BRD9,40,0.24595,37,0.05154,28,-0.3799,25,-0.5354
ENSG00000049656,CLPTM1L,119,0.32140,100,-0.1141,72,-0.5933,100,-0.0690
ENSG00000153395,LPCAT1,67,0.07539,79,0.51794,32,-1.1005,32,-1.0858
ENSG00000171421,MRPL36,62,0.11231,56,-0.1168,59,-0.0217,60,0.02869
ENSG00000145494,NDUFS6,221,-0.2113,278,0.35028,216,-0.1807,208,-0.2420
ENSG00000164151,ICE1,52,0.53910,43,0.03873,17,-1.3976,26,-0.7738
ENSG00000133398,MED10,99,0.41699,85,0.03938,55,-0.6724,48,-0.8694
ENSG00000215218,UBE2QL1,227,0.74848,174,0.03742,68,-1.4128,43,-2.0922
ENSG00000037474,NSUN2,18,0.11443,16,-0.1725,15,-0.2594,22,0.35219
ENSG00000145545,SRD5A1,42,0.53726,35,0.08261,9,-1.9840,23,-0.6268
ENSG00000112941,TENT4A,30,0.11821,32,0.26525,25,-0.2422,14,-1.0936
ENSG00000078295,ADCY2,71,-0.2453,93,0.41632,109,0.52100,25,-1.7625
ENSG00000215217,C5orf49,17,-0.4515,26,0.60450,17,-0.2844,18,-0.2531
ENSG00000247516,MIR4458HG,43,-0.2957,50,0.03143,52,0.10255,67,0.50516
ENSG00000112902,SEMA5A,18,-1.1276,36,0.41603,45,0.61757,46,0.66531
ENSG00000150753,CCT5,187,0.81762,112,-0.4641,96,-0.5737,89,-0.6884
ENSG00000164237,CMBL,36,0.39037,25,-0.4414,32,0.07274,31,-0.0037
ENSG00000145495,MARCH6,259,0.37834,231,0.08127,158,-0.5383,114,-1.0454
ENSG00000164236,ANKRD33B,27,0.08987,32,0.47864,13,-1.0601,14,-0.9956
ENSG00000112977,DAP,23,-0.9353,40,0.21723,66,0.98432,45,0.35829
ENSG00000169862,CTNND2,173,-0.5340,274,0.57625,278,0.38637,130,-0.8143
ENSG00000038382,TRIO,108,0.49571,90,0.01741,48,-0.9439,51,-0.8527
ENSG00000154122,ANKH,109,0.02742,114,0.14066,79,-0.4845,106,-0.0283
ENSG00000173545,ZNF622,35,0.02846,41,0.42253,20,-0.8573,22,-0.6626
ENSG00000154153,RETREG1,50,-0.2303,59,0.16585,20,-1.5032,95,0.90321
ENSG00000145555,MYO10,12,-2.3916,37,-0.4085,137,1.97735,112,1.57402
ENSG00000176788,BASP1,1227,0.31003,1306,0.47746,406,-1.5148,311,-1.9113
ENSG00000248455,LINC02217,36,-0.6223,66,0.91468,39,-0.2915,27,-0.8601
ENSG00000145526,CDH18,36,0.79499,25,-0.1894,11,-1.2722,13,-1.0551
ENSG00000040731,CDH10,59,0.84127,44,0.01284,22,-1.0269,0,-5.9018
ENSG00000113360,DROSHA,34,0.35160,30,0.03691,25,-0.2738,15,-1.0771
ENSG00000082213,C5orf22,26,0.41059,23,0.06098,13,-0.7866,13,-0.8130
ENSG00000133401,PDZD2,25,-0.8599,50,0.77338,35,-0.1035,39,0.07894
ENSG00000113384,GOLPH3,62,0.57136,34,-0.8124,43,-0.2347,70,0.56201
ENSG00000150712,MTMR12,43,0.71316,35,0.17414,12,-1.4591,3,-3.5082
ENSG00000056097,ZFR,109,-0.0559,115,0.08060,87,-0.3890,131,0.26217
ENSG00000113387,SUB1,528,0.43785,456,0.06193,274,-0.7573,237,-0.9765
ENSG00000113407,TARS,46,1.15741,20,-0.9186,29,-0.0848,14,-1.1870
ENSG00000113456,RAD1,21,0.26071,17,-0.1617,16,-0.2549,18,-0.0430
ENSG00000113460,BRIX1,22,0.34418,17,-0.2584,18,-0.0722,17,-0.2004
ENSG00000168724,DNAJC21,29,-0.0769,28,-0.1704,16,-0.9220,56,1.03373
ENSG00000164187,LMBRD2,120,0.43154,120,0.43050,27,-2.0139,27,-2.0276
ENSG00000152620,NADK2,37,-0.3464,50,0.31760,48,0.16156,40,-0.1385
ENSG00000079215,SLC1A3,116,-1.7912,368,0.64690,714,1.56391,232,-0.3441
ENSG00000285967,NIPBL-DT,28,-0.1405,28,-0.0791,29,-0.0068,40,0.51054
ENSG00000164190,NIPBL,19,-0.3371,19,-0.3528,24,0.13236,45,1.19698
ENSG00000197603,CPLANE1,18,0.24314,15,-0.1394,23,0.54203,7,-1.3180
ENSG00000113594,LIFR,35,-0.4029,37,-0.2941,46,0.11302,88,1.21743
ENSG00000164327,RICTOR,24,0.06855,22,-0.1820,20,-0.2244,31,0.44739
ENSG00000113638,TTC33,54,0.62806,42,-0.0287,20,-1.1794,21,-1.0617
ENSG00000132356,PRKAA1,15,-0.5841,24,0.56508,16,-0.2393,21,0.14772
ENSG00000145592,RPL37,1049,-1.0440,1527,-0.2720,2880,0.85841,3990,1.44545
ENSG00000182836,PLCXD3,50,0.18806,50,0.23025,34,-0.4519,25,-0.9501
ENSG00000083720,OXCT1,230,0.74484,172,-0.0319,77,-1.2701,58,-1.6768
ENSG00000250722,SELENOP,34,-2.4110,46,-1.9438,186,0.64997,744,3.70973
ENSG00000172262,ZNF131,26,0.41803,23,0.17407,15,-0.5993,6,-1.7823
ENSG00000177453,NIM1K,24,0.49887,20,0.06246,8,-1.2679,12,-0.7901
ENSG00000112972,HMGCS1,270,0.90216,175,-0.2449,104,-0.9663,61,-1.7765
ENSG00000172239,PAIP1,72,0.18414,71,0.13997,60,-0.1851,38,-0.8921
ENSG00000248092,NNT-AS1,22,0.04297,21,-0.0173,16,-0.4412,26,0.29639
ENSG00000112992,NNT,75,0.06630,87,0.43628,57,-0.3971,27,-1.5378
ENSG00000112996,MRPS30,53,0.49060,40,-0.1703,25,-0.8536,37,-0.2325
ENSG00000164588,HCN1,118,1.29831,63,-0.4002,23,-1.7788,9,-3.2094
ENSG00000151883,PARP8,27,0.78131,17,-0.4336,19,-0.0916,8,-1.3730
ENSG00000164172,MOCS2,118,0.44348,97,-0.0556,78,-0.3814,55,-0.9293
ENSG00000164258,NDUFS4,110,0.18005,113,0.24563,68,-0.6533,64,-0.7429
ENSG00000185305,ARL15,32,0.79658,20,-0.3084,5,-2.2798,21,-0.1490
ENSG00000169271,HSPB3,27,1.48615,12,-0.7320,5,-1.7382,5,-1.8407
ENSG00000067248,DHX29,32,0.70292,18,-0.6650,25,-0.0012,21,-0.2835
ENSG00000039123,MTREX,33,0.07229,34,0.12186,20,-0.7631,34,0.09429
ENSG00000067113,PLPP1,45,-0.0711,32,-0.8224,53,0.18671,106,1.39166
ENSG00000134352,IL6ST,62,-0.6669,76,-0.2411,123,0.62808,166,1.14352
ENSG00000062194,GPBP1,77,0.18101,66,-0.1920,59,-0.3157,85,0.28283
ENSG00000145632,PLK2,206,1.32846,107,-0.4642,34,-2.0575,29,-2.2944
ENSG00000152932,RAB3C,256,0.54437,225,0.19179,124,-0.8062,31,-2.8670
ENSG00000113448,PDE4D,22,0.19948,20,-0.0789,17,-0.2425,19,-0.1055
ENSG00000164182,NDUFAF2,64,0.04665,73,0.35936,55,-0.2067,27,-1.2920
ENSG00000188725,SMIM15,19,-0.1537,19,-0.0830,21,0.03961,28,0.50898
ENSG00000130449,ZSWIM6,23,-0.3808,26,-0.1482,17,-0.7480,62,1.37494
ENSG00000068796,KIF2A,34,0.16072,29,-0.1933,36,0.18944,29,-0.1290
ENSG00000086189,DIMT1,25,0.25647,23,-0.0198,20,-0.2264,17,-0.4914
ENSG00000086200,IPO11,26,0.29349,24,0.17225,9,-1.4470,19,-0.3107
ENSG00000153006,SREK1IP1,27,-0.3029,32,0.13399,21,-0.5591,48,0.74052
ENSG00000153015,CWC27,16,-0.5142,23,0.23238,29,0.53023,22,0.06758
ENSG00000113595,TRIM23,85,0.22224,87,0.27569,36,-1.1737,53,-0.5848
ENSG00000113597,TRAPPC13,35,0.17752,36,0.26175,25,-0.3895,15,-1.1486
ENSG00000197860,SGTB,149,0.59108,126,0.13582,57,-1.1365,33,-1.9453
ENSG00000123213,NLN,17,-0.0750,19,0.19818,10,-0.8945,21,0.33131
ENSG00000112851,ERBIN,21,-1.4645,41,-0.1480,51,0.23749,139,2.04234
ENSG00000153914,SREK1,32,-0.2530,44,0.47757,18,-1.1026,40,0.16347
ENSG00000069020,MAST4,38,-0.0999,45,0.32478,26,-0.6690,38,-0.0627
ENSG00000145675,PIK3R1,189,0.59450,152,0.02177,63,-1.3547,80,-0.9870
ENSG00000145740,SLC30A5,36,0.74460,20,-0.6281,16,-0.8421,31,0.19230
ENSG00000134056,MRPS36,91,0.47259,71,-0.1601,70,-0.1206,40,-0.9873
ENSG00000134058,CDK7,31,1.22040,17,-0.4545,5,-1.9596,7,-1.5488
ENSG00000085231,AK6,96,0.68004,62,-0.3968,52,-0.5531,57,-0.4136
ENSG00000273841,TAF9,109,0.33955,99,0.08744,68,-0.5271,53,-0.8996
ENSG00000152942,RAD17,30,1.13954,13,-0.8661,19,-0.1003,8,-1.2935
ENSG00000145734,BDP1,16,-0.9715,31,0.38644,36,0.49021,38,0.61735
ENSG00000131844,MCCC2,18,0.26762,13,-0.4115,21,0.41110,15,-0.1300
ENSG00000164326,CARTPT,137,2.09565,41,-1.2140,13,-2.5452,13,-2.6099
ENSG00000131711,MAP1B,1611,0.21386,1672,0.31019,786,-0.9846,861,-0.8448
ENSG00000113048,MRPS27,62,0.46510,50,-0.1079,46,-0.2076,26,-1.0536
ENSG00000083312,TNPO1,39,0.10788,37,-0.0615,37,-0.0306,35,-0.0985
ENSG00000249743,AC116345.1,46,1.62367,18,-0.8453,8,-1.8520,7,-2.0062
ENSG00000145741,BTF3,215,-0.0045,197,-0.2031,211,-0.0275,292,0.49913
ENSG00000171617,ENC1,2783,1.10946,1710,-0.2292,639,-1.6634,257,-3.0032
ENSG00000049860,HEXB,45,0.36126,34,-0.2964,39,0.00878,33,-0.2344
ENSG00000164347,GFM2,38,1.02470,19,-0.6828,20,-0.4433,14,-0.9214
ENSG00000164346,NSA2,73,-0.2852,88,0.14031,87,0.07787,98,0.26599
ENSG00000198780,FAM169A,74,0.50118,63,0.07920,33,-0.9462,28,-1.1799
ENSG00000113161,HMGCR,188,1.16742,104,-0.4224,48,-1.4800,37,-1.8490
ENSG00000113163,CERT1,82,0.48981,67,-0.0309,31,-1.1872,51,-0.4523
ENSG00000145708,CRHBP,90,2.54921,15,-2.0450,7,-2.7321,22,-1.1252
ENSG00000164252,AGGF1,51,0.23696,47,0.02397,24,-0.9795,47,0.04240
ENSG00000113231,PDE8B,53,0.27688,51,0.14598,39,-0.3240,22,-1.1670
ENSG00000164253,WDR41,47,0.58128,32,-0.3353,35,-0.1302,23,-0.7308
ENSG00000171530,TBCA,295,0.17952,259,-0.1333,273,-0.0054,253,-0.1312
ENSG00000085365,SCAMP1,169,0.46495,157,0.26367,53,-1.4862,53,-1.4887
ENSG00000152409,JMY,21,-0.0101,24,0.38016,11,-0.9103,17,-0.3281
ENSG00000152413,HOMER1,124,0.80382,94,0.05533,34,-1.5174,14,-2.8147
ENSG00000177034,MTX3,38,0.53439,31,0.01558,19,-0.7415,13,-1.2765
ENSG00000113296,THBS4,10,-1.1781,14,-0.5063,38,1.25418,44,1.53454
ENSG00000164300,SERINC5,10,-1.1483,11,-1.0493,32,0.90337,65,2.29625
ENSG00000039319,ZFYVE16,26,-0.7567,32,-0.3591,37,-0.0359,105,1.78790
ENSG00000249042,AC008771.1,20,-0.0005,26,0.68256,8,-1.3167,8,-1.3967
ENSG00000228716,DHFR,18,-0.0711,15,-0.4589,18,-0.0701,36,1.07302
ENSG00000113319,RASGRF2,26,-0.7065,53,1.08478,13,-1.4882,31,-0.2377
ENSG00000145687,SSBP2,71,0.15429,75,0.30296,39,-0.8368,42,-0.6949
ENSG00000186468,RPS23,810,-0.8696,1016,-0.4003,1867,0.71265,2945,1.53091
ENSG00000174695,TMEM167A,89,-0.1298,111,0.41641,70,-0.4714,72,-0.4260
ENSG00000038427,VCAN,5,-2.4377,9,-1.2919,54,1.90940,70,2.47559
ENSG00000164176,EDIL3,92,-0.9594,103,-0.7272,115,-0.3567,546,2.44986
ENSG00000127184,COX7C,1247,-0.0320,1308,0.08341,1353,0.11000,1065,-0.2713
ENSG00000145715,RASA1,62,0.56736,55,0.24102,22,-1.2772,9,-2.5566
ENSG00000134480,CCNH,48,0.04859,53,0.30088,45,-0.0680,21,-1.2334
ENSG00000247828,TMEM161B-AS1,55,-0.1790,66,0.26030,72,0.29941,39,-0.6738
ENSG00000245526,LINC00461,43,-0.0217,44,0.01632,52,0.25788,37,-0.2840
ENSG00000081189,MEF2C,623,1.19401,347,-0.3972,163,-1.4349,84,-2.4119
ENSG00000153140,CETN3,16,-0.1943,17,-0.0609,22,0.38485,20,0.22952
ENSG00000176055,MBLAC2,32,0.79258,20,-0.3190,14,-0.7858,13,-0.9256
ENSG00000164199,ADGRV1,15,-1.0882,24,-0.1011,76,1.96267,19,-0.4383
ENSG00000113369,ARRDC3,22,-0.2611,26,0.07173,15,-0.7394,42,0.86344
ENSG00000237187,NR2F1-AS1,28,-0.6442,50,0.79148,32,-0.2431,30,-0.3646
ENSG00000175745,NR2F1,83,-0.0768,99,0.35415,83,-0.0568,48,-0.9020
ENSG00000113391,FAM172A,32,0.41244,25,-0.1787,26,-0.0337,16,-0.7673
ENSG00000175471,MCTP1,30,-0.4550,53,1.07100,21,-0.8152,11,-1.8466
ENSG00000198677,TTC37,70,0.71416,41,-0.5817,28,-0.9638,62,0.23393
ENSG00000164292,RHOBTB3,9,-2.3619,36,0.14752,95,1.82010,60,0.96899
ENSG00000173221,GLRX,50,0.51446,43,0.10949,26,-0.6935,12,-1.8658
ENSG00000118985,ELL2,49,-0.1488,58,0.22986,23,-1.2320,74,0.55751
ENSG00000175426,PCSK1,66,1.52214,30,-0.6630,14,-1.5461,4,-3.4390
ENSG00000153113,CAST,31,0.21152,23,-0.4187,24,-0.2485,41,0.62242
ENSG00000113441,LNPEP,53,-0.0997,60,0.19880,59,0.12000,41,-0.4493
ENSG00000174136,RGMB,96,0.48825,88,0.24556,29,-1.5581,31,-1.4556
ENSG00000174132,FAM174A,85,0.46770,74,0.10372,41,-0.8423,31,-1.2517
ENSG00000145730,PAM,247,1.08767,147,-0.3099,71,-1.3290,36,-2.3247
ENSG00000145725,PPIP5K2,35,0.76685,22,-0.4117,18,-0.5685,17,-0.6770
ENSG00000181751,C5orf30,63,0.94518,34,-0.6240,26,-0.8255,34,-0.4144
ENSG00000184349,EFNA5,24,0.72175,19,0.06682,12,-0.7132,0,-6.0474
ENSG00000145743,FBXL17,80,-0.0016,101,0.62390,54,-0.6188,20,-2.0545
ENSG00000198961,PJA2,593,0.58471,491,0.08527,215,-1.2254,191,-1.3995
ENSG00000112893,MAN2A1,22,-0.3497,13,-1.3316,15,-0.7963,99,2.50636
ENSG00000164209,SLC25A46,159,0.73647,110,-0.2242,55,-1.2058,78,-0.6891
ENSG00000152495,CAMK4,111,0.66335,80,-0.1720,70,-0.3151,28,-1.7177
ENSG00000164211,STARD4,30,1.11553,15,-0.6033,13,-0.6894,8,-1.4288
ENSG00000134986,NREP,111,0.44153,94,0.01672,70,-0.4483,43,-1.1800
ENSG00000224032,EPB41L4A-AS1,73,-0.1391,82,0.15206,80,0.05284,73,-0.0983
ENSG00000134982,APC,117,-0.4567,166,0.37979,167,0.25034,131,-0.1362
ENSG00000153037,SRP19,70,0.47590,56,-0.0719,24,-1.3495,52,-0.1853
ENSG00000129625,REEP5,583,0.81621,391,-0.2323,192,-1.2546,231,-0.9755
ENSG00000172795,DCP2,36,0.09464,41,0.40298,13,-1.5403,28,-0.3762
ENSG00000047188,YTHDC2,34,0.98445,18,-0.5979,18,-0.4495,12,-1.0722
ENSG00000152503,TRIM36,111,0.42390,101,0.19228,51,-0.9585,39,-1.3623
ENSG00000164221,CCDC112,13,-0.6295,23,0.71093,16,-0.1027,14,-0.2906
ENSG00000134970,TMED7,62,-0.0979,61,-0.1292,46,-0.5181,107,0.83560
ENSG00000129596,CDO1,87,0.39077,81,0.21034,31,-1.3623,42,-0.8856
ENSG00000145782,ATG12,70,0.55086,43,-0.6226,46,-0.3187,69,0.32195
ENSG00000177879,AP3S1,187,0.64696,134,-0.2087,105,-0.5266,76,-1.0235
ENSG00000145781,COMMD10,20,-0.2557,26,0.36114,15,-0.5906,25,0.17833
ENSG00000092421,SEMA6A,26,-0.1419,18,-0.9101,30,0.13525,71,1.60601
ENSG00000172869,DMXL1,49,0.78414,30,-0.4360,16,-1.2233,33,-0.1678
ENSG00000133835,HSD17B4,66,-0.3121,73,-0.0943,77,0.04168,124,0.81571
ENSG00000205302,SNX2,54,0.32763,49,0.04380,36,-0.4470,29,-0.7542
ENSG00000064652,SNX24,17,-0.2296,21,0.27291,17,-0.1562,19,0.01161
ENSG00000151292,CSNK1G3,22,-0.3422,33,0.57248,34,0.40574,7,-1.8845
ENSG00000155324,GRAMD2B,12,-1.0935,7,-1.9844,64,2.04968,62,1.96601
ENSG00000164904,ALDH7A1,26,-1.4225,57,0.18972,121,1.39958,76,0.57728
ENSG00000164902,PHAX,61,0.09155,56,-0.1258,38,-0.6964,84,0.56605
ENSG00000164241,C5orf63,15,-1.0468,28,0.33363,32,0.45957,41,0.85087
ENSG00000205279,CTXN3,124,1.35285,64,-0.4475,27,-1.6190,5,-4.0334
ENSG00000245937,LINC01184,33,0.09683,31,-0.0884,39,0.32012,24,-0.4216
ENSG00000064651,SLC12A2,42,-0.8308,28,-1.5969,48,-0.4134,293,2.99539
ENSG00000066583,ISOC1,26,0.90734,10,-1.2725,20,0.08839,23,0.32857
ENSG00000169567,HINT1,1130,0.29377,1065,0.14119,770,-0.4212,502,-1.0789
ENSG00000186687,LYRM7,44,0.01797,51,0.34345,25,-0.8897,36,-0.3113
ENSG00000158985,CDC42SE2,145,-0.0375,179,0.50454,66,-1.2359,111,-0.4522
ENSG00000158987,RAPGEF6,19,-0.1548,18,-0.2705,20,-0.0166,34,0.88792
ENSG00000217128,FNIP1,24,-0.0754,29,0.36061,13,-0.9448,24,-0.0535
ENSG00000164398,ACSL6,165,0.47201,139,0.01813,117,-0.2621,43,-1.7607
ENSG00000113522,RAD50,48,0.00863,47,-0.0120,33,-0.5583,62,0.43253
ENSG00000131437,KIF3A,295,0.64804,241,0.09786,88,-1.4815,79,-1.6402
ENSG00000164402,SEPTIN8,172,-0.2765,158,-0.4624,194,0.00700,424,1.33130
ENSG00000198944,SOWAHA,111,-0.1585,140,0.43055,122,0.05126,58,-1.0915
ENSG00000164405,UQCRQ,796,-0.1584,972,0.33290,887,0.06487,558,-0.6647
ENSG00000072364,AFF4,54,0.21153,48,-0.0755,37,-0.4728,51,0.04316
ENSG00000170606,HSPA4,101,0.36196,91,0.08384,72,-0.3046,37,-1.3415
ENSG00000113583,C5orf15,35,0.24135,28,-0.3296,27,-0.2713,41,0.40625
ENSG00000213585,VDAC1,459,0.82581,319,-0.1441,159,-1.1698,118,-1.6145
ENSG00000113558,SKP1,863,0.30320,735,-0.0944,655,-0.2454,601,-0.3816
ENSG00000113575,PPP2CA,370,0.63134,290,-0.0092,154,-0.9877,117,-1.3984
ENSG00000119048,UBE2B,251,0.63999,198,0.01254,98,-1.0898,76,-1.4620
ENSG00000237190,CDKN2AIPNL,60,0.16767,63,0.30189,36,-0.6757,31,-0.9142
ENSG00000043143,JADE2,60,0.35461,54,0.05742,34,-0.6650,34,-0.6823
