Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000171490,RSL1D1,146,1.01872,72,-0.1518,61,-0.4181,89,0.17953,82,0.05853,52,-0.6546,73,-0.1401,59,-0.4530,77,-0.0384
ENSG00000103342,GSPT1,91,0.48417,51,-0.4392,71,0.08222,72,0.09772,60,-0.1956,56,-0.2966,55,-0.3318,93,0.52635,66,-0.0484
ENSG00000237515,SHISA9,21,-1.3228,20,-1.3725,30,-0.7444,66,0.48511,68,0.60434,45,-0.1235,60,0.33440,61,0.35405,51,0.06848
ENSG00000186260,MRTFB,129,-1.0463,65,-2.0576,203,-0.3487,158,-0.7325,445,1.11738,388,0.70559,185,-0.4897,207,-0.3136,302,0.28962
ENSG00000262454,MIR193BHG,1,-2.4919,15,0.67094,10,-0.0134,14,0.58475,5,-1.0438,11,0.19984,13,0.45568,11,0.18745,12,0.32853
ENSG00000140694,PARN,40,0.82991,17,-0.5589,11,-1.1189,20,-0.3015,24,0.02252,20,-0.2842,27,0.21226,23,-0.0558,33,0.51274
ENSG00000103429,BFAR,22,0.16943,12,-0.7273,16,-0.3418,21,0.08747,22,0.17495,17,-0.2676,38,1.05250,15,-0.4452,14,-0.5076
ENSG00000103512,NOMO1,27,-1.1691,27,-1.1721,59,0.03308,42,-0.5191,95,0.94505,60,0.05316,57,-0.0274,57,-0.0382,63,0.11892
ENSG00000179889,PDXDC1,51,0.16921,33,-0.5212,27,-0.8149,65,0.55144,46,-0.0125,60,0.42137,40,-0.2359,46,-0.0129,48,0.06431
ENSG00000157045,NTAN1,49,0.79521,30,0.00757,41,0.49691,20,-0.6206,27,-0.2066,18,-0.8089,40,0.44189,27,-0.1992,23,-0.3960
ENSG00000085721,RRN3,16,-0.2570,12,-0.6699,11,-0.7761,16,-0.2511,23,0.31754,17,-0.1556,27,0.54281,25,0.44416,20,0.07010
ENSG00000156968,MPV17L,14,0.48661,12,0.13856,11,-0.0071,15,0.55709,15,0.68682,14,0.41138,3,-1.5767,4,-1.3997,2,-2.1621
ENSG00000166780,BMERB1,127,-0.8067,113,-0.9778,169,-0.3650,329,0.72099,265,0.40699,174,-0.3201,250,0.26344,265,0.35772,169,-0.3601
ENSG00000166783,MARF1,65,0.63165,45,0.04933,31,-0.5460,82,1.03476,33,-0.4805,28,-0.6915,42,-0.0530,41,-0.0889,38,-0.2358
ENSG00000133393,FOPNL,12,-1.1999,19,-0.5231,22,-0.2719,34,0.42675,27,0.09520,23,-0.1933,38,0.61120,26,-0.0018,32,0.34350
ENSG00000103489,XYLT1,29,0.05566,18,-0.6563,18,-0.6441,34,0.30187,36,0.46120,18,-0.6780,16,-0.8393,40,0.56668,35,0.33611
ENSG00000134419,RPS15A,1037,1.38958,519,0.19764,480,0.07057,265,-0.8607,291,-0.7835,473,0.04611,439,-0.0735,431,-0.1006,369,-0.3490
ENSG00000170540,ARL6IP1,438,-0.2450,406,-0.3627,321,-0.7267,888,0.92086,521,0.03717,374,-0.4900,488,-0.0733,415,-0.3289,735,0.59575
ENSG00000157106,SMG1,31,0.13300,19,-0.5773,22,-0.3531,28,-0.0258,32,0.26641,33,0.23671,24,-0.2294,32,0.19096,27,-0.0392
ENSG00000167186,COQ7,5,-1.6938,14,-0.0613,14,-0.0571,14,-0.0442,20,0.57743,15,0.06706,14,-0.0792,11,-0.4901,20,0.45740
ENSG00000103528,SYT17,41,-1.0032,43,-0.9379,40,-1.0517,145,1.02392,108,0.60318,43,-0.9335,75,-0.0701,66,-0.2625,115,0.63086
ENSG00000006007,GDE1,99,0.14253,61,-0.6156,63,-0.5631,98,0.13001,107,0.31313,107,0.27140,64,-0.5468,96,0.10103,102,0.18837
ENSG00000103540,CCP110,43,0.25553,38,0.04990,20,-0.9499,50,0.47287,36,-0.0719,21,-0.8367,38,0.03480,46,0.33899,43,0.23464
ENSG00000103544,VPS35L,52,0.37512,26,-0.7111,42,0.03231,38,-0.1330,53,0.47312,38,-0.1193,43,0.06021,40,-0.0357,26,-0.6903
ENSG00000103550,KNOP1,12,-0.3626,23,0.65112,13,-0.2902,31,1.20076,13,-0.2883,12,-0.3123,11,-0.4448,6,-1.3328,18,0.23129
ENSG00000174628,IQCK,12,0.04365,16,0.52761,8,-0.6443,9,-0.3976,10,-0.3190,10,-0.2478,21,0.98713,8,-0.5527,13,0.17728
ENSG00000261195,AC027130.1,20,1.55488,19,1.45629,9,0.11455,14,0.86476,0,-3.3970,5,-0.7818,8,-0.0455,3,-1.2427,1,-2.5475
ENSG00000167191,GPRC5B,173,0.35811,326,1.46095,116,-0.2843,199,0.58665,55,-1.5295,79,-0.8697,203,0.62070,86,-0.7446,96,-0.5756
ENSG00000066654,THUMPD1,31,-0.1929,18,-1.0072,24,-0.5813,48,0.52508,42,0.32282,28,-0.3714,37,0.07975,36,0.05472,44,0.37824
ENSG00000102897,LYRM1,16,-1.4235,28,-0.5596,48,0.28084,42,0.06290,46,0.26411,32,-0.3413,44,0.14178,41,0.01711,59,0.61462
ENSG00000011638,TMEM159,15,-0.1220,3,-2.1874,13,-0.3452,11,-0.5208,32,1.34332,12,-0.3949,14,-0.2573,12,-0.3977,17,0.03749
ENSG00000103316,CRYM,120,-1.1625,58,-2.2338,313,0.33545,112,-1.2621,416,0.95713,326,0.40313,152,-0.8011,301,0.26841,330,0.42170
ENSG00000197006,METTL9,104,0.12773,70,-0.5119,100,0.05429,89,-0.1295,107,0.18631,119,0.33653,105,0.14391,85,-0.1979,79,-0.3214
ENSG00000140740,UQCRC2,136,-0.3568,122,-0.5335,122,-0.5234,163,-0.0744,187,0.16213,131,-0.4177,212,0.34965,205,0.29101,244,0.58186
ENSG00000185716,MOSMO,49,0.19224,21,-1.0782,28,-0.7089,72,0.83065,52,0.31711,44,0.00598,33,-0.4217,37,-0.2505,47,0.13635
ENSG00000103319,EEF2K,10,0.11883,6,-0.5910,11,0.26947,14,0.70081,9,-0.0528,10,0.06804,7,-0.3437,7,-0.3886,9,-0.0772
ENSG00000058600,POLR3E,18,0.55517,8,-0.7670,8,-0.6464,11,-0.2588,13,0.10442,13,0.02349,11,-0.2312,15,0.24125,17,0.44326
ENSG00000140743,CDR2,22,0.65853,7,-1.0210,15,0.01311,3,-2.1625,21,0.67315,17,0.20579,13,-0.1704,8,-0.9820,20,0.45424
ENSG00000122254,HS3ST2,7,-1.1469,13,-0.2917,0,-4.2244,115,4.38531,4,-2.1995,0,-6.8126,1,-3.3121,2,-3.0147,14,-0.2235
ENSG00000103404,USP31,4,-1.5573,13,0.12930,12,0.01902,18,0.68347,14,0.25813,15,0.37880,7,-0.7152,9,-0.3803,12,0.06615
ENSG00000168434,COG7,13,-0.1692,15,0.10584,11,-0.4316,19,0.42708,17,0.32123,7,-1.1466,16,0.21332,9,-0.6696,19,0.45268
ENSG00000103365,GGA2,27,0.25290,10,-1.2839,17,-0.4177,19,-0.2678,31,0.57178,33,0.60990,20,-0.1828,18,-0.3308,21,-0.1342
ENSG00000103356,EARS2,13,-0.0977,7,-0.9843,6,-1.1792,17,0.35858,18,0.50333,7,-1.0741,15,0.15384,14,0.08542,21,0.71266
ENSG00000103353,UBFD1,18,-1.2378,27,-0.6433,37,-0.1218,64,0.74130,37,-0.1340,56,0.52118,67,0.84283,27,-0.6473,34,-0.2806
ENSG00000004779,NDUFAB1,176,-0.7048,196,-0.5397,346,0.36432,223,-0.3376,296,0.12772,250,-0.1580,276,-0.0024,368,0.46533,335,0.31274
ENSG00000166847,DCTN5,66,-0.2396,45,-0.8493,64,-0.2999,107,0.53136,91,0.30573,80,0.05258,86,0.18179,82,0.09341,60,-0.4043
ENSG00000166501,PRKCB,280,-1.3985,2510,2.34938,74,-3.3631,2343,2.19631,401,-0.9368,117,-2.6919,159,-2.2411,221,-1.7559,435,-0.7315
ENSG00000006116,CACNG3,129,-0.5009,52,-1.8614,218,0.32577,131,-0.4825,287,0.93104,225,0.37801,113,-0.7067,224,0.37317,112,-0.7220
ENSG00000122257,RBBP6,52,0.14013,55,0.21646,25,-0.9670,90,1.05641,50,0.06772,52,0.13715,36,-0.4515,32,-0.6226,36,-0.4313
ENSG00000090905,TNRC6A,46,-0.0128,68,0.62668,19,-1.3536,108,1.44056,49,0.12023,35,-0.4402,24,-1.0251,23,-1.0667,41,-0.1769
ENSG00000205629,LCMT1,77,0.16322,41,-0.8255,56,-0.3530,54,-0.3965,79,0.22907,74,0.09784,62,-0.1822,64,-0.1344,110,0.76126
ENSG00000182601,HS3ST4,24,0.89646,25,0.92102,3,-2.2090,50,2.27154,7,-1.1117,6,-1.1679,2,-2.6218,5,-1.6066,11,-0.3847
ENSG00000169189,NSMCE1,39,0.05187,37,-0.0125,20,-0.9834,34,-0.1445,49,0.51094,17,-1.1834,44,0.26536,31,-0.3059,54,0.59094
ENSG00000077235,GTF3C1,42,-0.2381,30,-0.7718,32,-0.6835,84,0.88838,56,0.23268,49,-0.0150,57,0.24606,41,-0.2977,45,-0.1318
ENSG00000169181,GSG1L,8,-1.5207,13,-0.7163,18,-0.2379,8,-1.3650,25,0.28668,73,2.22629,14,-0.6306,12,-0.8159,14,-0.5656
ENSG00000169180,XPO6,62,0.31815,27,-0.9521,30,-0.7828,48,-0.0806,75,0.73983,46,-0.1326,40,-0.3810,50,-0.0060,52,0.05504
ENSG00000188322,SBK1,1,-3.5423,20,0.39961,10,-0.6387,15,-0.1136,14,-0.2439,17,0.14890,16,0.03867,24,0.64974,27,0.86293
ENSG00000188603,CLN3,18,0.74939,11,-0.0416,6,-0.8523,15,0.44257,12,0.15807,5,-1.2484,12,0.18165,12,0.08436,8,-0.4354
ENSG00000176046,NUPR1,90,1.96855,58,1.13649,24,-0.2855,18,-0.7841,14,-1.1607,14,-1.0987,26,-0.1623,18,-0.7477,16,-0.9556
ENSG00000196502,SULT1A1,25,-0.7476,32,-0.3460,40,-0.0209,59,0.62386,59,0.70382,29,-0.4986,26,-0.6972,46,0.21102,29,-0.5117
ENSG00000168488,ATXN2L,18,-0.8325,16,-0.9866,15,-1.1076,45,0.63110,49,0.87277,29,-0.0835,26,-0.2687,26,-0.2573,35,0.21016
ENSG00000178952,TUFM,115,-0.2327,103,-0.4103,106,-0.3557,151,0.19981,153,0.25187,95,-0.5216,107,-0.3467,148,0.17234,201,0.67336
ENSG00000178188,SH2B1,21,-0.6470,19,-0.8370,27,-0.2917,41,0.38243,40,0.42362,41,0.37965,28,-0.2363,25,-0.3830,40,0.34051
ENSG00000176953,NFATC2IP,34,0.43122,16,-0.7653,7,-1.9752,48,0.98390,30,0.27426,15,-0.8338,24,-0.1446,22,-0.2559,35,0.47043
ENSG00000169682,SPNS1,4,-1.8870,13,-0.1539,15,0.07084,16,0.15451,19,0.50850,21,0.53173,12,-0.2592,13,-0.1746,13,-0.1650
ENSG00000183336,BOLA2,13,-0.5553,10,-0.9266,15,-0.3248,13,-0.5180,28,0.76807,19,0.01730,12,-0.6363,27,0.61762,20,0.13782
ENSG00000103485,QPRT,9,-0.8380,23,0.52394,11,-0.5891,40,1.50132,6,-1.7020,5,-1.7962,34,1.17336,11,-0.6044,21,0.36018
ENSG00000079616,KIF22,20,-0.4785,30,0.14476,30,0.13156,28,0.04559,29,0.10247,36,0.44537,26,-0.0804,26,-0.1007,20,-0.4892
ENSG00000103495,MAZ,87,0.09057,63,-0.4093,61,-0.4724,111,0.50208,93,0.22610,44,-0.9452,82,0.00898,77,-0.1047,108,0.45107
ENSG00000167371,PRRT2,116,-0.6670,132,-0.4685,116,-0.6686,320,0.98190,292,0.96943,153,-0.2391,108,-0.7689,127,-0.5285,120,-0.6167
ENSG00000280789,PAGR1,22,0.26620,15,-0.3177,14,-0.3736,18,-0.0159,21,0.20019,35,1.07068,12,-0.6161,17,-0.1195,9,-1.0915
ENSG00000103502,CDIPT,106,0.30240,44,-1.0648,88,0.00397,117,0.46499,93,0.09328,71,-0.3438,85,-0.0657,91,0.05320,93,0.08528
ENSG00000174938,SEZ6L2,193,-0.7459,132,-1.3274,168,-0.9553,596,1.09266,432,0.61981,248,-0.3548,368,0.27398,263,-0.2674,277,-0.1808
ENSG00000174939,ASPHD1,84,-0.4617,90,-0.3397,126,0.18399,70,-0.7261,110,-0.0306,169,0.67638,99,-0.1926,159,0.57158,103,-0.1352
ENSG00000174943,KCTD13,24,-0.8140,21,-1.0010,41,-0.0290,34,-0.3220,40,-0.0750,74,0.96015,36,-0.2325,38,-0.1454,67,0.78729
ENSG00000149932,TMEM219,108,-0.0862,122,0.10362,134,0.25612,116,0.02190,92,-0.3818,110,-0.0546,115,0.00928,126,0.15072,128,0.18393
ENSG00000149930,TAOK2,16,-1.0764,31,-0.0757,37,0.16813,28,-0.2257,42,0.43392,27,-0.2968,30,-0.1589,45,0.51097,31,-0.0954
ENSG00000149929,HIRIP3,13,-0.8841,23,-0.0075,25,0.08246,25,0.12818,25,0.10392,17,-0.4715,29,0.36462,20,-0.2587,31,0.47828
ENSG00000169592,INO80E,25,-0.3356,27,-0.2384,35,0.18622,32,0.06491,25,-0.3799,21,-0.5844,53,0.87668,16,-0.9844,51,0.81886
ENSG00000149927,DOC2A,134,-0.7217,86,-1.3891,130,-0.7692,177,-0.2955,397,1.24358,253,0.27913,139,-0.6704,197,-0.1211,220,0.05309
ENSG00000149926,TLCD3B,12,-0.9985,19,-0.3212,18,-0.3822,18,-0.4044,27,0.27038,30,0.37790,23,-0.0147,31,0.46035,28,0.29717
ENSG00000149925,ALDOA,60,-0.1336,28,-1.2640,39,-0.7903,25,-1.4509,91,0.63386,87,0.46661,89,0.51041,73,0.19833,66,0.03285
ENSG00000149923,PPP4C,44,0.00541,36,-0.3264,43,-0.0425,47,0.11075,43,-0.0616,29,-0.6546,58,0.42892,50,0.19448,49,0.17795
ENSG00000090238,YPEL3,199,-0.5674,149,-1.0111,216,-0.4431,287,0.00665,363,0.44767,341,0.28690,304,0.09930,272,-0.0791,362,0.38693
ENSG00000102882,MAPK3,188,-0.3500,175,-0.4637,274,0.25186,204,-0.2206,290,0.39291,318,0.49389,178,-0.4389,232,-0.0187,198,-0.2707
ENSG00000102879,CORO1A,85,-0.2891,35,-1.6212,83,-0.3179,44,-1.3059,157,0.82912,138,0.48473,76,-0.4587,140,0.51515,105,0.04745
ENSG00000169627,BOLA2B,19,-0.2466,14,-0.6723,20,-0.1651,15,-0.6199,15,-0.6316,43,1.08296,22,-0.0231,27,0.26749,33,0.61706
ENSG00000169217,CD2BP2,36,-0.5731,31,-0.7929,49,-0.0980,46,-0.2081,63,0.34942,61,0.25590,51,-0.0559,63,0.29553,59,0.19979
ENSG00000169221,TBC1D10B,50,0.27326,44,0.06167,25,-0.7986,77,0.99546,44,0.07037,44,0.07037,34,-0.3279,21,-1.0406,38,-0.1442
ENSG00000180035,ZNF48,8,-0.4292,7,-0.7673,11,-0.0403,18,0.73613,13,0.21242,5,-1.0507,15,0.49992,5,-1.0456,16,0.62672
ENSG00000179965,ZNF771,10,-1.7655,24,-0.5343,50,0.61107,21,-0.7103,32,-0.1180,47,0.52801,49,0.59424,30,-0.2157,45,0.45440
ENSG00000179958,DCTPP1,38,-0.2067,26,-0.7772,36,-0.3009,30,-0.5739,49,0.19567,44,-0.0092,72,0.81827,46,0.08815,47,0.11850
ENSG00000179918,SEPHS2,46,-0.1570,30,-0.8048,37,-0.4794,41,-0.3327,64,0.43434,48,-0.0812,59,0.23481,49,-0.0664,69,0.49717
ENSG00000229809,ZNF688,6,-1.4193,13,-0.2079,14,-0.1191,10,-0.6390,22,0.69870,15,-0.0406,15,-0.0529,11,-0.4414,24,0.71704
ENSG00000156858,PRR14,12,0.02067,8,-0.6080,6,-1.0471,16,0.40913,15,0.38150,18,0.61618,12,-0.0728,12,0.01962,7,-0.7200
ENSG00000156860,FBRS,23,0.51514,15,-0.1253,18,0.14387,11,-0.6021,25,0.73588,17,0.06393,10,-0.7558,14,-0.2895,8,-1.0815
ENSG00000080603,SRCAP,29,0.33266,19,-0.3176,20,-0.2886,23,-0.0654,16,-0.6316,23,-0.0124,39,0.82058,29,0.31057,22,-0.1209
ENSG00000156873,PHKG2,2,-3.2233,10,-1.2485,22,0.01250,15,-0.5534,29,0.51387,31,0.56249,27,0.35271,35,0.75809,19,-0.2410
ENSG00000196118,CCDC189,3,-2.2882,7,-1.0346,14,-0.1035,24,0.76162,27,1.15055,6,-1.3087,6,-1.3181,12,-0.3019,22,0.65490
ENSG00000103549,RNF40,33,0.14719,29,-0.0715,26,-0.2023,38,0.36452,42,0.60440,22,-0.4669,26,-0.2590,24,-0.3815,20,-0.6014
ENSG00000099385,BCL7C,41,0.79734,32,0.37507,21,-0.2888,30,0.27358,13,-1.1125,14,-0.9309,44,0.89410,19,-0.4241,26,0.06442
ENSG00000099364,FBXL19,12,-1.0886,21,-0.2597,31,0.37116,23,-0.1227,23,-0.1216,32,0.44821,26,0.07543,29,0.25581,26,0.10515
ENSG00000099381,SETD1A,22,1.14420,6,-0.8744,2,-2.0941,10,-0.0738,14,0.48078,13,0.27325,14,0.43262,6,-0.8241,6,-0.8423
ENSG00000099365,STX1B,132,-0.2591,126,-0.3311,180,0.23218,260,0.84473,126,-0.3784,169,0.13383,136,-0.2172,124,-0.3574,179,0.22710
ENSG00000103496,STX4,80,1.02295,55,0.38257,37,-0.2638,33,-0.4011,38,-0.2214,24,-0.8733,32,-0.4869,56,0.40612,39,-0.1432
ENSG00000167397,VKORC1,74,0.87788,40,-0.1439,21,-1.0900,39,-0.1919,45,0.05996,45,0.04819,36,-0.3103,59,0.48030,32,-0.4630
ENSG00000103507,BCKDK,30,-0.3539,21,-0.8932,31,-0.3437,30,-0.3993,53,0.61534,39,0.04807,67,0.91636,24,-0.7132,34,-0.1932
ENSG00000103510,KAT8,42,0.28522,25,-0.5324,16,-1.1781,38,0.10370,41,0.29208,34,-0.0373,38,0.12766,46,0.41263,31,-0.2254
ENSG00000089280,FUS,216,0.54264,99,-0.7003,111,-0.5244,119,-0.4165,192,0.39853,160,0.04721,200,0.41116,145,-0.1115,117,-0.4481
ENSG00000169900,PYDC1,4,-2.4184,11,-1.1374,50,1.27953,1,-3.9023,36,0.83261,41,0.91393,18,-0.3766,17,-0.5229,19,-0.3543
ENSG00000140691,ARMC5,7,-0.7354,9,-0.5115,12,-0.0453,15,0.30790,13,0.14172,12,0.02327,15,0.32111,8,-0.5693,17,0.52463
ENSG00000140688,C16orf58,48,-0.1421,29,-0.9111,46,-0.2132,51,-0.0544,76,0.68728,51,-0.0649,42,-0.3703,43,-0.3320,67,0.36681
ENSG00000197302,ZNF720,6,-0.9615,7,-0.8486,13,0.08090,13,0.13590,18,0.72656,7,-0.8968,13,0.03892,5,-1.1785,22,0.94048
ENSG00000069329,VPS35,211,-0.0465,103,-1.1579,111,-1.0371,281,0.41866,283,0.49158,178,-0.3185,170,-0.3846,242,0.17449,311,0.58675
ENSG00000155330,C16orf87,10,-0.8271,12,-0.5757,23,0.44883,15,-0.2062,18,0.05118,16,-0.1360,15,-0.2419,26,0.69878,20,0.23869
ENSG00000166123,GPT2,46,-0.0302,65,0.54285,66,0.55617,43,-0.1210,36,-0.4216,43,-0.1156,50,0.10451,45,-0.0614,35,-0.4303
ENSG00000069345,DNAJA2,86,-0.2655,47,-1.1765,73,-0.5207,100,-0.0311,127,0.40577,131,0.41560,114,0.18745,96,-0.0875,116,0.20777
ENSG00000171208,NETO2,20,-0.7427,10,-1.8318,23,-0.5448,52,0.74798,29,-0.2489,33,0.00971,73,1.35718,46,0.52579,15,-1.2198
ENSG00000129636,ITFG1,154,-0.4385,79,-1.4481,121,-0.8128,293,0.60015,279,0.59693,203,-0.0011,219,0.12072,187,-0.1327,218,0.11404
ENSG00000102893,PHKB,32,0.18243,26,-0.1290,19,-0.6534,60,1.23893,24,-0.3380,16,-0.8994,25,-0.2006,24,-0.2508,37,0.39083
ENSG00000102910,LONP2,90,0.58133,48,-0.4319,48,-0.4157,69,0.14259,70,0.19368,71,0.19581,50,-0.3763,53,-0.2605,61,-0.0612
ENSG00000196470,SIAH1,26,0.44550,14,-0.5450,14,-0.5312,20,0.00154,21,0.04662,13,-0.6848,33,0.79487,14,-0.5314,25,0.34198
ENSG00000102921,N4BP1,29,0.41633,17,-0.4283,13,-0.7564,34,0.67905,25,0.22381,26,0.28648,13,-0.7808,14,-0.6707,24,0.16158
ENSG00000205423,CNEP1R1,19,0.78122,6,-0.9980,6,-1.0211,17,0.64360,13,0.17167,8,-0.5038,12,0.00352,13,0.14017,10,-0.2498
ENSG00000121274,TENT4B,18,-0.7914,17,-0.8941,18,-0.8334,42,0.49529,41,0.55121,39,0.38743,28,-0.1300,36,0.23945,26,-0.2396
ENSG00000166164,BRD7,63,0.31237,56,0.11541,39,-0.4401,42,-0.3152,51,-0.0260,47,-0.1700,42,-0.3370,64,0.34104,64,0.32812
ENSG00000083799,CYLD,54,0.01429,41,-0.4359,54,0.00554,64,0.28173,66,0.36292,74,0.52632,37,-0.6009,40,-0.4566,43,-0.3642
ENSG00000224578,HNRNPA1P48,27,1.37805,18,0.68150,7,-0.8196,16,0.54539,10,-0.2538,2,-2.3721,8,-0.5385,4,-1.4512,14,0.31540
ENSG00000103460,TOX3,9,-0.9269,8,-1.0661,15,-0.1692,8,-1.1875,27,0.85116,20,0.21128,14,-0.3509,26,0.67790,17,0.03339
ENSG00000177200,CHD9,43,0.14453,51,0.43338,23,-0.7934,72,1.00303,25,-0.7978,33,-0.2882,54,0.50562,41,0.06356,27,-0.5986
ENSG00000103479,RBL2,30,0.89748,21,0.29208,9,-1.0121,22,0.43333,14,-0.3455,11,-0.7020,18,0.05639,15,-0.2227,18,0.11247
ENSG00000166971,AKTIP,44,-0.4464,55,-0.1238,62,0.06760,61,0.06048,71,0.32763,37,-0.7315,63,0.10902,70,0.28250,57,-0.0597
ENSG00000103494,RPGRIP1L,6,-1.2348,8,-0.8351,13,-0.0183,10,-0.4134,23,1.04314,16,0.30415,8,-0.7630,10,-0.3816,16,0.29203
ENSG00000140718,FTO,62,-0.5107,58,-0.6015,72,-0.2584,91,0.09759,108,0.43832,75,-0.2111,89,0.07020,80,-0.1090,111,0.42348
ENSG00000087258,GNAO1,465,-0.3988,414,-0.5768,382,-0.7033,1046,0.93167,743,0.40247,410,-0.5939,582,-0.0436,530,-0.1920,665,0.17267
ENSG00000159461,AMFR,87,0.13299,51,-0.6990,69,-0.2315,86,0.11890,95,0.31295,86,0.12048,64,-0.3561,77,-0.0688,91,0.19464
ENSG00000167005,NUDT21,69,-0.5144,49,-1.0262,73,-0.4287,142,0.63844,97,0.02068,74,-0.4143,114,0.27276,111,0.23831,133,0.53774
ENSG00000087263,OGFOD1,22,-0.3885,20,-0.5104,20,-0.5213,42,0.62185,43,0.76881,33,0.22585,16,-0.8736,18,-0.6637,27,-0.0801
ENSG00000125124,BBS2,28,-0.1503,46,0.63171,29,-0.0981,30,-0.0335,24,-0.4519,44,0.54056,46,0.63796,16,-0.9991,24,-0.4250
ENSG00000087250,MT3,2972,-0.3828,5828,0.71173,5330,0.56053,2408,-0.7098,2526,-0.6987,3611,-0.0755,5117,0.49237,4355,0.22639,3181,-0.2761
ENSG00000125148,MT2A,5619,3.20057,1194,0.11567,1039,-0.1082,288,-2.0601,261,-2.3426,560,-1.0666,755,-0.6082,864,-0.3993,276,-2.1239
ENSG00000169715,MT1E,805,1.33156,627,0.88538,571,0.72515,230,-0.7329,144,-1.5585,262,-0.5363,466,0.38408,232,-0.7202,199,-0.9576
ENSG00000205364,MT1M,263,0.66970,319,1.00564,267,0.69479,103,-0.8221,66,-1.5981,148,-0.2666,237,0.49850,143,-0.3146,135,-0.4070
ENSG00000205362,MT1A,241,4.78780,19,-0.7656,22,-0.5570,2,-3.6427,1,-5.2202,10,-1.7093,3,-3.2356,15,-1.0969,1,-4.5246
ENSG00000198417,MT1F,78,-0.4039,178,0.93608,194,1.08551,58,-0.8668,45,-1.3305,101,-0.0034,141,0.53762,92,-0.1528,80,-0.3726
ENSG00000125144,MT1G,124,-0.8795,338,0.71540,626,1.84805,71,-1.7226,89,-1.4918,286,0.43772,235,0.11352,231,0.09059,98,-1.2402
ENSG00000205358,MT1H,50,0.26285,47,0.15305,124,1.87536,2,-4.2969,13,-1.9441,98,1.42109,42,-0.0235,22,-0.9885,15,-1.6025
ENSG00000187193,MT1X,391,1.33943,335,1.05736,245,0.51840,61,-1.6458,79,-1.3572,189,0.09576,156,-0.2047,162,-0.1480,83,-1.1709
ENSG00000102900,NUP93,12,-0.9404,9,-1.3213,15,-0.5366,27,0.35430,14,-0.7791,33,0.68113,36,0.82281,35,0.76836,23,0.08476
ENSG00000051108,HERPUD1,113,0.70605,51,-0.5610,31,-1.3109,43,-0.8228,80,0.15021,124,0.87109,62,-0.2536,87,0.28565,61,-0.2782
ENSG00000140848,CPNE2,25,0.80667,16,0.05666,9,-0.7201,26,0.89280,7,-1.2330,14,-0.0803,30,1.09372,8,-0.9234,9,-0.7689
ENSG00000172775,FAM192A,117,0.21487,103,0.00587,76,-0.4713,106,0.05283,122,0.31451,72,-0.5637,96,-0.1083,100,-0.0409,113,0.15162
ENSG00000159579,RSPRY1,13,0.19876,9,-0.3955,6,-0.9713,17,0.64701,9,-0.5060,9,-0.4444,21,0.95778,11,-0.1524,13,0.20611
ENSG00000102931,ARL2BP,48,-0.5463,44,-0.6938,47,-0.5840,98,0.59678,86,0.41811,57,-0.2812,71,0.05335,78,0.20864,69,0.01301
ENSG00000102934,PLLP,83,1.45867,84,1.48132,6,-2.6050,47,0.47018,16,-1.3442,12,-1.6065,39,0.14444,31,-0.2000,19,-0.9180
ENSG00000006210,CX3CL1,184,0.80815,38,-1.6663,54,-1.1252,124,0.16186,166,0.73494,109,-0.0516,91,-0.3364,84,-0.4555,110,-0.0356
ENSG00000005194,CIAPIN1,31,-0.2487,20,-0.9708,26,-0.5294,38,0.04878,47,0.42947,35,-0.0959,55,0.66657,26,-0.5275,44,0.27798
ENSG00000088682,COQ9,17,-0.5713,21,-0.2749,21,-0.2489,30,0.28230,30,0.29876,19,-0.4747,29,0.21598,36,0.59054,19,-0.4565
ENSG00000102978,POLR2C,79,0.75185,26,-0.9779,40,-0.3275,54,0.12949,59,0.30696,45,-0.1562,39,-0.3727,46,-0.1307,51,0.01938
ENSG00000125170,DOK4,5,-1.0839,7,-0.5464,3,-1.6002,32,1.93797,9,-0.2814,6,-0.8559,7,-0.6803,14,0.44903,13,0.30301
ENSG00000205336,ADGRG1,149,0.62934,170,0.85334,123,0.30988,108,0.09913,64,-0.7913,72,-0.5304,138,0.49894,54,-0.9920,74,-0.5080
ENSG00000140854,KATNB1,16,-0.8668,7,-2.0528,35,0.35600,14,-1.0144,43,0.83128,18,-0.6394,25,-0.1810,47,0.86999,30,0.11408
ENSG00000140859,KIFC3,37,0.59384,13,-1.0156,24,-0.0962,20,-0.3775,33,0.45072,35,0.46422,17,-0.6314,27,0.06023,19,-0.4960
ENSG00000070729,CNGB1,5,-1.3130,2,-2.2627,19,0.63162,1,-3.0164,32,2.04629,20,0.76270,2,-2.6725,8,-0.5823,2,-2.3514
ENSG00000103005,USB1,13,-0.9061,19,-0.3047,25,0.14537,42,0.98536,29,0.41403,12,-0.9377,22,-0.0325,21,-0.1273,17,-0.4190
