Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000175756,AURKAIP1,190,0.11040,163,-0.1361,133,-0.4717,148,-0.3012,175,-0.0257,252,0.59224,132,-0.4831,229,0.42647
ENSG00000221978,CCNL2,43,-0.1727,62,0.40790,69,0.61306,83,0.92617,38,-0.3760,40,-0.3152,21,-1.3018,30,-0.7471
ENSG00000242485,MRPL20,160,-0.0730,160,-0.0819,153,-0.1526,161,-0.0702,169,0.00828,283,0.89996,109,-0.6936,148,-0.1999
ENSG00000179403,VWA1,43,-0.3342,24,-1.2001,17,-1.7119,121,1.48488,112,1.34708,35,-0.6655,38,-0.5062,30,-0.8871
ENSG00000205090,TMEM240,131,0.79178,95,0.23885,88,0.10841,45,-0.9565,35,-1.3216,94,0.23223,66,-0.3640,104,0.39102
ENSG00000160075,SSU72,152,-0.3009,218,0.29761,222,0.32438,143,-0.3949,192,0.07872,121,-0.6629,253,0.54731,161,-0.2025
ENSG00000228594,FNDC10,53,-0.0695,57,0.04484,49,-0.1918,39,-0.5449,42,-0.4466,58,0.08661,85,0.73117,59,0.10415
ENSG00000197530,MIB2,46,-0.0560,63,0.46263,34,-0.5615,35,-0.4865,28,-0.8356,33,-0.6121,110,1.48115,34,-0.5440
ENSG00000215790,SLC35E2A,5,-2.5872,24,-0.3519,52,0.96871,28,-0.1020,31,0.09417,39,0.46963,28,-0.1000,30,0.00091
ENSG00000008130,NADK,22,-0.7435,39,0.13403,56,0.75324,22,-0.7581,36,0.00842,43,0.30639,37,0.06189,31,-0.2331
ENSG00000078369,GNB1,342,-0.0870,401,0.17616,474,0.46107,267,-0.4853,337,-0.1117,361,0.00050,306,-0.2696,398,0.16170
ENSG00000187730,GABRD,156,0.44777,177,0.66611,173,0.62660,37,-1.8121,69,-0.8718,173,0.63308,85,-0.5366,85,-0.5499
ENSG00000067606,PRKCZ,221,0.08547,247,0.27301,314,0.68888,130,-0.7654,116,-0.9393,221,0.08896,220,0.07918,208,-0.0119
ENSG00000162585,FAAP20,93,0.20439,31,-1.4934,52,-0.7190,115,0.55930,90,0.15507,83,0.01346,102,0.36065,91,0.16866
ENSG00000157933,SKI,75,0.41654,62,0.09783,63,0.11152,38,-0.6967,47,-0.3649,94,0.79219,46,-0.3922,45,-0.4244
ENSG00000157916,RER1,86,0.23577,101,0.52257,100,0.50228,54,-0.5054,93,0.38595,59,-0.3629,44,-0.8414,56,-0.4465
ENSG00000157911,PEX10,21,-1.1343,34,-0.4170,23,-1.0553,32,-0.5126,51,0.24176,73,0.85330,70,0.78596,50,0.18378
ENSG00000149527,PLCH2,39,0.28406,34,0.09455,52,0.79076,27,-0.2699,20,-0.7685,8,-2.0298,49,0.68723,30,-0.1056
ENSG00000197921,HES5,51,-0.6658,104,0.48389,33,-1.3385,35,-1.2510,166,1.34000,36,-1.2272,158,1.24153,40,-1.0348
ENSG00000157870,PRXL2B,146,0.25100,145,0.23964,170,0.50998,72,-0.8762,87,-0.5865,103,-0.3115,147,0.26176,133,0.10014
ENSG00000177133,PRDM16-DT,44,-0.3203,35,-0.7104,22,-1.3986,70,0.42596,146,1.82145,24,-1.2466,57,0.07625,35,-0.6883
ENSG00000158109,TPRG1L,144,-0.0016,235,0.83924,216,0.69297,68,-1.1799,122,-0.2702,166,0.24274,82,-0.9000,118,-0.3147
ENSG00000130764,LRRC47,52,-0.2979,77,0.34754,97,0.76211,28,-1.2513,73,0.26634,34,-0.9384,79,0.39412,58,-0.1172
ENSG00000196581,AJAP1,81,0.94340,47,0.00905,102,1.36267,27,-0.8500,22,-1.1500,35,-0.4885,30,-0.7161,31,-0.6432
ENSG00000069424,KCNAB2,286,-0.0866,382,0.39669,386,0.41478,145,-1.1526,171,-0.9051,380,0.38793,390,0.43394,272,-0.1704
ENSG00000116254,CHD5,494,0.83160,267,-0.2167,350,0.23214,145,-1.1765,216,-0.5532,329,0.12734,313,0.04450,323,0.09749
ENSG00000116251,RPL22,523,-0.3413,444,-0.6025,355,-0.9531,1050,0.83690,563,-0.2219,1015,0.77606,474,-0.4994,740,0.22664
ENSG00000116237,ICMT,37,-0.0179,71,1.09610,60,0.80804,18,-1.1197,44,0.24621,23,-0.7847,20,-0.9773,27,-0.5037
ENSG00000158292,GPR153,54,0.87744,35,0.13091,38,0.26736,23,-0.5286,18,-0.8968,10,-1.7062,18,-0.8638,60,1.09682
ENSG00000097021,ACOT7,165,0.44893,166,0.46528,214,0.91275,59,-1.1947,75,-0.8227,119,-0.0930,109,-0.2401,101,-0.3523
ENSG00000215788,TNFRSF25,51,0.72479,44,0.47174,57,0.93758,31,-0.1296,15,-1.2591,31,-0.0835,29,-0.2360,8,-2.2066
ENSG00000171680,PLEKHG5,39,-0.4596,82,0.80883,89,0.94109,12,-2.2453,19,-1.5474,67,0.45579,60,0.26126,43,-0.2899
ENSG00000162408,NOL9,67,0.57528,63,0.46770,59,0.35240,30,-0.7363,22,-1.1958,56,0.28249,30,-0.7304,53,0.19192
ENSG00000162413,KLHL21,53,0.54576,46,0.29980,27,-0.5549,42,0.15917,45,0.26101,22,-0.8779,40,0.05341,32,-0.2950
ENSG00000007923,DNAJC11,80,0.83372,42,-0.2642,54,0.13545,20,-1.3975,38,-0.4111,57,0.23367,71,0.60626,33,-0.6352
ENSG00000171735,CAMTA1,440,0.57220,229,-0.5087,287,-0.1471,303,-0.0565,300,-0.0706,404,0.42731,295,-0.0994,251,-0.3628
ENSG00000049245,VAMP3,17,-1.4837,21,-1.1668,16,-1.5610,59,0.52206,68,0.74534,54,0.34991,56,0.43045,58,0.48372
ENSG00000049246,PER3,18,-1.1771,49,0.44866,32,-0.2512,26,-0.5536,59,0.76978,25,-0.6373,64,0.91164,27,-0.5346
ENSG00000116288,PARK7,224,-0.5317,183,-0.8500,251,-0.3490,306,-0.0292,427,0.53253,359,0.23733,288,-0.1308,454,0.64113
ENSG00000162426,SLC45A1,63,1.34398,42,0.60722,42,0.60895,3,-3.0872,33,0.19882,12,-1.3614,24,-0.3210,15,-1.0738
ENSG00000142599,RERE,116,-0.3755,136,-0.1281,168,0.22403,167,0.21600,128,-0.2222,170,0.24439,189,0.42513,100,-0.6187
ENSG00000074800,ENO1,471,-0.8720,1067,0.45780,648,-0.3682,495,-0.7937,1635,1.23265,502,-0.7727,920,0.20555,767,-0.0965
ENSG00000171612,SLC25A33,31,-0.9696,40,-0.5490,27,-1.1307,56,-0.0067,135,1.56848,21,-1.5189,57,0.00889,85,0.68299
ENSG00000171603,CLSTN1,612,0.07130,952,0.83366,914,0.76047,358,-0.7880,529,-0.1684,423,-0.5270,539,-0.1377,363,-0.7679
ENSG00000178585,CTNNBIP1,32,-0.1350,60,0.94745,13,-1.4949,34,-0.0151,35,0.04834,32,-0.1029,31,-0.1418,37,0.14050
ENSG00000162441,LZIC,31,-0.4677,30,-0.4860,26,-0.7078,62,0.69160,61,0.66375,34,-0.2933,50,0.31680,35,-0.2702
ENSG00000130939,UBE4B,42,0.13338,51,0.49123,49,0.42113,22,-0.8367,28,-0.5122,61,0.80450,9,-2.1932,43,0.20822
ENSG00000054523,KIF1B,373,0.10807,432,0.35342,367,0.08093,264,-0.4566,357,0.03531,318,-0.1529,224,-0.7120,461,0.46706
ENSG00000142657,PGD,91,0.84346,61,0.15407,44,-0.3522,55,-0.0190,62,0.19197,33,-0.8185,67,0.32467,30,-0.9782
ENSG00000160049,DFFA,30,-0.6353,57,0.39210,55,0.31962,63,0.54583,54,0.27416,28,-0.7700,42,-0.1375,34,-0.4531
ENSG00000120948,TARDBP,55,-0.4242,114,0.80687,99,0.56853,69,-0.0440,62,-0.2201,56,-0.3704,57,-0.3583,56,-0.3899
ENSG00000116649,SRM,103,-0.4370,157,0.24942,148,0.14764,105,-0.4052,143,0.09481,151,0.18225,143,0.09518,131,-0.0517
ENSG00000198793,MTOR,33,-0.4457,56,0.44295,57,0.48025,32,-0.4559,51,0.28269,53,0.33343,44,0.01633,19,-1.2922
ENSG00000116661,FBXO2,304,-0.2972,256,-0.5705,293,-0.3572,439,0.30789,453,0.36280,380,0.06493,324,-0.1941,471,0.42879
ENSG00000132879,FBXO44,220,0.28636,298,0.82033,274,0.66636,71,-1.4964,153,-0.3083,170,-0.1379,169,-0.1480,125,-0.6279
ENSG00000116670,MAD2L2,63,0.88428,32,-0.2461,61,0.81123,25,-0.6381,48,0.40515,17,-1.2114,32,-0.2475,22,-0.8226
ENSG00000011021,CLCN6,60,-0.3866,131,0.92113,114,0.68052,53,-0.5910,72,-0.1040,87,0.21107,64,-0.2949,32,-1.3773
ENSG00000116685,KIAA2013,44,0.10005,71,0.93416,66,0.81028,37,-0.1898,51,0.35872,15,-1.5653,20,-1.1297,26,-0.7360
ENSG00000083444,PLOD1,39,0.31180,35,0.12557,16,-1.0943,45,0.56185,49,0.73251,13,-1.3726,35,0.13016,25,-0.3890
ENSG00000116688,MFN2,101,0.12408,99,0.10405,120,0.42367,92,-0.0207,58,-0.7520,117,0.37507,76,-0.3381,83,-0.1810
ENSG00000048707,VPS13D,79,0.94006,45,-0.0075,42,-0.1284,37,-0.3167,57,0.37332,53,0.25723,25,-0.9206,25,-0.9288
ENSG00000162496,DHRS3,14,-1.5605,35,-0.1099,9,-2.1376,57,0.71585,89,1.53194,23,-0.7576,52,0.52844,22,-0.8315
ENSG00000116731,PRDM2,143,0.77315,133,0.64394,102,0.18699,72,-0.3730,54,-0.8157,91,0.00777,70,-0.4219,62,-0.6202
ENSG00000189337,KAZN,32,-0.1762,28,-0.3841,21,-0.8676,30,-0.2883,18,-1.0921,52,0.62631,78,1.36397,29,-0.3715
ENSG00000142634,EFHD2,73,1.06072,47,0.27875,32,-0.3358,86,1.36705,28,-0.5536,11,-1.9093,25,-0.7250,14,-1.5382
ENSG00000116786,PLEKHM2,101,-0.3362,92,-0.4873,105,-0.2672,104,-0.2915,108,-0.2344,133,0.10828,220,0.98597,132,0.10237
ENSG00000065526,SPEN,67,0.29370,93,0.85814,46,-0.3213,67,0.29342,49,-0.2423,43,-0.4402,39,-0.5982,47,-0.2925
ENSG00000055070,SZRD1,28,-0.9484,27,-1.0040,38,-0.4690,57,0.18168,63,0.35834,88,0.94160,43,-0.2671,63,0.36491
ENSG00000159363,ATP13A2,153,0.30655,112,-0.2106,117,-0.1352,68,-0.9924,82,-0.7101,116,-0.1578,237,1.07547,135,0.09843
ENSG00000117118,SDHB,40,-1.0489,146,1.10316,63,-0.3209,84,0.14247,70,-0.1743,84,0.13284,67,-0.2280,65,-0.2802
ENSG00000117115,PADI2,35,-0.6039,41,-0.3715,19,-1.5176,72,0.54718,84,0.82909,42,-0.3549,51,-0.0232,70,0.50208
ENSG00000117154,IGSF21,44,-0.5138,86,0.59191,90,0.65904,70,0.24084,38,-0.7650,36,-0.8193,80,0.45765,42,-0.5852
ENSG00000159423,ALDH4A1,54,-0.4274,65,-0.1232,23,-1.6920,46,-0.6643,184,1.76131,45,-0.7032,34,-1.1374,110,0.76252
ENSG00000127463,EMC1,17,-0.8359,30,0.08624,42,0.63508,33,0.26269,36,0.37417,24,-0.2551,17,-0.8069,29,0.03532
ENSG00000053372,MRTO4,64,0.61579,41,-0.1577,37,-0.2875,21,-1.2087,41,-0.1325,76,0.92024,46,0.06490,31,-0.6065
ENSG00000053371,AKR7A2,52,-0.6423,89,0.24544,34,-1.2855,69,-0.1754,154,1.21309,94,0.32901,46,-0.8133,79,0.03332
ENSG00000077549,CAPZB,306,0.34736,364,0.64802,360,0.62721,169,-0.6225,197,-0.3756,216,-0.2286,164,-0.6626,213,-0.2540
ENSG00000173436,MICOS10,232,-0.6868,278,-0.4021,272,-0.4330,368,0.05601,333,-0.1087,450,0.39218,409,0.23185,505,0.59425
ENSG00000158747,NBL1,246,0.12370,255,0.17989,215,-0.0987,342,0.68538,194,-0.2670,178,-0.4036,232,0.02635,166,-0.5144
ENSG00000162545,CAMK2N1,789,-0.6896,1574,0.43914,1694,0.56680,819,-0.6304,699,-0.8786,1503,0.35951,1130,-0.1155,1491,0.34683
ENSG00000158828,PINK1,322,-0.1941,215,-0.8370,372,0.04148,278,-0.4299,299,-0.3137,579,0.80144,420,0.24088,419,0.23609
ENSG00000127483,HP1BP3,138,-0.3078,240,0.61037,157,-0.1037,159,-0.0818,201,0.30729,95,-0.8975,195,0.25313,153,-0.1466
ENSG00000075151,EIF4G3,171,0.31881,159,0.20025,209,0.66739,118,-0.2913,87,-0.7755,128,-0.1557,142,0.00914,115,-0.3319
ENSG00000117298,ECE1,31,0.13439,32,0.17979,20,-0.5892,66,1.51289,50,0.95715,3,-3.3234,12,-1.2880,14,-1.1028
ENSG00000076864,RAP1GAP,197,0.59688,168,0.32595,273,1.18724,72,-1.0391,113,-0.3311,97,-0.5708,114,-0.3210,75,-0.9771
ENSG00000090686,USP48,43,0.34512,52,0.67360,24,-0.5527,35,0.02501,31,-0.1589,26,-0.4823,36,0.04576,30,-0.2022
ENSG00000070831,CDC42,248,0.49886,192,0.06862,229,0.36611,165,-0.1796,179,-0.0502,143,-0.4031,155,-0.2743,162,-0.2109
ENSG00000004487,KDM1A,51,0.00973,83,0.83948,78,0.74243,22,-1.2756,42,-0.2975,30,-0.8225,57,0.20334,41,-0.3317
ENSG00000169641,LUZP1,83,0.75677,60,0.18234,66,0.35057,70,0.44619,61,0.22987,25,-1.2011,37,-0.5712,25,-1.1791
ENSG00000125944,HNRNPR,77,-0.3753,122,0.37090,96,-0.0325,94,-0.0674,87,-0.1877,100,0.03893,122,0.37691,83,-0.2623
ENSG00000117318,ID3,9,-2.3246,19,-1.1976,23,-0.9446,214,3.59608,26,-0.7728,7,-2.6561,23,-0.9322,14,-1.6966
ENSG00000142676,RPL11,397,-0.6715,265,-1.2941,330,-0.9612,1228,1.25578,550,-0.1530,866,0.61396,543,-0.1717,647,0.11660
ENSG00000057757,PITHD1,90,-0.3088,189,0.94639,137,0.38525,62,-0.9054,85,-0.4032,98,-0.1684,104,-0.0841,108,-0.0186
ENSG00000011009,LYPLA2,44,-0.4204,68,0.29969,86,0.69327,36,-0.7299,55,-0.0451,72,0.39737,37,-0.6886,57,0.00873
ENSG00000189266,PNRC2,76,0.23866,68,0.05955,74,0.20350,102,0.75204,76,0.23007,53,-0.3393,28,-1.3088,48,-0.5045
ENSG00000188529,SRSF10,34,-0.6172,72,0.61600,60,0.31877,54,0.13711,65,0.46124,31,-0.7353,47,-0.0833,34,-0.6028
ENSG00000001461,NIPAL3,59,0.42598,41,-0.1924,53,0.22653,61,0.46398,35,-0.4268,44,-0.0512,33,-0.5017,41,-0.1919
ENSG00000133226,SRRM1,124,0.92537,60,-0.3009,75,0.05400,114,0.77651,75,0.05917,57,-0.3926,41,-0.8955,33,-1.2163
ENSG00000169504,CLIC4,49,0.21844,24,-0.9378,9,-2.2892,153,2.47419,39,-0.1442,10,-2.1612,35,-0.3265,24,-0.9360
ENSG00000117614,SYF2,85,0.19956,51,-0.6350,86,0.21865,109,0.61737,83,0.16040,64,-0.2579,51,-0.6152,74,-0.0287
ENSG00000117616,RSRP1,51,-0.5623,99,0.54270,93,0.42335,90,0.37071,107,0.68006,40,-0.9285,41,-0.8701,54,-0.4566
ENSG00000183726,TMEM50A,105,-0.1737,152,0.44243,141,0.32514,121,0.06597,110,-0.0852,57,-1.1323,157,0.50586,88,-0.4508
ENSG00000117643,MAN1C1,39,0.15591,71,1.18505,61,0.92504,24,-0.6336,16,-1.2674,14,-1.4310,48,0.47327,13,-1.5025
ENSG00000162430,SELENON,74,0.06592,59,-0.2875,83,0.26350,101,0.59103,89,0.38616,22,-1.7829,71,-0.0085,68,-0.0653
ENSG00000117640,MTFR1L,116,0.52259,72,-0.2623,98,0.22653,106,0.37295,103,0.31073,67,-0.3790,57,-0.6499,62,-0.5124
ENSG00000117632,STMN1,497,-0.1346,818,0.71244,972,1.02540,338,-0.7465,324,-0.8135,456,-0.2724,469,-0.2287,439,-0.3335
ENSG00000158008,EXTL1,78,0.29804,60,-0.1428,99,0.70491,31,-1.1563,56,-0.2506,53,-0.3210,64,-0.0250,80,0.34949
ENSG00000142684,ZNF593,49,0.09010,67,0.62694,38,-0.3349,30,-0.6965,45,-0.0488,44,-0.0980,57,0.33958,42,-0.1749
ENSG00000142669,SH3BGRL3,222,-0.1199,181,-0.4472,292,0.33248,174,-0.5118,223,-0.1109,310,0.43846,210,-0.2117,300,0.37845
ENSG00000198830,HMGN2,61,-1.0202,135,0.24164,90,-0.4166,205,0.97758,128,0.14961,95,-0.3321,112,-0.0685,107,-0.1384
ENSG00000117713,ARID1A,98,0.49026,98,0.49495,90,0.33473,57,-0.3908,92,0.37764,59,-0.3562,62,-0.2638,30,-1.4075
ENSG00000204160,ZDHHC18,53,0.50732,67,0.90692,61,0.74832,19,-1.1529,43,0.16247,33,-0.2723,22,-0.8738,15,-1.4372
ENSG00000090273,NUDC,148,-0.2373,219,0.40697,187,0.13926,156,-0.1532,141,-0.3194,256,0.67962,177,0.04751,89,-1.0319
ENSG00000253368,TRNP1,18,-1.3115,54,0.42892,68,0.82826,18,-1.3357,34,-0.3277,41,-0.0453,53,0.39475,49,0.26450
ENSG00000090020,SLC9A1,52,0.59315,70,1.12764,57,0.75748,27,-0.4798,23,-0.7198,20,-0.9208,18,-1.1422,25,-0.5913
ENSG00000142784,WDTC1,55,0.00551,35,-0.7425,51,-0.1381,39,-0.5478,32,-0.8356,104,1.09857,38,-0.5817,87,0.77549
ENSG00000186501,TMEM222,131,0.18709,171,0.64069,128,0.15259,102,-0.2304,120,0.03870,56,-1.1570,135,0.23265,94,-0.3550
ENSG00000158195,WASF2,21,-1.0313,53,0.46963,22,-0.9668,70,0.97316,91,1.46595,26,-0.6608,15,-1.5062,22,-0.9542
ENSG00000126705,AHDC1,83,0.29850,94,0.51311,114,0.84003,42,-0.8111,49,-0.5530,53,-0.4450,61,-0.2016,60,-0.2374
ENSG00000126709,IFI6,164,0.47132,108,-0.2274,112,-0.1614,155,0.37282,92,-0.4803,153,0.35131,117,-0.0947,91,-0.5037
ENSG00000117758,STX12,66,-0.5211,135,0.66860,78,-0.2621,93,0.02661,95,0.06054,79,-0.2375,104,0.22027,81,-0.2012
ENSG00000117751,PPP1R8,39,0.12488,72,1.18684,36,-0.0266,53,0.65385,26,-0.5280,10,-1.9685,29,-0.3334,25,-0.6003
ENSG00000117748,RPA2,25,-0.8492,51,0.24337,67,0.71963,37,-0.2775,46,0.08328,9,-2.3339,59,0.49368,56,0.41004
ENSG00000126698,DNAJC8,135,-0.1438,169,0.22923,163,0.16416,146,-0.0134,110,-0.4707,114,-0.4144,194,0.46420,147,0.00267
ENSG00000130770,ATP5IF1,187,-0.6026,342,0.38507,296,0.13989,163,-0.8189,242,-0.1939,313,0.23177,333,0.34021,300,0.16483
ENSG00000198492,YTHDF2,68,0.05207,96,0.63103,107,0.82511,31,-1.1731,70,0.09587,35,-0.9969,40,-0.7911,81,0.33600
ENSG00000116350,SRSF4,60,0.40206,80,0.91246,40,-0.2658,37,-0.3985,52,0.15734,34,-0.5241,32,-0.5978,42,-0.1901
ENSG00000116353,MECR,14,-1.3177,28,-0.3196,45,0.47057,38,0.17267,42,0.34772,50,0.63123,32,-0.1055,24,-0.5852
ENSG00000162512,SDC3,313,0.14417,323,0.19602,274,-0.0744,214,-0.4718,320,0.17963,326,0.21130,220,-0.4328,306,0.10629
ENSG00000134644,PUM1,262,0.93809,182,0.29912,241,0.78661,84,-0.9380,113,-0.4772,174,0.21967,83,-0.9670,79,-1.0459
ENSG00000121766,ZCCHC17,187,0.19139,218,0.45253,217,0.44675,100,-0.8145,107,-0.7012,275,0.86650,104,-0.7447,123,-0.4928
ENSG00000121769,FABP3,211,1.02995,132,0.20950,163,0.56672,35,-1.8658,93,-0.3710,162,0.55092,82,-0.5710,55,-1.1678
ENSG00000162517,PEF1,89,-0.1396,107,0.16407,144,0.66556,53,-0.9737,86,-0.2055,144,0.66697,95,-0.0380,60,-0.7674
ENSG00000084636,COL16A1,27,-0.5358,72,1.11143,35,-0.1129,45,0.27401,53,0.56170,9,-2.2376,40,0.07126,23,-0.7877
ENSG00000121753,ADGRB2,431,0.48577,351,0.13629,428,0.47494,180,-0.9271,223,-0.5982,335,0.06231,337,0.06886,299,-0.1266
ENSG00000184007,PTP4A2,269,0.56395,129,-0.6468,182,-0.0982,240,0.36620,121,-0.7449,139,-0.5235,217,0.19766,246,0.40500
ENSG00000121774,KHDRBS1,90,-0.1917,135,0.47660,151,0.66519,93,-0.1531,114,0.18358,44,-1.3157,91,-0.1819,97,-0.0842
ENSG00000025800,KPNA6,86,0.87971,60,0.26661,58,0.18932,33,-0.7227,46,-0.1948,56,0.15400,38,-0.4885,35,-0.6220
ENSG00000160050,CCDC28B,22,-0.6388,21,-0.6774,17,-0.9981,21,-0.6467,50,0.72508,10,-1.8327,97,2.03728,22,-0.6326
ENSG00000084623,EIF3I,82,-0.6145,146,0.32720,157,0.44585,117,-0.0485,112,-0.1212,124,0.05655,131,0.14546,93,-0.4192
ENSG00000175130,MARCKSL1,207,-0.9709,287,-0.4595,215,-0.9110,399,0.07485,556,0.64129,382,0.00300,500,0.45676,504,0.47009
ENSG00000160058,BSDC1,117,0.49498,105,0.30221,97,0.16788,73,-0.2968,85,-0.0390,90,0.05383,72,-0.3038,59,-0.6163
ENSG00000176261,ZBTB8OS,32,-0.6025,48,0.00406,51,0.12175,50,0.07823,52,0.13988,57,0.31974,53,0.18319,36,-0.4238
ENSG00000162521,RBBP4,75,-0.2859,103,0.23540,100,0.17658,82,-0.1367,112,0.37335,148,0.86521,53,-0.8322,43,-1.1568
ENSG00000162522,KIAA1522,32,-0.6341,42,-0.1937,54,0.21343,38,-0.3575,42,-0.2075,78,0.84432,46,-0.0444,48,0.01795
ENSG00000134684,YARS,82,0.12072,67,-0.1980,130,0.92864,52,-0.6214,80,0.08855,91,0.30267,66,-0.2390,40,-1.0061
ENSG00000121905,HPCA,296,0.05614,476,0.87725,485,0.91353,111,-1.4808,137,-1.1571,394,0.54186,187,-0.6801,201,-0.5687
ENSG00000121900,TMEM54,82,0.31363,46,-0.6131,34,-1.0682,95,0.56438,52,-0.4328,71,0.07982,75,0.17463,87,0.41382
ENSG00000004455,AK2,22,-0.6451,34,0.04760,26,-0.3552,53,0.80537,60,1.03553,19,-0.8417,19,-0.8852,30,-0.1327
ENSG00000134686,PHC2,58,-0.0150,77,0.46001,76,0.44926,48,-0.3005,49,-0.2625,45,-0.4104,60,0.05798,52,-0.1823
ENSG00000163866,SMIM12,32,-0.2017,39,0.10862,59,0.80919,36,-0.0236,41,0.18442,23,-0.7504,30,-0.3417,33,-0.1597
ENSG00000116544,DLGAP3,116,-0.3883,148,0.00332,160,0.12695,142,-0.0696,79,-0.9915,162,0.14741,189,0.40719,188,0.40074
ENSG00000116560,SFPQ,122,-0.3433,155,0.04876,184,0.33306,135,-0.1745,167,0.17135,177,0.26663,175,0.24862,90,-0.8202
ENSG00000146463,ZMYM4,46,0.15700,45,0.10323,49,0.23861,47,0.18642,30,-0.5633,37,-0.2096,54,0.40397,30,-0.5586
ENSG00000142687,KIAA0319L,76,0.17775,88,0.41417,72,0.08151,57,-0.2975,58,-0.2678,69,0.01968,82,0.30303,45,-0.6559
ENSG00000020129,NCDN,550,0.16423,659,0.46952,1109,1.43095,208,-1.3708,285,-0.8930,395,-0.3762,460,-0.1330,321,-0.7042
ENSG00000126067,PSMB2,91,-0.2178,171,0.84894,128,0.33397,88,-0.2847,76,-0.5150,89,-0.2605,87,-0.2987,106,0.02514
ENSG00000142686,C1orf216,112,0.26949,152,0.80083,193,1.24377,36,-1.5164,51,-0.9770,101,0.09496,78,-0.3256,39,-1.4075
ENSG00000092847,AGO1,44,0.24918,20,-0.9640,34,-0.1741,24,-0.7379,37,-0.0216,68,1.01338,38,0.00487,37,-0.0295
ENSG00000054116,TRAPPC3,19,-1.8284,99,0.79108,87,0.55119,45,-0.5296,66,0.09811,42,-0.6392,96,0.72410,46,-0.4884
ENSG00000116871,MAP7D1,126,-0.6046,275,0.68277,248,0.50287,137,-0.4736,129,-0.5662,124,-0.6302,309,0.89134,123,-0.6398
ENSG00000054118,THRAP3,94,0.77519,62,0.07736,63,0.08779,61,0.04867,58,-0.0372,61,0.02932,40,-0.6515,38,-0.7319
ENSG00000181817,LSM10,45,-0.3605,44,-0.3978,30,-0.9711,40,-0.5358,40,-0.5282,116,1.28815,59,0.08335,74,0.45972
ENSG00000116898,MRPS15,40,-0.6399,97,0.81277,85,0.57855,55,-0.1601,54,-0.1708,46,-0.4497,30,-1.0827,76,0.36892
ENSG00000163875,MEAF6,117,0.43167,153,0.90719,119,0.47020,52,-0.8740,53,-0.8377,67,-0.4830,87,-0.0643,74,-0.3200
ENSG00000183317,EPHA10,48,0.68283,24,-0.4753,66,1.27138,6,-2.4044,23,-0.4996,38,0.27927,38,0.27534,13,-1.4210
ENSG00000185090,MANEAL,67,0.98559,32,-0.2723,43,0.19142,14,-1.5747,25,-0.6777,45,0.29713,53,0.56227,25,-0.6733
ENSG00000197982,C1orf122,310,-0.1376,287,-0.2635,150,-1.2802,336,-0.0089,304,-0.1687,444,0.46163,379,0.19158,490,0.63375
ENSG00000183431,SF3A3,32,-0.1977,41,0.18297,61,0.86845,29,-0.3757,36,-0.0136,31,-0.2879,48,0.45434,15,-1.4036
