Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000204859,ZBTB48,17,0.49881,10,-0.3330,11,-0.1263,14,0.28772,10,-0.3489
ENSG00000162413,KLHL21,21,-0.7951,37,0.12476,46,0.48622,38,0.21415,28,-0.3883
ENSG00000116273,PHF13,32,0.27715,21,-0.4238,19,-0.5227,27,-0.0067,34,0.44855
ENSG00000041988,THAP3,24,0.06266,20,-0.2817,23,-0.0555,26,0.23393,23,-0.0475
ENSG00000007923,DNAJC11,23,-1.1193,34,-0.5668,60,0.41325,60,0.56171,46,-0.0476
ENSG00000171735,CAMTA1,157,-0.3636,194,-0.0276,190,-0.0564,182,-0.1643,245,0.42111
ENSG00000049245,VAMP3,75,1.49837,46,0.71599,16,-1.0660,21,-0.8437,21,-0.7481
ENSG00000049246,PER3,62,0.89810,44,0.36303,31,-0.2644,28,-0.5149,31,-0.2951
ENSG00000116288,PARK7,321,0.26858,328,0.35471,195,-0.5352,241,-0.2593,279,0.04357
ENSG00000116285,ERRFI1,17,-0.1318,18,-0.1416,21,0.14863,23,0.44606,14,-0.5318
ENSG00000162426,SLC45A1,28,-0.6942,28,-0.7622,56,0.42959,51,0.34856,49,0.23032
ENSG00000142599,RERE,71,-0.7085,116,0.06918,124,0.16640,125,0.25475,101,-0.1778
ENSG00000074800,ENO1,529,-0.4964,706,-0.0407,625,-0.2325,772,0.14686,808,0.21270
ENSG00000171612,SLC25A33,18,-1.3227,63,0.76474,29,-0.6097,28,-0.8152,63,0.77659
ENSG00000188807,TMEM201,3,-2.9481,18,-0.4035,31,0.51765,26,0.27668,28,0.42625
ENSG00000171608,PIK3CD,11,-0.5855,8,-1.2463,19,0.25601,21,0.59510,19,0.26393
ENSG00000171603,CLSTN1,532,-0.7258,519,-0.8492,1059,0.37672,1137,0.71097,770,-0.1645
ENSG00000178585,CTNNBIP1,33,-0.1254,44,0.39204,59,0.82864,21,-1.0194,40,0.18352
ENSG00000162441,LZIC,52,0.57653,38,0.03606,35,-0.0696,36,-0.0694,31,-0.3113
ENSG00000130939,UBE4B,24,-0.9605,33,-0.5619,81,0.98945,54,0.42433,36,-0.4086
ENSG00000054523,KIF1B,203,-0.7598,320,-0.0478,404,0.33865,340,0.07694,344,0.08785
ENSG00000284642,AL139424.2,4,-2.1672,11,-0.7118,13,-0.4635,15,-0.2326,35,1.47567
ENSG00000142657,PGD,59,-0.0555,56,-0.1735,83,0.50932,61,-0.0040,57,-0.1325
ENSG00000241563,CORT,65,-0.2906,64,-0.3743,43,-0.9487,69,-0.2587,131,1.04647
ENSG00000160049,DFFA,18,-0.7195,40,0.63588,17,-0.8227,28,-0.0791,30,0.10228
ENSG00000142655,PEX14,21,-1.0004,26,-0.7843,55,0.48750,47,0.30190,50,0.36110
ENSG00000120948,TARDBP,63,-0.3787,77,-0.0688,64,-0.3410,88,0.22565,86,0.13995
ENSG00000271895,AL109811.2,24,1.22646,14,0.29603,19,0.82778,6,-1.1110,7,-0.7588
ENSG00000116649,SRM,122,-0.2031,110,-0.4186,111,-0.3603,150,0.17102,173,0.42351
ENSG00000171824,EXOSC10,27,0.08630,22,-0.2294,27,0.09815,26,0.07556,26,0.01316
ENSG00000198793,MTOR,48,-0.0496,42,-0.3136,56,0.19289,61,0.47923,38,-0.4844
ENSG00000204624,DISP3,33,1.34857,17,0.29238,1,-3.9801,15,0.05257,10,-0.6952
ENSG00000116661,FBXO2,345,0.44575,365,0.63715,189,-0.5294,239,-0.2010,194,-0.5419
ENSG00000132879,FBXO44,79,-1.4000,129,-0.7197,282,0.62085,269,0.77712,161,-0.3390
ENSG00000116663,FBXO6,12,0.09137,12,0.09391,14,0.32000,12,0.18354,7,-0.6766
ENSG00000116670,MAD2L2,28,-0.2514,23,-0.6090,23,-0.5658,45,0.74449,32,-0.0739
ENSG00000177674,AGTRAP,38,1.82606,22,1.00383,11,-0.3343,5,-1.8502,7,-1.1131
ENSG00000177000,MTHFR,24,0.23264,18,-0.2209,14,-0.5796,25,0.38477,19,-0.1666
ENSG00000011021,CLCN6,73,-0.3431,75,-0.3259,125,0.53646,84,-0.1595,106,0.31310
ENSG00000175206,NPPA,0,-3.7705,14,0.49346,21,1.06579,12,0.22337,6,-0.9596
ENSG00000116685,KIAA2013,49,0.15348,36,-0.3464,49,0.17726,47,0.15843,42,-0.0829
ENSG00000083444,PLOD1,49,1.21636,19,-0.4031,24,0.01029,24,0.02436,16,-0.7140
ENSG00000116688,MFN2,60,-1.0169,89,-0.4740,137,0.27413,141,0.45547,121,0.08980
ENSG00000116691,MIIP,34,1.03965,12,-0.6741,27,0.64826,20,0.20943,9,-1.1573
ENSG00000048707,VPS13D,40,-0.4640,45,-0.3259,84,0.72921,60,0.23074,46,-0.2857
ENSG00000162496,DHRS3,63,1.66640,33,0.60497,26,0.11458,12,-1.3656,14,-0.9184
ENSG00000116731,PRDM2,66,-0.1377,47,-0.7433,87,0.31125,93,0.59183,61,-0.3017
ENSG00000189337,KAZN,36,-0.1821,45,0.20178,51,0.39749,47,0.36314,21,-1.0581
ENSG00000142634,EFHD2,55,-0.8911,30,-1.9343,625,4.31080,30,-2.1085,22,-2.4193
ENSG00000132906,CASP9,14,0.24304,12,0.06374,11,-0.0995,13,0.24090,9,-0.5289
ENSG00000116138,DNAJC16,19,-0.7193,20,-0.7119,30,0.00615,39,0.60125,32,0.12884
ENSG00000197312,DDI2,7,-1.7831,16,-0.7758,30,0.30676,36,0.90916,22,-0.1588
ENSG00000116786,PLEKHM2,50,-0.7406,84,0.07750,115,0.58995,64,-0.4768,100,0.41665
ENSG00000065526,SPEN,53,0.81990,38,0.28735,20,-0.7073,35,0.16280,19,-0.9260
ENSG00000116809,ZBTB17,15,-0.2904,26,0.67525,18,-0.0460,17,-0.1349,14,-0.4488
ENSG00000185519,FAM131C,14,-0.2422,18,0.12442,12,-0.5264,17,0.02747,18,0.21859
ENSG00000288398,AL109627.1,4,-1.4722,19,1.22337,7,-0.6351,11,0.03062,7,-0.7622
ENSG00000037637,FBXO42,18,-0.4755,21,-0.2456,22,-0.1728,32,0.62186,21,-0.2971
ENSG00000055070,SZRD1,47,0.83204,37,0.49916,23,-0.3676,18,-0.8690,29,0.04020
ENSG00000157191,NECAP2,26,1.19842,19,0.79957,15,0.30259,8,-0.9003,5,-1.3611
ENSG00000219481,NBPF1,11,-0.2599,17,0.51068,4,-1.6445,12,-0.1757,16,0.37905
ENSG00000058453,CROCC,10,-0.6421,12,-0.4098,19,0.30635,19,0.44330,15,-0.1017
ENSG00000159363,ATP13A2,140,-0.3595,135,-0.4770,179,0.03094,206,0.36168,187,0.11661
ENSG00000117118,SDHB,40,-1.0659,96,0.34400,56,-0.5698,82,0.05561,93,0.28252
ENSG00000117115,PADI2,75,1.31453,64,1.26986,37,0.10536,10,-2.2305,22,-0.8104
ENSG00000179051,RCC2,15,-0.8259,19,-0.5633,26,0.00366,31,0.41585,30,0.30288
ENSG00000074964,ARHGEF10L,25,0.23899,24,0.22635,18,-0.2878,15,-0.7083,28,0.54165
ENSG00000117154,IGSF21,24,-1.7669,48,-0.8258,293,2.53661,63,-0.4182,46,-0.8960
ENSG00000159423,ALDH4A1,41,0.43533,51,0.96445,26,-0.2946,14,-1.4730,36,0.24044
ENSG00000169991,IFFO2,14,0.10057,9,-0.5870,8,-0.7345,19,0.81591,11,-0.3416
ENSG00000127463,EMC1,26,-0.4680,34,-0.0364,39,0.20363,40,0.33294,29,-0.3131
ENSG00000053372,MRTO4,23,-0.7013,36,-0.0076,45,0.35118,43,0.38269,28,-0.4281
ENSG00000053371,AKR7A2,71,0.56498,60,0.31998,32,-0.7111,43,-0.3435,51,0.04315
ENSG00000040487,SLC66A1,8,-0.7885,15,0.20968,19,0.55427,13,-0.0479,12,-0.1650
ENSG00000077549,CAPZB,196,-0.5540,224,-0.3940,380,0.51413,328,0.37377,248,-0.2078
ENSG00000173436,MICOS10,214,-0.3737,343,0.46038,307,0.21133,232,-0.3202,264,-0.0401
ENSG00000158747,NBL1,332,0.60575,194,-0.3100,498,1.33441,180,-0.5088,159,-0.6593
ENSG00000169914,OTUD3,0,-5.6107,14,-0.5890,33,0.84779,23,0.34768,24,0.33805
ENSG00000162545,CAMK2N1,607,-0.8166,1083,0.11484,337,-1.7122,1167,0.30458,1279,0.43711
ENSG00000090432,MUL1,25,-0.0363,27,0.11371,19,-0.4255,23,-0.1855,30,0.33320
ENSG00000183114,FAM43B,6,-1.4892,7,-1.3205,104,4.01688,5,-2.1391,6,-1.6485
ENSG00000158828,PINK1,292,-0.5308,413,0.02695,478,0.26330,415,0.04102,412,0.02115
ENSG00000244038,DDOST,14,-0.9363,28,0.11046,36,0.51807,30,0.30261,20,-0.4836
ENSG00000117245,KIF17,13,-0.8316,10,-1.3969,25,0.15048,30,0.63235,28,0.43059
ENSG00000189410,SH2D5,25,-0.3110,18,-0.9218,27,-0.2048,35,0.33557,40,0.53462
ENSG00000127483,HP1BP3,185,0.26791,142,-0.1866,164,0.07406,147,-0.1443,170,0.15036
ENSG00000075151,EIF4G3,81,-0.6870,118,-0.1082,141,0.19114,152,0.43957,107,-0.2897
ENSG00000117298,ECE1,88,2.20269,25,-0.1325,16,-0.7708,11,-1.5439,25,-0.0749
ENSG00000162551,ALPL,34,1.44050,13,-0.2331,37,1.61595,8,-1.1409,6,-1.5429
ENSG00000076864,RAP1GAP,61,-1.9550,141,-0.7817,417,1.09526,264,0.42268,211,-0.0677
ENSG00000090686,USP48,41,0.06480,43,0.14571,46,0.21585,38,-0.1017,36,-0.1963
ENSG00000218510,LINC00339,16,0.05075,12,-0.4376,15,-0.0831,18,0.36314,15,-0.0677
ENSG00000070831,CDC42,252,-0.1084,229,-0.3009,218,-0.3445,316,0.35642,277,0.04723
ENSG00000173372,C1QA,93,2.72391,23,0.03524,5,-2.2726,10,-1.4256,14,-0.8225
ENSG00000159189,C1QC,42,1.84095,20,0.54431,6,-1.4162,11,-0.5842,6,-1.3346
ENSG00000173369,C1QB,53,1.65063,28,0.58792,11,-0.9423,12,-0.9688,14,-0.6596
ENSG00000133216,EPHB2,8,-0.5076,9,-0.3741,6,-0.9075,16,0.69160,12,0.05858
ENSG00000004487,KDM1A,47,-0.3152,40,-0.6120,63,0.16556,77,0.68647,47,-0.3572
ENSG00000169641,LUZP1,29,-0.4871,40,0.05475,52,0.45127,40,0.04141,36,-0.1607
ENSG00000125944,HNRNPR,99,-0.0895,102,-0.0523,122,0.24629,118,0.27356,81,-0.4495
ENSG00000125945,ZNF436,15,-1.1076,17,-1.0244,37,0.24692,50,1.13753,24,-0.4902
ENSG00000249087,ZNF436-AS1,11,-0.0654,18,0.82717,5,-1.2704,9,-0.4581,13,0.15070
ENSG00000117318,ID3,284,3.42674,64,0.29510,15,-1.9913,12,-2.6679,15,-2.0726
ENSG00000142676,RPL11,1143,1.46205,618,0.42306,340,-0.5991,300,-0.9848,421,-0.2944
ENSG00000011007,ELOA,17,-0.3943,20,-0.1447,32,0.65032,18,-0.3861,26,0.35083
ENSG00000057757,PITHD1,119,-0.7207,155,-0.3504,190,0.01350,249,0.65565,164,-0.2494
ENSG00000011009,LYPLA2,39,-0.8110,40,-0.8509,71,0.13850,92,0.79745,62,-0.0968
ENSG00000117308,GALE,20,0.14683,19,0.13202,12,-0.6480,18,0.04833,18,0.02553
ENSG00000117305,HMGCL,27,0.50734,20,0.01095,24,0.28273,16,-0.3925,20,-0.0374
ENSG00000179163,FUCA1,31,1.12119,13,-0.3819,11,-0.4985,17,0.11317,12,-0.4384
ENSG00000189266,PNRC2,68,0.43108,60,0.23642,67,0.38648,49,-0.1709,37,-0.6287
ENSG00000188529,SRSF10,52,-0.0938,44,-0.3930,50,-0.1694,66,0.40922,54,-0.0405
ENSG00000001460,STPG1,3,-2.0424,10,-0.3638,19,0.69702,15,0.53385,11,-0.1885
ENSG00000001461,NIPAL3,29,-1.1110,54,-0.1764,82,0.52574,71,0.37288,53,-0.2110
ENSG00000133226,SRRM1,74,0.84473,39,-0.2228,48,0.13222,34,-0.5284,48,0.16080
ENSG00000169504,CLIC4,164,2.58092,51,0.34470,16,-1.5150,21,-1.2716,17,-1.4883
ENSG00000117614,SYF2,133,1.45803,64,0.20618,42,-0.4804,48,-0.3677,35,-0.8727
ENSG00000117616,RSRP1,42,-0.5187,54,-0.1417,64,0.15164,71,0.47089,48,-0.3530
ENSG00000183726,TMEM50A,123,0.24011,101,-0.0804,61,-0.8666,120,0.28193,103,-0.0491
ENSG00000204178,MACO1,15,-1.0597,24,-0.3588,34,0.23182,31,0.15114,36,0.41763
ENSG00000117643,MAN1C1,58,0.31238,32,-0.7237,11,-2.2334,66,0.75943,51,0.09523
ENSG00000162430,SELENON,128,1.34529,62,0.10438,45,-0.4125,43,-0.6360,51,-0.2408
ENSG00000117640,MTFR1L,78,-0.0935,68,-0.3424,107,0.43267,80,-0.0539,90,0.15854
ENSG00000117632,STMN1,530,-1.0182,811,-0.4011,1296,0.40634,1240,0.46220,976,-0.0695
ENSG00000158008,EXTL1,37,-0.9638,59,-0.2561,120,0.95477,75,0.19992,57,-0.3139
ENSG00000175087,PDIK1L,8,-1.1028,9,-0.9732,8,-1.0376,19,0.35924,28,1.03832
ENSG00000142684,ZNF593,11,-1.1436,28,0.42057,34,0.70388,17,-0.4928,24,0.13244
ENSG00000142669,SH3BGRL3,336,0.49852,226,-0.1734,501,1.20340,194,-0.5057,183,-0.5442
ENSG00000158062,UBXN11,13,-1.2100,25,-0.2467,18,-0.6733,36,0.54361,33,0.30149
ENSG00000117682,DHDDS,22,-0.3171,24,-0.2170,33,0.31656,34,0.54633,18,-0.6417
ENSG00000198830,HMGN2,234,1.21784,145,0.43601,100,-0.2234,94,-0.4235,66,-0.9646
ENSG00000117713,ARID1A,45,-0.5117,53,-0.2735,56,-0.1663,69,0.22531,73,0.29159
ENSG00000060642,PIGV,5,-1.6247,17,0.15866,6,-1.4353,22,0.88425,13,-0.2371
ENSG00000204160,ZDHHC18,30,-0.5109,27,-0.7972,50,0.28423,49,0.36486,48,0.25579
ENSG00000142751,GPN2,22,-0.1186,21,-0.1568,29,0.36703,24,0.05919,22,-0.0917
ENSG00000198746,GPATCH3,8,-0.6456,9,-0.5434,3,-1.8522,19,0.99647,13,0.05806
ENSG00000090273,NUDC,144,-0.0528,156,0.08903,138,-0.1264,136,-0.2012,170,0.24957
ENSG00000253368,TRNP1,23,-1.4132,56,-0.0118,49,-0.2178,68,0.39133,62,0.15423
ENSG00000090020,SLC9A1,31,-0.3506,22,-0.9836,52,0.48191,46,0.40333,41,0.12693
ENSG00000142784,WDTC1,49,-0.0602,43,-0.2716,40,-0.3526,54,0.14212,58,0.27445
ENSG00000186501,TMEM222,83,-0.2687,77,-0.4281,81,-0.3102,114,0.32114,113,0.25889
ENSG00000158195,WASF2,86,2.22846,37,0.69645,14,-0.9355,10,-1.6874,13,-1.0890
ENSG00000126705,AHDC1,46,-0.2486,30,-1.0014,76,0.58085,64,0.41863,53,-0.0035
ENSG00000126709,IFI6,256,0.92287,154,0.07011,227,0.71672,122,-0.4007,88,-0.9027
ENSG00000009780,FAM76A,22,0.40948,18,0.04882,18,0.04942,18,0.09097,13,-0.5063
ENSG00000117758,STX12,91,-0.1885,90,-0.2405,140,0.51244,102,-0.0027,103,-0.0002
ENSG00000117751,PPP1R8,30,-0.2497,34,-0.0290,42,0.29531,38,0.21054,29,-0.3166
ENSG00000117748,RPA2,30,-0.7959,50,-0.0126,47,-0.1071,65,0.59563,40,-0.4023
ENSG00000158161,EYA3,19,0.58986,12,-0.0636,18,0.51527,12,-0.0980,9,-0.6176
ENSG00000126698,DNAJC8,109,-0.2969,129,-0.0301,143,0.13575,131,-0.0102,140,0.11661
ENSG00000130770,ATP5IF1,266,-0.6068,380,-0.0460,218,-0.9164,458,0.36485,445,0.24994
ENSG00000180098,TRNAU1AP,7,-1.5622,19,-0.0962,25,0.35967,23,0.26362,21,0.10590
ENSG00000197989,SNHG12,26,0.99784,15,0.07423,13,-0.1013,11,-0.4944,13,-0.1684
ENSG00000120656,TAF12,22,0.39284,18,0.04175,19,0.17723,18,0.03774,13,-0.4931
ENSG00000198492,YTHDF2,43,-1.0049,66,-0.3955,82,0.00890,88,0.16674,108,0.52755
ENSG00000116329,OPRD1,11,-0.0959,7,-0.8673,11,-0.1492,18,0.94861,9,-0.5061
ENSG00000116350,SRSF4,34,-0.2849,41,-0.0010,40,-0.0305,41,0.01018,45,0.15163
ENSG00000116353,MECR,14,-1.3620,38,0.20785,43,0.39724,37,0.20998,30,-0.2131
ENSG00000060656,PTPRU,22,0.21719,8,-1.4711,110,3.82255,6,-1.8651,1,-3.7911
ENSG00000162511,LAPTM5,106,1.90360,49,0.55472,31,-0.2848,15,-1.6204,25,-0.6637
ENSG00000162512,SDC3,156,-0.3416,167,-0.2674,188,-0.0460,187,-0.0783,252,0.50862
ENSG00000134644,PUM1,51,-1.5790,116,-0.3708,218,0.71183,169,0.38933,136,-0.0764
ENSG00000060688,SNRNP40,16,-0.4549,18,-0.2325,18,-0.2098,24,0.33108,22,0.12182
ENSG00000121766,ZCCHC17,49,-1.5483,118,-0.2155,118,-0.1870,172,0.59776,139,0.07927
ENSG00000121769,FABP3,89,-0.9360,137,-0.2913,132,-0.3127,205,0.56469,168,0.08706
ENSG00000162517,PEF1,89,-0.2658,83,-0.4174,102,-0.0427,140,0.67900,83,-0.4119
ENSG00000084636,COL16A1,39,-0.1173,47,0.23521,51,0.32760,36,-0.3010,41,-0.0124
ENSG00000121753,ADGRB2,156,-1.0187,203,-0.6834,290,-0.0499,411,0.75756,303,0.02333
ENSG00000184007,PTP4A2,149,-0.0733,181,0.27682,191,0.33199,144,-0.1680,135,-0.2589
ENSG00000121774,KHDRBS1,84,-0.6626,122,-0.0975,124,-0.0566,146,0.29177,132,0.05664
ENSG00000121775,TMEM39B,1,-3.8109,18,-0.1758,16,-0.3496,26,0.56142,25,0.41165
ENSG00000025800,KPNA6,28,-0.1347,25,-0.2924,32,0.09302,36,0.42518,25,-0.2912
ENSG00000084652,TXLNA,32,0.07092,27,-0.2193,31,-0.0075,33,0.16936,30,-0.0492
ENSG00000160050,CCDC28B,20,0.12801,21,0.31477,9,-1.0538,12,-0.7466,27,0.79383
ENSG00000084623,EIF3I,114,-0.2261,115,-0.2407,164,0.36776,150,0.30936,110,-0.3101
ENSG00000116478,HDAC1,42,2.01761,14,0.06963,9,-0.6141,2,-2.7879,18,0.51743
ENSG00000175130,MARCKSL1,362,0.69025,401,1.05050,188,-0.3876,161,-0.7900,160,-0.7079
ENSG00000160058,BSDC1,51,-0.5630,50,-0.6441,62,-0.2467,90,0.47720,86,0.31134
ENSG00000176261,ZBTB8OS,40,-0.0372,47,0.23985,13,-1.7935,46,0.26220,42,0.05982
ENSG00000162521,RBBP4,124,0.50432,84,-0.1413,95,0.05638,95,0.08318,75,-0.3574
ENSG00000162522,KIAA1522,7,-1.8144,26,0.24581,11,-1.0736,22,-0.1509,36,0.88927
ENSG00000134684,YARS,101,-0.2808,100,-0.3357,121,-0.0016,146,0.42615,114,-0.1105
ENSG00000116497,S100PBP,6,-1.1119,21,0.98012,15,0.27618,11,-0.3166,9,-0.5116
ENSG00000160097,FNDC5,10,-1.1717,23,0.01552,16,-0.4824,22,-0.0399,32,0.67993
ENSG00000121905,HPCA,114,-1.6207,250,-0.4705,506,0.74267,347,0.14294,382,0.30813
ENSG00000121900,TMEM54,60,0.95692,39,0.26022,29,-0.2472,29,-0.3498,26,-0.4524
ENSG00000116514,RNF19B,12,-0.2319,22,0.84699,6,-1.1758,15,0.12593,10,-0.5967
ENSG00000004455,AK2,34,0.42374,37,0.62412,29,0.13884,21,-0.4324,19,-0.5918
ENSG00000142920,AZIN2,16,-0.9261,24,-0.3667,45,0.73593,32,0.23038,28,-0.0621
ENSG00000160094,ZNF362,41,0.79487,25,-0.0302,16,-0.7238,25,-0.0700,24,-0.1027
ENSG00000134686,PHC2,81,0.22384,59,-0.3117,86,0.31308,72,0.03876,67,-0.0889
ENSG00000121904,CSMD2,17,0.26889,11,-0.3628,29,1.23538,11,-0.4848,12,-0.2226
ENSG00000163866,SMIM12,38,-0.5631,40,-0.5522,60,0.15672,55,0.04259,72,0.56217
ENSG00000116544,DLGAP3,53,-0.8781,88,-0.0869,88,-0.0842,93,0.00311,119,0.48076
ENSG00000163867,ZMYM6,12,-0.6488,20,0.17684,23,0.37064,19,0.06086,16,-0.1914
ENSG00000116560,SFPQ,153,0.01195,132,-0.2500,171,0.18895,147,-0.0751,169,0.20522
ENSG00000146463,ZMYM4,51,0.27091,39,-0.1741,41,-0.0891,46,0.12505,41,-0.1139
ENSG00000142687,KIAA0319L,34,-0.7070,45,-0.3069,51,-0.0760,67,0.50653,53,-0.0192
ENSG00000020129,NCDN,334,-0.9065,326,-1.0397,502,-0.2718,910,1.05778,566,-0.0899
