Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to13,Feature log2 fold change topic 7to13
ENSG00000144909,OSBPL11,2,-2.7858,19,0.54783,35,1.54106,35,1.52262,10,-0.5072,9,-0.9427
ENSG00000114544,SLC41A3,6,-3.8702,25,-1.7641,48,-0.8181,83,0.01944,51,-0.7786,115,1.37448
ENSG00000144908,ALDH1L1,2,-3.9158,25,-0.3153,137,2.66110,19,-0.6906,49,0.86011,16,-1.5187
ENSG00000163884,KLF15,2,-2.7992,30,1.22031,59,2.50654,0,-4.3525,22,0.82473,6,-1.7573
ENSG00000159685,CHCHD6,95,0.02841,30,-1.7103,41,-1.2234,42,-1.2179,88,-0.0909,118,0.87817
ENSG00000114554,PLXNA1,80,1.06691,6,-2.7206,18,-1.2376,35,-0.2621,26,-0.7565,49,0.62411
ENSG00000163870,TPRA1,2,-3.3631,24,0.23157,28,0.47920,23,0.19199,22,0.08675,21,0.06716
ENSG00000114631,PODXL2,21,-2.9459,38,-2.0993,130,-0.2683,349,1.32876,102,-0.6955,182,0.55462
ENSG00000114626,ABTB1,2,-4.6647,28,-0.9179,47,-0.1216,60,0.26336,44,-0.2444,63,0.73038
ENSG00000074416,MGLL,163,0.20146,39,-1.9631,163,0.20104,176,0.31806,169,0.28652,141,-0.0572
ENSG00000058262,SEC61A1,2,-4.4217,50,0.22930,94,1.26282,59,0.49339,51,0.30753,36,-0.5013
ENSG00000175792,RUVBL1,67,1.57643,13,-0.9906,16,-0.6950,58,1.32865,15,-0.8175,21,-0.5402
ENSG00000132394,EEFSEC,2,-2.2789,11,0.25252,4,-1.1706,0,-3.8371,7,-0.4536,13,1.24282
ENSG00000163902,RPN1,2,-5.5659,126,0.43951,147,0.68287,98,0.04342,72,-0.4581,103,0.25953
ENSG00000075785,RAB7A,112,-0.7375,203,0.18551,239,0.44086,181,0.00133,138,-0.4528,191,0.18400
ENSG00000177646,ACAD9,2,-3.3761,22,0.09370,2,-3.0181,18,-0.1694,24,0.23447,25,0.70246
ENSG00000240682,ISY1,2,-2.8274,11,-0.4075,24,0.85063,6,-1.3085,11,-0.4407,17,0.65780
ENSG00000169714,CNBP,65,-1.1439,218,0.71777,189,0.48971,46,-1.6630,156,0.19691,139,0.01047
ENSG00000181789,COPG1,20,-1.8652,43,-0.7121,44,-0.6687,65,-0.0840,56,-0.3295,87,0.86601
ENSG00000183624,HMCES,2,-4.1075,20,-0.8413,41,0.24926,52,0.64543,23,-0.6296,41,0.60860
ENSG00000184897,H1FX,33,-2.1365,98,-0.5465,66,-1.1446,157,0.18522,149,0.10832,167,0.61192
ENSG00000129071,MBD4,2,-3.7243,22,-0.2579,10,-1.4808,50,1.02349,23,-0.2191,30,0.48164
ENSG00000163913,IFT122,49,1.31915,11,-1.0129,9,-1.2589,0,-4.9745,20,-0.0765,24,0.39176
ENSG00000004399,PLXND1,2,-3.3741,44,1.06917,33,0.58365,0,-5.0457,27,0.29065,23,0.05384
ENSG00000172765,TMCC1,2,-3.9279,39,0.37666,39,0.37388,46,0.61148,18,-0.8516,34,0.33249
ENSG00000196455,PIK3R4,2,-3.5101,20,-0.2527,7,-1.6776,17,-0.4782,14,-0.8780,33,1.40535
ENSG00000017260,ATP2C1,114,-0.1131,92,-0.4506,71,-0.8310,198,0.76635,67,-0.9871,141,0.47212
ENSG00000114670,NEK11,2,-2.1940,11,0.27673,17,0.95472,0,-3.7532,11,0.30489,9,0.13612
ENSG00000198585,NUDT16,43,-0.0075,36,-0.2663,33,-0.3934,15,-1.5542,46,0.11549,49,0.40383
ENSG00000114686,MRPL3,3,-3.7975,43,-0.2767,27,-0.9384,25,-1.1042,35,-0.5993,71,1.31335
ENSG00000196353,CPNE4,40,-0.1264,1,-5.1725,0,-9.2639,0,-5.9700,21,-1.1718,68,2.28722
ENSG00000138246,DNAJC13,2,-3.3647,15,-0.4532,16,-0.3474,1,-4.2343,23,0.18300,27,0.98374
ENSG00000081307,UBA5,185,2.32281,25,-0.9839,19,-1.3557,37,-0.3810,22,-1.2439,45,-0.2087
ENSG00000144868,TMEM108,2,-3.5114,3,-2.6568,7,-1.6917,30,0.44796,16,-0.5813,32,1.31780
ENSG00000091527,CDV3,13,-2.2460,79,0.45687,89,0.64177,31,-0.9554,67,0.20245,60,0.07188
ENSG00000163781,TOPBP1,2,-3.2442,13,-0.5713,23,0.30319,15,-0.3552,12,-0.7116,24,0.89070
ENSG00000091513,TF,202,-0.9242,3035,4.34619,658,0.92400,71,-2.4634,236,-0.7413,54,-3.7558
ENSG00000144867,SRPRB,54,0.18278,26,-0.9288,21,-1.2672,79,0.78158,32,-0.6453,54,0.41533
ENSG00000154917,RAB6B,222,-1.0007,40,-3.5061,235,-0.9174,378,-0.1919,320,-0.4809,578,1.19239
ENSG00000163785,RYK,2,-2.1954,21,1.34522,14,0.73508,6,-0.5167,9,0.04300,8,-0.3796
ENSG00000114019,AMOTL2,2,-3.9899,111,2.10992,45,0.55654,63,1.08346,15,-1.2098,23,-0.8188
ENSG00000129055,ANAPC13,99,0.46304,50,-0.5900,72,-0.0356,29,-1.4153,62,-0.2794,83,0.41533
ENSG00000182923,CEP63,2,-3.2384,28,0.63409,18,-0.0855,4,-2.1825,19,0.00380,22,0.55593
ENSG00000154928,EPHB1,2,-2.5230,2,-2.3002,45,2.35824,10,-0.2539,17,0.69077,8,-0.9440
ENSG00000073711,PPP2R3A,2,-2.2678,28,1.75531,8,-0.1715,0,-3.8261,6,-0.7938,10,0.32523
ENSG00000174579,MSL2,3,-1.8713,13,0.34592,11,-0.0200,0,-3.9962,11,0.11653,13,0.58373
ENSG00000114054,PCCB,167,2.55502,61,0.71787,55,0.56735,1,-5.3827,23,-0.8185,25,-1.1450
ENSG00000168917,SLC35G2,2,-3.6506,12,-1.1053,25,-0.0353,62,1.48403,14,-0.9630,28,0.40217
ENSG00000158092,NCK1,2,-3.3138,22,0.15713,21,0.06435,18,-0.1271,16,-0.3629,23,0.55631
ENSG00000114098,ARMC8,2,-4.5366,26,-0.8990,39,-0.2636,50,0.10195,35,-0.4599,60,0.93123
ENSG00000158186,MRAS,28,-1.4451,30,-1.3417,107,0.58947,31,-1.3209,70,-0.0901,89,0.66361
ENSG00000114107,CEP70,2,-3.3142,16,-0.2942,14,-0.4976,50,1.51604,19,-0.0360,19,-0.0534
ENSG00000158234,FAIM,15,0.44347,32,1.70426,16,0.50171,0,-4.0720,12,0.12862,8,-0.7572
ENSG00000051382,PIK3CB,2,-4.5448,23,-1.0958,31,-0.6161,46,-0.0445,43,-0.1549,60,0.94694
ENSG00000175110,MRPS22,161,2.01465,35,-0.5168,56,0.20845,27,-0.8919,24,-1.1354,44,-0.3042
ENSG00000184432,COPB2,146,1.85012,46,-0.0899,52,0.12488,21,-1.2324,34,-0.5685,42,-0.3980
ENSG00000114115,RBP1,57,1.25533,83,1.92346,69,1.57431,15,-0.8750,25,-0.0987,10,-2.1648
ENSG00000158258,CLSTN2,86,-0.6066,5,-4.5622,61,-1.1159,90,-0.5375,88,-0.6147,178,1.34071
ENSG00000114120,SLC25A36,87,0.60426,36,-0.7622,41,-0.5451,19,-1.7191,58,-0.0298,67,0.42812
ENSG00000177311,ZBTB38,2,-4.6026,55,0.17507,69,0.55225,31,-0.7003,40,-0.3442,57,0.53081
ENSG00000155903,RASA2,86,2.67662,8,-1.2358,3,-2.4600,6,-1.6409,11,-0.7930,17,-0.3244
ENSG00000114125,RNF7,64,-0.6813,75,-0.4430,50,-1.0645,202,1.13985,81,-0.3606,107,0.21575
ENSG00000069849,ATP1B3,122,0.29064,44,-1.2543,20,-2.3817,188,1.00180,59,-0.8877,118,0.51779
ENSG00000114126,TFDP2,2,-3.2534,22,0.19572,34,0.91133,0,-4.8036,23,0.33739,20,0.23694
ENSG00000175066,GK5,2,-2.1766,21,1.00414,10,-0.1218,8,-0.5046,12,0.05453,12,0.08604
ENSG00000114127,XRN1,2,-2.0913,14,0.75447,19,1.33324,0,-3.6477,7,-0.2342,8,0.02955
ENSG00000175054,ATR,2,-3.0815,7,-1.3570,9,-0.9901,1,-3.8570,11,-0.6684,26,1.87056
ENSG00000144935,TRPC1,48,0.60616,11,-1.5515,24,-0.4740,38,0.23474,16,-1.0940,38,0.57897
ENSG00000163714,U2SURP,162,1.76117,62,0.15849,49,-0.2259,58,0.05399,44,-0.4055,45,-0.6419
ENSG00000175040,CHST2,162,1.37992,20,-1.8634,28,-1.3820,145,1.19372,32,-1.2547,69,-0.0055
ENSG00000181804,SLC9A9,2,-2.1371,43,2.82153,15,0.86807,2,-2.1682,11,0.42124,4,-1.6965
ENSG00000181744,DIPK2A,9,-0.9377,62,2.21766,32,1.02833,8,-1.0570,15,-0.1934,11,-1.0650
ENSG00000152952,PLOD2,2,-2.5638,10,-0.2726,50,2.48831,7,-0.8372,16,0.58956,7,-1.1564
ENSG00000114698,PLSCR4,2,-3.1716,25,0.49443,106,3.26195,0,-4.7211,25,0.55555,7,-1.9861
ENSG00000239922,AC092958.1,2,-2.5094,93,4.26497,17,0.60977,0,-4.0652,6,-0.8560,3,-2.6058
ENSG00000163754,GYG1,80,0.53591,32,-0.8651,77,0.46540,120,1.20266,39,-0.6224,51,-0.3453
ENSG00000071794,HLTF,2,-3.8393,35,0.30226,47,0.78345,3,-3.0195,18,-0.7189,36,0.77289
ENSG00000163755,HPS3,2,-2.9775,11,-0.5273,35,1.30941,6,-1.4110,7,-1.1418,19,0.71648
ENSG00000018408,WWTR1,2,-2.5062,37,1.97791,46,2.39775,0,-4.0620,16,0.55893,4,-2.0734
ENSG00000114744,COMMD2,2,-3.4971,35,0.67651,50,1.28814,0,-4.9274,19,-0.2417,24,0.18445
ENSG00000082996,RNF13,48,-0.9452,334,2.26756,212,1.41838,59,-0.6410,66,-0.5116,54,-1.2691
ENSG00000070087,PFN2,247,-0.8536,157,-1.5313,281,-0.6597,411,-0.0766,373,-0.2469,539,0.81041
ENSG00000196428,TSC22D2,2,-4.4117,25,-0.7972,46,0.10348,57,0.44387,28,-0.6889,53,0.76679
ENSG00000120742,SERP1,2,-5.4709,112,0.34599,148,0.80263,77,-0.2359,112,0.38510,86,-0.1215
ENSG00000144895,EIF2A,41,-0.1817,42,-0.1444,38,-0.3055,71,0.67662,31,-0.6348,49,0.21912
ENSG00000198843,SELENOT,173,0.05577,164,-0.0228,156,-0.0991,136,-0.3145,113,-0.6438,187,0.39426
ENSG00000181788,SIAH2,43,0.85639,14,-0.8584,16,-0.6901,9,-1.5339,16,-0.6813,30,0.64565
ENSG00000144893,MED12L,2,-2.3718,4,-1.1748,0,-7.2125,0,-3.9290,10,0.05129,15,1.63763
ENSG00000152601,MBNL1,46,-0.3082,79,0.54144,26,-1.1612,32,-0.8338,45,-0.3533,65,0.50595
ENSG00000169860,P2RY1,2,-2.6652,11,-0.2225,88,3.70659,0,-4.2196,16,0.38270,4,-2.1934
ENSG00000181467,RAP2B,2,-3.6460,13,-1.0032,10,-1.3111,0,-5.1857,23,-0.1260,36,1.56921
ENSG00000243069,ARHGEF26-AS1,2,-2.4118,13,0.32994,37,2.08016,16,0.67393,13,0.34819,6,-1.2840
ENSG00000114790,ARHGEF26,2,-2.9175,17,0.18547,82,3.05043,0,-4.4681,24,0.86167,6,-1.8694
ENSG00000174953,DHX36,2,-4.3236,46,-0.1880,24,-1.1282,43,-0.2905,38,-0.4998,69,1.09226
ENSG00000114805,PLCH1,2,-3.7702,7,-1.9324,0,-8.6130,204,3.97725,5,-2.4141,19,-0.9790
ENSG00000174928,C3orf33,42,1.71974,8,-0.9168,0,-4.7871,15,0.07017,7,-1.1882,16,0.27297
ENSG00000169359,SLC33A1,2,-2.9967,21,0.41143,25,0.73191,0,-4.5485,17,0.08413,18,0.38168
ENSG00000163655,GMPS,23,-0.1192,25,-0.0421,13,-1.0411,10,-1.3571,19,-0.4586,31,0.77719
ENSG00000169282,KCNAB1,30,-0.9981,5,-3.4811,35,-0.7560,19,-1.6360,35,-0.7965,84,1.64295
ENSG00000114850,SSR3,2,-5.4703,115,0.39712,180,1.12840,159,0.91956,71,-0.3757,81,-0.3028
ENSG00000163659,TIPARP,2,-2.1615,22,1.50442,45,2.86792,0,-3.7210,13,0.67555,3,-2.4009
ENSG00000163660,CCNL1,2,-2.9221,24,0.63976,48,1.83854,6,-1.4152,17,0.09069,13,-0.4997
ENSG00000174891,RSRC1,2,-4.4535,45,0.04924,45,0.04542,118,1.62546,41,-0.1345,40,-0.2742
ENSG00000178053,MLF1,2,-2.9697,16,0.01359,10,-0.5933,0,-4.5216,14,-0.1481,21,1.10439
ENSG00000168827,GFM1,57,0.54800,35,-0.2285,13,-1.6481,40,-0.0052,39,-0.0467,43,0.20044
ENSG00000118855,MFSD1,99,2.13307,32,0.17857,43,0.67126,47,0.81921,24,-0.2633,14,-1.6630
ENSG00000240207,AC080013.1,2,-2.4391,1,-3.3033,0,-7.2946,0,-3.9956,10,-0.1113,17,2.03173
ENSG00000180044,C3orf80,16,-1.5506,0,-7.3400,6,-2.8495,40,-0.2305,23,-1.1088,70,1.92966
ENSG00000068885,IFT80,2,-3.9563,36,0.22202,21,-0.5664,30,-0.0578,27,-0.2538,37,0.64767
ENSG00000186432,KPNA4,29,-1.4839,51,-0.6479,91,0.22764,108,0.50050,65,-0.3114,87,0.35306
ENSG00000163590,PPM1L,2,-4.9877,22,-1.5645,42,-0.6345,22,-1.5912,64,0.00951,88,1.26730
ENSG00000169255,B3GALNT1,2,-5.1032,8,-3.1353,47,-0.5797,96,0.51202,49,-0.5617,93,1.13652
ENSG00000169251,NMD3,2,-3.7197,30,0.17917,71,1.63980,39,0.61115,19,-0.5645,23,-0.3439
ENSG00000196542,SPTSSB,2,-2.5765,0,-7.5198,0,-7.4301,4,-1.4238,8,-0.5591,19,2.22774
ENSG00000121871,SLITRK3,2,-2.8818,2,-2.4495,18,0.32886,3,-2.2736,12,-0.3558,20,1.26946
ENSG00000114200,BCHE,2,-2.2916,44,2.62472,37,2.26152,1,-2.8550,9,-0.1124,3,-2.1961
ENSG00000114209,PDCD10,47,-0.1604,74,0.55692,28,-0.9167,88,0.85778,42,-0.3531,50,-0.0877
ENSG00000163536,SERPINI1,320,-0.7455,231,-1.2358,178,-1.6195,516,-0.0146,257,-1.1425,716,1.28495
ENSG00000173905,GOLIM4,230,2.15276,115,0.90870,195,1.83642,48,-0.4721,68,0.07898,17,-2.7566
ENSG00000008952,SEC62,242,-0.5253,638,1.01501,384,0.18916,371,0.13291,385,0.21075,289,-0.4722
ENSG00000173889,PHC3,2,-3.0540,21,0.36213,14,-0.2540,27,0.76228,12,-0.5349,18,0.31858
ENSG00000163558,PRKCI,2,-4.4377,15,-1.6023,18,-1.2952,56,0.40809,25,-0.8942,61,1.34678
ENSG00000136603,SKIL,2,-3.6350,17,-0.5372,32,0.38679,11,-1.1887,23,-0.1216,31,0.74948
ENSG00000013297,CLDN11,2,-5.9772,1074,4.46191,283,1.30494,3,-5.2847,54,-1.3704,26,-3.2000
ENSG00000013293,SLC7A14,43,-0.3481,19,-1.5390,16,-1.7946,184,2.08678,31,-0.9009,54,-0.0082
ENSG00000163584,RPL22L1,76,1.37467,55,0.82819,34,0.03909,36,0.16699,28,-0.2501,24,-0.8290
ENSG00000163577,EIF5A2,2,-3.0737,11,-0.6581,4,-2.0047,57,2.06284,17,0.01206,16,-0.1848
ENSG00000154310,TNIK,2,-4.5328,25,-0.9332,65,0.52663,144,1.88835,64,0.56389,34,-0.8085
ENSG00000144959,NCEH1,2,-4.8959,1,-5.0753,9,-2.7712,98,0.77532,36,-0.8483,85,1.48952
ENSG00000169760,NLGN1,2,-3.8274,26,-0.1616,6,-2.3075,29,0.03423,15,-0.9757,39,1.32452
ENSG00000177565,TBL1XR1,101,0.11604,61,-0.6532,101,0.11037,22,-2.1852,65,-0.5997,115,0.72937
ENSG00000172667,ZMAT3,29,-1.5991,51,-0.7377,70,-0.2721,131,0.71050,84,0.01715,91,0.27698
ENSG00000121879,PIK3CA,37,0.70921,22,-0.1290,26,0.13624,5,-2.2058,20,-0.2684,25,0.22251
ENSG00000121864,ZNF639,48,1.03292,21,-0.2361,24,-0.0609,24,-0.0486,17,-0.5834,25,-0.0403
ENSG00000171109,MFN1,18,-0.3164,18,-0.3495,3,-2.9468,36,0.72177,23,0.03866,25,0.28483
ENSG00000114450,GNB4,2,-3.8659,20,-0.5518,100,2.08044,7,-2.0997,29,0.01267,27,-0.1885
ENSG00000136522,MRPL47,48,-0.2581,43,-0.4401,88,0.68624,76,0.44744,44,-0.4192,57,-0.0083
ENSG00000136521,NDUFB5,140,-0.3258,122,-0.5343,168,-0.0393,159,-0.1273,162,-0.1048,190,0.31902
ENSG00000114757,PEX5L,109,-0.0413,222,1.10047,34,-1.7784,4,-4.6582,80,-0.5668,133,0.58994
ENSG00000163728,TTC14,2,-3.3018,26,0.40600,18,-0.0894,5,-1.9686,25,0.40302,22,0.39197
ENSG00000114416,FXR1,48,-0.7621,134,0.84155,136,0.87057,77,-0.0464,60,-0.4442,73,-0.2312
ENSG00000205981,DNAJC19,100,0.01663,73,-0.4619,49,-1.0702,59,-0.7833,78,-0.3906,121,0.72847
ENSG00000242808,SOX2-OT,43,-2.2747,1370,3.75679,417,1.20649,89,-1.2180,134,-0.6491,56,-2.6850
ENSG00000241231,AC068308.1,2,-2.1738,6,-0.4521,10,0.25975,0,-3.7332,15,0.97187,9,0.15266
ENSG00000181449,SOX2,2,-5.6051,124,0.36627,545,3.15060,137,0.52420,92,-0.1078,41,-2.0098
ENSG00000058063,ATP11B,2,-2.5083,18,0.75510,4,-1.3668,17,0.64093,5,-1.2726,14,0.64521
ENSG00000043093,DCUN1D1,2,-4.2268,45,0.29809,50,0.45128,5,-2.9111,39,0.05171,44,0.55050
ENSG00000078070,MCCC1,83,1.96985,27,0.08213,20,-0.3733,14,-0.9395,16,-0.8088,23,-0.3568
ENSG00000114796,KLHL24,2,-4.0660,102,1.85610,84,1.49662,29,-0.2443,28,-0.3176,24,-0.9295
ENSG00000163872,YEATS2,41,0.25024,28,-0.3576,28,-0.3490,25,-0.5169,18,-1.0994,43,0.69678
ENSG00000180834,MAP6D1,68,0.56952,240,2.92754,93,1.08430,19,-1.3846,31,-0.7031,19,-2.0451
ENSG00000175193,PARL,6,-2.2389,29,-0.0230,31,0.09733,16,-0.9039,23,-0.4074,36,0.74618
ENSG00000114770,ABCC5,2,-4.4353,10,-2.1285,26,-0.7947,40,-0.1116,30,-0.6226,61,1.39670
ENSG00000145191,EIF2B5,46,0.30946,28,-0.4623,28,-0.4639,40,0.10721,22,-0.8638,43,0.47888
ENSG00000161202,DVL3,2,-3.9920,33,0.03635,49,0.67711,35,0.14406,37,0.24347,32,-0.0082
ENSG00000161203,AP2M1,530,-0.3441,194,-1.8533,378,-0.8586,529,-0.3483,424,-0.7324,875,1.08230
ENSG00000161204,ABCF3,2,-3.9763,20,-0.6834,24,-0.3961,12,-1.4012,28,-0.2062,42,1.13393
ENSG00000145198,VWA5B2,96,2.32215,2,-3.4229,2,-3.5774,0,-5.1763,20,-0.3571,26,0.15254
ENSG00000214160,ALG3,2,-2.6491,19,0.62814,19,0.66267,9,-0.5429,7,-0.8239,14,0.41689
ENSG00000163888,CAMK2N2,7,-3.7820,14,-2.7697,45,-1.1105,231,1.47406,90,-0.0874,107,0.42685
ENSG00000175166,PSMD2,49,-1.6603,79,-0.9491,85,-0.8371,197,0.46688,116,-0.3919,181,0.75638
ENSG00000114867,EIF4G1,3,-4.5966,53,-0.4627,72,0.02287,34,-1.1251,74,0.05992,88,0.76913
ENSG00000175182,FAM131A,305,0.68577,23,-3.2118,79,-1.3892,103,-1.0024,110,-0.9588,264,1.11579
ENSG00000163882,POLR2H,2,-4.1566,24,-0.5747,32,-0.1503,46,0.38544,32,-0.1947,42,0.59060
ENSG00000090539,CHRD,7,-1.9384,2,-3.3115,13,-1.0149,8,-1.7962,21,-0.3330,38,1.61397
ENSG00000177383,MAGEF1,2,-4.8967,29,-1.0995,70,0.24720,72,0.29400,43,-0.5436,74,0.77442
ENSG00000156931,VPS8,2,-3.6330,20,-0.3194,17,-0.6054,9,-1.4186,19,-0.4600,34,1.22593
ENSG00000187068,C3orf70,61,1.34129,38,0.54432,19,-0.5181,0,-5.2863,29,0.14193,24,-0.2622
ENSG00000073803,MAP3K13,2,-4.4960,76,0.81632,65,0.57154,22,-1.0814,48,0.11367,47,0.10147
ENSG00000163900,TMEM41A,2,-3.1148,18,0.05537,16,-0.1102,37,1.21058,10,-0.9242,19,0.30269
ENSG00000163904,SENP2,2,-4.2391,28,-0.4454,30,-0.3801,20,-0.9667,47,0.37582,46,0.64525
ENSG00000136527,TRA2B,48,-0.7937,85,0.07423,116,0.56716,96,0.25659,54,-0.6572,86,0.18227
ENSG00000244405,ETV5,47,-0.0428,18,-1.4876,28,-0.8479,55,0.20567,56,0.23898,53,0.28902
ENSG00000058866,DGKG,2,-3.1672,7,-1.2992,9,-1.0759,37,1.17833,21,0.29674,19,0.23612
ENSG00000090520,DNAJB11,2,-4.1171,48,0.50732,31,-0.1814,53,0.67188,26,-0.4825,38,0.29383
ENSG00000156976,EIF4A2,372,-0.9953,244,-1.6246,399,-0.8870,1035,0.59301,460,-0.7220,900,0.86177
ENSG00000073849,ST6GAL1,2,-3.9641,43,0.51791,83,1.60177,7,-2.1344,37,0.27610,28,-0.2965
ENSG00000163923,RPL39L,2,-4.2294,38,-0.0042,47,0.35849,77,1.14771,43,0.21480,34,-0.2672
ENSG00000157005,SST,102,-4.9598,25,-6.9539,45,-6.1414,37502,8.91722,139,-4.6336,68,-6.5345
ENSG00000113916,BCL6,2,-3.5507,38,0.75840,50,1.23521,0,-4.7181,19,-0.3036,25,0.20680
ENSG00000145012,LPP,2,-2.6384,20,0.77430,35,1.69282,0,-4.1930,17,0.56832,10,-0.6118
ENSG00000152492,CCDC50,2,-3.4641,44,1.10765,27,0.32905,1,-3.8538,37,0.91771,20,-0.3141
ENSG00000114279,FGF12,39,-2.2746,12,-3.9402,107,-0.8052,213,0.26470,142,-0.3955,241,1.13811
ENSG00000180611,MB21D2,2,-2.7926,4,-1.8168,2,-2.6399,0,-4.3460,5,-1.6550,23,2.84099
ENSG00000127249,ATP13A4,2,-3.0514,12,-0.4811,108,3.54049,0,-4.6029,23,0.61026,6,-2.0421
ENSG00000198836,OPA1,92,-0.2479,37,-1.5910,59,-0.9023,166,0.68939,71,-0.6806,129,0.63586
ENSG00000114315,HES1,2,-2.6490,14,0.13500,64,2.83914,3,-2.2379,26,1.31261,4,-2.2132
ENSG00000133657,ATP13A3,34,0.47052,21,-0.3072,13,-0.9878,0,-5.2227,16,-0.7564,33,0.95675
ENSG00000041802,LSG1,6,-1.2733,14,-0.0038,3,-2.0853,20,0.60182,13,-0.0503,15,0.41721
ENSG00000114331,ACAP2,2,-3.5840,48,1.12416,26,0.11090,25,0.09320,32,0.50492,21,-0.3952
ENSG00000184203,PPP1R2,4,-3.8851,30,-1.1714,29,-1.1885,10,-2.7928,42,-0.7095,97,1.88365
ENSG00000189058,APOD,222,-1.1149,2263,2.86411,1187,1.56811,98,-2.3166,461,-0.0002,185,-2.0744
ENSG00000061938,TNK2,107,0.72566,30,-1.2139,92,0.48366,82,0.28865,82,0.33168,58,-0.4464
ENSG00000072274,TFRC,2,-4.0134,13,-1.3720,61,1.02130,9,-1.8332,32,-0.0242,39,0.63580
ENSG00000161217,PCYT1A,4,-2.2530,26,0.42357,51,1.55727,7,-1.4763,22,0.16844,18,-0.2997
ENSG00000213123,TCTEX1D2,69,0.35592,22,-1.4017,19,-1.6210,93,0.83164,54,-0.0545,58,0.17561
ENSG00000163960,UBXN7,62,1.73231,29,0.47154,23,0.11615,0,-4.8747,24,0.20358,17,-0.6834
ENSG00000163961,RNF168,2,-3.3209,23,0.22599,6,-1.7541,28,0.55666,23,0.26262,22,0.30603
ENSG00000174013,FBXO45,2,-4.0036,40,0.32768,18,-0.8611,21,-0.6084,20,-0.7939,42,1.06621
ENSG00000163964,PIGX,2,-4.6263,34,-0.5581,63,0.38165,15,-1.7637,48,-0.0446,62,0.80791
ENSG00000174007,CEP19,2,-2.4464,4,-1.4408,13,0.32738,0,-3.9936,8,-0.3833,15,1.23421
ENSG00000180370,PAK2,38,-0.2660,103,1.31743,94,1.15871,102,1.29401,33,-0.5354,27,-1.2753
ENSG00000119231,SENP5,2,-3.9323,18,-0.8290,8,-1.9273,8,-2.0186,36,0.26882,42,1.20143
ENSG00000114503,NCBP2,2,-4.5336,39,-0.2598,70,0.65704,26,-0.8831,53,0.23394,52,0.33745
ENSG00000270170,NCBP2AS2,2,-4.5581,25,-0.9727,33,-0.5608,82,0.88205,38,-0.3843,57,0.65088
ENSG00000119227,PIGZ,2,-3.0791,3,-2.5379,18,0.14035,0,-4.6204,13,-0.4052,24,1.50354
ENSG00000228109,MELTF-AS1,2,-2.1424,7,-0.3149,4,-1.1389,0,-3.5767,13,0.65232,11,0.69002
ENSG00000075711,DLG1,63,-0.3585,151,1.03448,86,0.12451,45,-0.8634,74,-0.1220,77,-0.0899
ENSG00000161267,BDH1,2,-3.8432,13,-1.1684,9,-1.6260,23,-0.3172,34,0.27167,37,0.92864
ENSG00000145016,RUBCN,2,-4.0846,20,-0.7663,33,-0.0624,31,-0.1285,31,-0.1675,42,0.76253
ENSG00000122068,FYTTD1,29,-0.8487,53,0.04475,49,-0.0846,84,0.78554,33,-0.7079,55,0.23141
ENSG00000186001,LRCH3,2,-2.6384,21,0.83652,16,0.44626,1,-3.0913,17,0.54148,12,-0.0122
ENSG00000182899,RPL35A,816,0.14631,1217,0.79034,866,0.24116,489,-0.6445,920,0.37278,633,-0.4609
ENSG00000182903,ZNF721,153,2.32120,31,-0.3676,46,0.22757,27,-0.5986,22,-0.9174,31,-0.7090
ENSG00000174227,PIGG,2,-3.1859,22,0.32103,23,0.33788,0,-4.7236,18,0.03402,22,0.61560
ENSG00000273238,TMEM271,52,-0.2394,5,-3.5223,18,-1.7745,60,-0.0142,52,-0.2449,78,0.95795
ENSG00000169020,ATP5ME,852,-0.2031,1422,0.60775,1224,0.36686,716,-0.4701,989,0.03305,918,-0.1693
ENSG00000215375,MYL5,2,-2.6384,16,0.24588,24,0.84097,2,-2.5395,11,-0.3678,16,0.54139
ENSG00000185619,PCGF3,2,-3.5668,16,-0.6283,43,0.96654,8,-1.6119,15,-0.6902,30,0.82558
ENSG00000168993,CPLX1,325,0.41630,19,-3.7827,83,-1.6667,431,0.87719,225,-0.1754,277,0.34402
ENSG00000178950,GAK,70,0.51043,24,-1.1524,35,-0.5789,98,1.05308,42,-0.2948,50,-0.0582
ENSG00000127419,TMEM175,2,-3.9789,35,0.13855,36,0.22475,45,0.56402,29,-0.1654,34,0.20065
ENSG00000145214,DGKQ,2,-3.5586,5,-2.1362,7,-1.7183,0,-5.0944,21,-0.2039,36,1.87809
ENSG00000127418,FGFRL1,2,-2.4349,16,0.61937,33,1.84231,0,-3.9910,18,0.96444,7,-0.9644
ENSG00000159692,CTBP1,293,0.89601,76,-1.1925,90,-0.9386,168,0.00138,132,-0.3933,184,0.30457
ENSG00000090316,MAEA,2,-5.2306,25,-1.6526,53,-0.5522,95,0.35634,47,-0.7911,102,1.18858
ENSG00000163950,SLBP,2,-4.9893,24,-1.4839,52,-0.3169,67,0.06899,40,-0.7564,87,1.19936
ENSG00000168936,TMEM129,2,-3.6099,34,0.49846,48,1.08706,2,-3.2013,33,0.51361,24,-0.0928
