Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000116809,ZBTB17,14,-0.4011,16,-0.2573,17,-0.1093,25,0.63749
ENSG00000037637,FBXO42,23,0.58710,10,-0.8888,17,0.19326,21,0.51622
ENSG00000055070,SZRD1,29,0.23273,25,0.02543,18,-0.5587,32,0.45244
ENSG00000159363,ATP13A2,105,-0.5274,150,0.06284,170,0.31513,124,-0.2859
ENSG00000117118,SDHB,78,-0.0929,77,-0.1840,92,0.21236,85,0.03627
ENSG00000117115,PADI2,45,0.80564,31,0.24477,18,-0.7619,27,-0.0518
ENSG00000117154,IGSF21,24,-1.4863,64,-0.0007,89,0.75287,45,-0.5876
ENSG00000159423,ALDH4A1,60,0.97035,27,-0.4784,19,-1.0621,54,0.96052
ENSG00000127463,EMC1,19,-0.5853,25,-0.2622,36,0.60518,25,-0.1960
ENSG00000053372,MRTO4,25,-0.4710,31,-0.1841,36,0.10998,41,0.33503
ENSG00000053371,AKR7A2,49,0.31200,44,0.18520,33,-0.4294,42,0.05537
ENSG00000077549,CAPZB,140,-0.4191,169,-0.1770,215,0.35312,181,-0.0128
ENSG00000173436,MICOS10,284,-0.1482,356,0.33748,291,-0.1401,267,-0.2707
ENSG00000158747,NBL1,187,-0.1217,185,-0.1965,205,0.03235,237,0.29580
ENSG00000169914,OTUD3,17,0.31051,13,-0.1361,18,0.43173,9,-0.6798
ENSG00000162545,CAMK2N1,1430,-0.2808,1720,0.01874,1193,-0.6911,2589,0.80037
ENSG00000090432,MUL1,12,-0.6579,17,-0.3030,26,0.62706,18,-0.1379
ENSG00000158828,PINK1,343,-0.2755,438,0.17242,440,0.15860,333,-0.3566
ENSG00000244038,DDOST,20,-0.1909,18,-0.4538,30,0.63376,21,-0.1438
ENSG00000117245,KIF17,10,-0.6228,16,-0.0144,22,0.69450,10,-0.7997
ENSG00000189410,SH2D5,17,-0.8275,21,-0.6690,33,0.28689,44,0.79347
ENSG00000127483,HP1BP3,134,-0.1536,121,-0.4535,164,0.22173,183,0.40364
ENSG00000075151,EIF4G3,70,-0.8349,106,-0.2981,162,0.66114,112,-0.1311
ENSG00000117298,ECE1,28,0.82162,9,-1.2029,14,-0.2984,30,1.12502
ENSG00000076864,RAP1GAP,66,-1.0909,118,-0.2831,196,0.87982,103,-0.4405
ENSG00000090686,USP48,26,-0.7148,36,-0.2734,56,0.72523,34,-0.3245
ENSG00000070831,CDC42,139,-0.2861,143,-0.3497,212,0.53316,158,-0.0896
ENSG00000173369,C1QB,46,1.45471,18,-0.2090,7,-1.7556,28,0.69523
ENSG00000004487,KDM1A,50,-0.1277,44,-0.4371,61,0.28028,63,0.30078
ENSG00000169641,LUZP1,9,-2.2368,42,0.12937,51,0.54819,34,-0.2874
ENSG00000125944,HNRNPR,75,-0.5130,85,-0.4646,134,0.54481,114,0.15154
ENSG00000125945,ZNF436,16,-0.3453,10,-1.2957,26,0.57318,31,0.89030
ENSG00000117318,ID3,63,2.56741,17,0.26985,5,-1.8607,4,-2.1953
ENSG00000142676,RPL11,561,0.51462,475,0.37586,311,-0.5349,350,-0.2783
ENSG00000057757,PITHD1,127,-0.5813,139,-0.6156,283,0.99927,153,-0.3259
ENSG00000011009,LYPLA2,21,-0.8790,37,-0.0508,44,0.32937,38,0.01304
ENSG00000117308,GALE,19,-0.0461,19,-0.1365,19,-0.1122,24,0.34816
ENSG00000117305,HMGCL,27,0.70295,13,-0.7081,18,0.06510,22,0.39545
ENSG00000189266,PNRC2,40,-0.0772,32,-0.5874,38,-0.1867,68,0.93799
ENSG00000188529,SRSF10,44,-0.0621,38,-0.4157,59,0.55846,42,-0.1521
ENSG00000001461,NIPAL3,42,-0.3500,53,0.04113,69,0.60836,31,-0.9050
ENSG00000133226,SRRM1,36,-0.3345,43,-0.1178,40,-0.2284,61,0.56965
ENSG00000117614,SYF2,64,0.29048,52,-0.0404,39,-0.5854,71,0.52758
ENSG00000117616,RSRP1,19,-1.0657,28,-0.6903,51,0.59176,52,0.52690
ENSG00000183726,TMEM50A,59,-0.4594,53,-0.8748,95,0.37435,120,0.78781
ENSG00000204178,MACO1,8,-1.7541,28,0.09380,30,0.23671,29,0.14754
ENSG00000117643,MAN1C1,13,-1.8875,36,-0.4967,48,0.15142,74,0.96189
ENSG00000162430,SELENON,55,0.64989,28,-0.6091,35,-0.0973,49,0.50135
ENSG00000117640,MTFR1L,49,-0.4215,65,0.02982,66,0.07003,66,0.07223
ENSG00000117632,STMN1,850,-0.7678,1273,-0.2010,1863,0.65454,1171,-0.2995
ENSG00000158008,EXTL1,26,-0.9921,52,0.16936,55,0.24541,44,-0.1707
ENSG00000142684,ZNF593,36,0.17211,36,0.22886,28,-0.2985,31,-0.0757
ENSG00000142669,SH3BGRL3,211,-0.0105,248,0.39930,212,7.66294,141,-0.7073
ENSG00000158062,UBXN11,24,-0.3491,39,0.70612,23,-0.4620,24,-0.3763
ENSG00000117682,DHDDS,12,-0.3572,18,0.38856,15,-0.0129,12,-0.4352
ENSG00000198830,HMGN2,175,0.48566,110,-0.3750,126,-0.0661,153,0.30027
ENSG00000117713,ARID1A,45,-0.3867,53,-0.1668,57,0.00467,71,0.40267
ENSG00000204160,ZDHHC18,14,-0.8693,21,-0.3648,29,0.34060,31,0.41330
ENSG00000142751,GPN2,11,-0.5866,16,0.07352,18,0.24449,14,-0.1674
ENSG00000090273,NUDC,145,-0.5767,196,-0.1574,219,0.08733,256,0.36612
ENSG00000253368,TRNP1,43,-0.6967,74,0.21735,80,0.35824,49,-0.5642
ENSG00000090020,SLC9A1,7,-1.8109,20,-0.4843,31,0.48442,34,0.57764
ENSG00000142784,WDTC1,42,0.20265,42,0.32403,28,-0.5165,37,0.01069
ENSG00000186501,TMEM222,53,-0.3613,57,-0.3562,74,0.21439,82,0.38283
ENSG00000158195,WASF2,34,0.76849,17,-0.4852,14,-0.7859,34,0.90698
ENSG00000126705,AHDC1,22,-1.1667,42,-0.2333,55,0.35955,55,0.30658
ENSG00000126709,IFI6,122,0.28782,85,-0.4078,132,0.55343,82,-0.3922
ENSG00000009780,FAM76A,22,0.33603,16,-0.3145,22,0.39901,15,-0.3190
ENSG00000117758,STX12,76,-0.2205,67,-0.5840,126,0.81668,76,-0.2373
ENSG00000117751,PPP1R8,26,0.20420,11,-1.4361,30,0.56732,35,0.78076
ENSG00000117748,RPA2,40,-0.2554,37,-0.5290,70,0.90697,36,-0.4657
ENSG00000126698,DNAJC8,98,-0.1997,105,-0.1298,117,0.10752,121,0.15128
ENSG00000130770,ATP5IF1,336,-0.6306,590,0.40954,470,-0.1358,459,-0.1605
ENSG00000180098,TRNAU1AP,9,-1.2248,21,-0.0373,17,-0.4920,35,0.96038
ENSG00000198492,YTHDF2,31,-1.1661,49,-0.6536,95,0.83195,73,0.19434
ENSG00000116350,SRSF4,27,-0.6575,31,-0.6221,62,0.93691,38,-0.1751
ENSG00000116353,MECR,28,-0.0182,27,-0.0730,32,0.29144,24,-0.2960
ENSG00000162511,LAPTM5,55,1.53854,14,-0.9580,11,-1.1824,38,1.05373
ENSG00000162512,SDC3,147,0.35975,94,-0.5182,112,-0.1062,161,0.58554
ENSG00000134644,PUM1,88,-0.6494,96,-0.7154,193,0.84364,140,0.09151
ENSG00000060688,SNRNP40,21,0.57919,11,-0.7200,21,0.72568,11,-0.4493
ENSG00000121766,ZCCHC17,69,-0.9093,126,0.05655,130,0.10532,135,0.16686
ENSG00000121769,FABP3,72,-0.7851,112,-0.1605,164,0.68897,94,-0.4225
ENSG00000162517,PEF1,69,-0.4520,66,-0.7023,122,0.62875,108,0.30268
ENSG00000084636,COL16A1,39,0.62273,20,-0.6319,30,0.29294,28,0.07824
ENSG00000121753,ADGRB2,203,-0.3432,207,-0.4525,276,0.18503,334,0.52292
ENSG00000184007,PTP4A2,132,0.13799,111,-0.2069,155,0.53449,86,-0.5957
ENSG00000121774,KHDRBS1,105,-0.0989,99,-0.2786,106,-0.1200,151,0.55424
ENSG00000121775,TMEM39B,7,-1.2062,12,-0.6657,21,0.54539,23,0.58962
ENSG00000025800,KPNA6,34,-0.5183,40,-0.3926,72,0.97780,31,-0.6983
ENSG00000084652,TXLNA,13,-0.6910,14,-0.8111,26,0.50134,29,0.65658
ENSG00000160050,CCDC28B,23,0.23499,19,-0.0847,19,-0.0667,21,0.07099
ENSG00000084623,EIF3I,85,-0.3432,91,-0.3520,123,0.32739,120,0.22943
ENSG00000175130,MARCKSL1,365,1.08023,168,-0.3034,147,-0.5155,219,0.24352
ENSG00000160058,BSDC1,60,-0.0929,56,-0.2995,76,0.37819,62,-0.0313
ENSG00000176261,ZBTB8OS,20,-0.7899,41,0.56824,28,-0.3539,32,-0.0788
ENSG00000162521,RBBP4,73,-0.2285,66,-0.5695,102,0.38234,104,0.37628
ENSG00000162522,KIAA1522,47,0.71574,30,0.00343,23,-0.5292,32,0.14139
ENSG00000134684,YARS,42,-1.2199,86,-0.2123,127,0.66772,86,-0.1472
ENSG00000160097,FNDC5,18,-0.7356,23,-0.4887,42,0.82261,27,-0.1468
ENSG00000121905,HPCA,175,-0.8186,334,0.30922,318,0.15857,243,-0.3414
ENSG00000121900,TMEM54,97,0.48259,73,0.03645,73,0.03198,56,-0.4482
ENSG00000116514,RNF19B,13,-1.0136,25,0.03944,24,-0.0379,30,0.38989
ENSG00000004455,AK2,16,-0.1549,22,0.53411,16,-0.2531,13,-0.4624
ENSG00000142920,AZIN2,13,-1.1398,26,-0.1707,34,0.46959,29,0.06766
ENSG00000160094,ZNF362,13,-0.6875,19,-0.1714,24,0.33731,22,0.10896
ENSG00000134686,PHC2,62,0.18893,47,-0.3852,65,0.34266,54,-0.0223
ENSG00000163866,SMIM12,36,-0.6736,46,-0.4225,71,0.54204,60,0.16106
ENSG00000116544,DLGAP3,80,0.19746,64,-0.2004,45,-0.8255,115,0.94614
ENSG00000116560,SFPQ,96,-0.4891,127,-0.0825,139,0.11948,147,0.19598
ENSG00000146463,ZMYM4,31,0.00457,28,-0.1972,38,0.48636,24,-0.4260
ENSG00000142687,KIAA0319L,42,-0.6192,63,0.06478,65,0.12112,63,0.03399
ENSG00000020129,NCDN,362,-1.1860,625,-0.4943,853,0.19174,1182,0.80216
ENSG00000126067,PSMB2,51,-1.1221,91,-0.3506,123,0.30347,140,0.50726
ENSG00000142686,C1orf216,55,-0.9536,80,-0.5086,124,0.44960,130,0.47191
ENSG00000092847,AGO1,28,0.08694,23,-0.3430,31,0.31684,27,0.01703
ENSG00000126070,AGO3,8,-1.0705,18,0.20245,21,0.59611,10,-0.8405
ENSG00000116863,ADPRHL2,18,-0.2596,16,-0.5691,28,0.54742,24,0.17329
ENSG00000054116,TRAPPC3,34,-0.8222,58,0.02808,55,-0.0955,72,0.41442
ENSG00000116871,MAP7D1,125,-0.6284,195,0.11114,173,-0.1514,219,0.30429
ENSG00000054118,THRAP3,52,-0.2777,60,-0.0928,60,-0.0910,76,0.37214
ENSG00000196182,STK40,19,0.25666,16,-0.0749,19,0.37361,11,-0.6406
ENSG00000181817,LSM10,28,-0.4529,38,0.06415,45,0.40851,28,-0.4843
ENSG00000116885,OSCP1,19,0.09524,13,-0.6827,21,0.32828,23,0.41978
ENSG00000116898,MRPS15,44,-0.0897,49,0.12907,47,0.01453,42,-0.1711
ENSG00000163873,GRIK3,4,-2.2499,18,-0.1171,35,1.51552,4,-2.3781
ENSG00000163875,MEAF6,66,-0.5811,86,-0.2589,129,0.65091,82,-0.2791
ENSG00000183317,EPHA10,19,0.09412,13,-0.6456,19,0.20320,23,0.52666
ENSG00000185090,MANEAL,11,-1.8701,33,-0.3669,43,0.23777,57,0.73629
ENSG00000197982,C1orf122,268,0.47978,234,0.39652,163,-0.3998,153,-0.4658
ENSG00000183431,SF3A3,31,-0.1525,24,-0.7442,41,0.39809,45,0.51723
ENSG00000183520,UTP11,29,-0.0189,23,-0.5150,34,0.30652,34,0.31045
ENSG00000116954,RRAGC,22,-0.6596,28,-0.3963,40,0.39362,40,0.32009
ENSG00000174574,AKIRIN1,40,-0.8397,62,-0.2730,92,0.61997,66,-0.1023
ENSG00000168653,NDUFS5,641,-0.1206,717,0.09071,670,-0.0625,695,0.01013
ENSG00000127603,MACF1,90,-0.0651,80,-0.3545,115,0.44970,90,-0.0727
ENSG00000090621,PABPC4,56,0.22435,49,0.03176,46,-0.1088,47,-0.0417
ENSG00000116983,HPCAL4,262,-0.5106,349,-0.0901,337,-0.1487,479,0.51894
ENSG00000084072,PPIE,27,-0.5378,40,0.14410,42,0.22002,33,-0.2698
ENSG00000131236,CAP1,88,-0.5856,104,-0.4671,157,0.44446,152,0.31593
ENSG00000131238,PPT1,121,0.14592,93,-0.3823,126,0.27818,116,0.08982
ENSG00000259943,AL050341.2,19,0.05243,12,-0.9553,25,0.62844,23,0.35538
ENSG00000084073,ZMPSTE24,16,-0.6902,17,-0.7919,36,0.78053,30,0.28560
ENSG00000084070,SMAP2,76,-0.8095,111,-0.3147,154,0.40083,147,0.25739
ENSG00000117016,RIMS3,110,-0.4698,147,-0.0187,193,0.58320,102,-0.6450
ENSG00000066136,NFYC,36,-0.2486,33,-0.5595,55,0.57969,45,0.11097
ENSG00000179862,CITED4,21,-0.3229,24,-0.2018,31,0.37372,25,-0.0505
ENSG00000171793,CTPS1,12,-0.3046,12,-0.4880,15,0.08658,21,0.65551
ENSG00000127124,HIVEP3,18,-0.1932,18,-0.3218,25,0.39295,21,0.03115
ENSG00000198815,FOXJ3,23,-1.1995,42,-0.4264,63,0.44631,65,0.44267
ENSG00000177181,RIMKLA,18,-0.6159,30,0.24752,34,0.47202,16,-0.9049
ENSG00000127125,PPCS,61,0.02030,54,-0.2570,60,-0.0045,72,0.34727
ENSG00000171960,PPIH,17,0.13390,17,0.23270,17,0.16474,10,-0.7739
ENSG00000065978,YBX1,114,0.84439,74,0.20201,46,-0.7513,67,-0.0296
ENSG00000164008,C1orf50,23,0.20168,19,-0.1444,22,0.22025,18,-0.2125
ENSG00000177868,SVBP,37,0.16043,36,0.13520,34,-0.0043,28,-0.3134
ENSG00000117394,SLC2A1,82,1.32188,29,-0.5707,31,-0.3922,43,0.22942
ENSG00000117395,EBNA1BP2,61,-0.5908,88,-0.0014,77,-0.2670,119,0.55715
ENSG00000066322,ELOVL1,26,0.82535,18,0.27585,8,-1.2525,19,0.30851
ENSG00000159479,MED8,8,-1.3343,16,-0.3839,18,-0.0371,31,0.94580
ENSG00000178922,HYI,43,1.15241,20,-0.2094,15,-0.6732,24,0.21077
ENSG00000142949,PTPRF,102,-0.4038,112,-0.3714,139,0.10999,175,0.53708
ENSG00000066135,KDM4A,9,-0.7161,12,-0.4548,16,0.22267,20,0.60896
ENSG00000126091,ST3GAL3,29,-0.6414,37,-0.3883,44,-0.0237,66,0.77414
ENSG00000117408,IPO13,44,-0.2707,52,-0.0210,38,-0.6201,79,0.78534
ENSG00000117410,ATP6V0B,268,-0.6929,289,-0.7951,611,0.87182,456,0.16208
ENSG00000117411,B4GALT2,83,0.23573,70,-0.0577,72,-0.0101,70,-0.0423
ENSG00000159214,CCDC24,16,-0.5551,25,0.15035,23,0.02130,23,0.01199
ENSG00000178028,DMAP1,39,-0.5570,50,-0.2159,64,0.30265,61,0.16813
ENSG00000117419,ERI3,155,-0.1817,142,-0.4559,229,0.61651,162,-0.1184
ENSG00000187147,RNF220,67,-0.7704,92,-0.4039,153,0.73155,104,-0.1103
ENSG00000126106,TMEM53,7,-1.0685,15,0.09074,13,-0.2809,20,0.59231
ENSG00000142937,RPS8,1118,0.37928,1032,0.38982,720,-0.4084,723,-0.3561
ENSG00000070785,EIF2B3,29,0.20582,17,-0.8054,36,0.77640,24,-0.1205
ENSG00000126107,HECTD3,13,-0.2669,12,-0.5365,24,0.95616,12,-0.5415
ENSG00000126088,UROD,59,-0.4188,73,-0.1253,86,0.22215,81,0.09396
ENSG00000117450,PRDX1,394,0.44025,250,-0.4215,275,-0.1775,394,0.50488
ENSG00000117448,AKR1A1,43,-0.0983,40,-0.3188,46,0.00520,59,0.46763
ENSG00000132780,NASP,26,-0.0145,30,0.26376,26,-0.0345,21,-0.3779
ENSG00000159592,GPBP1L1,30,0.05259,28,-0.0690,32,0.17946,26,-0.1744
ENSG00000159596,TMEM69,8,-0.9273,8,-1.4259,24,0.95388,23,0.72504
ENSG00000086015,MAST2,29,0.10927,25,-0.1982,28,0.10309,28,0.09057
ENSG00000117461,PIK3R3,22,0.10401,19,-0.2339,21,0.02464,23,0.23994
ENSG00000085998,POMGNT1,53,-0.1404,47,-0.4446,58,0.01686,80,0.61720
ENSG00000132128,LRRC41,39,-0.3233,40,-0.4259,62,0.51413,50,0.06329
ENSG00000173660,UQCRH,460,-0.3009,618,0.26026,585,0.10434,439,-0.4150
ENSG00000117480,FAAH,25,-0.7447,34,-0.3510,43,0.17990,53,0.54838
ENSG00000079277,MKNK1,19,-0.2291,15,-0.8131,23,0.05859,37,0.97672
ENSG00000123472,ATPAF1,145,0.25198,112,-0.2456,147,0.36884,103,-0.3188
ENSG00000159658,EFCAB14,84,1.07542,35,-0.5172,42,-0.0774,45,0.03267
ENSG00000186377,CYP4X1,10,-1.3044,17,-0.6636,37,1.02597,23,-0.0479
ENSG00000162368,CMPK1,78,0.02468,65,-0.3594,103,0.66166,58,-0.4747
ENSG00000162373,BEND5,11,-1.2239,25,0.10794,38,1.02212,8,-1.7063
ENSG00000162374,ELAVL4,53,-1.4631,135,-0.0587,226,1.14856,58,-1.4510
ENSG00000185104,FAF1,21,-0.7670,31,-0.2614,41,0.31519,41,0.28537
ENSG00000123091,RNF11,286,-0.4992,334,-0.3698,534,0.68426,352,-0.1976
ENSG00000085832,EPS15,142,0.01495,132,-0.1541,190,0.66237,85,-0.8710
ENSG00000078618,NRDC,31,-1.0606,55,-0.2679,76,0.43250,70,0.22908
ENSG00000169213,RAB3B,16,-1.5226,46,0.19651,70,1.18216,7,-2.7162
ENSG00000117862,TXNDC12,27,-0.1571,27,-0.2299,31,0.03500,37,0.35160
ENSG00000134717,BTF3L4,46,-0.5837,55,-0.4540,96,0.81281,58,-0.2457
ENSG00000157077,ZFYVE9,14,-1.1041,32,0.19301,29,-0.0265,33,0.19254
ENSG00000134748,PRPF38A,36,0.97285,19,-0.1734,19,-0.1250,17,-0.3149
ENSG00000134744,TUT4,12,-0.7145,15,-0.5663,20,0.01923,32,0.93450
ENSG00000162377,COA7,7,-1.1881,13,-0.2869,19,0.50475,17,0.19093
ENSG00000162378,ZYG11B,70,-1.0474,131,-0.1117,172,0.49153,131,-0.0786
ENSG00000116171,SCP2,101,0.45870,57,-0.6399,85,0.24067,88,0.27091
ENSG00000162384,CZIB,58,-0.0047,55,-0.1331,68,0.31065,51,-0.2353
ENSG00000162385,MAGOH,26,-0.4167,28,-0.4347,45,0.61980,33,-0.0382
ENSG00000157193,LRP8,13,-1.1889,21,-0.6662,44,1.01292,28,-0.0553
ENSG00000058799,YIPF1,12,-0.6021,16,-0.3822,24,0.51689,20,0.11679
