Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000116254,CHD5,13,-3.4677,98,-0.4881,193,0.70497,194,0.87301,116,-0.1805
ENSG00000116251,RPL22,1126,1.31957,667,0.44072,611,0.21965,309,-0.9814,297,-1.0508
ENSG00000116237,ICMT,61,1.02684,26,-0.4800,25,-0.4776,46,0.62599,20,-0.9296
ENSG00000097021,ACOT7,27,-3.4163,133,-1.1782,146,-0.9124,503,1.49360,315,0.38783
ENSG00000171680,PLEKHG5,0,-6.1554,12,-1.4304,39,0.51646,49,1.14984,34,0.31480
ENSG00000162408,NOL9,31,-0.0827,17,-1.1080,55,0.88503,41,0.45716,29,-0.2033
ENSG00000162413,KLHL21,92,1.51245,11,-2.0573,55,0.54219,45,0.25292,28,-0.6045
ENSG00000007923,DNAJC11,17,-1.2198,29,-0.4706,43,0.23884,54,0.79126,35,-0.0921
ENSG00000171735,CAMTA1,160,0.12332,93,-0.8348,228,0.73131,146,-0.0288,161,0.14951
ENSG00000116288,PARK7,361,0.15982,247,-0.5185,281,-0.2471,349,0.12468,393,0.35990
ENSG00000162426,SLC45A1,13,-1.6193,25,-0.7369,13,-1.6093,67,1.27639,45,0.34490
ENSG00000142599,RERE,77,-0.1235,67,-0.3881,161,1.14966,96,0.27687,51,-0.8869
ENSG00000074800,ENO1,536,-0.4982,456,-0.8459,821,0.19706,1095,0.84848,688,-0.1105
ENSG00000171603,CLSTN1,344,-0.7162,263,-1.2591,562,0.07178,827,0.90222,610,0.24638
ENSG00000178585,CTNNBIP1,33,-0.4457,41,-0.1041,22,-1.0243,44,0.02359,60,0.68969
ENSG00000162441,LZIC,69,1.04488,41,0.16382,38,0.02419,23,-0.8399,32,-0.2694
ENSG00000130939,UBE4B,51,0.27344,28,-0.7578,44,0.03126,44,0.02405,53,0.41413
ENSG00000054523,KIF1B,347,0.23719,259,-0.2770,438,0.63967,296,-0.0312,255,-0.3080
ENSG00000142657,PGD,54,0.01243,36,-0.7315,47,-0.2103,52,-0.0794,77,0.73698
ENSG00000241563,CORT,17,-2.1123,53,-0.4926,0,-7.5894,181,2.47521,35,-1.2066
ENSG00000160049,DFFA,67,1.32412,24,-0.5084,16,-1.0273,34,0.12818,27,-0.2903
ENSG00000120948,TARDBP,148,1.27339,58,-0.3868,121,0.90031,49,-0.6742,45,-0.8412
ENSG00000116649,SRM,53,-1.6378,78,-1.1490,63,-1.3725,190,0.46405,276,1.34304
ENSG00000198793,MTOR,29,-0.3418,19,-1.1420,34,-0.1105,51,0.70988,43,0.34727
ENSG00000116661,FBXO2,333,0.59160,265,0.23420,226,-0.0646,174,-0.5544,222,-0.1095
ENSG00000132879,FBXO44,43,-1.4742,56,-1.1758,113,0.03235,175,0.97001,132,0.36279
ENSG00000011021,CLCN6,47,-0.3811,35,-0.9354,77,0.43458,93,0.95800,47,-0.4343
ENSG00000116685,KIAA2013,78,1.62337,16,-1.1670,27,-0.2843,29,-0.1708,29,-0.1445
ENSG00000116688,MFN2,75,-0.4614,66,-0.7716,129,0.41593,128,0.48593,106,0.10809
ENSG00000048707,VPS13D,68,0.07194,68,0.09412,52,-0.3645,72,0.19430,60,-0.1498
ENSG00000116731,PRDM2,61,0.23999,51,-0.0511,70,0.48347,52,-0.0266,42,-0.4222
ENSG00000189337,KAZN,68,0.43054,31,-0.8999,35,-0.6526,61,0.30259,65,0.44641
ENSG00000142634,EFHD2,74,-0.2609,34,-1.6120,9,-3.3809,95,0.17196,178,1.63471
ENSG00000116786,PLEKHM2,44,-0.4973,61,0.01833,70,0.24480,61,0.03763,62,0.04590
ENSG00000065526,SPEN,76,1.12506,59,0.81361,36,-0.1499,22,-1.0289,22,-1.0517
ENSG00000159363,ATP13A2,26,-2.8928,116,-0.7561,73,-1.3794,262,0.81386,280,0.96853
ENSG00000117118,SDHB,70,-0.2502,70,-0.2872,70,-0.2493,97,0.35816,88,0.16151
ENSG00000117115,PADI2,287,3.34889,77,0.51068,10,-2.6675,11,-2.7292,3,-4.4134
ENSG00000117154,IGSF21,22,-1.7495,39,-1.0204,163,1.53537,99,0.72426,47,-0.7010
ENSG00000127463,EMC1,29,-0.0944,21,-0.7180,40,0.45119,46,0.80331,22,-0.5800
ENSG00000053372,MRTO4,17,-1.1275,18,-1.1933,52,0.61261,47,0.54808,44,0.39309
ENSG00000053371,AKR7A2,94,1.06785,35,-0.6523,43,-0.2711,57,0.22559,42,-0.3415
ENSG00000077549,CAPZB,197,0.00572,117,-0.9215,208,0.09451,261,0.57449,205,0.08235
ENSG00000173436,MICOS10,217,-0.1796,263,0.16066,229,-0.0931,211,-0.2628,272,0.22966
ENSG00000158747,NBL1,53,-1.6708,96,-0.8465,198,0.41641,208,0.60560,187,0.39011
ENSG00000162545,CAMK2N1,395,-0.5229,543,-0.0126,1088,1.21302,545,-0.0049,356,-0.7747
ENSG00000158828,PINK1,197,-1.2295,297,-0.6703,315,-0.4975,572,0.58531,590,0.65446
ENSG00000244038,DDOST,55,0.97733,16,-1.1333,26,-0.3187,40,0.47832,29,-0.1689
ENSG00000127483,HP1BP3,251,0.97963,92,-0.7784,162,0.21010,144,0.02256,127,-0.2180
ENSG00000075151,EIF4G3,95,-0.4377,95,-0.5012,65,-1.0236,153,0.41555,169,0.63159
ENSG00000076864,RAP1GAP,32,-2.7945,74,-1.7105,218,0.14101,338,1.12900,264,0.56107
ENSG00000090686,USP48,62,0.30249,70,0.64163,27,-0.9943,54,0.09288,37,-0.6132
ENSG00000070831,CDC42,270,0.12743,151,-0.9006,189,-0.4543,311,0.43752,308,0.41761
ENSG00000173372,C1QA,74,1.06143,64,1.00437,11,-1.9390,37,-0.1448,16,-1.5526
ENSG00000173369,C1QB,113,1.21187,97,1.16210,19,-1.6411,50,-0.2438,13,-2.3676
ENSG00000004487,KDM1A,54,0.31045,17,-1.6547,39,-0.2240,62,0.63580,55,0.38711
ENSG00000169641,LUZP1,14,-1.9531,42,-0.3804,31,-0.8036,67,0.51685,75,0.76728
ENSG00000125944,HNRNPR,135,0.33680,92,-0.3416,140,0.39614,125,0.23778,88,-0.4287
ENSG00000142676,RPL11,1344,1.50866,739,0.48299,463,-0.3679,305,-1.1382,376,-0.7861
ENSG00000057757,PITHD1,88,-1.2028,117,-0.8692,162,-0.2557,275,0.77401,240,0.47970
ENSG00000011009,LYPLA2,78,0.73419,17,-1.8145,48,-0.0973,91,1.29623,31,-0.8784
ENSG00000189266,PNRC2,105,1.62521,30,-0.6029,42,-0.0023,41,-0.0847,25,-0.9157
ENSG00000188529,SRSF10,106,1.01279,47,-0.4281,67,0.20927,57,-0.0640,46,-0.4680
ENSG00000001461,NIPAL3,142,1.40377,47,-0.5800,64,-0.0172,63,-0.0536,45,-0.6364
ENSG00000133226,SRRM1,104,1.39782,41,-0.2362,64,0.51631,25,-1.1199,38,-0.3853
ENSG00000169504,CLIC4,221,3.80585,37,-0.2115,15,-1.5197,6,-2.9339,3,-3.9730
ENSG00000117614,SYF2,111,0.95409,61,-0.0713,76,0.29026,54,-0.3022,46,-0.5941
ENSG00000117616,RSRP1,198,1.79835,44,-0.9221,71,-0.0724,69,-0.1351,49,-0.7439
ENSG00000183726,TMEM50A,137,1.18828,42,-0.9139,127,1.03701,78,0.22251,27,-1.6273
ENSG00000117643,MAN1C1,32,0.13671,14,-1.2425,30,0.01718,40,0.61874,32,0.19305
ENSG00000162430,SELENON,91,1.43005,28,-0.6438,56,0.53154,38,-0.1196,22,-1.0303
ENSG00000117640,MTFR1L,61,0.03806,38,-0.8286,73,0.31949,71,0.33225,64,0.12912
ENSG00000117632,STMN1,835,0.12087,505,-0.7774,1005,0.43561,666,-0.2853,1012,0.53739
ENSG00000158008,EXTL1,0,-7.4500,29,-0.7328,46,0.07221,70,0.98995,53,0.38455
ENSG00000142684,ZNF593,59,0.62109,40,-0.0112,42,0.03652,36,-0.2329,36,-0.2194
ENSG00000142669,SH3BGRL3,269,-0.3354,245,-0.5533,139,-1.3611,436,0.55538,440,0.57448
ENSG00000198830,HMGN2,411,1.84406,122,-0.3937,169,0.18462,94,-0.8588,99,-0.7683
ENSG00000117713,ARID1A,81,0.77084,48,-0.1458,57,0.16592,59,0.26213,30,-0.9314
ENSG00000090273,NUDC,193,0.37635,130,-0.3184,163,0.08800,163,0.10884,146,-0.1065
ENSG00000253368,TRNP1,6,-3.6336,58,-0.3577,39,-0.9337,95,0.61010,106,0.85044
ENSG00000186501,TMEM222,79,0.00188,61,-0.4899,74,-0.1159,109,0.64795,71,-0.2120
ENSG00000126705,AHDC1,41,0.07169,8,-2.5534,95,1.58329,46,0.30536,35,-0.2056
ENSG00000126709,IFI6,1034,2.21254,185,-1.0018,85,-2.0682,402,0.43082,150,-1.3454
ENSG00000117758,STX12,81,-0.4645,75,-0.6518,69,-0.7057,132,0.40512,149,0.65625
ENSG00000117748,RPA2,75,-0.3519,50,-1.1087,97,0.05826,149,0.98378,89,-0.0885
ENSG00000126698,DNAJC8,125,0.25777,79,-0.5507,129,0.31113,123,0.28564,98,-0.1642
ENSG00000130770,ATP5IF1,221,-1.4996,418,-0.5861,323,-0.9221,739,0.50302,874,0.87422
ENSG00000198492,YTHDF2,44,-0.6951,32,-1.3048,75,0.15156,98,0.74577,83,0.39364
ENSG00000116350,SRSF4,61,0.68436,42,0.07049,54,0.48733,37,-0.1973,26,-0.7867
ENSG00000116353,MECR,14,-1.4326,17,-1.2145,22,-0.6799,61,1.24761,41,0.36576
ENSG00000162511,LAPTM5,105,0.84569,120,1.38730,36,-0.8965,32,-1.2171,34,-1.1165
ENSG00000162512,SDC3,120,0.28990,46,-1.3798,181,1.00661,141,0.68257,67,-0.7416
ENSG00000134644,PUM1,130,0.07171,78,-0.8361,166,0.47516,148,0.33208,125,0.00666
ENSG00000121766,ZCCHC17,58,-0.7159,36,-1.5735,228,1.68848,95,0.10018,87,-0.0721
ENSG00000121769,FABP3,30,-1.6345,34,-1.6309,42,-1.1431,160,1.32407,120,0.64842
ENSG00000162517,PEF1,40,-1.0337,44,-1.0207,95,0.33190,113,0.77564,86,0.20761
ENSG00000084636,COL16A1,135,2.37725,15,-1.5886,32,-0.3083,37,-0.0911,21,-1.1266
ENSG00000121753,ADGRB2,50,-2.3487,100,-1.4465,270,0.26395,397,1.17923,265,0.27335
ENSG00000184007,PTP4A2,453,1.59537,233,0.43799,97,-1.0374,111,-0.9287,130,-0.6690
ENSG00000121774,KHDRBS1,175,0.62154,79,-0.7824,163,0.50131,151,0.43968,86,-0.6229
ENSG00000025800,KPNA6,50,-0.0352,48,-0.1059,26,-1.0360,76,0.81113,42,-0.3526
ENSG00000084623,EIF3I,66,-0.7253,80,-0.4959,102,-0.0316,142,0.63261,111,0.12028
ENSG00000175130,MARCKSL1,537,2.78869,117,-0.2582,181,0.49719,37,-2.1762,26,-2.7001
ENSG00000160058,BSDC1,68,0.30519,34,-0.9004,68,0.30027,74,0.53861,50,-0.2190
ENSG00000176261,ZBTB8OS,56,0.48531,32,-0.4694,39,-0.0912,46,0.20412,41,-0.0495
ENSG00000162521,RBBP4,88,0.44712,39,-0.9672,85,0.38278,71,0.08867,73,0.16906
ENSG00000134684,YARS,36,-1.4517,42,-1.3624,59,-0.6993,134,0.79789,142,0.92651
ENSG00000121905,HPCA,29,-2.8626,73,-1.6619,245,0.40935,311,1.02708,247,0.50713
ENSG00000134686,PHC2,95,1.00066,31,-0.9351,68,0.41240,58,0.17626,42,-0.4523
ENSG00000163866,SMIM12,17,-1.8635,36,-0.8676,57,-0.0353,79,0.58876,83,0.70136
ENSG00000116544,DLGAP3,11,-2.0701,36,-0.3052,69,0.81951,45,0.10982,49,0.28445
ENSG00000116560,SFPQ,225,0.75612,132,-0.1813,162,0.18489,121,-0.3284,133,-0.1667
ENSG00000146463,ZMYM4,69,0.86233,42,0.02253,40,-0.0547,32,-0.5038,38,-0.1610
ENSG00000142687,KIAA0319L,28,-0.9361,50,-0.0657,52,0.01868,77,0.83700,39,-0.5131
ENSG00000020129,NCDN,151,-2.3434,274,-1.5995,1065,0.73582,1215,1.22760,673,-0.0547
ENSG00000126067,PSMB2,90,-0.5161,45,-1.7242,137,0.16435,179,0.75569,159,0.49360
ENSG00000142686,C1orf216,17,-2.6736,38,-1.6876,85,-0.2839,189,1.38552,127,0.45631
ENSG00000054116,TRAPPC3,44,-0.4530,24,-1.5284,93,0.78199,70,0.34647,73,0.41071
ENSG00000116871,MAP7D1,149,-0.3720,115,-0.8727,226,0.31581,209,0.20995,238,0.47987
ENSG00000054118,THRAP3,87,0.88939,33,-0.7771,62,0.29255,42,-0.3951,57,0.19926
ENSG00000181817,LSM10,31,-0.6297,30,-0.7585,37,-0.3281,46,0.02392,73,0.97343
ENSG00000116898,MRPS15,46,-0.1820,47,-0.1768,40,-0.4207,48,-0.1295,68,0.56624
ENSG00000163875,MEAF6,78,-0.3650,42,-1.4626,120,0.33831,136,0.67857,114,0.30284
ENSG00000185090,MANEAL,10,-2.0191,13,-1.7755,47,0.38387,55,0.82217,52,0.68744
ENSG00000197982,C1orf122,361,0.67026,277,0.24907,219,-0.1767,185,-0.5065,223,-0.1681
ENSG00000183431,SF3A3,27,-0.2626,15,-1.3361,30,-0.1004,29,-0.2035,56,1.20711
ENSG00000183520,UTP11,34,0.04930,22,-0.6890,29,-0.1957,46,0.71735,31,-0.1181
ENSG00000185668,POU3F1,0,-8.1420,8,-3.1277,0,-9.0269,92,0.93813,135,2.00767
ENSG00000116954,RRAGC,65,0.59994,26,-1.0058,31,-0.5794,61,0.61315,46,0.03595
ENSG00000174574,AKIRIN1,98,0.09013,35,-1.6663,88,-0.0811,121,0.53137,122,0.55584
ENSG00000168653,NDUFS5,354,-0.8798,565,-0.1574,496,-0.3466,592,-0.0702,874,0.72906
ENSG00000127603,MACF1,355,1.14414,246,0.57829,155,-0.2852,121,-0.7676,117,-0.8174
ENSG00000090621,PABPC4,81,0.89878,48,0.02330,43,-0.1620,50,0.08478,31,-0.7836
ENSG00000116983,HPCAL4,70,-2.0921,216,-0.4219,460,0.91445,392,0.76174,211,-0.4595
ENSG00000131236,CAP1,104,-0.7497,111,-0.7357,141,-0.2673,201,0.38302,230,0.66535
ENSG00000131238,PPT1,167,0.25267,79,-1.0445,136,-0.0873,175,0.39850,167,0.30477
ENSG00000084073,ZMPSTE24,85,1.19471,12,-2.0670,58,0.51795,48,0.22330,39,-0.1587
ENSG00000084070,SMAP2,56,-1.1893,94,-0.4212,151,0.40915,159,0.59848,117,-0.0242
ENSG00000117016,RIMS3,13,-1.8940,44,-0.0648,69,0.68266,41,-0.2076,57,0.43594
ENSG00000066136,NFYC,24,-0.4785,14,-1.4401,34,0.11222,52,0.99883,34,0.10610
ENSG00000198815,FOXJ3,23,-1.6296,53,-0.4276,77,0.22895,89,0.58954,75,0.22103
ENSG00000177181,RIMKLA,4,-3.1729,29,-0.2337,9,-1.9314,43,0.58265,51,0.96662
ENSG00000127125,PPCS,66,0.30602,51,-0.1414,54,-0.0198,52,-0.0821,56,0.03709
ENSG00000065978,YBX1,231,1.90656,73,-0.2228,84,0.03001,57,-0.6695,42,-1.1767
ENSG00000177868,SVBP,48,0.73108,25,-0.3626,24,-0.3915,36,0.31184,26,-0.3127
ENSG00000117394,SLC2A1,118,2.04794,25,-0.8188,43,0.14642,28,-0.6350,24,-0.8455
ENSG00000117395,EBNA1BP2,47,-0.8817,51,-0.8639,79,-0.0604,104,0.47271,111,0.60534
ENSG00000142949,PTPRF,158,1.03369,58,-0.7465,108,0.35595,90,0.05591,68,-0.4508
ENSG00000126091,ST3GAL3,34,-0.2085,29,-0.5233,36,-0.1090,44,0.24017,47,0.37804
ENSG00000117408,IPO13,151,1.57835,45,-0.5872,64,0.03759,68,0.16982,30,-1.3061
ENSG00000117410,ATP6V0B,314,-0.6931,257,-1.1158,405,-0.2869,839,1.20283,476,-0.0268
ENSG00000117411,B4GALT2,57,0.24999,55,0.22537,63,0.41837,45,-0.1563,36,-0.5656
ENSG00000178028,DMAP1,25,-1.0195,36,-0.4719,84,0.99551,63,0.58164,35,-0.5457
ENSG00000117419,ERI3,116,-0.6043,94,-1.0435,121,-0.5372,264,0.93772,200,0.33221
ENSG00000187147,RNF220,195,1.03623,69,-0.8068,100,-0.1146,100,-0.1419,114,0.11159
ENSG00000142937,RPS8,1662,1.54974,789,0.22420,886,0.38605,413,-0.9546,340,-1.2788
ENSG00000070785,EIF2B3,35,0.21204,8,-2.1523,35,0.19079,40,0.52445,40,0.52388
ENSG00000126088,UROD,50,-0.7920,49,-0.9181,107,0.44298,105,0.48596,96,0.31384
ENSG00000117450,PRDX1,692,1.33341,221,-0.7091,366,0.18996,266,-0.3796,290,-0.2255
ENSG00000117448,AKR1A1,90,0.96890,26,-1.2136,35,-0.5938,67,0.51510,51,-0.0256
ENSG00000132780,NASP,84,1.71851,37,0.22102,21,-0.6649,18,-1.0478,23,-0.6134
ENSG00000159592,GPBP1L1,73,1.41810,25,-0.4755,29,-0.1767,31,-0.1185,24,-0.5712
ENSG00000085998,POMGNT1,63,0.10466,58,-0.0451,38,-0.7060,82,0.64226,47,-0.4156
ENSG00000132128,LRRC41,35,-0.2609,19,-1.3108,51,0.38081,73,1.29291,27,-0.7166
ENSG00000173660,UQCRH,263,-1.2717,459,-0.4618,398,-0.6297,715,0.38798,851,0.76143
ENSG00000117480,FAAH,56,0.42762,36,-0.3459,51,0.25568,65,0.85981,18,-1.4546
ENSG00000123472,ATPAF1,145,0.31131,90,-0.5301,115,-0.0784,153,0.47793,109,-0.1938
ENSG00000159658,EFCAB14,172,1.90325,41,-0.7131,65,0.08694,44,-0.6010,42,-0.6938
ENSG00000162368,CMPK1,135,0.53030,58,-0.9350,82,-0.2998,97,-0.0274,131,0.56379
ENSG00000162374,ELAVL4,14,-3.5609,79,-1.1240,96,-0.7082,202,0.62199,260,1.21312
ENSG00000185104,FAF1,37,-0.0240,28,-0.5236,40,0.11968,43,0.27626,40,0.12532
ENSG00000123091,RNF11,271,-0.5729,240,-0.8544,341,-0.2030,556,0.75273,443,0.26978
ENSG00000085832,EPS15,167,-0.0543,156,-0.1891,55,-1.7715,194,0.23290,228,0.57110
ENSG00000078618,NRDC,52,-0.6283,81,0.07231,75,-0.0490,108,0.68165,58,-0.5431
ENSG00000169213,RAB3B,35,-2.1884,108,-0.5497,166,0.22358,183,0.45746,190,0.54483
ENSG00000134717,BTF3L4,56,-0.3897,47,-0.7582,87,0.33494,83,0.29949,84,0.31747
ENSG00000157077,ZFYVE9,36,-0.0889,27,-0.6031,30,-0.3395,46,0.40280,44,0.32320
ENSG00000162378,ZYG11B,46,-1.5257,112,-0.1808,137,0.17571,148,0.36444,141,0.26701
ENSG00000116171,SCP2,229,1.45767,72,-0.6127,126,0.36144,73,-0.5972,83,-0.3828
ENSG00000162384,CZIB,75,0.58511,38,-0.6080,52,-0.0284,45,-0.2906,65,0.41074
ENSG00000162385,MAGOH,38,0.38876,9,-1.9392,43,0.57489,30,-0.0109,41,0.61792
ENSG00000157193,LRP8,16,-1.7702,23,-1.3122,38,-0.4185,71,0.72789,77,0.93476
ENSG00000081870,HSPB11,48,0.34877,25,-0.7624,37,-0.0628,45,0.29969,42,0.15448
ENSG00000116209,TMEM59,372,0.99524,115,-1.0666,170,-0.3412,260,0.43305,192,-0.1634
ENSG00000116221,MRPL37,44,-0.4514,36,-0.8398,53,-0.1446,91,0.94631,57,-0.0554
ENSG00000157216,SSBP3,139,-0.1979,90,-0.9903,98,-0.7572,178,0.24981,241,0.90189
ENSG00000116133,DHCR24,145,-0.2673,68,-1.5876,66,-1.4748,336,1.53043,174,0.03544
ENSG00000162402,USP24,66,1.26625,22,-0.7152,43,0.46772,22,-0.6565,30,-0.1101
ENSG00000162407,PLPP3,286,2.28367,59,-0.6953,249,1.96044,6,-4.0284,14,-2.9369
ENSG00000177606,JUN,170,1.10888,17,-2.6877,343,2.65315,69,-0.4795,17,-2.6928
ENSG00000134709,HOOK1,7,-2.2027,20,-0.8165,53,0.91002,37,0.33341,38,0.38551
ENSG00000162599,NFIA,373,2.99935,102,0.31740,65,-0.4625,15,-2.8755,12,-3.1608
ENSG00000162604,TM2D1,105,0.88162,20,-1.9148,63,0.00303,85,0.60838,62,-0.0136
ENSG00000116641,DOCK7,57,0.90220,38,0.22312,32,-0.0776,26,-0.4369,26,-0.4850
ENSG00000079739,PGM1,28,-0.1107,19,-0.8514,49,0.84041,26,-0.2776,37,0.41616
ENSG00000158966,CACHD1,56,0.18074,23,-1.3383,73,0.62991,52,0.07652,61,0.38346
ENSG00000162437,RAVER2,23,-0.6539,33,-0.0816,43,0.39491,44,0.52189,27,-0.4568
ENSG00000162434,JAK1,50,-0.6383,37,-1.1990,77,0.06199,128,1.18333,68,-0.1702
ENSG00000162433,AK4,48,-0.3245,43,-0.5770,108,1.06688,77,0.55111,36,-0.8454
ENSG00000116675,DNAJC6,267,-0.8065,263,-0.9285,360,-0.3335,663,0.84826,528,0.35284
ENSG00000184588,PDE4B,118,1.75372,22,-1.2248,33,-0.4832,49,0.15491,34,-0.5383
ENSG00000118473,SGIP1,56,-1.0487,82,-0.5395,146,0.48408,122,0.20223,134,0.39765
ENSG00000142864,SERBP1,171,0.59949,107,-0.2193,111,-0.1306,137,0.26704,95,-0.4352
ENSG00000162595,DIRAS3,16,-1.2262,3,-3.6810,204,3.99005,24,-0.7082,7,-2.5605
ENSG00000116729,WLS,246,2.21530,38,-1.2357,190,1.63506,24,-1.9612,28,-1.7355
ENSG00000033122,LRRC7,21,-2.3658,82,-0.3137,79,-0.3440,126,0.51659,131,0.61200
ENSG00000066557,LRRC40,30,0.00721,16,-1.0648,8,-2.0366,50,1.11532,34,0.25116
ENSG00000116754,SRSF11,177,0.81172,98,-0.2175,108,-0.0323,117,0.11204,83,-0.5135
ENSG00000118454,ANKRD13C,33,-0.2137,20,-1.0789,42,0.18157,54,0.73149,39,0.06344
ENSG00000050628,PTGER3,6,-3.4505,5,-3.8502,82,0.39794,84,0.53839,124,1.46890
ENSG00000132485,ZRANB2,87,-0.1694,66,-0.6915,131,0.51289,110,0.25316,101,0.09507
ENSG00000172260,NEGR1,29,-2.8180,138,-0.5228,209,0.21129,320,1.20408,159,-0.2788
ENSG00000178965,ERICH3,27,-1.3845,34,-1.1666,104,0.75465,96,0.74649,71,0.12026
ENSG00000116791,CRYZ,2,-3.9353,13,-1.6254,27,-0.2989,76,2.02449,28,-0.2951
ENSG00000162623,TYW3,51,0.96058,22,-0.5219,23,-0.3687,38,0.54425,19,-0.7298
ENSG00000117054,ACADM,121,1.77662,46,0.02694,34,-0.4786,32,-0.6514,27,-0.9196
ENSG00000137955,RABGGTB,75,1.02836,32,-0.4556,29,-0.5783,41,0.00918,39,-0.0755
ENSG00000117069,ST6GALNAC5,12,-3.0267,18,-2.5529,142,0.85029,207,2.14122,44,-1.1703
ENSG00000142892,PIGK,39,-0.0511,26,-0.7982,24,-0.8107,47,0.27055,58,0.72909
ENSG00000154027,AK5,94,-2.1374,161,-1.4641,695,1.07530,691,1.35429,254,-0.7100
ENSG00000077254,USP33,63,-0.8284,79,-0.5219,84,-0.3733,148,0.70382,121,0.26451
ENSG00000180488,MIGA1,112,0.33644,63,-0.6776,45,-1.1218,96,0.09169,128,0.69835
ENSG00000162613,FUBP1,64,0.40568,11,-2.4374,59,0.26554,57,0.26730,70,0.69201
ENSG00000162616,DNAJB4,56,0.39818,35,-0.4291,51,0.24744,47,0.13384,41,-0.1555
ENSG00000137959,IFI44L,192,3.20064,48,0.26427,0,-6.0608,19,-1.3952,5,-3.3448
ENSG00000117114,ADGRL2,22,-0.9782,19,-1.4002,38,-0.1423,52,0.41348,67,0.98914
ENSG00000137941,TTLL7,355,1.47348,128,-0.3719,78,-1.0891,126,-0.3912,153,-0.0342
ENSG00000142875,PRKACB,247,-0.9820,360,-0.4494,530,0.24172,589,0.50298,497,0.15742
ENSG00000174021,GNG5,133,2.20678,42,0.04260,65,0.75995,14,-1.7834,10,-2.2869
ENSG00000117155,SSX2IP,17,-2.7304,75,-0.6136,80,-0.4529,130,0.40791,169,0.99341
ENSG00000162642,C1orf52,103,0.47375,44,-1.0039,52,-0.6597,108,0.66733,82,0.09738
