Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to13,Feature log2 fold change topic 2to13
ENSG00000228794,LINC01128,112,2.47049,20,-2.4704
ENSG00000188976,NOC2L,112,1.21329,48,-1.2132
ENSG00000188290,HES4,112,0.40919,84,-0.4091
ENSG00000187608,ISG15,112,0.27840,92,-0.2784
ENSG00000188157,AGRN,112,1.31344,45,-1.3134
ENSG00000078808,SDF4,112,0.75251,66,-0.7525
ENSG00000176022,B3GALT6,112,1.76816,32,-1.7681
ENSG00000160087,UBE2J2,112,1.45257,40,-1.4525
ENSG00000131584,ACAP3,112,0.44175,82,-0.4417
ENSG00000169972,PUSL1,112,3.07928,13,-3.0792
ENSG00000127054,INTS11,112,1.19191,49,-1.1919
ENSG00000224051,CPTP,112,1.74020,33,-1.7402
ENSG00000107404,DVL1,112,0.91535,59,-0.9153
ENSG00000175756,AURKAIP1,112,-0.7327,186,0.73274
ENSG00000221978,CCNL2,112,1.54143,38,-1.5414
ENSG00000242485,MRPL20,112,-0.6772,179,0.67724
ENSG00000235098,ANKRD65,112,3.36800,10,-3.3680
ENSG00000179403,VWA1,112,2.09336,26,-2.0933
ENSG00000197785,ATAD3A,112,2.56793,18,-2.5679
ENSG00000205090,TMEM240,112,1.43595,41,-1.4359
ENSG00000160075,SSU72,112,-0.3410,142,0.34100
ENSG00000228594,FNDC10,112,1.97716,28,-1.9771
ENSG00000272106,AL691432.2,112,2.59163,18,-2.5916
ENSG00000197530,MIB2,112,1.53525,38,-1.5352
ENSG00000189339,SLC35E2B,112,2.72575,16,-2.7257
ENSG00000215790,SLC35E2A,112,2.20134,24,-2.2013
ENSG00000008130,NADK,112,2.16447,25,-2.1644
ENSG00000078369,GNB1,112,-1.8161,395,1.81615
ENSG00000187730,GABRD,112,0.01137,111,-0.0113
ENSG00000067606,PRKCZ,112,-0.8297,199,0.82977
ENSG00000162585,FAAP20,112,1.10964,51,-1.1096
ENSG00000157933,SKI,112,2.36332,21,-2.3633
ENSG00000157916,RER1,112,0.73734,67,-0.7373
ENSG00000157911,PEX10,112,1.88725,30,-1.8872
ENSG00000149527,PLCH2,112,2.30662,22,-2.3066
ENSG00000197921,HES5,112,3.17281,12,-3.1728
ENSG00000157870,PRXL2B,112,1.13176,51,-1.1317
ENSG00000177133,PRDM16-DT,112,3.09358,13,-3.0935
ENSG00000158109,TPRG1L,112,-0.4221,150,0.42211
ENSG00000116213,WRAP73,112,3.04822,13,-3.0482
ENSG00000130764,LRRC47,112,0.65859,71,-0.6585
ENSG00000116198,CEP104,112,3.21542,12,-3.2154
ENSG00000196581,AJAP1,112,1.80288,32,-1.8028
ENSG00000069424,KCNAB2,112,-0.5729,166,0.57290
ENSG00000116254,CHD5,112,0.04341,108,-0.0434
ENSG00000116251,RPL22,112,-1.9100,421,1.91004
ENSG00000116237,ICMT,112,1.71539,34,-1.7153
ENSG00000097021,ACOT7,112,-1.3760,291,1.37607
ENSG00000215788,TNFRSF25,112,3.27072,11,-3.2707
ENSG00000171680,PLEKHG5,112,2.28195,23,-2.2819
ENSG00000162408,NOL9,112,2.51362,19,-2.5136
ENSG00000162413,KLHL21,112,2.51917,19,-2.5191
ENSG00000116273,PHF13,112,2.95500,14,-2.9550
ENSG00000041988,THAP3,112,2.62066,18,-2.6206
ENSG00000007923,DNAJC11,112,2.07958,26,-2.0795
ENSG00000171735,CAMTA1,112,-0.2852,136,0.28526
ENSG00000049245,VAMP3,112,2.50315,19,-2.5031
ENSG00000049246,PER3,112,2.95998,14,-2.9599
ENSG00000116288,PARK7,112,-1.6821,359,1.68219
ENSG00000116285,ERRFI1,112,2.70314,17,-2.7031
ENSG00000162426,SLC45A1,112,1.39097,42,-1.3909
ENSG00000142599,RERE,112,0.77732,65,-0.7773
ENSG00000074800,ENO1,112,-2.4534,614,2.45343
ENSG00000171612,SLC25A33,112,1.62398,36,-1.6239
ENSG00000171608,PIK3CD,112,2.87052,15,-2.8705
ENSG00000171603,CLSTN1,112,-2.3850,585,2.38509
ENSG00000178585,CTNNBIP1,112,1.59532,37,-1.5953
ENSG00000162441,LZIC,112,1.98853,28,-1.9885
ENSG00000130939,UBE4B,112,1.90357,29,-1.9035
ENSG00000054523,KIF1B,112,-0.7847,193,0.78471
ENSG00000142657,PGD,112,1.19954,48,-1.1995
ENSG00000241563,CORT,112,-1.5932,338,1.59320
ENSG00000160049,DFFA,112,1.87271,30,-1.8727
ENSG00000142655,PEX14,112,2.09163,26,-2.0916
ENSG00000120948,TARDBP,112,1.04666,54,-1.0466
ENSG00000116649,SRM,112,-0.0836,118,0.08361
ENSG00000171824,EXOSC10,112,2.33262,22,-2.3326
ENSG00000198793,MTOR,112,1.54752,38,-1.5475
ENSG00000116661,FBXO2,112,-0.9281,213,0.92814
ENSG00000132879,FBXO44,112,-0.4342,151,0.43423
ENSG00000116670,MAD2L2,112,2.36093,21,-2.3609
ENSG00000011021,CLCN6,112,1.32607,44,-1.3260
ENSG00000116685,KIAA2013,112,1.72244,33,-1.7224
ENSG00000083444,PLOD1,112,2.26765,23,-2.2676
ENSG00000116688,MFN2,112,0.68975,69,-0.6897
ENSG00000116691,MIIP,112,3.03919,13,-3.0391
ENSG00000048707,VPS13D,112,1.76746,32,-1.7674
ENSG00000162496,DHRS3,112,2.46667,20,-2.4666
ENSG00000116731,PRDM2,112,1.11475,51,-1.1147
ENSG00000189337,KAZN,112,0.98545,56,-0.9854
ENSG00000142634,EFHD2,112,-0.1256,122,0.12563
ENSG00000132906,CASP9,112,3.33416,11,-3.3341
ENSG00000116138,DNAJC16,112,2.25124,23,-2.2512
ENSG00000197312,DDI2,112,2.89455,15,-2.8945
ENSG00000116786,PLEKHM2,112,0.70322,68,-0.7032
ENSG00000065526,SPEN,112,2.25189,23,-2.2518
ENSG00000116809,ZBTB17,112,3.17930,12,-3.1793
ENSG00000185519,FAM131C,112,2.65128,17,-2.6512
ENSG00000037637,FBXO42,112,2.79808,16,-2.7980
ENSG00000055070,SZRD1,112,2.61715,18,-2.6171
ENSG00000157191,NECAP2,112,3.41773,10,-3.4177
ENSG00000219481,NBPF1,112,3.35436,10,-3.3543
ENSG00000238142,BX284668.5,112,2.86974,15,-2.8697
ENSG00000159363,ATP13A2,112,-0.6253,173,0.62535
ENSG00000117118,SDHB,112,0.17798,99,-0.1779
ENSG00000117115,PADI2,112,2.61369,18,-2.6136
ENSG00000179051,RCC2,112,2.95817,14,-2.9581
ENSG00000074964,ARHGEF10L,112,3.11755,12,-3.1175
ENSG00000117154,IGSF21,112,0.39889,85,-0.3988
ENSG00000159423,ALDH4A1,112,2.49272,19,-2.4927
ENSG00000127481,UBR4,112,3.06611,13,-3.0661
ENSG00000127463,EMC1,112,2.11224,25,-2.1122
ENSG00000053372,MRTO4,112,1.83481,31,-1.8348
ENSG00000053371,AKR7A2,112,1.42927,41,-1.4292
ENSG00000077549,CAPZB,112,-0.9389,215,0.93893
ENSG00000173436,MICOS10,112,-1.4773,312,1.47739
ENSG00000158747,NBL1,112,-0.7209,184,0.72098
ENSG00000162545,CAMK2N1,112,-3.1572,1000,3.15721
ENSG00000090432,MUL1,112,2.29552,22,-2.2955
ENSG00000183114,FAM43B,112,1.60620,36,-1.6062
ENSG00000158828,PINK1,112,-1.9781,441,1.97817
ENSG00000244038,DDOST,112,1.91041,29,-1.9104
ENSG00000117245,KIF17,112,2.48336,20,-2.4833
ENSG00000189410,SH2D5,112,2.39256,21,-2.3925
ENSG00000127483,HP1BP3,112,0.08229,105,-0.0822
ENSG00000075151,EIF4G3,112,-0.1948,128,0.19480
ENSG00000117298,ECE1,112,3.20848,12,-3.2084
ENSG00000162551,ALPL,112,2.91214,14,-2.9121
ENSG00000076864,RAP1GAP,112,-0.5259,161,0.52598
ENSG00000090686,USP48,112,1.84392,31,-1.8439
ENSG00000070831,CDC42,112,-0.9842,221,0.98421
ENSG00000173372,C1QA,112,1.27808,46,-1.2780
ENSG00000159189,C1QC,112,1.55107,38,-1.5510
ENSG00000173369,C1QB,112,0.87214,61,-0.8721
ENSG00000004487,KDM1A,112,1.39747,42,-1.3974
ENSG00000169641,LUZP1,112,1.78839,32,-1.7883
ENSG00000125944,HNRNPR,112,0.44196,82,-0.4419
ENSG00000125945,ZNF436,112,2.90954,14,-2.9095
ENSG00000117318,ID3,112,3.00045,14,-3.0004
ENSG00000142676,RPL11,112,-1.7912,388,1.79129
ENSG00000011007,ELOA,112,3.00428,13,-3.0042
ENSG00000057757,PITHD1,112,-0.6016,170,0.60164
ENSG00000011009,LYPLA2,112,1.34770,44,-1.3477
ENSG00000117308,GALE,112,2.96620,14,-2.9662
ENSG00000117305,HMGCL,112,2.93333,14,-2.9333
ENSG00000179163,FUCA1,112,3.04973,13,-3.0497
ENSG00000189266,PNRC2,112,1.65264,35,-1.6526
ENSG00000188529,SRSF10,112,1.27682,46,-1.2768
ENSG00000001460,STPG1,112,3.17752,12,-3.1775
ENSG00000001461,NIPAL3,112,1.13867,50,-1.1386
ENSG00000133226,SRRM1,112,1.43783,41,-1.4378
ENSG00000169504,CLIC4,112,2.95643,14,-2.9564
ENSG00000117614,SYF2,112,1.36995,43,-1.3699
