"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Oligo.1",-0.838001493268782,2.12294821867713,-3.29041882697851,0.00339114798058723,0.0767745461041065,-1.7143099111002
"Excit.L2",0.878852847924614,0.0611520627247391,3.21587911744724,0.00404076558442666,0.0767745461041065,-1.98169688086698
"Oligo.2",-0.903751212104217,1.90335045983429,-3.0213898172749,0.00635522542856889,0.0776204305340612,-2.27463719975511
"Excit.L6b",-1.09302172631928,-0.886920984083411,-2.9120801268204,0.00817057163516433,0.0776204305340612,-2.57725074182725
"Inhib.PVALB",0.697314283300104,-0.233559385549963,2.7725819191841,0.011215030465357,0.0852342315367135,-2.93287038261734
"Inhib.LAMP5_LHX6",0.546190859867463,-0.189853512263826,2.63405745749856,0.0152845996346863,0.0968024643530132,-3.11234139397409
"Astro.4",-0.707230346582537,-0.376110928542918,-2.32148552356918,0.0300917815354782,0.15319537214884,-3.82186435844286
"OPC.5",1.08845075897376,-1.80267586096295,2.28861478969108,0.0322516572944927,0.15319537214884,-3.89105761332185
"Inhib.Chandelier",0.688357304135963,-1.6335809509698,1.98106191394485,0.060442292170551,0.233905202533572,-4.29609931223979
"Astro.2",0.392413914951673,1.34967164713848,1.9469508991514,0.0646445117300692,0.233905202533572,-4.21410236990398
"Inhib.SST",0.42855973157196,-0.581767224958039,1.88044489307565,0.0735844384130848,0.233905202533572,-4.42371444661768
"Astro.5",0.365941949599389,-0.493344779151803,1.86414640935103,0.075934049708003,0.233905202533572,-4.39243659446643
"OPC.2",0.324067132297808,1.12356745044488,1.83682221626716,0.0800202008667482,0.233905202533572,-4.39686988870495
"Inhib.VIP",0.331001076688045,1.74252202651676,1.77553031339329,0.0898866158415145,0.243977957284111,-4.48431262729114
"Inhib.HTR3A",0.423064695855527,-2.3702315756755,1.67679566869476,0.107980140068332,0.273549688173108,-4.8772137316528
"Micro.3",-0.35327630696518,0.0770763716671226,-1.5535160612613,0.134813363391784,0.320181738055486,-5.0808576937226
"Excit.L5_6.NP",0.709187618531151,-2.87877116072462,1.40416312666929,0.174469702444361,0.389991099581512,-5.14877680534576
"Micro.5",-0.286477457038042,-0.827475129724172,-1.35434970643505,0.189608177058258,0.394756543047787,-5.25781954633887
"Excit.L5.RORB",0.565014474129676,-0.212364560183052,1.31505545104534,0.202266045840518,0.394756543047787,-5.37169280493104
"Astro.1",-0.283221382619788,2.05129454319733,-1.29857728172819,0.207766601604098,0.394756543047787,-5.19380547159427
"Excit.L2_5.mix",0.284670898138578,1.72804430418496,1.18529851651584,0.248761442574679,0.423234078745075,-5.38872787972144
"Vasc.PC",0.317115666536083,-2.04439167728813,1.16974487074052,0.254834850087904,0.423234078745075,-5.36253009826941
"Micro.4",-0.206728165702272,0.0943269749018704,-1.15303642787098,0.261481427846549,0.423234078745075,-5.6051110743849
"Oligo.4",-0.261289822653131,1.65924744031707,-1.13865155498523,0.267305733944258,0.423234078745075,-5.34251842364274
"Excit.L6.CT",-0.340111270800858,-1.17637604081755,-1.03203081514965,0.313462205505314,0.476462552368077,-5.52203363591266
"Micro.1",-0.211853668494353,0.934724178739588,-0.959326737877107,0.347997911454433,0.508612332125709,-5.79714834651882
"Oligo.5",-0.175199065291376,1.16152659271076,-0.926206325036142,0.364560514359104,0.513085168357257,-5.544158318864
"Micro.2",0.110301575123208,1.02262348998248,0.717534187885513,0.480724269918964,0.652411509175737,-5.8540853637638
"Oligo.3",-0.104996872715368,1.73901613515564,-0.441196483217298,0.663450347699219,0.837045472443119,-5.88808087793351
"Macro",-0.0993734317822695,-1.23557998393085,-0.402738957549807,0.691093881197128,0.837045472443119,-6.11525358016962
"Vasc.Endo",-0.0886737414377641,-0.722262218336507,-0.401872647041592,0.691721883536413,0.837045472443119,-5.88861534846944
"Vasc.VLMC",-0.143383699139362,-0.768209991135719,-0.383791529513313,0.704880397846837,0.837045472443119,-6.11761866564187
"OPC.4",-0.105366638383563,0.414452294766183,-0.349258093838556,0.73027350176735,0.84092100203513,-5.88255958690847
"OPC.3",-0.0865989437765468,1.14374899857282,-0.30756808929735,0.761353563713776,0.850924571209514,-5.88981743909734
"Excit.L5.RELN",-0.0586713250483203,-1.70821486816377,-0.104510028423982,0.917727859037762,0.97376584139403,-6.14893877070119
"Astro.3",0.00835118199254892,0.888541967150228,0.0603256245330134,0.952450326492417,0.97376584139403,-5.99361884140028
"Excit.L2_5.RELN",0.0269151365472666,-2.4451204804861,0.0542016556577111,0.95727211954274,0.97376584139403,-6.00182870281309
"OPC.1",0.00742401365245036,1.36897615626633,0.0332682323199815,0.97376584139403,0.97376584139403,-5.88704650154321
