"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Oligo.5",0.0445079004731292,1.16152659271076,3.88315362224073,0.000822123144287796,0.0312406794829363,-0.665633192437479
"Oligo.3",0.0367116102599707,1.73901613515564,2.36749645975723,0.0272914275042159,0.480683631650981,-3.89124329641154
"Oligo.4",0.0317998131440925,1.65924744031707,2.2107163798504,0.0379487077619196,0.480683631650981,-4.19273944864078
"Oligo.2",0.0293314313791015,1.90335045983429,1.80114909892642,0.0856416555012747,0.71944455649313,-5.00277355171249
"Excit.L2",-0.0295045494191445,0.0611520627247391,-1.74791731921679,0.0946637574333066,0.71944455649313,-5.20520084362865
"Oligo.1",0.0210257857359369,2.12294821867713,1.44571221915734,0.162595326595419,0.914148205611964,-5.43091436798919
"Inhib.Lamp5_Lhx6",-0.0172032831003911,-0.189853512263826,-1.42512229045704,0.168395722086414,0.914148205611964,-5.62922920459065
"Micro.4",-0.0153253569243998,0.0943269749018704,-1.34465817553701,0.192670631568706,0.915185499951355,-5.83206730436706
"Excit.L6_CT",0.0212212043248715,-1.17637604081755,1.12136970304648,0.274428571028637,0.933943249222158,-5.9726443289771
"Excit.L5_6_NP",0.0380717548175882,-2.87877116072462,1.1109471747494,0.278790852931477,0.933943249222158,-5.87388369415175
"Excit.L5.2",-0.0297243529982105,-2.4451204804861,-1.09109081187747,0.287240873324419,0.933943249222158,-6.01702235644466
"Inhib.Pax6",-0.0153039328856892,-2.3702315756755,-0.972438697128911,0.341584597928321,0.933943249222158,-6.21375720758176
"Vasc.PC",0.015988797305942,-2.04439167728813,0.854400047853482,0.402249507476455,0.933943249222158,-6.03435459892307
"Inhib.Chandelier",-0.0151747885272418,-1.6335809509698,-0.766785758840236,0.451499222724963,0.933943249222158,-6.35399411851226
"Astro.1",-0.00979906341233173,2.05129454319733,-0.749049929113832,0.461897653796303,0.933943249222158,-6.22655127848216
"Vasc.VLMC",-0.0161695762698526,-0.768209991135719,-0.747841261967639,0.462611465929933,0.933943249222158,-6.46944363194816
"Astro.5",0.00849802252556142,-0.493344779151803,0.734890611657328,0.470301068239419,0.933943249222158,-6.22484781322186
"Inhib.Vip",-0.00826926487676048,1.74252202651676,-0.730153991716071,0.473132268749276,0.933943249222158,-6.1405432386875
"Excit.L6b",0.0148379027052362,-0.886920984083411,0.702526890778728,0.489844398509039,0.933943249222158,-6.44254279956477
"OPC.5",-0.0196573968800853,-1.80267586096295,-0.637770891785067,0.530318495379829,0.933943249222158,-6.48908312335036
"Micro.5",-0.00752518439251344,-0.827475129724172,-0.556296454264397,0.58371924137794,0.933943249222158,-6.44020405861232
"Astro.4",0.00909101771584147,-0.376110928542918,0.519181979139219,0.608906905867297,0.933943249222158,-6.66572257604916
"Inhib.Sst",-0.00706185466092064,-0.581767224958039,-0.514436039645015,0.61216478271884,0.933943249222158,-6.41692896689704
"OPC.3",0.00867601833146645,1.14374899857282,0.514380194774331,0.612203166848945,0.933943249222158,-6.32130379308692
"Excit.L5.1",-0.01406939176613,-0.212364560183052,-0.511133996273233,0.614436348172473,0.933943249222158,-6.53567449415231
"Inhib.Pvalb",0.00661266786316627,-0.233559385549963,0.419280752781819,0.6791465726721,0.937596770795185,-6.61269507590598
"OPC.4",0.00771040946552543,0.414452294766183,0.419044031558741,0.679316946677609,0.937596770795185,-6.3551495405699
"Micro.3",-0.00530857174207163,0.0770763716671226,-0.375092055672703,0.711245592876762,0.937596770795185,-6.65005075625775
"OPC.2",-0.00380219675290323,1.12356745044488,-0.338896545024096,0.737956324990607,0.937596770795185,-6.3127853786545
"Micro.2",0.00310118937434058,1.02262348998248,0.324222500091925,0.748884699271671,0.937596770795185,-6.54260610600752
"Vasc.Endo",-0.00391954043808049,-0.722262218336507,-0.302872084579759,0.764881576175019,0.937596770795185,-6.46238481665618
"Micro.1",0.00268486541433559,0.934724178739588,0.193086005719568,0.848693550985587,0.983014906863025,-6.71341268282556
"OPC.1",-0.00246735860414448,1.36897615626633,-0.184902639683799,0.855028509377781,0.983014906863025,-6.38925197183643
"Astro.2",0.00186087763052438,1.34967164713848,0.153355867378857,0.879539653509022,0.983014906863025,-6.39567235041649
"Excit.L2_5.2",0.00367047854563495,-1.70821486816377,0.112476469259378,0.911483168619671,0.986322960335696,-6.70558582529391
"Excit.L2_5.1",-0.000880848885153097,1.72804430418496,-0.0581957756356392,0.95412709128808,0.986322960335696,-6.53525008721572
"Macro",-0.000273500462484487,-1.23557998393085,-0.0185090587228929,0.985402462074062,0.986322960335696,-6.72574339302174
"Astro.3",-0.000145667501093423,0.888541967150228,-0.0173417794438034,0.986322960335696,0.986322960335696,-6.50511001949405
