Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000183513,COA5,59,0.04758,54,-0.1549,64,0.23216,58,0.01377,50,-0.2257
ENSG00000115446,UNC50,29,-0.4431,30,-0.5693,47,0.41617,49,0.38205,48,0.35134
ENSG00000071073,MGAT4A,23,-0.3137,28,-0.0258,32,0.24590,34,0.26333,19,-0.6158
ENSG00000196872,KIAA1211L,71,-0.6644,81,-0.6574,122,0.22576,126,0.22128,207,1.06734
ENSG00000185414,MRPL30,22,-0.5208,28,-0.2317,33,0.11185,35,0.16987,43,0.53110
ENSG00000115514,TXNDC9,15,-0.7309,23,-0.1682,31,0.54973,29,0.26351,15,-0.7565
ENSG00000158417,EIF5B,135,0.41121,101,-0.0861,79,-0.5556,106,0.02977,165,0.75462
ENSG00000135945,REV1,13,-0.5011,11,-1.0167,23,0.47516,34,0.98174,24,0.37701
ENSG00000144218,AFF3,19,-0.7426,24,-0.5546,46,0.84553,21,-0.6252,39,0.33986
ENSG00000170500,LONRF2,110,-0.7298,144,-0.4508,224,0.52807,156,-0.1918,245,0.53609
ENSG00000115526,CHST10,36,0.00921,27,-0.6229,48,0.61268,54,0.65986,18,-1.0158
ENSG00000170485,NPAS2,31,-0.3129,40,0.13684,40,0.09097,44,0.22870,25,-0.6452
ENSG00000071082,RPL31,1174,0.20236,1360,0.72931,727,-0.6827,730,-0.5502,833,-0.3458
ENSG00000158435,CNOT11,12,-0.3858,13,-0.4872,20,0.49650,25,0.74698,10,-0.6682
ENSG00000163162,RNF149,17,-0.4094,18,-0.4288,32,0.78101,22,-0.0271,15,-0.5803
ENSG00000175874,CREG2,123,-1.4734,259,-0.4803,371,0.31185,346,0.12100,587,1.01250
ENSG00000071054,MAP4K4,58,-0.0778,66,0.17197,60,-0.0410,67,0.15104,44,-0.5191
ENSG00000233639,PANTR1,48,0.89756,30,0.14630,20,-0.6420,25,-0.1670,27,-0.0253
ENSG00000198914,POU3F3,65,1.01177,27,-0.5638,22,-0.8488,56,0.76478,55,0.72462
ENSG00000135972,MRPS9,11,-1.2356,29,0.29696,30,0.32663,17,-0.6156,23,-0.2126
ENSG00000135966,TGFBRAP1,12,-0.8568,19,-0.2652,26,0.42179,22,0.01417,26,0.29258
ENSG00000135974,C2orf49,20,0.21022,14,-0.4236,20,0.30506,17,-0.0430,19,0.16175
ENSG00000115641,FHL2,2,-3.0811,20,0.02251,26,0.68115,10,-1.0043,24,0.34283
ENSG00000071051,NCK2,28,-0.6521,39,-0.1743,57,0.65905,33,-0.3867,34,-0.3408
ENSG00000115652,UXS1,11,-1.3853,29,0.09639,35,0.47680,13,-1.1669,34,0.32679
ENSG00000144057,ST6GAL2,14,-0.8156,26,0.12173,31,0.50148,20,-0.3433,15,-0.7476
ENSG00000135968,GCC2,55,-0.8141,105,0.29721,105,0.25030,64,-0.5917,78,-0.2778
ENSG00000153201,RANBP2,69,-5.5956,56,-0.4711,85,0.47271,52,-0.4387,87,0.38308
ENSG00000175701,MTLN,138,-0.0495,156,0.22280,131,-0.1625,115,-0.3435,154,0.12507
ENSG00000175772,LINC01106,6,-2.2841,35,0.58402,30,0.14227,17,-0.7719,26,-0.0710
ENSG00000153107,ANAPC1,9,-1.1878,24,0.42391,22,0.22590,20,0.02747,9,-1.2118
ENSG00000188177,ZC3H6,105,0.87604,53,-0.3623,56,-0.2067,70,0.19265,66,0.08837
ENSG00000114999,TTL,50,0.02097,45,-0.1882,45,-0.1630,46,-0.1183,79,0.77637
ENSG00000125611,CHCHD5,70,0.88750,39,-0.1081,35,-0.2853,24,-0.8105,52,0.39650
ENSG00000144136,SLC20A1,53,-0.0645,37,-0.8467,85,1.00785,52,-0.0972,42,-0.4230
ENSG00000144134,RABL2A,9,-0.9239,11,-0.8908,26,0.94745,21,0.31092,18,0.10274
ENSG00000115084,SLC35F5,14,-0.3476,15,-0.4408,21,0.31684,29,0.77636,15,-0.3071
ENSG00000115091,ACTR3,40,-0.7226,57,-0.2690,93,0.84708,38,-0.8160,55,-0.2391
ENSG00000175497,DPP10,40,-0.6343,54,-0.2162,93,1.03822,26,-1.2474,33,-0.9123
ENSG00000235026,DPP10-AS1,15,-0.8444,30,0.35583,25,-0.0537,16,-0.7375,33,0.38396
ENSG00000088205,DDX18,31,-0.2288,33,-0.2317,40,0.21754,46,0.40102,33,-0.1551
ENSG00000125629,INSIG2,16,-0.9800,25,-0.4382,45,0.89721,35,0.23502,17,-0.8682
ENSG00000144119,C1QL2,28,-0.3563,22,-0.9890,7,-2.7117,127,2.31116,90,1.59941
ENSG00000155368,DBI,431,1.30714,202,0.02699,131,-0.8061,203,0.02339,163,-0.3240
ENSG00000088179,PTPN4,45,-0.1454,42,-0.3668,62,0.48482,37,-0.4642,59,0.27449
ENSG00000115109,EPB41L5,16,0.03536,13,-0.4130,15,-0.1195,23,0.57127,23,0.54560
ENSG00000144118,RALB,30,-0.8079,64,0.62576,44,-0.2872,43,-0.2543,44,-0.2015
ENSG00000074054,CLASP1,40,-0.8052,58,-0.3257,81,0.42210,71,0.08393,82,0.33411
ENSG00000155438,NIFK,17,-0.2054,16,-0.4696,18,-0.1845,25,0.33533,38,1.08118
ENSG00000211460,TSN,56,-0.0681,42,-0.7400,85,0.83091,49,-0.3026,61,0.05788
ENSG00000136717,BIN1,120,-0.5355,155,-0.2067,180,0.12797,150,-0.1877,262,0.72122
ENSG00000163161,ERCC3,13,-1.2219,26,-0.1928,35,0.46006,35,0.32128,26,-0.1098
ENSG00000169967,MAP3K2,18,-0.1221,17,-0.4079,22,0.17592,22,0.19046,27,0.48025
ENSG00000163166,IWS1,31,0.28717,23,-0.2492,25,-0.1012,24,-0.1022,37,0.57467
ENSG00000136709,WDR33,34,-0.3719,41,-0.1023,43,0.02312,66,0.72510,34,-0.3678
ENSG00000144231,POLR2D,22,0.17803,20,0.05094,18,-0.2380,27,0.47875,16,-0.3688
ENSG00000136715,SAP130,8,-1.2523,20,0.01756,20,0.08774,30,0.69402,17,-0.2176
ENSG00000136731,UGGT1,20,0.02253,13,-0.7543,22,0.30990,28,0.61225,24,0.33844
ENSG00000136720,HS6ST1,86,-0.1102,65,-0.7552,118,0.52972,126,0.50319,97,0.08229
ENSG00000136699,SMPD4,18,-0.9039,27,-0.3697,38,0.35374,35,0.13915,46,0.55953
ENSG00000152082,MZT2B,598,0.18887,598,0.29027,417,-0.4783,441,-0.2972,640,0.29952
ENSG00000136710,CCDC115,31,-0.7889,47,-0.2174,71,0.70668,42,-0.3188,42,-0.3191
ENSG00000136718,IMP4,44,-0.3632,61,0.20322,60,0.16278,42,-0.4416,48,-0.2321
ENSG00000072135,PTPN18,27,0.44488,16,-0.4630,17,-0.3201,34,0.84197,24,0.30913
ENSG00000178171,AMER3,11,-0.4568,16,0.12682,19,0.47362,7,-1.0866,12,-0.3334
ENSG00000136002,ARHGEF4,128,-0.1972,165,0.33105,140,-0.0629,114,-0.3684,123,-0.2515
ENSG00000152102,FAM168B,115,-0.4729,124,-0.5043,195,0.49003,179,0.23161,179,0.22594
ENSG00000115762,PLEKHB2,157,-0.5250,174,-0.5184,333,0.96713,184,-0.2765,155,-0.5438
ENSG00000173272,MZT2A,257,0.09986,303,0.59201,157,-0.8156,175,-0.5062,300,0.34938
ENSG00000150551,LYPD1,41,0.74543,17,-0.8215,13,-1.2211,70,1.71972,38,0.62010
ENSG00000152127,MGAT5,27,-0.4548,17,-1.5117,62,1.26964,42,0.20655,42,0.20730
ENSG00000152128,TMEM163,17,-0.2304,18,-0.1900,33,1.26476,4,-2.1860,2,-3.0244
ENSG00000082258,CCNT2,10,-1.3805,21,-0.3148,32,0.59591,20,-0.3250,33,0.49692
ENSG00000115839,RAB3GAP1,61,-0.4418,61,-0.6060,132,1.15087,62,-0.4060,44,-0.9377
ENSG00000048991,R3HDM1,31,-1.8551,109,0.10815,113,0.17345,102,-0.0334,134,0.40578
ENSG00000144224,UBXN4,75,0.05469,77,0.15197,60,-0.3694,102,0.56282,58,-0.3358
ENSG00000076003,MCM6,17,-0.1483,14,-0.5801,26,0.68052,10,-0.9963,27,0.55730
ENSG00000115866,DARS,76,0.50600,46,-0.4318,59,0.11348,83,0.64252,38,-0.5983
ENSG00000150540,HNMT,20,0.57149,13,-0.0443,16,0.38081,9,-0.5970,5,-1.4515
ENSG00000168702,LRP1B,12,-0.8813,21,-0.0853,27,0.40907,24,0.12622,19,-0.2325
ENSG00000121964,GTDC1,21,-0.7020,38,0.30210,35,0.11885,20,-0.7475,35,0.08264
ENSG00000169554,ZEB2,82,-0.1510,69,-0.5791,117,0.56533,66,-0.4784,125,0.53369
ENSG00000121989,ACVR2A,14,-0.4104,17,-0.2741,25,0.56114,18,-0.0642,16,-0.2763
ENSG00000115947,ORC4,38,-0.7327,56,-0.1549,70,0.32687,67,0.16269,62,0.04079
ENSG00000204406,MBD5,8,-0.9578,12,-0.4500,17,0.28063,21,0.49189,22,0.55611
ENSG00000135999,EPC2,11,-0.8155,17,-0.1792,19,0.00782,20,0.10738,31,0.79883
ENSG00000168280,KIF5C,312,-0.4404,469,0.32488,425,0.06417,370,-0.1693,288,-0.5635
ENSG00000168288,MMADHC,47,-0.0914,30,-1.0557,76,0.98270,46,-0.1107,55,0.16644
ENSG00000080345,RIF1,40,-0.0952,35,-0.4174,47,0.21606,44,0.08870,57,0.48774
ENSG00000162980,ARL5A,30,-0.3208,41,0.25747,32,-0.2930,35,-0.0956,45,0.31565
ENSG00000182389,CACNB4,45,-0.9642,78,-0.1447,111,0.64763,87,0.07961,52,-0.7208
ENSG00000115145,STAM2,17,0.01036,10,-1.1220,24,0.68356,23,0.45512,22,0.36246
ENSG00000157827,FMNL2,75,0.43047,48,-0.3974,60,0.09988,81,0.57246,44,-0.4100
ENSG00000196504,PRPF40A,28,-0.3150,32,-0.1535,37,0.13312,38,0.14456,39,0.21369
ENSG00000162989,KCNJ3,46,-1.1848,80,-0.4789,133,0.66910,97,-0.0160,124,0.36993
ENSG00000115159,GPD2,48,0.36805,25,-0.8859,48,0.50325,52,0.49088,37,-0.0567
ENSG00000136541,ERMN,32,0.86175,20,0.13504,25,0.60225,0,-5.6151,2,-3.0855
ENSG00000144283,PKP4,56,-0.1885,63,0.00012,68,0.15566,72,0.21110,47,-0.4745
ENSG00000123636,BAZ2B,43,0.74678,30,0.22483,18,-0.7889,28,0.04389,28,0.05387
ENSG00000136536,MARCH7,30,-0.0584,22,-0.7127,41,0.57405,28,-0.1592,42,0.48318
ENSG00000136560,TANK,18,-0.2286,16,-0.5613,32,0.93561,9,-1.2670,23,0.11791
ENSG00000115233,PSMD14,55,-0.5144,71,-0.1759,97,0.51410,57,-0.4646,78,0.04010
ENSG00000136535,TBR1,24,-2.0154,70,-0.5478,180,1.79036,26,-1.8971,30,-1.6620
ENSG00000144290,SLC4A10,66,-1.2079,93,-0.9369,232,1.10701,124,-0.2510,189,0.43264
ENSG00000115271,GCA,15,-0.9111,26,-0.1254,38,0.69229,24,-0.1958,18,-0.6228
ENSG00000153253,SCN3A,31,-1.2106,54,-0.4887,74,0.19279,74,0.15422,130,1.10852
ENSG00000136531,SCN2A,128,-1.2731,233,-0.5001,371,0.52996,267,-0.1400,472,0.79728
ENSG00000178662,CSRNP3,49,-0.9542,76,-0.3894,140,1.00275,57,-0.7277,76,-0.2845
ENSG00000144285,SCN1A,18,-1.5696,39,-0.5852,86,1.24271,31,-0.7582,46,-0.1485
ENSG00000172318,B3GALT1,13,-0.2863,14,-0.2898,17,0.22737,15,-0.0318,21,0.44627
ENSG00000198648,STK39,59,0.01426,44,-0.6262,91,1.01423,32,-0.9158,45,-0.3958
ENSG00000172292,CERS6,40,-0.8650,57,-0.4454,96,0.72172,46,-0.6266,92,0.46029
ENSG00000163093,BBS5,17,0.17656,15,-0.0209,14,-0.1435,23,0.67672,9,-0.7603
ENSG00000138398,PPIG,78,-0.5877,121,0.16122,91,-0.4333,135,0.29119,162,0.59210
ENSG00000213160,KLHL23,26,-0.3677,19,-1.1183,36,0.23250,54,0.82634,61,1.04303
ENSG00000138385,SSB,72,-0.6402,101,-0.1676,118,0.18098,122,0.19064,132,0.31538
ENSG00000138382,METTL5,35,-1.0072,65,-0.0651,70,0.09504,79,0.28072,84,0.36881
ENSG00000144357,UBR3,33,-1.2584,60,-0.4659,112,0.94970,53,-0.5238,78,0.08532
ENSG00000128683,GAD1,145,-0.4659,132,-0.8353,304,1.02868,104,-0.9798,261,0.47434
ENSG00000115806,GORASP2,21,-1.0863,41,-0.1163,53,0.42879,52,0.29174,36,-0.2789
ENSG00000198586,TLK1,33,-0.7237,56,0.14815,63,0.35812,52,-0.0150,31,-0.8396
ENSG00000071967,CYBRD1,88,1.70259,19,-1.1262,17,-1.1530,87,1.68258,25,-0.4344
ENSG00000077380,DYNC1I2,118,0.22358,103,-0.0007,101,-0.0349,130,0.37503,66,-0.6909
ENSG00000115840,SLC25A12,30,-1.0455,53,-0.2470,86,0.83899,50,-0.2537,41,-0.5611
ENSG00000144355,DLX1,48,0.91878,14,-1.3185,33,0.37379,31,0.19220,40,0.61926
ENSG00000091428,RAPGEF4,93,-0.4838,179,0.95248,122,-0.0880,35,-1.9571,61,-1.1433
ENSG00000091436,MAP3K20,7,-1.2969,19,0.33267,13,-0.5195,10,-0.8141,36,1.26500
ENSG00000172845,SP3,16,-0.6020,17,-0.6896,33,0.76126,37,0.74407,14,-0.7577
ENSG00000138430,OLA1,83,-0.7729,125,-0.2064,186,0.69172,80,-0.8342,143,0.07871
ENSG00000138433,CIR1,44,-0.2117,48,-0.1188,51,0.01697,57,0.21199,58,0.23379
ENSG00000163328,GPR155,75,-0.4626,75,-0.6344,147,0.87749,108,0.12183,77,-0.4222
ENSG00000128656,CHN1,504,-1.5883,1263,-0.2635,1915,0.67313,1271,-0.1712,1579,0.17617
ENSG00000115966,ATF2,23,-1.4717,43,-0.7464,91,0.93397,60,-0.0079,77,0.39417
ENSG00000154518,ATP5MC3,254,-0.4780,347,0.02022,411,0.38074,243,-0.5491,323,-0.0985
ENSG00000144320,LNPK,26,-0.6607,32,-0.5411,51,0.48022,47,0.24185,53,0.42538
ENSG00000128654,MTX2,31,-1.2644,65,-0.2097,95,0.60875,62,-0.2253,77,0.12530
ENSG00000170144,HNRNPA3,167,-0.2477,190,-0.0647,227,0.32212,182,-0.1099,162,-0.2970
ENSG00000116044,NFE2L2,64,1.20195,22,-0.8066,29,-0.1293,52,0.84020,23,-0.4960
ENSG00000018510,AGPS,18,-0.3313,16,-0.7067,33,0.92052,26,0.27319,13,-0.7347
ENSG00000079156,OSBPL6,14,-1.2522,33,0.05398,34,0.09416,49,0.67509,26,-0.3175
ENSG00000180228,PRKRA,41,-0.3621,41,-0.4668,63,0.46287,57,0.17739,57,0.18374
ENSG00000116095,PLEKHA3,33,-0.5847,39,-0.4834,59,0.45696,50,0.05733,65,0.47926
ENSG00000187231,SESTD1,23,-0.1957,21,-0.4961,33,0.45234,30,0.19267,29,0.12813
ENSG00000144331,ZNF385B,8,-1.4516,13,-1.1425,50,2.18761,6,-1.8225,8,-1.5207
ENSG00000170035,UBE2E3,62,-0.9388,103,-0.2014,145,0.54443,85,-0.4515,134,0.27400
ENSG00000162992,NEUROD1,7,-1.7415,11,-1.3871,6,-2.2014,57,1.61220,96,2.73938
ENSG00000138434,ITPRID2,46,0.11172,40,-0.1864,32,-0.5857,59,0.52692,70,0.81237
ENSG00000115252,PDE1A,31,-1.4413,79,0.00713,104,0.60803,57,-0.4970,72,-0.1433
ENSG00000077232,DNAJC10,37,-0.1485,34,-0.3677,58,0.79069,33,-0.3072,24,-0.7973
ENSG00000061676,NCKAP1,171,-0.7598,211,-0.6174,346,0.46721,335,0.30019,399,0.58795
ENSG00000065548,ZC3H15,77,-0.8447,127,-0.1033,173,0.56695,90,-0.6162,137,0.04569
ENSG00000138448,ITGAV,60,-0.0029,42,-0.8046,47,-0.4926,162,1.71101,75,0.34567
ENSG00000144369,FAM171B,164,0.03115,121,-0.6352,167,0.07335,266,0.83093,196,0.32128
ENSG00000144366,GULP1,15,0.35289,7,-1.0184,14,0.29882,27,1.28389,8,-0.5623
ENSG00000204262,COL5A2,10,-0.8547,18,0.14256,27,0.97576,5,-1.7545,5,-1.8986
ENSG00000115368,WDR75,8,-0.9705,15,0.02475,17,0.34451,20,0.49544,8,-0.9500
ENSG00000138381,ASNSD1,19,-0.2650,15,-0.8685,37,1.08386,16,-0.5808,24,0.04316
ENSG00000128699,ORMDL1,31,-0.6794,33,-0.8032,74,0.99320,43,-0.1795,53,0.13855
ENSG00000198130,HIBCH,29,0.27274,20,-0.4732,28,0.25013,25,0.02609,29,0.26755
ENSG00000151689,INPP1,15,-0.7189,24,-0.0051,27,0.30689,34,0.58930,11,-1.1424
ENSG00000151690,MFSD6,27,-1.8077,75,-0.3515,138,1.04374,77,-0.2157,61,-0.5695
ENSG00000138386,NAB1,20,-0.0804,20,-0.1112,32,0.89175,4,-2.4864,13,-0.7778
ENSG00000115419,GLS,97,-1.3306,193,-0.3940,339,0.88865,197,-0.2427,213,-0.1183
ENSG00000115415,STAT1,50,0.08793,31,-0.9213,66,0.70340,64,0.46233,43,-0.1638
ENSG00000138378,STAT4,7,-1.2334,12,-0.6396,24,0.89374,17,0.06065,18,0.12480
ENSG00000144339,TMEFF2,44,-0.9218,58,-0.6958,130,1.14958,41,-1.0338,91,0.21408
ENSG00000196950,SLC39A10,91,-1.3557,184,-0.3954,310,0.78269,194,-0.1915,239,0.13842
ENSG00000138411,HECW2,15,-1.0249,29,-0.0661,33,0.23547,32,0.11560,35,0.24528
ENSG00000119041,GTF3C3,7,-1.4533,14,-0.5355,27,0.89313,19,0.11330,17,-0.0738
ENSG00000197121,PGAP1,25,-0.4647,15,-1.5603,61,1.41459,31,-0.1681,40,0.26623
ENSG00000115524,SF3B1,66,-0.4605,64,-0.7292,111,0.47205,113,0.38735,124,0.53598
ENSG00000115520,COQ10B,25,-0.6841,32,-0.3729,46,0.37839,49,0.38690,42,0.16580
ENSG00000144381,HSPD1,136,-0.0528,113,-0.4932,168,0.37278,180,0.39831,137,-0.0450
ENSG00000115541,HSPE1,168,-0.1618,191,0.05753,175,-0.1240,175,-0.1010,231,0.34816
ENSG00000115540,MOB4,35,-0.8037,56,-0.1335,83,0.74940,49,-0.2933,35,-0.7930
ENSG00000115896,PLCL1,7,-1.4588,15,-0.4801,24,0.51257,19,-0.0049,30,0.76318
ENSG00000119042,SATB2,14,-1.6945,40,-0.2133,62,0.80039,43,-0.0161,33,-0.4475
ENSG00000225953,SATB2-AS1,3,-2.3903,16,-0.1831,27,1.04736,11,-0.6892,13,-0.4520
ENSG00000178074,C2orf69,21,-0.8434,31,-0.3794,56,0.93889,39,0.06704,17,-1.1538
ENSG00000162972,MAIP1,10,-0.8892,12,-0.8347,26,0.76207,20,0.10745,27,0.59262
ENSG00000196141,SPATS2L,71,-0.2103,82,0.00871,88,0.16033,56,-0.5901,97,0.27279
ENSG00000082153,BZW1,80,-0.1087,76,-0.2764,109,0.52616,70,-0.3127,75,-0.2066
ENSG00000013441,CLK1,27,-0.2415,24,-0.5432,41,0.59011,30,-0.0767,35,0.19355
ENSG00000240344,PPIL3,12,-0.4774,19,0.42804,16,0.07236,15,-0.0808,7,-1.1540
ENSG00000196290,NIF3L1,13,-0.7756,16,-0.5648,27,0.50412,28,0.44624,25,0.27976
ENSG00000155744,FAM126B,29,-1.2046,53,-0.4184,90,0.78587,55,-0.2209,70,0.14240
ENSG00000119013,NDUFB3,136,-0.0756,164,0.35481,104,-0.6238,168,0.25951,156,0.14510
ENSG00000115993,TRAK2,32,-0.0485,25,-0.6111,43,0.59614,30,-0.1117,37,0.19370
ENSG00000082146,STRADB,19,-0.0160,13,-0.8623,28,0.86181,20,0.08341,17,-0.1764
ENSG00000155755,TMEM237,22,-0.7855,24,-0.9349,48,0.54753,43,0.22949,67,0.98721
ENSG00000003393,ALS2,15,-1.0034,13,-1.5706,53,1.43306,25,-0.2333,42,0.56756
ENSG00000116030,SUMO1,105,-0.4325,132,-0.0944,162,0.34469,143,0.06235,115,-0.2930
ENSG00000055044,NOP58,24,-1.0305,40,-0.3974,57,0.37369,54,0.19153,68,0.58351
ENSG00000204217,BMPR2,62,-1.1414,108,-0.4075,176,0.67143,156,0.30023,119,-0.1409
ENSG00000138439,FAM117B,11,-0.9392,12,-1.0451,28,0.69406,29,0.53607,32,0.69920
ENSG00000163596,ICA1L,29,-0.6551,42,-0.0839,53,0.43272,42,-0.0680,37,-0.2462
ENSG00000138442,WDR12,14,-0.4623,19,-0.0230,21,0.20410,17,-0.1898,21,0.15233
ENSG00000138443,ABI2,124,-0.6230,170,-0.1938,210,0.26981,231,0.36115,183,-0.0176
ENSG00000173166,RAPH1,24,-0.3459,22,-0.6441,41,0.68218,26,-0.1917,37,0.35533
ENSG00000118257,NRP2,16,-0.3091,19,-0.1634,13,-0.8558,32,0.75707,39,1.12429
ENSG00000023228,NDUFS1,92,-0.6043,141,0.10014,136,0.00552,134,-0.0210,157,0.23473
ENSG00000114942,EEF1B2,352,0.12969,352,0.19808,282,-0.2783,284,-0.2135,356,0.14937
ENSG00000204186,ZDBF2,22,-0.5588,26,-0.4547,44,0.70046,27,-0.2721,34,0.12132
ENSG00000114948,ADAM23,28,-1.5366,50,-0.9471,124,1.07907,79,0.03126,101,0.41502
ENSG00000118246,FASTKD2,30,-0.5312,35,-0.4140,48,0.28675,57,0.51548,48,0.22218
ENSG00000118263,KLF7,12,-1.0180,23,-0.1516,33,0.67078,16,-0.6720,25,0.03467
ENSG00000118260,CREB1,19,-0.2555,20,-0.3605,27,0.36912,33,0.59033,17,-0.4869
ENSG00000178385,PLEKHM3,16,-0.8728,27,-0.1261,41,0.83791,22,-0.3898,14,-1.0286
ENSG00000188674,C2orf80,64,-0.9176,98,-0.3763,133,0.28540,161,0.53394,144,0.34180
ENSG00000115020,PIKFYVE,22,-0.1686,20,-0.4523,30,0.41962,22,-0.2248,33,0.44305
ENSG00000078018,MAP2,798,-0.1133,959,0.28386,774,-0.2042,901,0.08155,707,-0.3051
ENSG00000144406,UNC80,43,-0.7893,74,0.05836,81,0.25222,40,-0.9032,98,0.50037
ENSG00000197713,RPE,18,-0.1558,12,-1.0197,25,0.50041,17,-0.2480,39,1.15986
ENSG00000115365,LANCL1,78,-0.8225,97,-0.6836,197,0.91779,125,-0.0888,139,0.08707
ENSG00000178568,ERBB4,42,-0.2657,33,-0.8755,63,0.52161,36,-0.4925,97,1.12251
ENSG00000144451,SPAG16,47,0.47915,26,-0.6065,34,-0.0343,44,0.37953,49,0.55174
ENSG00000138363,ATIC,38,0.01838,34,-0.2776,44,0.30307,42,0.15898,33,-0.2073
ENSG00000115414,FN1,72,1.71791,28,0.10368,18,-0.7177,10,-1.4898,19,-0.5576
ENSG00000079246,XRCC5,80,-0.3978,80,-0.5632,135,0.58945,91,-0.1905,135,0.43445
ENSG00000260804,LINC01963,22,-0.9721,33,-0.5147,56,0.63508,37,-0.2058,59,0.56018
ENSG00000144583,MARCH4,8,-1.5347,21,-0.0855,20,-0.2173,30,0.48344,39,0.91702
ENSG00000197756,RPL37A,3147,0.51659,2928,0.64523,1491,-0.8230,1584,-0.5833,2027,-0.1969
ENSG00000115461,IGFBP5,44,-0.9057,45,-1.1793,55,-0.6854,122,0.71750,278,2.28757
ENSG00000163466,ARPC2,109,-0.5586,151,-0.0746,160,0.05993,133,-0.2439,230,0.64047
ENSG00000127837,AAMP,69,-0.3610,76,-0.3138,100,0.29169,96,0.15606,102,0.25436
ENSG00000127838,PNKD,141,-0.0581,152,0.08797,166,0.26959,109,-0.4639,108,-0.4826
ENSG00000135926,TMBIM1,54,1.40264,18,-0.5508,12,-1.1722,64,1.70325,8,-1.6274
ENSG00000144579,CTDSP1,41,1.62009,14,-0.3169,12,-0.5655,12,-0.4053,15,-0.0848
ENSG00000144580,CNOT9,15,-0.8017,22,-0.3622,32,0.43612,29,0.17415,31,0.29735
ENSG00000074582,BCS1L,19,-0.0654,18,-0.1969,22,0.29526,27,0.52458,10,-0.9657
ENSG00000163481,RNF25,13,-0.3137,10,-0.9695,22,0.65966,8,-1.0844,35,1.26253
ENSG00000171450,CDK5R2,60,-1.0187,122,0.14564,129,0.24047,105,-0.1472,111,-0.0611
ENSG00000115649,CNPPD1,16,0.20143,13,-0.2959,14,-0.0773,20,0.52566,16,0.12430
ENSG00000144567,RETREG2,139,-0.7420,189,-0.3698,275,0.45853,243,0.13818,263,0.26491
ENSG00000158552,ZFAND2B,26,-0.3044,35,0.28995,31,-0.0410,25,-0.3716,30,-0.0777
ENSG00000115657,ABCB6,14,-1.3756,32,-0.1990,36,0.07028,63,0.95284,37,0.06628
ENSG00000198925,ATG9A,56,-0.5829,65,-0.5063,100,0.44748,79,-0.0401,118,0.61171
ENSG00000163516,ANKZF1,12,-0.2734,18,0.43446,12,-0.3712,20,0.46415,9,-0.7973
ENSG00000115661,STK16,16,-0.6404,26,0.09354,27,0.15959,34,0.50263,14,-0.8499
ENSG00000127824,TUBA4A,146,-1.0980,277,-0.1541,394,0.63586,287,-0.0492,235,-0.3675
ENSG00000135924,DNAJB2,139,-0.4695,178,-0.1098,182,-0.0510,287,0.70392,183,-0.0330
ENSG00000054356,PTPRN,141,-1.1335,253,-0.3308,374,0.53553,263,-0.1690,387,0.45603
ENSG00000072195,SPEG,17,-0.8397,30,0.11856,24,-0.3712,38,0.41558,42,0.59509
ENSG00000144591,GMPPA,6,-1.2338,8,-1.1254,26,1.44502,9,-0.7121,17,0.27923
ENSG00000123989,CHPF,63,-0.2479,51,-0.7966,95,0.53483,69,-0.1120,120,0.78629
ENSG00000188760,TMEM198,13,-1.2770,28,-0.1762,32,0.13070,29,-0.0561,51,0.87390
ENSG00000124006,OBSL1,61,-0.0681,63,-0.0377,64,0.01988,44,-0.5865,88,0.53462
ENSG00000144589,STK11IP,8,-0.8595,15,0.08881,13,-0.3181,25,0.83090,16,0.10271
ENSG00000114923,SLC4A3,55,-0.5912,85,0.11776,84,0.08921,75,-0.1080,85,0.07793
ENSG00000116106,EPHA4,38,-1.8297,105,-0.4160,172,0.68085,126,-0.0011,164,0.41896
ENSG00000267034,AC010980.1,9,-0.6167,16,0.29742,18,0.56925,7,-0.9559,5,-1.4450
ENSG00000163082,SGPP2,17,-0.6860,24,-0.2626,35,0.56749,19,-0.5337,32,0.27485
ENSG00000116120,FARSB,43,-0.6433,52,-0.4836,93,0.82870,39,-0.7803,76,0.26483
ENSG00000123983,ACSL3,102,-0.7955,122,-0.7314,241,0.77744,199,0.24779,193,0.20148
ENSG00000171951,SCG2,137,-0.4067,127,-0.7297,224,0.50622,141,-0.3681,317,0.96545
ENSG00000085449,WDFY1,14,-1.2151,26,-0.4516,45,0.80075,32,0.01667,31,-0.0306
ENSG00000135900,MRPL44,36,0.10613,18,-1.2599,53,1.07011,38,0.18429,30,-0.1734
ENSG00000135919,SERPINE2,207,0.17634,85,-1.5527,107,-1.0256,742,2.58199,241,0.42589
ENSG00000036257,CUL3,56,-0.3106,45,-0.8703,95,0.74382,58,-0.2323,99,0.62535
ENSG00000168958,MFF,90,0.04382,68,-0.5633,108,0.45559,85,-0.0351,103,0.27267
ENSG00000173744,AGFG1,24,-0.9438,39,-0.2590,57,0.54411,58,0.43237,32,-0.5040
ENSG00000153820,SPHKAP,7,-1.5539,20,-0.0734,38,1.45754,1,-3.9975,6,-1.9404
ENSG00000153823,PID1,33,-0.4766,31,-0.7993,69,1.00862,32,-0.5140,51,0.20972
