Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000069424,KCNAB2,155,-0.5313,116,-0.9751,291,0.88983,246,0.21301,90,-1.4520
ENSG00000116254,CHD5,149,0.47998,230,1.21547,103,-0.1920,93,-0.2933,69,-0.7903
ENSG00000116251,RPL22,931,0.68514,468,-0.4177,429,-0.8276,612,0.00159,976,0.88055
ENSG00000116237,ICMT,60,0.64567,13,-1.6550,56,1.04159,21,-1.0383,23,-0.9280
ENSG00000158292,GPR153,0,-4.1995,4,-1.8937,21,1.17503,20,0.61169,5,-1.7514
ENSG00000097021,ACOT7,258,-0.1276,245,-0.2124,381,0.95544,189,-0.6642,148,-1.0656
ENSG00000171680,PLEKHG5,1,-3.8971,6,-1.8456,30,1.28481,28,0.54424,5,-2.0329
ENSG00000162408,NOL9,21,-0.4561,29,0.06244,31,0.26520,26,-0.1182,26,-0.1465
ENSG00000162413,KLHL21,13,-1.2365,27,-0.1468,33,0.34445,16,-1.0392,43,0.69645
ENSG00000116273,PHF13,22,0.58751,20,0.43573,19,0.54959,5,-1.6868,11,-0.4955
ENSG00000041988,THAP3,18,-0.1418,26,0.44476,22,0.23735,18,-0.1709,15,-0.4890
ENSG00000007923,DNAJC11,45,0.49987,31,-0.0914,36,0.23429,25,-0.4449,28,-0.2773
ENSG00000171735,CAMTA1,120,-0.2388,189,0.48524,148,0.16509,124,-0.2091,119,-0.2788
ENSG00000049245,VAMP3,14,-1.3052,29,-0.2428,12,-2.0687,24,-0.5747,110,2.68088
ENSG00000049246,PER3,26,0.10821,34,0.51599,17,-0.8069,35,0.65251,27,0.13424
ENSG00000116288,PARK7,438,0.21232,338,-0.1971,383,-0.0035,395,0.05166,369,-0.0691
ENSG00000116285,ERRFI1,13,-0.6621,26,0.32244,26,0.66497,10,-1.1948,20,-0.1000
ENSG00000162426,SLC45A1,21,-0.7598,25,-0.5110,52,1.29292,24,-0.6674,16,-1.2644
ENSG00000142599,RERE,122,0.34038,99,0.01778,99,0.00898,92,-0.1132,91,-0.1262
ENSG00000074800,ENO1,467,-0.4905,564,-0.1967,715,0.31539,669,0.08391,539,-0.2922
ENSG00000171612,SLC25A33,25,-0.3036,18,-0.7499,31,0.08925,36,0.34004,30,-0.0229
ENSG00000188807,TMEM201,5,-1.4549,18,0.47741,18,0.84907,7,-0.9997,10,-0.4203
ENSG00000171603,CLSTN1,412,-0.4237,411,-0.4284,743,1.00483,425,-0.4101,274,-1.1261
ENSG00000178585,CTNNBIP1,40,0.10963,53,0.55977,29,-0.5921,45,0.33332,41,0.16462
ENSG00000162441,LZIC,20,-0.6868,41,0.43240,26,-0.4169,25,-0.3571,50,0.88144
ENSG00000130939,UBE4B,30,-0.1233,53,0.77824,35,0.16142,29,-0.2046,22,-0.6314
ENSG00000054523,KIF1B,210,-0.2533,355,0.58326,239,-0.0843,232,-0.1112,247,-0.0022
ENSG00000142657,PGD,48,0.07972,59,0.40965,49,0.20782,34,-0.5263,41,-0.1897
ENSG00000241563,CORT,2509,5.05693,32,-3.3274,107,-2.0765,56,-2.6342,35,-3.3300
ENSG00000160049,DFFA,50,0.75868,27,-0.2513,24,-0.6217,23,-0.5090,51,0.88810
ENSG00000142655,PEX14,7,-1.5661,14,-0.6311,30,1.17893,19,-0.1965,10,-1.1561
ENSG00000120948,TARDBP,26,-1.0490,64,0.31164,60,0.36066,44,-0.3167,51,-0.0653
ENSG00000116649,SRM,51,-0.9819,80,-0.2954,123,0.72129,91,-0.0907,66,-0.6365
ENSG00000171824,EXOSC10,28,0.44749,20,-0.0643,20,-0.1094,18,-0.3048,24,0.20960
ENSG00000198793,MTOR,20,-0.8438,35,0.00180,42,0.51106,37,0.11962,23,-0.7202
ENSG00000116661,FBXO2,297,-0.0189,179,-0.8029,262,-0.3423,350,0.27499,409,0.56521
ENSG00000132879,FBXO44,87,-0.6398,197,0.65834,168,0.73004,102,-0.4342,59,-1.3164
ENSG00000116670,MAD2L2,4,-2.6584,17,-0.5331,27,0.24505,26,0.12953,31,0.40485
ENSG00000177000,MTHFR,25,0.86606,13,-0.1963,16,0.36882,9,-0.6836,10,-0.6282
ENSG00000011021,CLCN6,80,0.62533,91,0.84156,60,0.28474,31,-0.9301,31,-0.9034
ENSG00000116685,KIAA2013,16,-1.1075,32,-0.0705,32,-0.0818,29,-0.2684,50,0.75264
ENSG00000083444,PLOD1,33,0.50980,11,-1.2276,21,-0.3362,18,-0.4706,40,0.93784
ENSG00000116688,MFN2,58,-0.6047,96,0.18327,99,0.41711,67,-0.4229,79,-0.1436
ENSG00000116691,MIIP,4,-2.1315,16,-0.0725,19,0.40256,13,-0.3569,20,0.33412
ENSG00000048707,VPS13D,65,0.57806,72,0.73147,44,-0.1222,37,-0.3505,36,-0.3822
ENSG00000162496,DHRS3,21,-0.4998,23,-0.3870,16,-1.2865,43,0.69205,57,1.23940
ENSG00000116731,PRDM2,11,-2.2435,86,0.81146,58,0.28206,37,-0.5600,56,0.13119
ENSG00000189337,KAZN,84,0.90688,62,0.40220,44,-0.2067,32,-0.6734,49,0.01896
ENSG00000142634,EFHD2,135,0.82366,392,2.95214,33,-1.8443,25,-1.8743,75,-0.1396
ENSG00000116138,DNAJC16,29,0.76544,18,-0.0250,23,0.75509,8,-1.2480,9,-1.0783
ENSG00000197312,DDI2,8,-1.0393,27,0.79961,21,0.63612,8,-1.1262,13,-0.3478
ENSG00000116786,PLEKHM2,89,0.48743,36,-0.9250,69,0.14932,79,0.32195,47,-0.5813
ENSG00000065526,SPEN,41,0.48825,39,0.41328,27,-0.2737,24,-0.4270,35,0.25485
ENSG00000116809,ZBTB17,12,-0.4859,16,0.01133,17,0.20448,17,0.07019,14,-0.1928
ENSG00000185519,FAM131C,4,-2.1496,8,-1.3209,27,1.11207,15,-0.3408,15,-0.3647
ENSG00000037637,FBXO42,24,0.44088,32,0.89467,19,0.10120,13,-0.6179,13,-0.6342
ENSG00000055070,SZRD1,94,1.76811,14,-1.2791,19,-1.2184,28,-0.2945,53,0.87307
ENSG00000219481,NBPF1,26,0.94402,16,0.16147,11,-0.6674,11,-0.5407,21,0.67150
ENSG00000238142,BX284668.5,33,1.15281,3,-2.3252,15,-0.2109,18,0.21356,15,-0.0666
ENSG00000159363,ATP13A2,88,-0.7555,130,-0.1636,188,0.81600,140,-0.0548,72,-1.1465
ENSG00000117118,SDHB,69,-0.4358,68,-0.4621,116,0.70209,72,-0.4150,73,-0.3883
ENSG00000117115,PADI2,9,-2.6530,38,-0.4901,21,-1.9205,47,-0.1739,166,2.59366
ENSG00000179051,RCC2,34,1.09682,7,-1.3099,16,-0.1888,14,-0.3695,21,0.30962
ENSG00000074964,ARHGEF10L,44,1.32879,17,-0.2610,16,-0.5149,21,0.13419,17,-0.2462
ENSG00000117154,IGSF21,25,-1.1277,143,1.69732,51,-0.0750,33,-0.7737,45,-0.2807
ENSG00000159423,ALDH4A1,48,0.97017,32,0.26911,17,-1.0528,37,0.57658,28,0.10739
ENSG00000127481,UBR4,6,-1.1528,9,-0.5116,13,0.12365,17,0.46252,13,-0.0067
ENSG00000127463,EMC1,30,0.17919,27,0.02416,29,0.23541,24,-0.2100,22,-0.3368
ENSG00000053372,MRTO4,28,-0.5587,46,0.22398,45,0.37798,34,-0.2755,34,-0.2567
ENSG00000053371,AKR7A2,60,0.45335,26,-0.8769,38,-0.4219,48,0.07952,64,0.61770
ENSG00000077549,CAPZB,371,0.98184,216,0.08868,213,0.11395,121,-0.8810,176,-0.2538
ENSG00000173436,MICOS10,315,-0.0940,304,-0.1535,322,-0.1018,385,0.25285,341,0.03439
ENSG00000158747,NBL1,328,0.76881,296,0.59700,180,-0.3178,180,-0.2201,183,-0.1995
ENSG00000162545,CAMK2N1,542,-1.1973,396,-1.6688,1563,0.85869,1334,0.21864,782,-0.6978
ENSG00000090432,MUL1,21,-0.2163,34,0.55320,27,0.29048,16,-0.7206,23,-0.1258
ENSG00000183114,FAM43B,31,1.29346,57,2.50290,6,-1.6050,8,-0.8559,9,-0.7461
ENSG00000158828,PINK1,340,-0.2952,481,0.25365,441,0.19115,427,0.06777,320,-0.4291
ENSG00000244038,DDOST,45,0.70585,17,-0.8529,35,0.49084,18,-0.8259,25,-0.2601
ENSG00000117245,KIF17,45,1.60241,21,0.32713,16,-0.2437,12,-0.5998,11,-0.7789
ENSG00000189410,SH2D5,26,-0.1527,31,0.14858,32,0.36718,21,-0.5084,26,-0.1742
ENSG00000127483,HP1BP3,131,-0.0916,151,0.13236,141,0.04900,105,-0.4819,164,0.30307
ENSG00000075151,EIF4G3,186,0.71191,126,0.07678,141,0.46501,75,-0.7916,76,-0.7721
ENSG00000117298,ECE1,6,-1.1191,10,-0.4591,8,-1.0239,20,0.77543,24,1.09531
ENSG00000076864,RAP1GAP,160,0.29433,180,0.48354,157,0.46961,87,-0.7115,82,-0.8044
ENSG00000090686,USP48,35,0.00764,26,-0.4570,34,-0.0573,26,-0.4504,49,0.63198
ENSG00000070831,CDC42,271,0.51629,238,0.30503,208,0.15210,133,-0.6661,174,-0.2086
ENSG00000173372,C1QA,101,1.12738,17,-1.6436,23,-1.6599,53,0.07695,110,1.53142
ENSG00000159189,C1QC,98,1.50907,19,-1.0796,13,-2.2045,62,0.81478,66,0.94140
ENSG00000173369,C1QB,204,1.64853,32,-1.3516,36,-1.5967,91,0.29021,125,0.90561
ENSG00000004487,KDM1A,35,-0.0058,42,0.27153,44,0.63292,28,-0.3641,17,-1.1549
ENSG00000169641,LUZP1,43,0.24833,55,0.65155,45,0.56191,22,-0.8801,20,-1.0203
ENSG00000125944,HNRNPR,57,-0.6137,113,0.46969,93,0.26798,65,-0.4330,81,-0.0688
ENSG00000125945,ZNF436,19,0.05241,17,-0.1288,25,1.01117,9,-1.1696,10,-0.9134
ENSG00000117318,ID3,126,2.12449,2,-3.8733,2,-4.9619,4,-3.3196,133,3.01104
ENSG00000142676,RPL11,513,0.21902,303,-0.6094,291,-0.9864,513,0.24303,812,1.14777
ENSG00000011007,ELOA,14,-0.0301,20,0.55142,16,0.41233,6,-1.3643,14,-0.0405
ENSG00000057757,PITHD1,186,0.06315,167,-0.1003,217,0.56321,140,-0.4101,122,-0.6375
ENSG00000011009,LYPLA2,21,-0.9383,27,-0.5509,53,0.99202,27,-0.6248,29,-0.4871
ENSG00000117308,GALE,5,-1.5922,6,-1.1954,22,1.32319,9,-0.7094,10,-0.5655
ENSG00000117305,HMGCL,7,-1.5852,23,0.27656,17,-0.3838,23,0.26253,28,0.65709
ENSG00000189266,PNRC2,48,0.19663,41,-0.0417,39,-0.1933,33,-0.4032,57,0.53214
ENSG00000188529,SRSF10,33,-0.3458,46,0.16406,40,-0.0720,45,0.17057,42,0.02137
ENSG00000001461,NIPAL3,93,0.45345,86,0.32566,49,-0.8185,35,-1.1413,137,1.31342
ENSG00000133226,SRRM1,120,1.36513,81,0.68964,34,-1.0062,26,-1.1937,80,0.76790
ENSG00000169504,CLIC4,33,-0.2458,33,-0.2591,8,-2.9644,26,-0.7105,137,2.93208
ENSG00000117614,SYF2,96,0.71262,53,-0.2365,53,-0.3991,53,-0.2537,81,0.48017
ENSG00000117616,RSRP1,49,0.43061,49,0.43639,33,-0.3245,20,-1.0146,54,0.68617
ENSG00000183726,TMEM50A,103,0.50317,50,-0.6188,76,0.02049,59,-0.4238,89,0.29763
ENSG00000204178,MACO1,53,1.28079,43,0.92729,24,-0.0101,9,-1.5092,16,-0.7109
ENSG00000117643,MAN1C1,17,-1.0548,7,-2.3037,56,1.79490,21,-0.7649,14,-1.4432
ENSG00000162430,SELENON,43,0.32995,27,-0.4384,35,-0.0376,32,-0.1921,41,0.24710
ENSG00000117640,MTFR1L,54,-0.0313,49,-0.1956,60,0.21814,45,-0.3569,58,0.08252
ENSG00000117632,STMN1,848,-0.3931,1469,0.48128,1314,0.53986,699,-0.7513,853,-0.4215
ENSG00000158008,EXTL1,7,-2.3688,56,0.69921,42,0.44485,37,0.05810,24,-0.6777
ENSG00000142684,ZNF593,26,-0.0843,40,0.60863,25,-0.2669,22,-0.3544,34,0.37935
ENSG00000142669,SH3BGRL3,263,0.13110,388,0.77061,208,-0.3830,191,-0.4074,296,0.36222
ENSG00000158062,UBXN11,28,0.32398,12,-1.0390,26,0.30083,31,0.51176,12,-1.0789
ENSG00000117682,DHDDS,13,-0.4583,23,0.40969,16,-0.2674,17,-0.0168,22,0.39148
ENSG00000198830,HMGN2,205,0.89253,66,-0.9063,84,-0.8001,102,-0.2550,204,1.02986
ENSG00000117713,ARID1A,32,-0.6261,54,0.17246,54,0.28334,39,-0.3926,51,0.07403
ENSG00000204160,ZDHHC18,2,-3.6368,20,-0.1837,32,1.17438,17,-0.5027,15,-0.6685
ENSG00000142751,GPN2,17,-0.0248,25,0.55962,22,0.65369,11,-0.7597,9,-1.0202
ENSG00000090273,NUDC,86,-0.7323,121,-0.2070,142,0.09385,157,0.23520,140,0.03490
ENSG00000253368,TRNP1,38,-0.8290,32,-1.0787,91,1.02881,63,-0.0618,35,-1.0601
ENSG00000090020,SLC9A1,21,-0.1429,19,-0.2943,35,1.35003,12,-1.1003,8,-1.6131
ENSG00000142784,WDTC1,0,-6.1341,45,0.67227,35,0.41657,34,0.20809,21,-0.5690
ENSG00000186501,TMEM222,120,0.72669,65,-0.2716,80,0.09210,73,-0.0812,58,-0.4791
ENSG00000158195,WASF2,32,-0.1309,32,-0.1682,15,-1.7361,30,-0.2555,94,2.04042
ENSG00000126705,AHDC1,34,-0.1867,72,1.04569,43,0.31476,26,-0.6516,24,-0.7707
ENSG00000126709,IFI6,632,1.12907,676,1.24806,298,-0.1875,154,-1.2118,208,-0.7249
ENSG00000117758,STX12,154,0.77164,139,0.60232,91,-0.1379,68,-0.5860,86,-0.1961
ENSG00000117751,PPP1R8,31,0.24811,33,0.31666,24,-0.2113,16,-0.8438,37,0.61854
ENSG00000117748,RPA2,42,-0.2684,34,-0.5981,61,0.58072,37,-0.4965,47,-0.1128
ENSG00000126698,DNAJC8,142,0.21851,144,0.24603,122,-0.0424,102,-0.3256,131,0.09565
ENSG00000130770,ATP5IF1,402,-0.4775,277,-1.0454,749,0.99176,500,-0.1518,289,-1.0580
ENSG00000180098,TRNAU1AP,11,-0.4668,26,0.85960,16,0.02639,13,-0.2389,14,-0.2075
ENSG00000120656,TAF12,12,-0.2619,18,0.37149,15,0.10903,9,-0.6383,16,0.26022
ENSG00000198492,YTHDF2,84,0.41401,100,0.69251,77,0.47661,32,-1.1375,41,-0.7795
ENSG00000116350,SRSF4,22,-0.8139,49,0.39205,42,0.27466,29,-0.4592,40,0.06877
ENSG00000116353,MECR,21,-0.6353,36,0.17655,35,0.24963,34,0.13506,25,-0.4000
ENSG00000162511,LAPTM5,43,-0.2272,23,-1.1683,32,-1.0057,65,0.50925,94,1.24576
ENSG00000162512,SDC3,95,-0.7235,146,-0.0575,152,0.00857,185,0.36026,148,-0.0445
ENSG00000134644,PUM1,140,0.38775,219,1.13812,109,-0.0169,63,-0.9212,89,-0.3638
ENSG00000060688,SNRNP40,73,2.40643,17,-0.1483,13,-0.7752,11,-0.9232,14,-0.4680
ENSG00000121766,ZCCHC17,102,-0.2478,151,0.37166,133,0.28198,96,-0.3912,105,-0.2267
ENSG00000121769,FABP3,196,0.47846,123,-0.2684,194,0.87693,102,-0.6102,55,-1.5802
ENSG00000162517,PEF1,68,-0.1808,53,-0.5749,97,0.69980,66,-0.2625,52,-0.6424
ENSG00000084636,COL16A1,22,-0.3430,27,-0.0321,20,-0.7351,33,0.33439,43,0.84552
ENSG00000121753,ADGRB2,124,-0.8949,266,0.29601,283,0.73369,220,-0.0089,94,-1.3958
ENSG00000184007,PTP4A2,94,-0.9763,235,0.45457,123,-0.8424,109,-0.8085,391,1.59234
ENSG00000121774,KHDRBS1,98,-0.0662,85,-0.2869,119,0.43073,84,-0.3371,89,-0.2391
ENSG00000025800,KPNA6,71,0.57152,76,0.66678,53,0.18287,20,-1.5007,48,-0.0701
ENSG00000084652,TXLNA,23,0.04680,31,0.53836,21,-0.1032,17,-0.4322,25,0.18154
ENSG00000160050,CCDC28B,34,0.79627,7,-1.6596,23,0.29498,18,-0.2201,18,-0.2700
ENSG00000084623,EIF3I,104,-0.0231,124,0.24664,115,0.21614,99,-0.1249,83,-0.4112
ENSG00000175130,MARCKSL1,167,-0.4391,202,-0.1397,120,-1.3449,212,-0.0683,518,1.74086
ENSG00000160058,BSDC1,27,-1.1703,80,0.48070,67,0.36828,50,-0.2887,53,-0.1919
ENSG00000176261,ZBTB8OS,53,0.42605,24,-0.7806,46,0.31956,33,-0.3809,38,-0.1075
ENSG00000162521,RBBP4,58,-0.2966,88,0.35905,71,0.01703,62,-0.2208,75,0.10985
ENSG00000162522,KIAA1522,6,-1.3535,6,-1.4575,23,1.13435,19,0.26561,6,-1.5657
ENSG00000134684,YARS,98,0.19982,84,-0.0500,112,0.76861,59,-0.6588,47,-1.0196
ENSG00000160097,FNDC5,10,-0.8067,15,-0.1704,26,1.36481,9,-1.0529,8,-1.2506
ENSG00000121905,HPCA,120,-0.8196,232,0.20069,267,0.80302,183,-0.1966,99,-1.1965
ENSG00000121900,TMEM54,49,0.20614,34,-0.3867,36,-0.4337,55,0.41836,51,0.30147
ENSG00000116514,RNF19B,38,1.02076,15,-0.4410,20,-0.1246,20,-0.0465,17,-0.3051
ENSG00000004455,AK2,12,-1.0508,25,0.04213,20,-0.4204,19,-0.3812,45,1.15560
ENSG00000142920,AZIN2,25,0.21430,26,0.28446,24,0.23336,24,0.15504,11,-1.0944
ENSG00000160094,ZNF362,47,1.44910,10,-1.0290,19,-0.0875,17,-0.2771,16,-0.3980
ENSG00000134686,PHC2,105,0.81649,60,-0.0751,62,-0.0563,47,-0.5068,64,0.01560
ENSG00000163866,SMIM12,51,0.09346,51,0.08959,58,0.53030,34,-0.6003,35,-0.5297
ENSG00000116544,DLGAP3,39,-0.4442,40,-0.4065,63,0.52794,65,0.37829,26,-1.1417
ENSG00000163867,ZMYM6,35,1.49080,5,-1.6111,13,-0.2227,13,-0.2133,13,-0.1027
ENSG00000116560,SFPQ,121,0.03700,127,0.11488,115,-0.0855,117,-0.0233,124,0.07743
ENSG00000146463,ZMYM4,46,0.52682,28,-0.2553,28,-0.3723,36,0.16874,37,0.21692
ENSG00000142687,KIAA0319L,78,0.51214,62,0.14761,63,0.29956,30,-1.0639,54,-0.0867
ENSG00000020129,NCDN,310,-0.6607,243,-1.0311,723,1.43772,322,-0.6543,201,-1.4110
ENSG00000126067,PSMB2,112,0.10145,121,0.22100,130,0.61474,57,-1.0310,81,-0.4490
ENSG00000142686,C1orf216,54,-0.5002,109,0.60340,97,0.77974,52,-0.6311,36,-1.2034
ENSG00000092847,AGO1,11,-1.1322,37,0.74025,24,0.05730,17,-0.5420,27,0.31359
ENSG00000126070,AGO3,8,-0.5902,17,0.47929,9,-0.6005,10,-0.3971,22,1.05799
ENSG00000116863,ADPRHL2,10,-1.1014,24,0.17515,28,0.81192,10,-1.2648,21,-0.0632
ENSG00000054116,TRAPPC3,64,0.35479,41,-0.3508,65,0.70849,41,-0.3709,25,-1.1558
ENSG00000116871,MAP7D1,121,-0.6965,123,-0.6654,231,0.57832,179,-0.1024,163,-0.2585
ENSG00000054118,THRAP3,35,-0.3590,81,1.00374,36,-0.4841,41,-0.1199,53,0.32309
ENSG00000196182,STK40,24,0.40117,35,1.05184,15,-0.5408,18,-0.0705,17,-0.0893
ENSG00000181817,LSM10,61,0.34461,32,-0.6400,57,0.44969,43,-0.2281,36,-0.5065
ENSG00000116885,OSCP1,1,-3.5238,14,-0.2875,23,0.91284,14,-0.3133,14,-0.2965
ENSG00000116898,MRPS15,46,-0.1959,51,-0.0520,59,0.30696,64,0.35410,29,-0.9538
ENSG00000163873,GRIK3,105,2.35721,93,2.09510,18,-1.0230,5,-2.5694,5,-2.6170
ENSG00000163875,MEAF6,85,-0.0539,126,0.56818,104,0.46892,67,-0.4726,53,-0.8558
ENSG00000134697,GNL2,23,0.58638,12,-0.3849,18,0.37869,10,-0.6971,13,-0.2466
ENSG00000116922,C1orf109,31,1.13398,11,-0.5451,20,0.71449,5,-1.7137,9,-0.7763
ENSG00000183317,EPHA10,31,0.94425,3,-2.4372,25,1.06138,14,-0.3787,3,-2.4294
ENSG00000185090,MANEAL,30,-0.0524,11,-1.5458,45,1.17713,20,-0.7351,18,-0.8783
ENSG00000196449,YRDC,31,0.88281,17,-0.0634,20,0.28309,10,-0.9051,15,-0.3619
ENSG00000197982,C1orf122,202,-0.3468,189,-0.4453,195,-0.6161,323,0.45163,379,0.75987
ENSG00000183431,SF3A3,38,0.07306,37,0.02166,38,0.11883,40,0.15368,28,-0.4559
ENSG00000183520,UTP11,18,-0.7153,21,-0.5190,37,0.66610,26,-0.2018,24,-0.3779
ENSG00000116954,RRAGC,30,-0.4485,28,-0.5213,49,0.63731,30,-0.4448,35,-0.2037
ENSG00000174574,AKIRIN1,62,-0.5993,98,0.11945,114,0.67310,71,-0.4078,63,-0.6237
ENSG00000168653,NDUFS5,687,-0.0302,513,-0.4872,825,0.46620,650,-0.1324,541,-0.4428
ENSG00000127603,MACF1,101,0.01619,148,0.62779,84,-0.4389,93,-0.1372,125,0.39001
ENSG00000090621,PABPC4,67,0.19054,74,0.34636,48,-0.5281,46,-0.4297,91,0.78527
ENSG00000116983,HPCAL4,153,-1.1186,385,0.31672,388,0.60510,313,-0.0142,184,-0.9082
ENSG00000084072,PPIE,63,1.08459,31,-0.1007,34,0.12383,20,-0.7900,27,-0.3331
ENSG00000168389,MFSD2A,40,1.02493,9,-1.2187,14,-0.9880,19,-0.1326,38,1.11772
ENSG00000131236,CAP1,240,0.71511,140,-0.1617,155,0.00948,106,-0.6362,167,0.13053
ENSG00000131238,PPT1,95,-0.1923,86,-0.3554,127,0.48484,98,-0.1565,84,-0.4199
ENSG00000084073,ZMPSTE24,40,0.59336,39,0.54352,20,-0.7478,29,0.04103,35,0.37687
ENSG00000049089,COL9A2,4,-2.1332,45,1.36196,6,-2.2292,16,-0.3759,53,2.03202
ENSG00000084070,SMAP2,140,0.34036,138,0.31173,136,0.53163,100,-0.2169,43,-1.5555
ENSG00000117016,RIMS3,17,-1.6384,70,0.57248,64,0.79736,42,-0.2744,25,-1.1216
ENSG00000066136,NFYC,50,0.85460,24,-0.3072,35,0.45313,15,-1.1432,24,-0.3577
ENSG00000171793,CTPS1,6,-1.1619,6,-1.0564,19,1.29271,9,-0.5978,8,-0.8157
ENSG00000127124,HIVEP3,3,-2.5410,40,1.42254,17,0.08119,13,-0.3865,15,-0.2451
ENSG00000198815,FOXJ3,26,-0.7786,66,0.66969,54,0.59983,29,-0.6537,30,-0.6268
ENSG00000177181,RIMKLA,68,1.06852,32,-0.1595,47,0.83761,20,-0.9168,8,-2.3823
ENSG00000127125,PPCS,43,-0.4361,59,0.05452,61,0.17441,52,-0.1555,58,0.04133
ENSG00000171960,PPIH,13,-0.1775,14,-0.1114,18,0.51955,9,-0.7941,14,-0.0560
