Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000113558,SKP1,534,-0.4895,652,-0.1816,614,-0.2733,822,0.18382,762,0.06421,656,-0.2069,687,-0.0989,658,-0.1675,1043,0.63852
ENSG00000113575,PPP2CA,65,-2.0861,80,-1.7808,158,-0.7609,409,0.73778,411,0.74679,287,0.20634,267,0.05212,320,0.33951,266,0.04745
ENSG00000119048,UBE2B,121,-0.4183,67,-1.2974,127,-0.3333,271,0.87209,148,-0.0957,176,0.21184,99,-0.7193,130,-0.3039,202,0.43508
ENSG00000237190,CDKN2AIPNL,64,0.11491,15,-2.0303,36,-0.7706,76,0.38195,46,-0.3942,76,0.47524,56,-0.1072,66,0.15690,65,0.14306
ENSG00000043143,JADE2,0,-5.7467,26,-0.7647,27,-0.7006,70,0.80300,41,-0.0631,44,0.07613,74,0.89997,33,-0.3605,53,0.37912
ENSG00000152700,SAR1B,92,1.08440,42,-0.1956,53,0.16772,50,0.07319,48,0.00780,38,-0.3892,67,0.55699,36,-0.4402,33,-0.5868
ENSG00000164615,CAMLG,290,0.98183,76,-1.1173,137,-0.2322,213,0.47223,217,0.49859,117,-0.5522,193,0.30990,111,-0.5557,157,-0.0154
ENSG00000145833,DDX46,0,-5.1860,52,0.96790,20,-0.5324,25,-0.2002,31,0.14909,24,-0.3104,29,0.00340,37,0.38654,38,0.50365
ENSG00000181904,C5orf24,134,1.38141,26,-1.1974,41,-0.5198,49,-0.2679,65,0.18177,40,-0.6736,68,0.25078,73,0.35584,60,0.05878
ENSG00000113621,TXNDC15,9,-2.5303,47,-0.0658,30,-0.7427,48,-0.0146,43,-0.2032,57,0.32556,54,0.15573,55,0.19957,63,0.46378
ENSG00000113648,H2AFY,92,-0.2693,67,-0.7364,64,-0.8043,148,0.48765,112,0.04743,134,0.41102,91,-0.2781,116,0.09250,108,-0.0226
ENSG00000145824,CXCL14,10,-4.2595,349,1.02449,366,1.10344,37,-2.4224,70,-1.4853,63,-1.8432,986,3.11115,95,-1.0323,67,-1.6431
ENSG00000145832,SLC25A48,0,-4.1942,67,2.78109,18,0.38597,0,-6.6139,12,-0.2470,15,0.13591,9,-0.7334,7,-1.0135,6,-1.4273
ENSG00000113658,SMAD5,22,0.11393,35,0.83579,22,0.08578,14,-0.5486,18,-0.1931,22,0.08408,37,0.91297,12,-0.8040,12,-0.9480
ENSG00000152377,SPOCK1,195,-0.4205,111,-1.2785,122,-1.1353,330,0.40395,387,0.66667,364,0.72588,356,0.52664,154,-0.7832,162,-0.7587
ENSG00000146021,KLHL3,76,1.61625,11,-1.4131,10,-1.6221,36,0.34062,46,0.76081,24,-0.3488,33,0.20838,16,-0.8429,23,-0.3839
ENSG00000177733,HNRNPA0,185,0.50446,96,-0.5226,109,-0.3340,163,0.29865,118,-0.2035,125,-0.1410,163,0.30096,88,-0.6560,160,0.30250
ENSG00000031003,FAM13B,115,1.17070,35,-0.7423,36,-0.6671,56,-0.0147,50,-0.1780,40,-0.6324,79,0.55133,56,-0.0071,64,0.23002
ENSG00000112981,NME5,93,1.44587,18,-1.1153,22,-0.8384,38,-0.0383,29,-0.4392,33,-0.3055,31,-0.3261,35,-0.1619,50,0.44079
ENSG00000112983,BRD8,1,-5.0690,48,0.19864,29,-0.6007,74,0.88978,36,-0.2688,48,0.24232,64,0.64009,52,0.32172,31,-0.5115
ENSG00000094880,CDC23,28,0.39048,16,-0.5268,12,-0.9548,28,0.35522,39,0.90334,28,0.49145,11,-0.9868,15,-0.5795,16,-0.5583
ENSG00000120709,FAM53C,38,-0.3847,22,-1.1789,50,0.01935,46,-0.1017,80,0.79288,64,0.51715,37,-0.4395,29,-0.7915,48,-0.0482
ENSG00000120733,KDM3B,0,-5.3264,26,-0.2835,30,-0.0960,20,-0.6639,31,-0.0435,40,0.49693,54,0.87729,26,-0.2953,35,0.15914
ENSG00000132563,REEP2,190,0.05713,88,-1.1171,141,-0.4055,261,0.56448,177,-0.0560,233,0.48034,168,-0.1386,161,-0.2041,158,-0.2568
ENSG00000120738,EGR1,83,-0.0578,146,0.84490,25,-1.8652,142,0.79505,145,0.83401,98,0.23566,29,-1.6525,65,-0.4431,55,-0.7447
ENSG00000120705,ETF1,0,-6.1334,42,-0.4418,40,-0.4873,80,0.57469,57,0.05637,71,0.49763,60,0.12514,52,-0.0999,60,0.14452
ENSG00000113013,HSPA9,215,0.16556,155,-0.3497,143,-0.4732,213,0.14689,189,-0.0435,207,0.12851,264,0.48875,182,-0.0966,173,-0.1992
ENSG00000044115,CTNNA1,38,-0.9409,157,1.30842,68,-0.0734,31,-1.2377,43,-0.7720,92,0.51559,90,0.37958,51,-0.5001,49,-0.6230
ENSG00000146006,LRRTM2,11,-1.6259,7,-2.2161,15,-1.1497,40,0.32794,51,0.72508,45,0.65653,62,1.03469,18,-0.8552,25,-0.4145
ENSG00000120725,SIL1,22,-0.4480,31,0.03399,24,-0.3437,34,0.18847,54,0.95863,30,-0.0209,19,-0.6850,25,-0.2719,31,0.04130
ENSG00000120727,PAIP2,384,1.13238,181,-0.0908,147,-0.4141,176,-0.1406,92,-1.1310,181,-0.1173,290,0.66042,115,-0.7877,190,-0.0220
ENSG00000170464,DNAJC18,2,-4.0187,19,-1.1527,24,-0.7516,52,0.40166,42,0.08170,49,0.39051,71,0.93139,55,0.50735,34,-0.2654
ENSG00000131508,UBE2D2,125,-0.0289,74,-0.8337,115,-0.1549,152,0.28133,96,-0.4323,125,-0.0341,129,0.02276,124,-0.0400,168,0.49749
ENSG00000171604,CXXC5,202,-0.1526,172,-0.4009,112,-1.0462,258,0.23576,358,0.76938,291,0.54168,150,-0.6035,282,0.38093,130,-0.8811
ENSG00000146005,PSD2,20,-1.7002,150,1.49401,91,0.64071,39,-0.6794,37,-0.7578,60,-0.0423,79,0.40499,48,-0.3761,45,-0.5171
ENSG00000185129,PURA,163,1.76191,55,-0.0570,37,-0.6856,44,-0.3978,74,0.39984,52,-0.1866,46,-0.3506,42,-0.4955,36,-0.7668
ENSG00000182700,IGIP,81,-0.0198,34,-1.3195,72,-0.1996,107,0.42933,103,0.35957,89,0.16223,96,0.25126,52,-0.6881,85,0.06448
ENSG00000120306,CYSTM1,146,0.59450,140,0.52225,110,0.13535,60,-0.8063,84,-0.2819,97,-0.0728,95,-0.0896,113,0.18496,85,-0.2848
ENSG00000113068,PFDN1,46,-1.1753,72,-0.5125,103,0.05285,115,0.21467,97,-0.0473,82,-0.3616,138,0.51800,69,-0.5754,156,0.81487
ENSG00000131503,ANKHD1,3,-3.3670,47,0.67752,22,-0.5392,39,0.37566,39,0.35834,43,0.65342,25,-0.3310,32,0.05111,18,-0.8782
ENSG00000213523,SRA1,42,0.27944,50,0.56833,41,0.24958,35,-0.0283,38,0.13069,30,-0.2757,34,-0.0539,19,-0.9454,36,0.03888
ENSG00000243056,EIF4EBP3,6,-1.1562,72,3.06599,6,-1.1759,3,-1.9185,17,0.38967,7,-1.1697,2,-2.3822,18,0.47944,8,-0.8270
ENSG00000113108,APBB3,5,-2.7043,33,-0.0258,24,-0.4692,34,0.05280,31,-0.1156,36,0.13588,22,-0.6297,29,-0.2345,57,0.98624
ENSG00000176087,SLC35A4,27,0.51235,41,1.18648,8,-1.2840,10,-0.9470,19,-0.0309,20,0.03613,16,-0.3106,14,-0.4683,19,-0.0029
ENSG00000170458,CD14,1,-4.1740,181,3.88380,10,-1.3866,5,-2.2627,7,-1.9217,9,-1.6985,11,-1.2581,12,-1.1983,28,0.11954
ENSG00000131495,NDUFA2,138,-0.7824,286,0.34648,263,0.21386,196,-0.2450,180,-0.3812,207,-0.2017,174,-0.4302,239,0.06234,331,0.65677
ENSG00000113141,IK,124,1.01514,78,0.24521,49,-0.4773,48,-0.5147,62,-0.1105,59,-0.2324,51,-0.3952,64,-0.0592,73,0.16155
ENSG00000120314,WDR55,0,-4.1469,16,0.28072,9,-0.6303,4,-1.8830,25,0.93528,22,0.97275,8,-0.7789,10,-0.4094,13,-0.0923
ENSG00000170445,HARS,38,-0.7505,37,-0.7772,51,-0.3055,85,0.48865,53,-0.2589,87,0.66828,71,0.19417,45,-0.5146,54,-0.2287
ENSG00000112855,HARS2,5,-1.4503,14,0.05510,8,-0.7705,15,0.22381,11,-0.2780,14,0.06357,6,-1.1086,22,0.76572,19,0.59909
ENSG00000146007,ZMAT2,136,-0.3327,86,-1.0344,136,-0.3354,151,-0.1689,223,0.44829,157,-0.1379,123,-0.4918,258,0.68035,220,0.47416
ENSG00000120327,PCDHB14,3,-2.3180,12,-0.3681,8,-0.8878,21,0.49603,17,0.15262,13,-0.2629,32,1.18314,15,-0.0480,18,0.27386
ENSG00000178913,TAF7,49,-0.9043,92,0.04586,67,-0.4368,160,0.94702,79,-0.1915,67,-0.5212,77,-0.2185,95,0.10831,124,0.59402
ENSG00000131504,DIAPH1,53,1.02519,16,-0.8368,27,-0.0815,25,-0.1534,43,0.68189,15,-1.0516,14,-1.0300,35,0.36585,38,0.55802
ENSG00000171720,HDAC3,39,0.39211,11,-1.4561,26,-0.2243,44,0.58776,39,0.39402,28,-0.1717,33,0.14543,25,-0.2865,32,0.06634
ENSG00000164620,RELL2,4,-2.8490,15,-0.8548,25,-0.1306,24,-0.2119,26,-0.0440,31,0.29457,52,1.05518,9,-1.5674,38,0.58156
ENSG00000081791,DELE1,9,-1.5306,36,0.58696,25,0.01060,23,-0.1142,29,0.26595,24,-0.0475,38,0.70542,20,-0.3174,22,-0.1980
ENSG00000013561,RNF14,7,-2.7248,30,-0.7029,26,-0.9162,53,0.20381,63,0.47767,50,0.11350,53,0.18666,46,-0.0139,67,0.65134
ENSG00000113552,GNPDA1,32,-0.6789,22,-1.2159,19,-1.4497,51,0.04139,73,0.62821,50,0.03458,40,-0.3280,60,0.31879,72,0.68850
ENSG00000131507,NDFIP1,403,-0.8185,259,-1.4840,407,-0.8019,1115,0.78542,946,0.51569,784,0.26564,681,-0.0104,612,-0.1770,725,0.09654
ENSG00000113578,FGF1,68,0.18914,225,2.29927,73,0.29986,7,-3.0387,18,-1.7783,65,0.15197,29,-1.1149,32,-0.9504,37,-0.7839
ENSG00000145819,ARHGAP26,48,-0.6586,25,-1.6290,52,-0.5549,83,0.18471,146,1.10218,53,-0.5998,77,0.07203,102,0.51494,98,0.49006
ENSG00000113580,NR3C1,40,0.02857,55,0.54940,31,-0.3393,43,0.13970,39,0.00930,42,0.14226,31,-0.3665,30,-0.4370,37,-0.0910
ENSG00000145817,YIPF5,76,0.88761,34,-0.3765,25,-0.8380,66,0.64681,40,-0.1567,36,-0.3893,30,-0.5889,64,0.59605,43,-0.0542
ENSG00000183775,KCTD16,101,0.14101,10,-3.2196,47,-1.0271,123,0.45360,136,0.61079,78,-0.3271,87,-0.0890,188,1.15759,93,-0.0003
ENSG00000133706,LARS,31,-0.8875,57,0.02687,36,-0.6631,53,-0.0986,61,0.13349,63,0.20958,51,-0.1340,61,0.12450,68,0.32444
ENSG00000091009,RBM27,10,-1.1580,24,0.11077,24,0.09072,20,-0.1386,22,-0.0355,17,-0.4528,20,-0.1433,47,1.19059,24,0.15110
ENSG00000113649,TCERG1,93,1.09190,25,-0.9903,23,-1.0954,68,0.58338,54,0.21460,50,0.12164,37,-0.3969,43,-0.1405,37,-0.4091
ENSG00000156475,PPP2R2B,109,-0.5302,83,-0.9306,113,-0.4697,206,0.47564,167,0.13731,191,0.44084,175,0.20960,113,-0.4676,149,-0.0468
ENSG00000113657,DPYSL3,75,-0.1400,157,1.05981,65,-0.3711,90,0.13581,51,-0.7398,116,0.71395,74,-0.1659,59,-0.5020,33,-1.4642
ENSG00000176049,JAKMIP2,31,-0.1219,27,-0.3219,20,-0.7502,36,0.10862,64,1.03586,39,0.30943,12,-1.5374,24,-0.5022,35,0.07937
ENSG00000145868,FBXO38,0,-4.2061,14,-0.0820,6,-1.1632,13,-0.1230,18,0.35430,20,0.66445,24,0.84027,15,0.06317,10,-0.5061
ENSG00000173210,ABLIM3,0,-4.6185,44,1.35088,17,-0.1732,7,-1.4469,21,0.14059,27,0.72842,23,0.25604,22,0.19641,7,-1.5958
ENSG00000145882,PCYOX1L,24,-0.0772,0,-4.9657,12,-1.1114,45,0.96120,17,-0.5550,33,0.55071,43,0.90057,10,-1.3881,24,-0.0489
ENSG00000113712,CSNK1A1,118,-0.2684,98,-0.5578,97,-0.5753,144,0.03848,142,0.02050,194,0.65501,141,0.01093,141,0.00551,112,-0.3877
ENSG00000113716,HMGXB3,62,1.68026,19,-0.2383,17,-0.4711,30,0.45715,10,-1.1982,18,-0.4337,9,-1.3231,22,-0.0562,24,0.12286
ENSG00000182578,CSF1R,21,-0.6640,167,3.02800,38,0.25119,10,-1.7197,17,-1.0018,20,-0.8129,10,-1.6757,24,-0.4554,20,-0.8051
ENSG00000113721,PDGFRB,0,-4.2683,71,2.80147,16,0.14135,8,-0.9913,8,-0.8897,14,-0.0772,10,-0.6131,6,-1.2382,8,-0.9731
ENSG00000011083,SLC6A7,68,1.14076,4,-3.0753,9,-1.9324,57,0.84140,48,0.57482,47,0.65792,27,-0.3620,33,-0.0229,9,-2.0229
ENSG00000070808,CAMK2A,127,-1.6614,73,-2.4785,412,0.12364,442,0.23764,613,0.76876,450,0.33049,222,-0.8322,584,0.68872,373,-0.0360
ENSG00000070814,TCOF1,7,-1.7063,28,0.40177,12,-0.9329,49,1.32589,29,0.41635,22,0.02748,16,-0.5211,19,-0.1786,18,-0.3100
ENSG00000019582,CD74,628,1.59284,1294,3.13095,163,-0.6203,72,-1.8411,61,-2.0847,67,-2.1642,72,-1.8409,142,-0.8273,141,-0.8933
ENSG00000164587,RPS14,1791,0.73578,2096,1.00080,1361,0.28904,600,-0.9789,783,-0.5750,1016,-0.2079,919,-0.3291,1088,-0.0656,964,-0.2772
ENSG00000070614,NDST1,122,2.23735,29,-0.2108,30,-0.1738,22,-0.6518,40,0.28751,32,-0.1105,11,-1.6604,20,-0.8193,17,-1.1040
ENSG00000171992,SYNPO,88,-1.0313,77,-1.2295,212,0.32228,203,0.24927,248,0.57069,163,-0.1219,150,-0.2262,252,0.59843,181,0.07458
ENSG00000086589,RBM22,32,-0.3097,27,-0.5699,34,-0.2171,45,0.22090,47,0.27417,53,0.58748,37,-0.1090,38,-0.0509,27,-0.6300
ENSG00000132912,DCTN4,43,-0.5891,56,-0.1879,47,-0.4727,54,-0.2411,91,0.56868,61,-0.0671,95,0.63467,76,0.28116,58,-0.1486
ENSG00000211445,GPX3,132,1.73764,37,-0.3469,15,-1.7445,80,0.85461,59,0.36567,33,-0.6526,27,-0.8656,3,-3.9414,56,0.32066
ENSG00000145901,TNIP1,46,0.58840,30,-0.0880,22,-0.5485,20,-0.6654,30,-0.0921,30,-0.1119,35,0.17556,19,-0.7530,44,0.57563
ENSG00000197043,ANXA6,46,-2.1057,77,-1.3570,116,-0.7417,410,1.29043,214,0.20712,206,0.18677,163,-0.2150,125,-0.6254,240,0.43867
ENSG00000196743,GM2A,10,-0.9380,48,1.55913,28,0.62071,7,-1.4968,17,-0.1586,18,-0.0894,19,0.06551,15,-0.2874,13,-0.5592
ENSG00000113140,SPARC,370,0.30138,2199,4.03639,100,-1.6875,229,-0.4470,107,-1.5990,48,-3.0055,65,-2.3146,110,-1.5564,172,-0.9517
ENSG00000177556,ATOX1,166,-0.3475,280,0.48146,223,0.11787,148,-0.5191,129,-0.7345,174,-0.3261,282,0.49201,213,0.04340,262,0.41380
ENSG00000145907,G3BP1,57,0.29933,64,0.48026,27,-0.8788,47,-0.0318,70,0.61237,47,-0.0153,30,-0.6820,50,0.06993,42,-0.2113
ENSG00000155511,GRIA1,65,-1.1743,62,-1.2433,83,-0.8004,218,0.71377,165,0.26258,144,0.06407,208,0.63621,129,-0.1259,157,0.20630
ENSG00000164576,SAP30L,50,1.15443,27,0.14369,13,-0.9755,17,-0.5069,16,-0.6453,31,0.50348,17,-0.5399,26,0.12745,16,-0.6782
ENSG00000155506,LARP1,243,0.37043,82,-1.2959,125,-0.6623,241,0.36201,200,0.06169,249,0.52185,183,-0.0730,146,-0.4278,169,-0.2147
ENSG00000170271,FAXDC2,0,-4.9516,80,2.03065,25,0.02604,5,-2.2944,13,-0.9912,25,0.08254,36,0.60817,21,-0.2404,18,-0.4783
ENSG00000155508,CNOT8,0,-5.2585,33,0.10168,20,-0.6420,56,0.92238,33,0.07455,32,0.05037,33,0.10313,29,-0.1438,37,0.30178
ENSG00000082515,MRPL22,52,0.38971,38,-0.1131,53,0.41231,31,-0.3987,23,-0.8712,34,-0.3163,47,0.22543,25,-0.7464,58,0.63997
ENSG00000155868,MED7,10,-0.8395,20,0.27337,12,-0.5219,23,0.47899,7,-1.3076,15,-0.1531,24,0.56877,13,-0.3723,23,0.58003
ENSG00000055163,CYFIP2,91,-2.0065,112,-1.7049,285,-0.3039,575,0.82340,335,-0.0490,356,0.05383,415,0.29020,422,0.31472,424,0.35881
ENSG00000172568,FNDC9,0,-4.0823,2,-2.5626,8,-0.7957,21,0.69785,20,0.55629,10,-0.5113,4,-1.7806,29,1.21940,24,1.05326
ENSG00000155858,LSM11,1,-3.9956,8,-1.8725,16,-0.8562,33,0.20518,49,0.87382,33,0.28897,37,0.38493,48,0.82076,26,-0.1720
ENSG00000113282,CLINT1,2,-4.0433,26,-0.2753,21,-0.6126,47,0.64961,44,0.55315,28,-0.1869,27,-0.2083,34,0.16091,44,0.61368
ENSG00000145860,RNF145,38,-1.4099,42,-1.2596,47,-1.1079,117,0.30203,195,1.15369,86,-0.2150,69,-0.5125,131,0.48513,130,0.53730
ENSG00000164332,UBLCP1,10,-2.7662,23,-1.5718,35,-0.9542,113,0.89887,89,0.50938,91,0.70231,55,-0.2576,67,0.05715,56,-0.2486
ENSG00000170214,ADRA1B,0,-5.0509,9,-1.6243,32,0.34401,35,0.44797,20,-0.3827,26,-3.5917,75,1.77284,38,0.58935,13,-1.1568
ENSG00000113312,TTC1,145,0.56675,69,-0.6056,99,-0.0464,123,0.29770,76,-0.4558,104,0.03889,103,0.02136,89,-0.2084,103,0.02273
ENSG00000170234,PWWP2A,22,0.21736,28,0.61096,7,-1.3792,21,0.16050,31,0.77106,22,0.23343,9,-1.0671,21,0.17372,12,-0.7534
ENSG00000170231,FABP6,0,-4.3287,4,-1.7761,17,0.15334,13,-0.3075,8,-1.0191,39,2.22307,21,0.47333,1,-3.2891,3,-2.4057
ENSG00000164609,SLU7,52,-0.7993,67,-0.4204,62,-0.5179,118,0.47377,111,0.37408,107,0.39526,81,-0.1259,69,-0.3622,85,-0.0509
ENSG00000145864,GABRB2,211,-0.0587,41,-2.5051,104,-1.1453,318,0.59645,379,0.88808,181,-0.3567,342,0.71249,202,-0.1252,245,0.19688
ENSG00000022355,GABRA1,79,-1.9265,39,-2.9538,194,-0.5833,499,0.92001,379,0.46305,280,-0.0213,470,0.81671,183,-0.6760,358,0.41587
ENSG00000113327,GABRG2,113,-0.5842,15,-3.5639,84,-1.0430,289,0.90827,177,0.10372,178,0.14787,232,0.53956,172,0.05892,184,0.18531
ENSG00000113328,CCNG1,49,1.43742,32,0.69906,17,-0.2362,22,0.13397,10,-1.0234,22,0.16150,20,-0.0154,9,-1.1202,9,-1.3144
ENSG00000170584,NUDCD2,14,-1.3866,53,0.60596,33,-0.1144,29,-0.3116,26,-0.4830,39,0.15292,49,0.47554,46,0.39492,32,-0.1955
ENSG00000038274,MAT2B,11,-2.7328,55,-0.4174,40,-0.8702,78,0.14518,48,-0.6066,95,0.57697,101,0.54255,72,0.00720,84,0.27610
ENSG00000145934,TENM2,1,-5.1399,6,-3.4132,35,-0.8118,89,0.65583,100,0.85814,48,-0.3582,56,-0.0897,106,0.94750,84,0.64884
ENSG00000113645,WWC1,17,-1.1103,24,-0.5632,52,0.62389,28,-0.3496,49,0.52087,33,-0.1143,30,-0.2577,52,0.62350,35,0.01199
ENSG00000113643,RARS,7,-2.2864,32,-0.1302,30,-0.2441,69,1.10528,39,0.17934,33,-0.1288,44,0.35462,28,-0.3184,36,0.04548
ENSG00000188573,FBLL1,22,-1.7838,21,-1.8363,56,-0.3595,88,0.33715,55,-0.3922,95,0.58499,68,-0.0653,84,0.26990,87,0.35273
ENSG00000120137,PANK3,101,0.65663,29,-1.2580,31,-1.1625,88,0.44635,109,0.78150,72,0.13868,74,0.15375,42,-0.6931,56,-0.2956
ENSG00000184347,SLIT3,11,-2.0062,20,-1.1355,18,-1.3016,84,1.09721,56,0.41088,61,0.72847,36,-0.2889,27,-0.6947,40,-0.1392
ENSG00000182132,KCNIP1,5,-2.2721,28,0.13241,43,0.82638,4,-2.5147,11,-1.2837,21,-0.3352,86,2.05098,23,-0.2045,22,-0.2416
ENSG00000181163,NPM1,535,1.47321,259,0.25026,130,-0.8122,209,-0.0837,137,-0.7328,166,-0.5285,237,0.11368,164,-0.4567,240,0.14802
ENSG00000072803,FBXW11,13,-3.0506,56,-0.9441,100,-0.0472,173,0.83265,140,0.48473,108,0.07530,89,-0.2295,82,-0.3651,132,0.43783
ENSG00000168246,UBTD2,0,-4.1858,16,0.16277,16,0.17505,16,0.18179,24,0.81908,13,-0.1337,18,0.39629,15,0.07320,13,-0.1726
ENSG00000214357,NEURL1B,12,-0.8636,13,-0.7438,23,0.13000,32,0.61130,41,1.06241,24,0.23933,8,-1.3886,8,-1.4905,23,0.15060
ENSG00000120129,DUSP1,114,0.48385,498,3.41725,22,-2.0072,26,-1.7361,44,-0.9715,44,-1.1506,43,-1.0047,27,-1.6769,50,-0.8479
ENSG00000113719,ERGIC1,10,-2.0419,36,-0.2114,30,-0.4506,62,0.65962,84,1.17135,46,0.22119,32,-0.3832,32,-0.3868,34,-0.3246
ENSG00000037241,RPL26L1,129,1.45278,27,-1.0383,46,-0.2501,45,-0.2847,21,-1.3802,36,-0.7203,78,0.60388,75,0.53631,57,0.11470
ENSG00000113732,ATP6V0E1,55,-0.0321,159,1.75268,57,0.01891,31,-0.9053,24,-1.2589,52,-0.1303,59,0.08011,58,0.05271,37,-0.7041
ENSG00000164463,CREBRF,89,1.49912,32,-0.1666,17,-1.1121,29,-0.3398,40,0.15644,47,0.51938,31,-0.2143,18,-1.0374,18,-1.1460
ENSG00000145919,BOD1,34,-0.3217,46,0.11390,35,-0.2919,37,-0.2134,47,0.17435,41,-0.0492,43,0.02511,77,0.95564,33,-0.4264
ENSG00000113742,CPEB4,88,0.03187,39,-1.2034,58,-0.6091,94,0.13619,137,0.74125,84,-0.0590,110,0.37587,99,0.21201,80,-0.1269
ENSG00000170091,NSG2,335,-0.7211,55,-3.3839,326,-0.7645,916,0.87220,742,0.52312,527,-0.0277,461,-0.2300,831,0.71129,584,0.15564
ENSG00000249306,LINC01411,0,-4.4380,206,10.6044,0,-9.7410,0,-8.8572,0,-8.4387,0,-8.3162,0,-7.9842,0,-8.3611,0,-8.3913
ENSG00000184845,DRD1,0,-4.4330,4,-2.1638,5,-1.7848,10,-0.8394,30,0.91517,42,2.22371,4,-1.9725,10,-0.8183,7,-1.3036
ENSG00000164466,SFXN1,155,1.47412,24,-1.4874,47,-0.4791,51,-0.3597,72,0.18181,66,0.06993,89,0.53330,52,-0.3125,39,-0.8095
ENSG00000113749,HRH2,0,-4.7300,5,-2.0335,16,-0.4100,33,0.71845,37,0.90995,22,0.08349,9,-1.2239,48,1.36718,18,-0.2220
ENSG00000145920,CPLX2,377,-0.6502,250,-1.2701,899,0.72256,506,-0.1963,652,0.20174,271,-1.3156,533,-0.1174,1535,1.65513,663,0.25145
ENSG00000051596,THOC3,46,0.12855,10,-2.0777,36,-0.2589,53,0.34151,22,-1.0170,16,-1.6503,31,-0.5056,95,1.32883,84,1.29729
ENSG00000122203,KIAA1191,123,-0.0078,74,-0.7824,121,-0.0292,158,0.38315,114,-0.1298,133,0.13942,164,0.44275,105,-0.2519,114,-0.1477
ENSG00000175414,ARL10,27,-0.2967,13,-1.4017,22,-0.6066,42,0.38356,61,0.99875,36,0.19391,12,-1.5555,55,0.82556,27,-0.3339
ENSG00000048162,NOP16,0,-4.5997,9,-1.1330,15,-0.3487,24,0.35896,17,-0.1454,18,-0.0664,23,0.31838,21,0.18373,31,0.90595
ENSG00000146066,HIGD2A,201,0.66143,209,0.72513,123,-0.1167,93,-0.5515,84,-0.6979,117,-0.2388,123,-0.1177,96,-0.5021,157,0.29413
ENSG00000175416,CLTB,200,-0.1140,106,-1.0818,163,-0.4269,221,0.04522,202,-0.0964,215,0.00072,246,0.21466,260,0.29945,268,0.39060
ENSG00000113194,FAF2,14,-0.9445,13,-1.0903,24,-0.1080,30,0.20035,19,-0.4745,33,0.50206,36,0.49324,27,0.04918,25,-0.0696
ENSG00000146083,RNF44,44,-0.5266,33,-0.9478,56,-0.1403,63,0.03048,66,0.11395,76,0.39929,86,0.53267,66,0.09573,50,-0.3607
ENSG00000169258,GPRIN1,18,-1.5570,12,-2.2033,43,-0.3036,76,0.61573,66,0.37914,42,-0.3960,59,0.19941,77,0.62603,73,0.61431
ENSG00000074317,SNCB,491,-0.2071,61,-3.3012,359,-0.6864,604,0.11855,922,0.80620,673,0.36549,667,0.27680,500,-0.1789,549,-0.0338
ENSG00000048140,TSPAN17,0,-5.7122,16,-1.4131,35,-0.2535,46,0.17754,57,0.51971,46,0.21326,32,-0.3770,71,0.87952,49,0.30783
ENSG00000113763,UNC5A,12,-2.3607,7,-3.1372,41,-0.5164,79,0.48354,77,0.45246,50,-0.2900,34,-0.8207,104,0.94353,97,0.93946
ENSG00000113761,ZNF346,21,0.59060,10,-0.4912,15,0.10124,22,0.65037,19,0.46883,12,-0.3828,11,-0.3504,13,-0.1944,13,-0.1849
ENSG00000165671,NSD1,48,1.25149,24,0.13539,13,-0.7929,35,0.72848,13,-0.7838,26,0.26209,10,-1.1247,25,0.14685,11,-1.1378
ENSG00000169228,RAB24,10,-0.5586,2,-2.6690,12,-0.2725,21,0.62351,19,0.46554,9,-0.7915,20,0.54690,26,0.94310,17,0.28463
ENSG00000169230,PRELID1,52,-1.0332,110,0.11429,102,-0.0054,114,0.16204,59,-0.8501,108,0.09984,110,0.10843,96,-0.1009,132,0.44419
ENSG00000169223,LMAN2,188,1.73885,65,-0.0530,37,-0.9031,48,-0.5191,79,0.26558,49,-0.5711,57,-0.2605,58,-0.2169,63,-0.1159
ENSG00000169220,RGS14,3,-4.0031,18,-1.3491,53,0.30208,59,0.46454,26,-0.8016,15,-1.8334,34,-0.3816,97,1.28810,97,1.52719
ENSG00000131187,F12,0,-4.9569,5,-2.1539,8,-1.5507,32,0.42472,32,0.41396,44,1.26969,12,-1.0152,20,-0.3309,25,0.07632
ENSG00000198055,GRK6,0,-4.9043,11,-1.2678,25,-0.0986,27,0.02072,29,0.15249,39,0.79098,29,0.12776,28,0.05558,26,-0.0313
ENSG00000131188,PRR7,16,-1.5280,20,-1.2091,61,0.50856,73,0.80724,35,-0.3814,17,-1.5981,40,-0.1584,73,0.79647,81,1.12516
ENSG00000113758,DBN1,18,-1.8478,37,-0.7516,52,-0.2299,116,1.05270,64,0.09073,49,-0.3813,52,-0.2513,84,0.51302,79,0.45973
ENSG00000196923,PDLIM7,0,-4.5477,37,1.16304,10,-0.9287,23,0.33521,34,0.97943,26,0.69526,18,-0.0295,6,-1.5719,7,-1.5356
