Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000111678,C12orf57,16,-4.4568,239,-0.5521,210,-0.7764,505,1.46481
ENSG00000139182,CLSTN3,16,-3.5476,604,3.53715,164,-0.1139,4,-6.0171
ENSG00000175899,A2M,16,-5.9821,204,-2.4831,134,-3.1191,1933,3.79855
ENSG00000139112,GABARAPL1,16,-3.9231,698,2.88124,96,-1.4725,113,-1.4995
ENSG00000178878,APOLD1,16,-5.1974,204,-1.6525,125,-2.4075,1056,2.96738
ENSG00000273079,GRIN2B,16,-3.4376,586,3.84673,122,-0.5077,6,-5.5368
ENSG00000048540,LMO3,16,-5.4583,2742,5.64357,145,-2.4563,19,-5.9115
ENSG00000084453,SLCO1A2,379,0.90346,204,-0.1587,34,-3.0055,286,0.74237
ENSG00000111716,LDHB,16,-4.5279,284,-0.3409,960,2.52660,145,-1.7846
ENSG00000139116,KIF21A,16,-3.5054,508,2.80236,177,0.08270,34,-2.9996
ENSG00000018236,CNTN1,16,-4.2222,841,2.84784,358,0.49484,20,-4.5319
ENSG00000139168,ZCRB1,16,-3.6051,250,0.62792,129,-0.6091,215,0.47084
ENSG00000134294,SLC38A2,16,-3.9279,338,0.79252,95,-1.4764,289,0.71494
ENSG00000211584,SLC48A1,16,-3.7670,204,0.00811,232,0.25580,234,0.39892
ENSG00000134287,ARF3,16,-4.3029,755,2.22296,260,-0.2219,148,-1.4589
ENSG00000181418,DDN,16,-3.2361,204,0.72826,413,2.70388,4,-5.7054
ENSG00000123416,TUBA1B,416,-2.3405,4787,2.11668,1034,-1.0726,1310,-0.8804
ENSG00000167552,TUBA1A,23,-6.1849,1761,0.30786,608,-1.5249,2179,1.19409
ENSG00000139644,TMBIM6,16,-5.1537,436,-0.3475,576,0.16466,678,0.73181
ENSG00000135472,FAIM2,38,-4.0475,1541,2.41313,576,0.02845,208,-2.0343
ENSG00000066084,DIP2B,16,-3.2340,204,0.73181,58,-1.4918,181,0.74544
ENSG00000185432,METTL7A,16,-3.6203,204,0.19869,441,2.00302,86,-1.5969
ENSG00000183283,DAZAP2,16,-3.7975,204,-0.0296,219,0.10283,250,0.53942
ENSG00000196876,SCN8A,16,-3.3942,505,3.12807,177,0.22262,8,-5.0173
ENSG00000063046,EIF4B,16,-5.0343,386,-0.4127,182,-1.6533,805,1.80284
ENSG00000167778,SPRYD3,16,-3.9302,734,3.15514,148,-0.7552,66,-2.4311
ENSG00000123349,PFDN5,16,-6.1242,412,-1.5548,487,-1.2866,1871,2.36510
ENSG00000197111,PCBP2,16,-4.7212,379,-0.0604,287,-0.5510,544,1.01005
ENSG00000135390,ATP5MC2,16,-4.5492,370,0.11559,244,-0.6309,472,0.92221
ENSG00000135486,HNRNPA1,16,-5.7634,468,-0.9463,331,-1.5033,1408,2.12302
ENSG00000135441,BLOC1S1,16,-4.6121,302,-0.3355,202,-1.0151,561,1.45236
ENSG00000135404,CD63,16,-5.5109,326,-1.2511,407,-0.8878,1150,1.95612
ENSG00000111540,RAB5B,16,-3.5739,204,0.25978,217,0.38449,185,0.10841
ENSG00000197728,RPS26,1136,-0.4482,458,-1.9776,756,-1.1828,2494,1.80593
ENSG00000065361,ERBB3,16,-3.6307,204,0.18511,46,-2.2685,286,1.46848
ENSG00000229117,RPL41,88,-5.6817,2772,-0.6729,2941,-0.5711,6240,1.43805
ENSG00000196465,MYL6B,16,-3.3209,257,1.11150,197,0.53559,105,-0.8116
ENSG00000092841,MYL6,560,-0.4558,260,-1.7665,424,-0.9827,1196,1.63261
ENSG00000110955,ATP5F1B,16,-4.9484,927,1.51550,518,0.23134,304,-0.9335
ENSG00000110958,PTGES3,16,-4.3369,551,1.26785,271,-0.1852,260,-0.3511
ENSG00000196531,NACA,58,-3.9541,435,-1.0796,407,-1.1876,1391,1.99651
ENSG00000123384,LRP1,16,-4.0774,349,0.64229,477,1.35363,148,-1.1704
ENSG00000155980,KIF5A,16,-5.0493,498,0.02581,455,-0.1395,624,0.69892
ENSG00000135439,AGAP2,16,-3.5451,564,3.15856,203,0.28910,4,-6.0144
ENSG00000135643,KCNMB4,16,-4.2215,456,1.00931,70,-2.2578,357,0.73939
ENSG00000187109,NAP1L1,16,-5.2757,372,-0.7664,345,-0.8920,930,1.68132
ENSG00000067715,SYT1,16,-4.9809,1565,3.32951,504,0.13774,15,-5.7007
ENSG00000058272,PPP1R12A,16,-3.5065,445,2.28731,165,-0.0443,72,-1.7723
ENSG00000070961,ATP2B1,16,-4.8195,1500,3.75886,305,-0.5666,37,-4.2892
ENSG00000075415,SLC25A3,16,-3.9083,296,0.54481,249,0.20104,226,0.03428
ENSG00000185046,ANKS1B,16,-3.9888,508,1.67935,166,-0.6260,190,-0.5197
ENSG00000166598,HSP90B1,16,-4.7401,560,0.67415,291,-0.5562,464,0.43455
ENSG00000074590,NUAK1,16,-3.7866,563,2.44064,77,-1.6514,138,-0.9029
ENSG00000174437,ATP2A2,16,-4.0326,577,1.96036,198,-0.3761,156,-1.0014
ENSG00000111275,ALDH2,16,-3.7516,204,0.02716,615,2.89056,38,-3.0886
ENSG00000089009,RPL6,1412,0.37351,204,-2.7664,534,-1.2768,1810,1.64790
ENSG00000179295,PTPN11,16,-3.8749,297,0.60119,168,-0.4692,255,0.42644
ENSG00000089169,RPH3A,16,-3.5527,586,3.33308,144,-0.3497,25,-3.5461
ENSG00000176871,WSB2,16,-3.7851,422,1.55669,163,-0.4143,165,-0.5219
ENSG00000089220,PEBP1,31,-5.0480,1311,0.67134,970,0.07520,948,0.04495
ENSG00000089157,RPLP0,16,-5.2866,216,-1.6557,439,-0.4950,970,1.86953
ENSG00000111775,COX6A1,16,-6.0549,319,-1.8807,1392,0.68032,1356,0.97979
ENSG00000088986,DYNLL1,16,-5.1083,980,1.37316,347,-0.6874,484,-0.1414
ENSG00000130787,HIP1R,16,-3.5917,204,0.23639,226,0.44127,185,0.08133
ENSG00000182196,ARL6IP4,16,-4.1007,204,-0.4050,281,0.18025,328,0.73281
ENSG00000111328,CDK2AP1,16,-4.6117,245,-0.6963,264,-0.5685,558,1.43255
ENSG00000119242,CCDC92,16,-4.1156,832,3.14386,174,-0.6888,73,-2.4730
ENSG00000179195,ZNF664,16,-5.0986,1868,3.94259,67,-3.2323,174,-2.1549
ENSG00000073060,SCARB1,16,-4.3056,206,-0.6267,163,-1.0243,473,1.64467
ENSG00000150991,UBC,16,-6.2982,560,-1.2560,1043,-0.2037,1817,1.49516
ENSG00000132341,RAN,16,-3.7418,505,2.17084,133,-0.7087,125,-1.0457
ENSG00000196199,MPHOSPH8,16,-3.5654,406,1.86734,163,-0.1423,108,-1.0873
ENSG00000150459,SAP18,249,-0.7822,617,0.81830,201,-1.2206,450,0.25274
ENSG00000165566,AMER2,146,-0.8414,269,0.14633,165,-0.7278,307,0.59632
ENSG00000132970,WASF3,16,-3.3788,284,1.26085,256,1.01493,75,-1.5406
ENSG00000122026,RPL21,1093,-1.3011,626,-2.2852,1385,-1.0349,4380,2.09778
ENSG00000102755,FLT1,16,-4.8085,204,-1.2239,122,-2.0302,769,2.52132
ENSG00000132963,POMP,16,-3.3406,204,0.57905,187,0.40197,141,-0.1756
ENSG00000122042,UBL3,16,-4.0418,606,2.09120,122,-1.2011,183,-0.6808
ENSG00000189403,HMGB1,16,-5.2294,400,-0.5853,492,-0.2244,802,1.15337
ENSG00000133083,DCLK1,16,-3.9926,787,3.29565,138,-0.9444,67,-2.4760
ENSG00000102760,RGCC,16,-4.1882,204,-0.5100,345,0.46523,331,0.57195
ENSG00000023516,AKAP11,16,-3.7293,520,2.29798,109,-1.0228,126,-1.0179
ENSG00000102804,TSC22D1,16,-5.4339,567,-0.2215,683,0.11873,812,0.69053
ENSG00000133112,TPT1,2239,-0.5359,608,-2.6654,1151,-1.6851,5615,2.28559
ENSG00000123200,ZC3H13,16,-3.9731,365,0.89257,99,-1.4601,290,0.61982
ENSG00000136156,ITM2B,16,-5.9073,600,-0.6950,888,-0.0014,1252,1.06420
ENSG00000184226,PCDH9,16,-4.8735,532,0.38733,344,-0.4201,536,0.59834
ENSG00000188243,COMMD6,16,-3.9273,286,0.44609,149,-0.7399,288,0.70261
ENSG00000139737,SLAIN1,16,-4.0422,306,0.42594,126,-1.1465,331,0.91161
ENSG00000139746,RBM26,16,-3.4324,328,1.52981,159,-0.0204,115,-0.7873
ENSG00000139793,MBNL2,16,-4.1262,297,0.25568,97,-1.6491,383,1.24715
ENSG00000134884,ARGLU1,16,-3.7214,204,0.06705,192,-0.0468,240,0.57414
ENSG00000185950,IRS2,16,-3.7801,496,2.02992,230,0.21967,93,-1.6525
ENSG00000102606,ARHGEF7,528,1.30487,637,2.20878,120,-1.2484,49,-3.0591
ENSG00000185896,LAMP1,16,-4.4182,310,-0.0458,214,-0.6944,449,1.07339
ENSG00000129538,RNASE1,16,-5.4871,238,-1.7208,162,-2.3197,1292,2.98110
ENSG00000165795,NDRG2,16,-6.4432,285,-2.4636,3026,1.93296,1240,-0.0990
ENSG00000092199,HNRNPC,16,-4.5552,450,0.48796,269,-0.4639,422,0.53607
ENSG00000100836,PABPN1,16,-3.5620,445,2.15981,177,0.00955,81,-1.6300
ENSG00000092096,SLC22A17,16,-4.5156,872,2.21445,408,0.34720,120,-2.0928
ENSG00000129559,NEDD8,16,-4.3800,335,0.14883,190,-0.8533,430,1.00938
ENSG00000139910,NOVA1,16,-3.9050,495,1.76530,227,0.03193,137,-1.0915
ENSG00000100852,ARHGAP5,16,-3.4878,204,0.37571,208,0.41379,167,-0.0093
ENSG00000129515,SNX6,16,-3.5322,271,0.90891,57,-1.8354,220,0.70521
ENSG00000165410,CFL2,16,-4.0989,228,-0.2024,34,-3.2002,438,2.01425
ENSG00000213741,RPS29,1405,-1.2563,497,-2.9691,1468,-1.3010,5733,2.42485
ENSG00000165502,RPL36AL,1563,1.65501,291,-1.2776,219,-1.7288,737,0.51122
ENSG00000165525,NEMF,16,-3.2516,204,0.70553,144,0.02400,142,-0.0020
ENSG00000282885,AL627171.2,16,-5.5710,1449,1.55638,473,-0.7046,621,-0.3137
ENSG00000197045,GMFB,16,-4.1533,675,2.19531,198,-0.5127,154,-1.1918
ENSG00000126777,KTN1,16,-4.1545,299,0.22743,173,-0.7476,356,0.88861
ENSG00000139970,RTN1,16,-4.9404,1512,3.29385,380,-0.3279,75,-3.3330
ENSG00000126803,HSPA2,550,0.81557,220,-0.7567,78,-2.3871,475,1.04811
ENSG00000054690,PLEKHH1,16,-4.2358,204,-0.5628,35,-3.3021,506,2.35085
ENSG00000100568,VTI1B,16,-3.8948,222,0.00850,134,-0.8817,316,1.11568
ENSG00000072042,RDH11,16,-4.2012,491,1.21693,145,-1.0981,293,0.18568
ENSG00000100650,SRSF5,451,1.19532,204,-0.1825,161,-0.5956,211,-0.1595
ENSG00000198732,SMOC1,16,-3.2353,204,0.72942,219,0.88162,101,-0.7616
ENSG00000119707,RBM25,16,-3.7314,204,0.05426,144,-0.5635,267,0.90615
ENSG00000170348,TMED10,16,-4.4095,275,-0.2538,234,-0.5342,452,1.12748
ENSG00000119705,SLIRP,16,-3.6550,287,0.84711,154,-0.3576,198,0.13908
ENSG00000021645,NRXN3,16,-3.1945,204,0.78981,307,1.79853,48,-2.0982
ENSG00000198668,CALM1,16,-6.8597,3932,1.85466,1828,0.11484,984,-1.2290
ENSG00000183648,NDUFB1,16,-4.0018,262,0.17528,219,-0.1533,292,0.57615
ENSG00000100605,ITPK1,16,-4.4473,473,0.74696,259,-0.4024,359,0.27840
ENSG00000089737,DDX24,16,-3.9758,526,1.80127,174,-0.5302,173,-0.7127
ENSG00000165949,IFI27,16,-6.5236,206,-3.0382,241,-2.8030,2837,3.96113
ENSG00000119632,IFI27L2,16,-3.4914,204,0.37056,179,0.12479,182,0.21644
ENSG00000227051,C14orf132,16,-3.0306,204,1.03787,230,1.32613,54,-1.6977
ENSG00000036530,CYP46A1,16,-3.8197,737,3.61672,183,-0.2552,9,-5.2885
ENSG00000196405,EVL,16,-4.6052,922,2.19233,322,-0.2121,187,-1.4153
ENSG00000214548,MEG3,16,-6.1494,3367,3.11116,1284,0.38289,35,-5.7060
ENSG00000078304,PPP2R5C,16,-3.7663,204,0.00990,188,-0.1370,256,0.67713
ENSG00000197102,DYNC1H1,16,-4.4259,649,1.52476,263,-0.3472,258,-0.5104
ENSG00000080824,HSP90AA1,21,-7.3648,5795,1.22208,3890,0.36096,2397,-0.6941
ENSG00000198752,CDC42BPB,16,-3.5561,489,2.50244,167,-0.0912,63,-2.0722
ENSG00000100664,EIF5,16,-4.1180,409,0.92494,292,0.22888,227,-0.3214
ENSG00000166165,CKB,16,-5.8696,781,-0.1882,2389,2.46834,360,-1.8192
ENSG00000126214,KLC1,16,-5.0819,1400,2.50724,379,-0.5018,237,-1.5941
ENSG00000156411,ATP5MPL,16,-4.6837,442,0.27664,370,-0.0580,449,0.45302
ENSG00000203485,INF2,16,-4.1929,204,-0.5154,273,0.00816,369,0.92752
ENSG00000179364,PACS2,16,-4.0861,425,1.06054,145,-0.9636,280,0.27294
ENSG00000182809,CRIP2,16,-4.8014,364,-0.2334,234,-0.9872,628,1.37015
ENSG00000128739,SNRPN,16,-5.6770,2482,3.21959,430,-0.9865,247,-2.2419
ENSG00000224078,SNHG14,16,-4.5676,959,2.42150,330,-0.1206,144,-1.8481
ENSG00000034053,APBA2,16,-3.5490,508,2.67348,117,-0.7102,76,-1.7233
ENSG00000104067,TJP1,16,-3.6914,204,0.10605,116,-0.8889,269,1.03780
ENSG00000140319,SRP14,16,-4.9966,204,-1.4322,516,0.15981,702,1.26864
ENSG00000247556,OIP5-AS1,16,-4.2398,328,0.29579,406,0.72907,261,-0.1889
ENSG00000137815,RTF1,16,-3.8191,424,1.50797,185,-0.2315,164,-0.5889
ENSG00000092445,TYRO3,16,-3.9967,562,1.95134,181,-0.4868,159,-0.9146
ENSG00000166963,MAP1A,199,-1.7368,824,0.57388,1057,1.11781,390,-1.0211
ENSG00000140264,SERF2,2082,0.89959,422,-1.7832,772,-0.8072,1635,0.87030
ENSG00000166710,B2M,74,-5.0211,524,-2.3228,637,-2.0217,4250,3.14794
ENSG00000171766,GATM,16,-3.9512,337,0.75144,311,0.58713,190,-0.4651
ENSG00000255302,EID1,16,-4.6077,510,0.67289,180,-1.1948,465,0.73435
ENSG00000138593,SECISBP2L,16,-4.0629,341,0.61691,107,-1.4227,331,0.85653
ENSG00000104112,SCG3,16,-4.0145,432,1.21578,609,2.16754,16,-4.6284
ENSG00000128872,TMOD2,16,-3.3724,332,1.67697,268,1.12823,44,-2.4695
ENSG00000128989,ARPP19,17,-6.4766,4364,3.16635,922,-0.6715,385,-2.4591
ENSG00000180304,OAZ2,16,-3.4392,300,1.29522,128,-0.4259,146,-0.2566
ENSG00000174444,RPL4,233,-2.9114,469,-2.0231,580,-1.6944,2993,2.68084
ENSG00000140350,ANP32A,16,-3.5460,363,1.59356,120,-0.6550,146,-0.4285
ENSG00000137818,RPLP1,1437,-1.5230,2916,-0.4883,2101,-1.0414,5750,1.32552
ENSG00000067225,PKM,16,-5.5024,1061,0.92064,800,0.33345,577,-0.3749
ENSG00000156642,NPTN,16,-4.0240,874,3.81524,163,-0.6968,22,-4.2021
ENSG00000198794,SCAMP5,16,-4.3308,911,2.86868,334,0.20905,46,-3.4207
ENSG00000117906,RCN2,16,-3.2565,369,2.23797,185,0.49607,40,-2.4749
ENSG00000140391,TSPAN3,16,-4.3045,322,0.17461,603,1.54994,194,-0.9394
ENSG00000169783,LINGO1,16,-3.5565,411,1.91732,329,1.31903,21,-3.8014
ENSG00000185787,MORF4L1,514,-0.7799,2462,2.69599,463,-1.0358,304,-2.0646
ENSG00000172379,ARNT2,16,-3.8214,473,1.79983,309,0.76120,78,-2.0040
ENSG00000182774,RPS17,16,-5.9187,239,-2.1761,567,-0.8036,1609,2.30232
ENSG00000166503,HDGFL3,16,-3.5057,426,2.14203,86,-1.1717,121,-0.7733
ENSG00000140600,SH3GL3,16,-3.4349,382,1.95418,54,-1.8106,141,-0.3365
ENSG00000140526,ABHD2,16,-3.1752,261,1.39106,243,1.22073,48,-2.0890
ENSG00000182054,IDH2,16,-3.2167,204,0.75567,207,0.79174,103,-0.6972
ENSG00000182768,NGRN,16,-3.7141,303,0.88061,345,1.17008,112,-1.2284
ENSG00000185518,SV2B,16,-3.7949,818,4.64692,89,-1.4226,8,-5.5027
ENSG00000272888,LINC01578,16,-5.2542,2055,3.86723,122,-2.4988,181,-2.2724
ENSG00000173575,CHD2,16,-3.1525,204,0.85087,143,0.13403,122,-0.2188
ENSG00000188536,HBA2,316682,7.13620,204,-7.8693,223,-7.7373,4288,-3.8884
ENSG00000206172,HBA1,162212,6.98061,224,-6.7718,125,-7.6158,2393,-3.7667
ENSG00000242173,ARHGDIG,16,-3.7803,415,1.51816,302,0.76712,98,-1.5570
ENSG00000086504,MRPL28,16,-3.6341,455,2.06994,152,-0.3509,109,-1.1748
ENSG00000130731,METTL26,16,-3.7974,332,0.95119,186,-0.1992,203,-0.0495
ENSG00000103266,STUB1,16,-3.6205,318,1.13615,255,0.64464,122,-0.9319
ENSG00000127585,FBXL16,16,-3.7588,597,2.74602,283,0.66627,9,-5.1705
ENSG00000103260,METRN,16,-4.7944,209,-1.1673,969,1.93534,334,-0.5050
ENSG00000260807,AC009041.2,16,-3.8063,408,1.43152,146,-0.6308,187,-0.2622
ENSG00000005513,SOX8,16,-4.2725,216,-0.5051,274,-0.0843,397,0.98981
ENSG00000007516,BAIAP3,16,-3.7511,728,3.86045,140,-0.6393,13,-4.6940
ENSG00000103249,CLCN7,16,-3.4758,204,0.39125,210,0.44996,163,-0.0518
ENSG00000138834,MAPK8IP3,16,-4.4185,871,2.44432,271,-0.2854,140,-1.7174
ENSG00000103024,NME3,16,-3.5495,404,1.88777,175,0.00328,99,-1.2408
ENSG00000140990,NDUFB10,16,-4.0575,283,0.25522,173,-0.6304,325,0.80208
ENSG00000140988,RPS2,522,-2.4271,5335,1.59874,876,-1.7925,2514,-0.0425
ENSG00000065054,SLC9A3R2,16,-3.7808,291,0.69462,111,-1.0559,255,0.63456
ENSG00000008710,PKD1,16,-3.7777,639,2.99068,216,0.10697,28,-3.6126
ENSG00000167971,CASKIN1,16,-3.1458,260,1.43654,282,1.65140,22,-3.2619
ENSG00000205937,RNPS1,921,2.12606,441,0.83881,126,-1.4125,138,-1.5734
ENSG00000185883,ATP6V0C,16,-5.2693,1364,1.97828,633,0.19237,284,-1.4951
ENSG00000167978,SRRM2,16,-3.9808,389,1.02638,263,0.21322,198,-0.4122
ENSG00000103363,ELOB,1242,1.14467,417,-0.7487,447,-0.6297,692,0.21958
ENSG00000103145,HCFC1R1,16,-4.0927,552,1.70709,212,-0.3276,185,-0.7348
ENSG00000089486,CDIP1,16,-4.2896,779,2.36352,366,0.44225,77,-2.5689
ENSG00000067836,ROGDI,16,-3.8561,351,0.98491,76,-1.7384,267,0.61929
ENSG00000184602,SNN,16,-3.3186,402,2.38131,161,0.14437,50,-2.1866
ENSG00000166780,BMERB1,16,-3.9788,818,3.57804,161,-0.6700,35,-3.4880
ENSG00000134419,RPS15A,635,-1.0618,343,-2.1344,639,-1.1547,2160,2.05436
ENSG00000170540,ARL6IP1,16,-5.7110,2824,3.88145,467,-0.8867,97,-3.7620
ENSG00000167191,GPRC5B,16,-5.3207,246,-1.4921,520,-0.2364,946,1.61017
ENSG00000166501,PRKCB,16,-5.4930,1668,2.12574,951,0.69685,189,-2.4755
ENSG00000178952,TUFM,400,0.90925,364,0.88751,189,-0.3834,149,-1.0092
ENSG00000103495,MAZ,16,-3.9354,422,1.29091,165,-0.5682,215,-0.1503
ENSG00000167371,PRRT2,16,-4.1781,910,3.39950,216,-0.3948,38,-3.5558
ENSG00000174938,SEZ6L2,16,-4.3801,1021,3.26393,239,-0.4583,61,-3.0348
ENSG00000174939,ASPHD1,16,-3.6691,299,0.91681,99,-1.1226,223,0.45982
ENSG00000149932,TMEM219,126,-1.0714,392,0.91051,205,-0.3556,231,-0.1917
ENSG00000090238,YPEL3,16,-4.5139,711,1.60723,256,-0.5052,276,-0.4980
ENSG00000102882,MAPK3,16,-3.6462,247,0.54687,349,1.31108,118,-1.0349
ENSG00000099365,STX1B,16,-3.7818,601,2.70928,203,-0.0150,55,-2.5639
ENSG00000089280,FUS,25,-3.0749,378,1.37533,143,-0.5703,176,-0.2731
ENSG00000069329,VPS35,16,-3.3834,421,2.39020,169,0.15656,51,-2.2151
ENSG00000087258,GNAO1,16,-5.0403,1256,2.22369,586,0.34874,173,-2.0942
ENSG00000087250,MT3,16,-7.7110,736,-2.3613,9508,2.89359,1866,-1.1356
ENSG00000125148,MT2A,885,-1.8097,269,-3.7360,1527,-1.0839,5308,2.56701
ENSG00000169715,MT1E,16,-5.8574,204,-2.3580,993,0.27529,1330,1.46360
ENSG00000205364,MT1M,16,-4.8753,204,-1.2983,477,0.17074,635,1.20445
ENSG00000125144,MT1G,16,-3.3992,204,0.49680,440,2.50914,29,-3.1686
ENSG00000187193,MT1X,194,-1.8642,207,-1.9040,717,0.18696,950,1.21789
ENSG00000102934,PLLP,16,-4.5327,204,-0.9117,140,-1.5203,597,2.08313
ENSG00000006210,CX3CL1,16,-3.9716,583,2.12361,154,-0.7282,152,-0.9669
ENSG00000205336,ADGRG1,16,-3.7884,204,-0.0179,579,2.54085,67,-2.2202
ENSG00000103034,NDRG4,16,-4.7485,1189,2.77219,535,0.56772,32,-4.3944
ENSG00000135720,DYNC1LI2,16,-5.8270,2007,1.98167,219,-2.2154,775,-0.2050
ENSG00000166595,CIAO2B,16,-3.7327,239,0.36029,186,-0.1171,229,0.40180
ENSG00000159720,ATP6V0D1,16,-3.9951,542,1.84964,238,0.00352,140,-1.1702
ENSG00000132612,VPS4A,16,-3.8886,540,2.06262,161,-0.5552,141,-1.0070
ENSG00000090863,GLG1,339,0.57310,204,-0.2951,342,0.69769,182,-0.6500
ENSG00000050820,BCAR1,16,-3.5621,459,2.26242,139,-0.4235,93,-1.3752
ENSG00000034713,GABARAPL2,16,-4.6180,263,-0.5809,277,-0.4905,546,1.31481
ENSG00000166848,TERF2IP,311,0.37565,390,0.91330,343,0.63579,113,-1.6497
ENSG00000140905,GCSH,194,0.06396,251,0.57714,162,-0.2568,165,-0.3077
ENSG00000230989,HSBP1,16,-3.9598,268,0.27376,238,0.05247,264,0.36073
ENSG00000131143,COX4I1,16,-5.8241,666,-0.4148,827,-0.0268,1137,0.92066
ENSG00000140941,MAP1LC3B,16,-3.8158,320,0.84574,201,-0.0768,207,-0.0331
ENSG00000154118,JPH3,1064,2.57386,453,1.00103,194,-0.6332,33,-3.8101
ENSG00000103257,SLC7A5,16,-5.1456,236,-1.3656,201,-1.6169,959,2.42763
ENSG00000167522,ANKRD11,16,-3.3148,300,1.50380,204,0.61664,78,-1.3779
ENSG00000167526,RPL13,1585,-1.3998,3785,-0.0528,2018,-1.1345,5465,1.05072
ENSG00000258947,TUBB3,16,-4.1455,897,3.44290,248,-0.1118,16,-4.8299
ENSG00000159842,ABR,16,-3.9858,627,2.33697,296,0.43959,64,-2.5235
ENSG00000108953,YWHAE,916,0.07485,907,0.06631,825,-0.1091,874,-0.0027
ENSG00000167193,CRK,16,-3.3286,337,1.80219,146,-0.0465,92,-1.0990
ENSG00000007168,PAFAH1B1,568,0.87263,371,0.17262,165,-1.2358,352,0.10210
ENSG00000108528,SLC25A11,16,-3.5633,566,3.11603,128,-0.5639,45,-2.6198
ENSG00000108518,PFN1,16,-4.9052,365,-0.3568,198,-1.3742,715,1.64297
ENSG00000129250,KIF1C,16,-4.7564,262,-0.7515,164,-1.5086,685,1.97747
ENSG00000219200,RNASEK,16,-4.7307,365,-0.1406,341,-0.2619,530,0.88922
ENSG00000132535,DLG4,16,-3.0188,204,1.05615,226,1.30008,54,-1.6859
ENSG00000170296,GABARAP,234,-1.2422,339,-0.7520,484,-0.1291,698,0.89270
ENSG00000132507,EIF5A,16,-5.7056,2188,2.56631,181,-2.3806,551,-0.7852
ENSG00000174282,ZBTB4,16,-3.2253,320,1.85351,134,-0.0769,83,-1.1448
ENSG00000181222,POLR2A,16,-3.8992,469,1.62917,129,-0.9457,197,-0.3030
ENSG00000161960,EIF4A1,16,-4.7717,445,0.17618,280,-0.6545,546,0.89354
ENSG00000129244,ATP1B2,16,-3.9737,204,-0.2494,798,3.45649,21,-4.2597
ENSG00000183011,NAA38,496,0.73131,312,-0.0462,279,-0.2515,301,-0.1563
ENSG00000179094,PER1,16,-3.5765,417,1.92194,161,-0.1846,107,-1.1210
ENSG00000220205,VAMP2,16,-5.0390,1154,1.95481,537,0.17956,248,-1.4523
ENSG00000161970,RPL26,482,-1.9091,261,-2.9787,738,-1.3846,3124,2.65269
ENSG00000007237,GAS7,16,-4.5770,818,1.88113,157,-1.3880,306,-0.3624
ENSG00000109099,PMP22,16,-4.5813,209,-0.9289,173,-1.2315,605,1.95222
ENSG00000141027,NCOR1,16,-5.7190,2298,2.72477,258,-1.8468,474,-1.1113
ENSG00000170315,UBB,2129,1.19010,997,-0.1223,1180,0.19126,777,-0.7377
ENSG00000175061,SNHG29,16,-4.0353,204,-0.3262,335,0.61736,276,0.33406
ENSG00000133030,MPRIP,16,-4.2791,398,0.62868,249,-0.2677,322,0.29536
ENSG00000072310,SREBF1,16,-3.2876,204,0.65360,194,0.55073,125,-0.3706
ENSG00000072134,EPN2,16,-3.7904,364,1.17318,173,-0.3117,191,-0.1907
ENSG00000124422,USP22,16,-4.5049,976,2.65630,325,-0.0686,104,-2.3282
ENSG00000256618,MTRNR2L1,1134,-3.1164,1120,-3.3064,21646,2.05166,8293,-0.1704
ENSG00000109046,WSB1,16,-3.5614,257,0.74534,83,-1.2810,222,0.67260
ENSG00000109107,ALDOC,16,-5.6777,454,-0.8949,2636,3.56536,158,-2.9712
ENSG00000198242,RPL23A,16,-6.5080,353,-2.2067,821,-0.8670,2442,2.36666
ENSG00000063015,SEZ6,16,-3.5622,651,3.99780,117,-0.7169,8,-5.2098
ENSG00000108262,GIT1,16,-3.9925,400,1.07175,359,0.82767,149,-1.0369
ENSG00000126860,EVI2A,559,1.38732,204,-0.3818,21,-3.8627,314,0.63759
ENSG00000131242,RAB11FIP4,16,-4.3860,730,1.93397,273,-0.2378,193,-1.0615
ENSG00000172301,COPRS,16,-3.6320,545,2.72393,230,0.41535,25,-3.6370
ENSG00000006125,AP2B1,16,-4.3617,738,2.01844,218,-0.5973,205,-0.9101
ENSG00000275832,ARHGAP23,16,-3.9194,280,0.41615,102,-1.3455,312,0.99597
ENSG00000277363,SRCIN1,16,-3.5388,204,0.30638,165,-0.0925,202,0.41978
ENSG00000276293,PIP4K2B,16,-3.9488,598,2.25638,271,0.31406,79,-2.1504
ENSG00000125691,RPL23,16,-5.6100,319,-1.3968,420,-0.9494,1255,2.07070
ENSG00000108298,RPL19,18,-6.8053,521,-2.0883,727,-1.5680,3509,2.80229
ENSG00000171532,NEUROD2,16,-5.4376,2693,5.56820,180,-2.0993,4,-7.9086
ENSG00000131771,PPP1R1B,16,-3.1254,204,0.89269,361,2.47303,7,-4.9097
ENSG00000126351,THRA,16,-3.8151,505,2.00962,199,-0.0994,116,-1.2965
ENSG00000108349,CASC3,16,-3.4418,204,0.43799,141,-0.2500,188,0.41354
ENSG00000173812,EIF1,72,-4.2605,935,-0.5018,1109,-0.2018,1746,1.06902
ENSG00000173786,CNP,16,-6.6817,1368,-0.1932,374,-2.3028,2545,1.86199
