Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000225921,NOL7,51,-0.7273,105,0.39428,64,-0.3842,74,-0.1605,60,-0.4635,77,-0.0895,80,-0.0412,124,0.67252,78,-0.0754,94,0.22821,93,0.21353
ENSG00000010017,RANBP9,72,0.29796,55,-0.1223,55,-0.1183,82,0.49856,63,0.08346,78,0.42344,81,0.54975,43,-0.4975,27,-1.1926,37,-0.7401,41,-0.5638
ENSG00000050393,MCUR1,44,-0.0419,41,-0.1649,50,0.15815,68,0.65114,48,0.07798,23,-1.0469,55,0.33525,34,-0.4432,37,-0.3050,55,0.31065,34,-0.4326
ENSG00000180537,RNF182,17,1.04263,20,1.32024,3,-1.2782,5,-0.8560,2,-1.8644,1,-2.4515,6,-0.5348,5,-0.8512,14,0.74065,7,-0.2409,17,1.06741
ENSG00000112149,CD83,86,0.26074,100,0.50111,78,0.10974,61,-0.2852,62,-0.2659,69,-0.0786,66,-0.1618,86,0.25623,72,-0.0232,56,-0.4164,74,0.01239
ENSG00000008083,JARID2,14,-0.2202,27,0.86187,6,-1.3233,23,0.61632,10,-0.6919,18,0.18609,16,-0.0106,26,0.76680,14,-0.2134,15,-0.0957,5,-1.5197
ENSG00000047579,DTNBP1,13,-2.9371,23,-2.1667,285,1.82605,102,0.07921,145,0.63845,137,0.54632,103,0.09839,28,-1.8760,32,-1.6662,139,0.56735,57,-0.8258
ENSG00000007944,MYLIP,27,0.82414,17,0.04863,36,1.29171,7,-1.2287,25,0.69449,19,0.22277,14,-0.2977,12,-0.4244,7,-1.1944,8,-1.0909,9,-0.8084
ENSG00000124788,ATXN1,76,0.96038,52,0.31955,12,-1.8034,32,-0.4162,35,-0.2756,43,0.02456,39,-0.1136,53,0.35390,46,0.13196,29,-0.5859,49,0.23004
ENSG00000112183,RBM24,13,-0.2522,9,-0.7019,38,1.54578,12,-0.2718,36,1.43184,17,0.24203,17,0.24641,6,-1.3878,1,-3.9689,9,-0.6710,3,-2.3737
ENSG00000112186,CAP2,284,0.38027,147,-0.6413,241,0.12034,224,0.00426,350,0.72261,471,1.22745,290,0.46523,81,-1.5302,78,-1.5845,142,-0.6936,80,-1.5476
ENSG00000137414,FAM8A1,35,-0.0112,41,0.21680,20,-0.8489,24,-0.5773,43,0.30805,74,1.18568,48,0.53368,36,0.03505,20,-0.8665,12,-1.5590,24,-0.6006
ENSG00000124789,NUP153,17,-0.0148,17,-0.0281,19,0.09511,23,0.41339,20,0.19979,24,0.50160,20,0.19201,17,-0.0231,7,-1.2846,12,-0.6163,15,-0.2621
ENSG00000137177,KIF13A,20,0.56068,14,0.05516,13,-0.0642,10,-0.4162,13,-0.0376,18,0.37936,9,-0.6172,23,0.80740,18,0.37331,6,-1.0999,11,-0.3647
ENSG00000137364,TPMT,52,0.29496,44,0.04824,53,0.32580,39,-0.1381,53,0.33938,46,0.10593,36,-0.2825,38,-0.1972,43,0.00861,29,-0.5994,45,0.08246
ENSG00000165097,KDM1B,17,-0.0022,15,-0.1684,29,0.83448,21,0.26975,16,-0.0667,27,0.70046,15,-0.2173,9,-0.9646,11,-0.6832,18,0.03643,13,-0.3884
ENSG00000124795,DEK,78,0.14516,110,0.69702,55,-0.3807,51,-0.5221,59,-0.2814,44,-0.7204,53,-0.4873,129,0.96971,77,0.13593,50,-0.5443,92,0.41402
ENSG00000172201,ID4,45,-0.3856,105,0.96279,36,-0.7314,19,-1.6429,21,-1.5160,17,-1.8265,22,-1.5367,111,1.05959,133,1.37893,59,0.03467,103,0.93685
ENSG00000112242,E2F3,33,0.69308,11,-0.9739,36,0.85398,19,-0.1338,15,-0.5403,27,0.41381,22,0.10567,49,1.36411,3,-2.7077,8,-1.4660,7,-1.5159
ENSG00000124766,SOX4,42,0.87614,36,0.62264,24,-0.0306,19,-0.3792,30,0.30462,23,-0.1146,22,-0.1991,15,-0.7596,31,0.37373,10,-1.2762,20,-0.3200
ENSG00000272168,CASC15,47,1.22709,36,0.78269,15,-0.5649,24,0.09884,17,-0.3890,17,-0.3924,23,0.04768,15,-0.6201,19,-0.2164,13,-0.8319,17,-0.3946
ENSG00000152954,NRSN1,111,0.16991,127,0.38325,30,-1.8103,129,0.40186,87,-0.2095,81,-0.3252,180,1.09464,64,-0.6845,55,-0.9190,78,-0.3786,77,-0.4078
ENSG00000124532,MRS2,14,-0.4809,17,-0.1657,16,-0.2932,25,0.40598,16,-0.2846,22,0.23988,29,0.74676,21,0.14042,11,-0.7889,12,-0.6814,17,-0.1664
ENSG00000112294,ALDH5A1,61,0.06999,109,1.02814,57,-0.0282,54,-0.1197,63,0.11969,42,-0.4914,58,-0.0041,31,-0.9294,46,-0.3697,56,-0.0572,62,0.10170
ENSG00000137261,KIAA0319,39,0.25454,36,0.10270,15,-1.1852,50,0.63658,25,-0.4486,42,0.38051,58,0.99919,21,-0.7348,14,-1.2998,19,-0.8406,24,-0.4756
ENSG00000111802,TDP2,55,0.65657,53,0.59480,33,-0.1486,31,-0.2202,39,0.11149,43,0.27016,32,-0.2122,30,-0.3088,20,-0.8788,22,-0.7428,45,0.34155
ENSG00000112304,ACOT13,40,-0.4381,61,0.20540,29,-0.9133,61,0.21389,56,0.07592,41,-0.4018,77,0.66998,46,-0.2366,38,-0.5336,49,-0.1369,64,0.29784
ENSG00000112308,C6orf62,103,-0.0285,130,0.34387,93,-0.1831,112,0.10108,88,-0.2717,82,-0.3860,103,-0.0241,127,0.30639,92,-0.2060,134,0.38487,91,-0.2264
ENSG00000112312,GMNN,8,-0.1875,17,0.94173,3,-1.5435,7,-0.3745,5,-0.9615,3,-1.4883,8,-0.2584,6,-0.7465,14,0.62244,16,0.82647,17,0.95029
ENSG00000111913,RIPOR2,93,1.15403,55,0.28554,13,-1.8998,66,0.58745,36,-0.3593,49,0.11376,53,0.27340,32,-0.5192,24,-0.9932,32,-0.5511,41,-0.1470
ENSG00000079691,CARMIL1,11,-0.0653,15,0.35903,15,0.40969,10,-0.2099,3,-1.7535,3,-2.0597,6,-1.1491,10,-0.2763,22,0.99471,19,0.73245,22,0.96023
ENSG00000187837,HIST1H1C,3,-1.8221,15,0.50205,5,-0.9784,6,-0.7818,5,-1.1516,17,0.75161,5,-1.2349,25,1.37653,18,0.81781,13,0.26529,11,0.09667
ENSG00000197061,HIST1H4C,18,-0.8490,27,-0.2229,18,-0.8514,46,0.57399,33,0.04168,21,-0.6220,42,0.49668,35,0.17204,24,-0.4327,45,0.54102,30,-0.0983
ENSG00000180573,HIST1H2AC,11,-0.3433,10,-0.4615,15,0.17012,7,-0.8912,15,0.12280,11,-0.2923,9,-0.6679,31,1.32263,19,0.56292,11,-0.3428,15,0.12452
ENSG00000112763,BTN2A1,27,0.45860,18,-0.1328,18,-0.1199,17,-0.2037,26,0.42235,23,0.23335,25,0.38604,30,0.64830,15,-0.4548,6,-1.6913,8,-1.3097
ENSG00000228223,HCG11,12,0.20075,23,1.20004,6,-0.8853,10,-0.0541,9,-0.2265,15,0.52207,12,0.16625,2,-2.3954,12,0.21723,6,-0.8246,9,-0.2079
ENSG00000182952,HMGN4,35,0.79023,31,0.60331,22,0.01863,17,-0.3079,22,0.06719,18,-0.2859,23,0.11122,14,-0.6383,14,-0.6586,17,-0.3492,20,-0.0678
ENSG00000146109,ABT1,13,-0.1669,9,-0.7810,21,0.51550,12,-0.2929,10,-0.6081,25,0.77835,18,0.32751,18,0.30287,6,-1.4429,16,0.06614,14,-0.0864
ENSG00000096654,ZNF184,6,-1.6739,2,-3.0599,53,1.76164,15,-0.2987,31,0.78503,40,1.22587,23,0.34508,0,-5.4863,3,-2.6280,26,0.51228,2,-2.8546
ENSG00000269293,ZSCAN16-AS1,23,-1.4749,57,-0.0978,79,0.40977,41,-0.6280,65,0.10192,71,0.23512,47,-0.4517,46,-0.4275,86,0.53897,89,0.59065,83,0.48962
ENSG00000197062,ZSCAN26,11,0.03305,16,0.54323,16,0.54939,6,-0.7826,12,0.16190,8,-0.4700,8,-0.5879,20,0.95531,7,-0.5652,7,-0.7454,13,0.28617
ENSG00000235109,ZSCAN31,8,-0.6465,9,-0.5510,8,-0.6994,6,-0.9543,7,-0.8118,12,-0.0300,26,1.34512,11,-0.2413,10,-0.3810,16,0.37959,12,-0.0932
ENSG00000204713,TRIM27,30,-0.3469,39,0.05523,22,-0.8135,29,-0.4101,79,1.20713,48,0.39561,60,0.86500,16,-1.3052,11,-1.8568,32,-0.2632,25,-0.6133
ENSG00000204681,GABBR1,232,-0.1887,284,0.12903,305,0.24348,300,0.21815,280,0.10692,184,-0.5445,326,0.38766,197,-0.4439,212,-0.3253,244,-0.1082,250,-0.0719
ENSG00000204655,MOG,10,-0.2177,32,1.66863,0,-8.0085,3,-1.9841,0,-7.2652,3,-2.0857,2,-2.2098,45,2.35761,34,1.78154,1,-2.9062,7,-0.8028
ENSG00000206503,HLA-A,102,-1.2349,307,0.47327,132,-0.8401,87,-1.4595,74,-1.7121,81,-1.5694,73,-1.8293,1249,3.20200,271,0.27396,137,-0.7825,152,-0.6244
ENSG00000066379,ZNRD1,5,-1.1601,18,0.78378,13,0.37086,7,-0.6397,14,0.38507,13,0.25851,7,-0.5904,19,0.91510,10,-0.1445,8,-0.4998,8,-0.4833
ENSG00000204619,PPP1R11,56,-0.1267,53,-0.2084,55,-0.1450,91,0.64697,64,0.08411,44,-0.4897,71,0.28445,49,-0.3439,41,-0.6137,60,-0.0186,73,0.28582
ENSG00000234127,TRIM26,16,0.26174,16,0.31912,26,1.10403,11,-0.2968,13,0.01728,7,-0.9693,7,-0.9486,19,0.56495,12,-0.2018,12,-0.1303,12,-0.1343
ENSG00000231074,HCG18,63,1.20074,40,0.45711,18,-0.7376,23,-0.3922,38,0.38157,24,-0.3420,24,-0.3627,27,-0.1849,31,0.04416,11,-1.4773,37,0.30457
ENSG00000241370,RPP21,37,-0.8885,81,0.30107,84,0.36760,81,0.31078,61,-0.1479,123,0.99629,67,0.01083,49,-0.4712,42,-0.7140,60,-0.1741,48,-0.4976
ENSG00000204592,HLA-E,17,-2.8646,85,-0.5373,70,-0.8317,13,-3.3150,26,-2.2837,31,-2.0560,13,-3.4267,1005,4.61719,84,-0.5644,61,-1.0348,32,-2.0020
ENSG00000204590,GNL1,101,0.56739,69,-0.0372,66,-0.1022,84,0.27038,79,0.17497,89,0.35929,63,-0.2019,54,-0.4189,68,-0.0701,67,-0.0867,47,-0.6390
ENSG00000204576,PRR3,11,-0.1856,18,0.63102,10,-0.2809,17,0.56896,14,0.23274,10,-0.3276,17,0.60531,5,-1.2592,8,-0.5933,6,-1.1022,12,-0.0113
ENSG00000204574,ABCF1,62,0.78901,40,0.07384,26,-0.6016,25,-0.6272,37,-0.0364,49,0.41102,41,0.11563,51,0.44711,27,-0.5016,29,-0.4021,28,-0.4480
ENSG00000204569,PPP1R10,21,-0.4671,22,-0.4091,32,0.15914,26,-0.1401,32,0.14311,32,0.16838,34,0.26329,35,0.29207,24,-0.2782,29,0.03236,25,-0.1988
ENSG00000204568,MRPS18B,33,-0.4585,40,-0.1460,36,-0.3173,52,0.26797,66,0.63146,70,0.73478,47,0.12787,33,-0.4563,42,-0.0826,32,-0.5054,31,-0.5156
ENSG00000137343,ATAT1,59,0.67508,71,0.97704,20,-1.0092,33,-0.2316,33,-0.2548,41,0.07741,51,0.50500,25,-0.6891,25,-0.6770,29,-0.4393,26,-0.5892
ENSG00000204564,C6orf136,54,0.28833,38,-0.2893,40,-0.1727,46,0.01600,90,1.10971,52,0.20871,58,0.42742,25,-0.9123,16,-1.5226,38,-0.2578,29,-0.6833
ENSG00000204560,DHX16,17,0.55248,20,0.85914,8,-0.6051,11,-0.0855,10,-0.1716,13,0.19232,10,-0.2940,17,0.59767,13,0.12701,4,-1.3839,7,-0.7417
ENSG00000146112,PPP1R18,6,-0.9625,13,0.09596,13,0.18890,5,-1.1299,5,-1.3625,5,-1.0995,5,-1.3209,44,2.23645,18,0.69829,7,-0.6857,15,0.32401
ENSG00000196230,TUBB,612,0.25808,524,0.01140,208,-1.3987,536,0.04724,525,0.01257,669,0.39954,907,1.03352,436,-0.2758,253,-1.1053,381,-0.4841,286,-0.9202
ENSG00000137312,FLOT1,177,0.00775,144,-0.3130,98,-0.9019,241,0.50412,199,0.19297,268,0.67373,253,0.65734,130,-0.4668,80,-1.2078,154,-0.2100,115,-0.6592
ENSG00000204580,DDR1,30,-0.4709,96,1.42300,22,-0.9305,24,-0.7781,24,-0.8023,29,-0.5355,21,-1.0800,88,1.25317,78,1.04543,23,-0.8848,33,-0.3039
ENSG00000137411,VARS2,26,0.95482,15,0.07221,11,-0.3756,12,-0.3051,12,-0.2251,14,-0.0481,11,-0.3427,28,1.06041,10,-0.5652,11,-0.4017,10,-0.5600
ENSG00000204525,HLA-C,70,-0.5979,121,0.24347,30,-1.8703,38,-1.5292,15,-2.8914,38,-1.5257,24,-2.2952,640,3.53417,103,-0.0166,79,-0.4140,62,-0.7811
ENSG00000234745,HLA-B,119,-1.2262,233,-0.2060,89,-1.6553,33,-3.0906,23,-3.5914,58,-2.2999,38,-3.0023,2084,4.36119,233,-0.2098,134,-1.0513,111,-1.3380
ENSG00000198563,DDX39B,72,-0.2176,152,0.98041,101,0.30153,57,-0.5938,54,-0.6742,99,0.27568,76,-0.1603,92,0.15234,56,-0.6003,58,-0.5578,106,0.39099
ENSG00000213760,ATP6V1G2,219,-0.5923,240,-0.4531,317,-0.0256,402,0.35257,535,0.82144,393,0.31812,462,0.64985,174,-0.9440,147,-1.1951,283,-0.1986,228,-0.5333
ENSG00000204498,NFKBIL1,6,-1.0471,10,-0.2387,13,0.05164,9,-0.3957,20,0.73372,8,-0.6889,21,0.96683,9,-0.4839,7,-0.8690,13,0.12288,10,-0.2434
ENSG00000204482,LST1,2,-2.1699,12,0.07071,11,-0.0573,5,-1.1649,4,-1.5834,4,-1.5670,3,-1.8206,43,2.22594,23,1.07811,16,0.49559,12,0.08434
ENSG00000204472,AIF1,6,-2.7026,43,0.27279,40,0.14798,11,-1.7748,11,-1.7898,12,-1.6445,10,-2.0346,150,2.49177,50,0.49606,56,0.69093,39,0.11287
ENSG00000204469,PRRC2A,99,0.19794,86,-0.0317,90,0.05107,89,0.03268,76,-0.2120,88,0.00609,96,0.16698,111,0.37818,63,-0.5034,80,-0.1485,75,-0.2456
ENSG00000204463,BAG6,95,0.19849,105,0.34724,83,-0.0256,79,-0.0854,78,-0.1104,97,0.22029,85,0.02145,85,0.02504,66,-0.3635,73,-0.2262,77,-0.1439
ENSG00000204438,GPANK1,19,0.31553,13,-0.2701,17,0.15006,11,-0.5171,15,-0.0304,9,-0.7051,20,0.45595,15,0.02904,22,0.59495,11,-0.5232,11,-0.4608
ENSG00000204435,CSNK2B,123,-0.1268,148,0.15267,106,-0.3584,151,0.19055,116,-0.2172,134,0.00382,130,-0.0456,165,0.33460,104,-0.3967,132,-0.0246,166,0.34151
ENSG00000204427,ABHD16A,64,0.78198,30,-0.3810,28,-0.5085,36,-0.1296,37,-0.0970,30,-0.4001,63,0.86339,47,0.28261,20,-1.0287,28,-0.5082,24,-0.7614
ENSG00000213722,DDAH2,29,-0.3254,56,0.70557,19,-0.9381,26,-0.4992,15,-1.3330,17,-1.1416,31,-0.2301,85,1.41852,53,0.61438,30,-0.2579,39,0.10607
ENSG00000213719,CLIC1,3,-3.0730,17,-0.5055,17,-0.5487,3,-2.9848,4,-2.5625,3,-2.8161,3,-3.0512,178,4.07713,23,-0.0747,26,0.09135,10,-1.3422
ENSG00000204394,VARS,29,0.33168,20,-0.2055,30,0.38748,14,-0.7436,23,0.00374,24,0.07023,25,0.11563,38,0.78859,11,-1.1157,15,-0.6382,24,0.05983
ENSG00000204392,LSM2,25,-0.4501,32,-0.0724,24,-0.5072,37,0.16666,27,-0.3431,34,0.01791,45,0.49898,25,-0.4408,27,-0.3427,40,0.28036,42,0.36352
ENSG00000204389,HSPA1A,560,-1.2883,2110,0.78150,3420,1.62527,910,-0.5542,1434,0.15371,1331,0.03623,713,-0.9910,991,-0.4233,1201,-0.1251,1146,-0.1977,1081,-0.2893
ENSG00000204388,HSPA1B,784,-0.3748,1373,0.51061,2495,1.53349,748,-0.4482,1119,0.18212,928,-0.1139,582,-0.8917,665,-0.6289,828,-0.2908,806,-0.3326,1062,0.09842
ENSG00000204387,SNHG32,32,-1.0519,94,0.58727,81,0.36136,49,-0.4356,53,-0.3191,65,0.00952,50,-0.4480,100,0.69775,69,0.10278,74,0.20261,61,-0.0937
ENSG00000204386,NEU1,40,0.21934,46,0.42468,30,-0.2244,38,0.11303,34,-0.0570,48,0.50946,42,0.31689,31,-0.1741,19,-0.9181,27,-0.4099,23,-0.6451
ENSG00000204371,EHMT2,77,0.70633,63,0.38190,38,-0.4031,36,-0.4767,31,-0.7062,41,-0.2926,52,0.09705,35,-0.5140,78,0.73416,36,-0.4762,52,0.09731
ENSG00000204356,NELFE,82,0.21197,57,-0.3625,58,-0.3331,103,0.57602,68,-0.0988,85,0.26621,71,-0.0333,95,0.43408,60,-0.2846,49,-0.5840,65,-0.1495
ENSG00000204351,SKIV2L,19,0.12230,17,-0.0899,30,0.82193,19,0.08511,20,0.17591,29,0.78469,21,0.26022,6,-1.5350,8,-1.1477,8,-1.0945,15,-0.2197
ENSG00000204348,DXO,13,0.06097,6,-1.1517,17,0.43329,19,0.68646,9,-0.4486,17,0.49205,16,0.37331,6,-0.9758,8,-0.7434,18,0.60961,5,-1.2012
ENSG00000204344,STK19,16,0.29050,10,-0.4372,15,0.16812,14,0.09200,11,-0.2723,18,0.45903,15,0.18318,7,-0.9109,8,-0.7500,21,0.66652,11,-0.3548
ENSG00000213676,ATF6B,23,0.97704,10,-0.3436,5,-1.2796,6,-1.1403,18,0.54593,15,0.34517,19,0.77763,18,0.57035,10,-0.2556,2,-2.6170,3,-1.8059
ENSG00000204314,PRRT1,149,0.03351,108,-0.4685,166,0.20877,202,0.52315,187,0.39874,261,0.94541,187,0.44638,57,-1.4336,58,-1.4043,92,-0.7013,94,-0.6792
ENSG00000221988,PPT2,5,-1.1516,29,1.52513,9,-0.2759,10,-0.2302,19,0.81354,11,-0.0252,10,-0.2692,13,0.26113,5,-1.2893,12,0.10006,3,-1.7366
ENSG00000204310,AGPAT1,94,0.27166,85,0.10460,55,-0.5726,131,0.80966,114,0.57963,102,0.40384,78,-0.0285,60,-0.4404,37,-1.1731,53,-0.6259,65,-0.2962
ENSG00000204308,RNF5,48,-0.3812,56,-0.1319,54,-0.1870,53,-0.2190,111,0.95228,56,-0.1426,66,0.13735,89,0.59734,38,-0.7424,37,-0.7823,61,-0.0040
ENSG00000204304,PBX2,10,-0.2279,11,-0.0180,12,0.00103,12,0.09237,8,-0.5516,13,0.19186,21,1.08942,14,0.26243,5,-1.2247,5,-1.1965,7,-0.8216
ENSG00000204287,HLA-DRA,23,-2.2996,90,-0.3152,89,-0.3308,27,-2.0783,20,-2.5294,23,-2.3087,18,-2.8206,709,3.67228,136,0.34698,112,0.03902,50,-1.1881
ENSG00000198502,HLA-DRB5,7,-1.9986,24,-0.1547,17,-0.7224,1,-4.1231,4,-2.6612,7,-1.9135,5,-2.5510,189,3.88190,29,0.10794,22,-0.2922,14,-1.0134
ENSG00000196126,HLA-DRB1,21,-1.8795,65,-0.1811,51,-0.5388,14,-2.4454,23,-1.7328,24,-1.6886,19,-2.1419,465,3.62665,79,0.12267,69,-0.0768,26,-1.5266
ENSG00000196735,HLA-DQA1,0,-4.1919,10,-0.2761,12,0.09146,0,-5.0828,2,-2.4541,1,-3.2641,1,-3.2098,80,3.77662,15,0.35565,11,-0.0871,7,-0.8004
ENSG00000179344,HLA-DQB1,21,-1.1809,40,-0.2339,28,-0.7931,16,-1.5735,11,-2.1101,21,-1.1636,16,-1.6638,241,3.04799,55,0.25872,40,-0.2314,51,0.15771
ENSG00000204264,PSMB8,2,-2.0188,10,-0.1691,6,-0.7526,5,-0.9921,2,-2.4686,6,-0.8524,6,-0.9160,44,2.42938,21,1.07484,8,-0.4127,12,0.20859
ENSG00000168394,TAP1,6,-1.2549,10,-0.4269,12,-0.1969,1,-2.8966,2,-2.7210,3,-2.1131,4,-1.7415,85,3.56851,15,0.22352,9,-0.5978,8,-0.7201
ENSG00000204257,HLA-DMA,3,-1.4743,5,-0.9921,12,0.25579,1,-3.0753,1,-2.8989,2,-2.1344,1,-3.2498,62,3.46480,14,0.56185,12,0.29106,5,-0.9901
ENSG00000204256,BRD2,45,-0.5302,88,0.50831,84,0.43981,56,-0.2156,73,0.19986,77,0.29047,58,-0.1530,86,0.47045,50,-0.3743,47,-0.4775,44,-0.5582
ENSG00000231389,HLA-DPA1,6,-3.0115,43,-0.1775,32,-0.6106,7,-2.7225,10,-2.3597,12,-2.0299,11,-2.2523,315,3.68875,53,0.15542,57,0.27499,20,-1.3465
ENSG00000223865,HLA-DPB1,2,-4.1347,30,-0.6651,42,-0.1486,9,-2.4116,9,-2.3342,15,-1.7038,8,-2.7248,307,3.73313,53,0.21364,50,0.12808,22,-1.0959
ENSG00000204231,RXRB,46,-0.0870,57,0.25153,47,-0.0436,49,0.01165,73,0.66416,67,0.51558,52,0.12719,45,-0.0887,23,-1.0924,27,-0.9031,42,-0.2223
ENSG00000112473,SLC39A7,25,-0.0612,35,0.49357,16,-0.6876,16,-0.7002,45,0.91184,33,0.37455,28,0.12920,30,0.22579,19,-0.4651,13,-1.0217,21,-0.3112
ENSG00000204227,RING1,56,0.31515,40,-0.2244,48,0.07915,41,-0.1798,41,-0.1884,49,0.10364,56,0.33245,52,0.19853,34,-0.4751,37,-0.3261,42,-0.1284
ENSG00000223501,VPS52,22,-0.1831,20,-0.3281,25,-0.0112,33,0.44683,32,0.37566,30,0.31581,25,0.03259,23,-0.1168,14,-0.9092,18,-0.4568,31,0.33266
ENSG00000231500,RPS18,406,-1.0484,771,-0.0673,739,-0.1333,868,0.11959,759,-0.0926,614,-0.4196,529,-0.6994,1557,1.07960,1044,0.41551,1083,0.47484,756,-0.0976
ENSG00000227057,WDR46,31,0.27890,35,0.48282,23,-0.2184,25,-0.0727,24,-0.0957,18,-0.5492,35,0.51911,39,0.65648,14,-0.9594,15,-0.8042,18,-0.5951
ENSG00000204220,PFDN6,56,-0.3871,59,-0.3113,48,-0.6151,53,-0.4599,96,0.45707,105,0.60923,98,0.55492,68,-0.0729,34,-1.1180,83,0.22008,63,-0.1988
ENSG00000237441,RGL2,11,0.08327,10,-0.0429,8,-0.3698,3,-1.6263,8,-0.4667,11,0.10368,8,-0.4555,26,1.50896,9,-0.2409,14,0.47265,9,-0.2782
ENSG00000231925,TAPBP,78,0.29249,89,0.51503,58,-0.1716,52,-0.3324,53,-0.2916,41,-0.7058,52,-0.3773,117,0.96293,65,0.00782,42,-0.6670,77,0.27388
ENSG00000236104,ZBTB22,16,0.13575,14,-0.1000,16,0.11726,10,-0.5173,24,0.81026,19,0.38375,15,0.03289,11,-0.3802,8,-0.9651,14,-0.0307,13,-0.1313
ENSG00000204209,DAXX,21,0.21222,33,0.90518,23,0.35300,21,0.21428,15,-0.2801,20,0.09169,21,0.23483,12,-0.6130,10,-0.8663,13,-0.5239,10,-0.8425
ENSG00000112511,PHF1,32,0.15756,45,0.68989,29,-0.0298,31,0.07962,39,0.45789,15,-0.9844,28,-0.0442,41,0.54362,21,-0.5171,27,-0.1211,13,-1.1494
ENSG00000112514,CUTA,173,-0.4358,218,-0.0764,213,-0.1165,273,0.27947,300,0.42927,320,0.53442,251,0.16050,188,-0.3105,147,-0.6877,221,-0.0521,194,-0.2620
ENSG00000197283,SYNGAP1,91,0.22613,37,-1.1490,85,0.11837,111,0.53212,103,0.41286,114,0.57590,97,0.35305,39,-1.0728,41,-1.0180,81,0.03446,55,-0.5579
ENSG00000137288,UQCC2,67,-0.7129,101,-0.0806,117,0.14469,142,0.45422,108,0.02048,115,0.11429,114,0.12242,71,-0.6363,84,-0.3667,103,-0.0575,144,0.47186
ENSG00000161904,LEMD2,15,0.68851,11,0.18356,8,-0.2074,7,-0.5534,6,-0.7728,17,0.84214,8,-0.2452,4,-1.2615,10,0.07274,8,-0.2470,14,0.54816
ENSG00000137309,HMGA1,64,0.09010,65,0.11611,54,-0.1557,67,0.17540,55,-0.1414,51,-0.2589,59,-0.0430,101,0.83212,39,-0.6677,50,-0.2816,59,-0.0407
ENSG00000186577,SMIM29,147,0.23773,149,0.26210,99,-0.3758,125,-0.0150,129,0.03692,148,0.25577,170,0.53362,100,-0.3626,80,-0.6930,90,-0.5254,107,-0.2622
ENSG00000272325,NUDT3,286,0.70948,237,0.40431,160,-0.2168,148,-0.3398,167,-0.1557,89,-1.1027,189,0.04956,169,-0.1304,225,0.31714,134,-0.4961,215,0.24243
ENSG00000124614,RPS10,249,-1.0012,499,0.06567,491,0.04016,566,0.26399,298,-0.7305,350,-0.4850,418,-0.2330,740,0.69954,582,0.30853,592,0.33694,544,0.20050
ENSG00000124507,PACSIN1,361,0.49638,252,-0.0788,251,-0.0835,301,0.20318,278,0.07888,214,-0.3286,315,0.30648,131,-1.0741,205,-0.3970,299,0.19367,253,-0.0684
ENSG00000196821,ILRUN,37,0.06656,34,-0.0253,20,-0.8437,56,0.75429,23,-0.6363,36,0.04440,42,0.30575,35,0.01870,33,-0.1057,24,-0.5926,39,0.15014
ENSG00000272288,AL451165.2,5,-1.0048,8,-0.1276,8,-0.1398,8,-0.1220,5,-0.7828,6,-0.7198,6,-0.6718,17,0.96440,17,1.00770,9,-0.0449,14,0.66919
ENSG00000124562,SNRPC,55,-0.2556,59,-0.1373,75,0.23474,42,-0.6846,94,0.58824,93,0.56881,64,-0.0317,85,0.42078,39,-0.7710,56,-0.2333,54,-0.2905
ENSG00000064995,TAF11,25,-0.2079,33,0.21199,26,-0.1350,39,0.48625,37,0.40897,46,0.75331,30,0.07762,33,0.21477,9,-1.6457,14,-1.1094,22,-0.4255
ENSG00000064999,ANKS1A,20,0.06608,55,1.73719,11,-0.7780,20,0.02171,16,-0.3167,12,-0.7053,7,-1.4802,34,0.88125,14,-0.5181,13,-0.5552,22,0.23362
ENSG00000112033,PPARD,7,-1.2093,20,0.42653,23,0.60771,5,-1.5076,13,-0.2414,13,-0.2203,14,-0.1817,30,1.06877,18,0.27383,15,-0.0349,12,-0.3571
ENSG00000198755,RPL10A,321,-0.7600,521,-0.0131,603,0.21785,580,0.15667,380,-0.5033,580,0.15540,393,-0.4891,807,0.69048,568,0.12286,624,0.27182,536,0.03013
ENSG00000096060,FKBP5,18,-0.2056,24,0.27899,25,0.31200,5,-1.9682,4,-2.3096,5,-2.1044,3,-2.6684,102,2.91608,21,0.04373,28,0.48496,7,-1.6180
ENSG00000096063,SRPK1,23,0.02504,15,-0.5936,38,0.78342,19,-0.3264,30,0.42845,38,0.79704,25,0.18222,24,0.05332,13,-0.8795,10,-1.1639,14,-0.7009
ENSG00000112062,MAPK14,44,0.25023,22,-0.8250,47,0.32355,56,0.62835,66,0.89804,48,0.35869,46,0.35422,33,-0.2313,16,-1.2507,13,-1.5997,17,-1.2187
ENSG00000096070,BRPF3,47,0.59429,39,0.29114,23,-0.5098,46,0.54018,33,0.01299,33,0.00323,37,0.20310,30,-0.1228,27,-0.3100,21,-0.6303,18,-0.8848
