ENSG00000001629|ANKIB1
ENSG00000006210|CX3CL1
ENSG00000008394|MGST1
ENSG00000018625|ATP1A2
ENSG00000019505|SYT13
ENSG00000021300|PLEKHB1
ENSG00000022267|FHL1
ENSG00000023171|GRAMD1B
ENSG00000038382|TRIO
ENSG00000040731|CDH10
ENSG00000048540|LMO3
ENSG00000048740|CELF2
ENSG00000052126|PLEKHA5
ENSG00000065361|ERBB3
ENSG00000066382|MPPED2
ENSG00000069020|MAST4
ENSG00000069667|RORA
ENSG00000070759|TESK2
ENSG00000075391|RASAL2
ENSG00000077264|PAK3
ENSG00000078018|MAP2
ENSG00000078053|AMPH
ENSG00000078114|NEBL
ENSG00000079435|LIPE
ENSG00000080823|MOK
ENSG00000081189|MEF2C
ENSG00000083067|TRPM3
ENSG00000088756|ARHGAP28
ENSG00000089041|P2RX7
ENSG00000089053|ANAPC5
ENSG00000091129|NRCAM
ENSG00000091428|RAPGEF4
ENSG00000095637|SORBS1
ENSG00000099204|ABLIM1
ENSG00000100399|CHADL
ENSG00000100767|PAPLN
ENSG00000102466|FGF14
ENSG00000102934|PLLP
ENSG00000103034|NDRG4
ENSG00000104723|TUSC3
ENSG00000104888|SLC17A7
ENSG00000105695|MAG
ENSG00000106261|ZKSCAN1
ENSG00000106976|DNM1
ENSG00000107105|ELAVL2
ENSG00000107362|ABHD17B
ENSG00000108231|LGI1
ENSG00000109452|INPP4B
ENSG00000109472|CPE
ENSG00000110436|SLC1A2
ENSG00000110619|CARS1
ENSG00000112232|KHDRBS2
ENSG00000112242|E2F3
ENSG00000115461|IGFBP5
ENSG00000115942|ORC2
ENSG00000116106|EPHA4
ENSG00000116667|C1orf21
ENSG00000116983|HPCAL4
ENSG00000117408|IPO13
ENSG00000118762|PKD2
ENSG00000118922|KLF12
ENSG00000120549|KIAA1217
ENSG00000121440|PDZRN3
ENSG00000124140|SLC12A5
ENSG00000125746|EML2
ENSG00000126822|PLEKHG3
ENSG00000127152|BCL11B
ENSG00000128641|MYO1B
ENSG00000130287|NCAN
ENSG00000130475|FCHO1
ENSG00000131018|SYNE1
ENSG00000131069|ACSS2
ENSG00000132639|SNAP25
ENSG00000133083|DCLK1
ENSG00000134121|CHL1
ENSG00000134508|CABLES1
ENSG00000134532|SOX5
ENSG00000135127|BICDL1
ENSG00000135678|CPM
ENSG00000136267|DGKB
ENSG00000136531|SCN2A
ENSG00000136717|BIN1
ENSG00000137710|RDX
ENSG00000139433|GLTP
ENSG00000139973|SYT16
ENSG00000140479|PCSK6
ENSG00000140538|NTRK3
ENSG00000141668|CBLN2
ENSG00000144290|SLC4A10
ENSG00000144406|UNC80
ENSG00000144642|RBMS3
