ENSG00000008394|MGST1
ENSG00000048740|CELF2
ENSG00000052126|PLEKHA5
ENSG00000069667|RORA
ENSG00000075391|RASAL2
ENSG00000077264|PAK3
ENSG00000078018|MAP2
ENSG00000078114|NEBL
ENSG00000083067|TRPM3
ENSG00000091129|NRCAM
ENSG00000095637|SORBS1
ENSG00000102466|FGF14
ENSG00000109472|CPE
ENSG00000118922|KLF12
ENSG00000132639|SNAP25
ENSG00000133083|DCLK1
ENSG00000134121|CHL1
ENSG00000134532|SOX5
ENSG00000136267|DGKB
ENSG00000141668|CBLN2
ENSG00000144290|SLC4A10
ENSG00000144642|RBMS3
ENSG00000144724|PTPRG
ENSG00000145730|PAM
ENSG00000145934|TENM2
ENSG00000148516|ZEB1
ENSG00000150625|GPM6A
ENSG00000151067|CACNA1C
ENSG00000151090|THRB
ENSG00000151883|PARP8
ENSG00000152495|CAMK4
ENSG00000152767|FARP1
ENSG00000156687|UNC5D
ENSG00000160145|KALRN
ENSG00000164199|ADGRV1
ENSG00000165186|PTCHD1
ENSG00000165995|CACNB2
ENSG00000166206|GABRB3
ENSG00000168959|GRM5
ENSG00000171617|ENC1
ENSG00000175866|BAIAP2
ENSG00000179399|GPC5
ENSG00000179915|NRXN1
ENSG00000183662|TAFA1
ENSG00000185352|HS6ST3
ENSG00000185477|GPRIN3
ENSG00000185532|PRKG1
ENSG00000185737|NRG3
ENSG00000185760|KCNQ5
ENSG00000185774|KCNIP4
ENSG00000186094|AGBL4
ENSG00000186469|GNG2
ENSG00000186472|PCLO
ENSG00000197442|MAP3K5
ENSG00000197969|VPS13A
ENSG00000198932|GPRASP1
ENSG00000204442|NALF1
ENSG00000223812|PYDC2-AS1
ENSG00000237187|NR2F1-AS1
ENSG00000248441|LETR1
ENSG00000291133|ENSG00000291133
