BrNum,region,perm,neighbor,Z,scale,reference,id
Br6538,WM,1,Astro.1,-6.130935947293143,25,Astro.1,NA
Br6538,WM,2,Astro.1,-5.966295161774562,25,Astro.1,NA
Br6538,WM,3,Astro.1,-5.966295161774562,25,Astro.1,NA
Br6538,WM,1,Astro.2,0.33971063844042665,25,Astro.1,NA
Br6538,WM,2,Astro.2,0.33971063844042665,25,Astro.1,NA
Br6538,WM,3,Astro.2,0.33971063844042665,25,Astro.1,NA
Br6538,WM,1,Astro.3,NA,25,Astro.1,NA
Br6538,WM,2,Astro.3,NA,25,Astro.1,NA
Br6538,WM,3,Astro.3,NA,25,Astro.1,NA
Br6538,WM,1,Astro.4,NA,25,Astro.1,NA
Br6538,WM,2,Astro.4,NA,25,Astro.1,NA
Br6538,WM,3,Astro.4,NA,25,Astro.1,NA
Br6538,WM,1,Astro.5,0.7089742003954718,25,Astro.1,NA
Br6538,WM,2,Astro.5,0.48604257026472364,25,Astro.1,NA
Br6538,WM,3,Astro.5,0.48604257026472364,25,Astro.1,NA
Br6538,WM,1,Macro,-1.117988310896067,25,Astro.1,NA
Br6538,WM,2,Macro,-1.117988310896067,25,Astro.1,NA
Br6538,WM,3,Macro,-1.117988310896067,25,Astro.1,NA
Br6538,WM,1,Micro.1,-0.9004249182058485,25,Astro.1,NA
Br6538,WM,2,Micro.1,-0.9004249182058485,25,Astro.1,NA
Br6538,WM,3,Micro.1,-0.9004249182058485,25,Astro.1,NA
Br6538,WM,1,Micro.2,3.556119874738082,25,Astro.1,NA
Br6538,WM,2,Micro.2,3.556119874738082,25,Astro.1,NA
Br6538,WM,3,Micro.2,3.556119874738082,25,Astro.1,NA
Br6538,WM,1,Micro.3,1.932282023400976,25,Astro.1,NA
Br6538,WM,2,Micro.3,1.932282023400976,25,Astro.1,NA
Br6538,WM,3,Micro.3,1.932282023400976,25,Astro.1,NA
Br6538,WM,1,Micro.4,NA,25,Astro.1,NA
Br6538,WM,2,Micro.4,NA,25,Astro.1,NA
Br6538,WM,3,Micro.4,NA,25,Astro.1,NA
Br6538,WM,1,Micro.5,3.556119874738082,25,Astro.1,NA
Br6538,WM,2,Micro.5,3.556119874738082,25,Astro.1,NA
Br6538,WM,3,Micro.5,3.556119874738082,25,Astro.1,NA
Br6538,WM,1,OPC.1,NA,25,Astro.1,NA
Br6538,WM,2,OPC.1,NA,25,Astro.1,NA
Br6538,WM,3,OPC.1,NA,25,Astro.1,NA
Br6538,WM,1,OPC.2,1.5759199577944945,25,Astro.1,NA
Br6538,WM,2,OPC.2,1.5759199577944945,25,Astro.1,NA
