BrNum,perm,neighbor,Z,scale,reference,id
Br1706,1,Astro.1,-6.95223886947962,50,Astro.1,NA
Br1706,2,Astro.1,-6.806690270171863,50,Astro.1,NA
Br1706,3,Astro.1,-6.879732678087158,50,Astro.1,NA
Br1706,1,Astro.2,0.808046902548585,50,Astro.1,NA
Br1706,2,Astro.2,0.6312488697043541,50,Astro.1,NA
Br1706,3,Astro.2,0.2928617530658708,50,Astro.1,NA
Br1706,1,Astro.3,0.1089548580881236,50,Astro.1,NA
Br1706,2,Astro.3,-0.4467363354822609,50,Astro.1,NA
Br1706,3,Astro.3,0.1089548580881236,50,Astro.1,NA
Br1706,1,Astro.4,NA,50,Astro.1,NA
Br1706,2,Astro.4,NA,50,Astro.1,NA
Br1706,3,Astro.4,NA,50,Astro.1,NA
Br1706,1,Astro.5,0.40789020983224256,50,Astro.1,NA
Br1706,2,Astro.5,0.19198764347525354,50,Astro.1,NA
Br1706,3,Astro.5,0.6283090586187764,50,Astro.1,NA
Br1706,1,Macro,NA,50,Astro.1,NA
Br1706,2,Macro,-0.9266663893535233,50,Astro.1,NA
Br1706,3,Macro,NA,50,Astro.1,NA
Br1706,1,Micro.1,-2.077901361946061,50,Astro.1,NA
Br1706,2,Micro.1,-1.8572277030284434,50,Astro.1,NA
Br1706,3,Micro.1,-2.795661259134109,50,Astro.1,NA
Br1706,1,Micro.2,3.8614109393765843,50,Astro.1,NA
Br1706,2,Micro.2,3.8614109393765843,50,Astro.1,NA
Br1706,3,Micro.2,3.8614109393765843,50,Astro.1,NA
Br1706,1,Micro.3,-0.9266663893535233,50,Astro.1,NA
Br1706,2,Micro.3,-1.6072796417894384,50,Astro.1,NA
Br1706,3,Micro.3,-1.3114202918970517,50,Astro.1,NA
Br1706,1,Micro.5,3.9293849721386973,50,Astro.1,NA
Br1706,2,Micro.5,3.9293849721386973,50,Astro.1,NA
Br1706,3,Micro.5,3.9293849721386973,50,Astro.1,NA
Br1706,1,OPC.2,2.6563179566839166,50,Astro.1,NA
Br1706,2,OPC.2,2.1092800515240038,50,Astro.1,NA
Br1706,3,OPC.2,2.6563179566839166,50,Astro.1,NA
Br1706,1,OPC.4,1.080644188188701,50,Astro.1,NA
Br1706,2,OPC.4,1.080644188188701,50,Astro.1,NA
Br1706,3,OPC.4,1.080644188188701,50,Astro.1,NA
Br1706,1,OPC.5,2.80647982067459,50,Astro.1,NA
Br1706,2,OPC.5,3.1885887793762144,50,Astro.1,NA
Br1706,3,OPC.5,2.80647982067459,50,Astro.1,NA
Br1706,1,Oligo.1,3.260197117902616,50,Astro.1,NA
Br1706,2,Oligo.1,3.260197117902616,50,Astro.1,NA
Br1706,3,Oligo.1,3.260197117902616,50,Astro.1,NA
Br1706,1,Oligo.2,3.9293849721386973,50,Astro.1,NA
Br1706,2,Oligo.2,3.9293849721386973,50,Astro.1,NA
Br1706,3,Oligo.2,3.5392007863493955,50,Astro.1,NA
Br1706,1,Oligo.3,12.500297060097166,50,Astro.1,NA
Br1706,2,Oligo.3,12.36354423142354,50,Astro.1,NA
Br1706,3,Oligo.3,12.228050450815044,50,Astro.1,NA
Br1706,1,Oligo.4,8.197348403251613,50,Astro.1,NA
Br1706,2,Oligo.4,8.197348403251613,50,Astro.1,NA
Br1706,3,Oligo.4,8.197348403251613,50,Astro.1,NA
Br1706,1,Oligo.5,1.8743502771320946,50,Astro.1,NA
Br1706,2,Oligo.5,1.8743502771320946,50,Astro.1,NA
Br1706,3,Oligo.5,1.8743502771320946,50,Astro.1,NA
Br1706,1,Vasc.Endo,3.071574894205833,50,Astro.1,NA
Br1706,2,Vasc.Endo,3.071574894205833,50,Astro.1,NA
Br1706,3,Vasc.Endo,3.071574894205833,50,Astro.1,NA
Br1706,1,Vasc.PC,-1.5848013278211717,50,Astro.1,NA
Br1706,2,Vasc.PC,-1.925658349892407,50,Astro.1,NA
Br1706,3,Vasc.PC,-1.5848013278211717,50,Astro.1,NA
Br1706,1,Vasc.VLMC,NA,50,Astro.1,NA
Br1706,2,Vasc.VLMC,NA,50,Astro.1,NA
Br1706,3,Vasc.VLMC,NA,50,Astro.1,NA
Br1706,1,Excit.L2,-3.62457420890073,50,Astro.1,NA
Br1706,2,Excit.L2,-3.095094506561987,50,Astro.1,NA
Br1706,3,Excit.L2,-3.3694985123780024,50,Astro.1,NA
Br1706,1,Excit.L2_5.1,-0.31519383336362555,50,Astro.1,NA
Br1706,2,Excit.L2_5.1,-0.7921104384212749,50,Astro.1,NA
Br1706,3,Excit.L2_5.1,-1.00743452331984,50,Astro.1,NA
Br1706,1,Excit.L2_5.2,-2.6510489085235194,50,Astro.1,NA
Br1706,2,Excit.L2_5.2,-2.957766050806611,50,Astro.1,NA
Br1706,3,Excit.L2_5.2,-2.6510489085235194,50,Astro.1,NA
Br1706,1,Excit.L5.1,-10.97246557664602,50,Astro.1,NA
Br1706,2,Excit.L5.1,-10.576502242637051,50,Astro.1,NA
Br1706,3,Excit.L5.1,-10.40509527198582,50,Astro.1,NA
Br1706,1,Excit.L6_CT,-7.286943168725132,50,Astro.1,NA
Br1706,2,Excit.L6_CT,-7.424940562053832,50,Astro.1,NA
Br1706,3,Excit.L6_CT,-7.493295557791449,50,Astro.1,NA
Br1706,1,Excit.L6b,-1.8572277030284434,50,Astro.1,NA
Br1706,2,Excit.L6b,-1.3114202918970517,50,Astro.1,NA
Br1706,3,Excit.L6b,-1.6072796417894384,50,Astro.1,NA
Br1706,1,Inhib.Chandelier,-2.077901361946061,50,Astro.1,NA
Br1706,2,Inhib.Chandelier,-2.2778270561201457,50,Astro.1,NA
Br1706,3,Inhib.Chandelier,-2.2778270561201457,50,Astro.1,NA
Br1706,1,Inhib.Lamp5_Lhx6,0.7138069708249167,50,Astro.1,NA
Br1706,2,Inhib.Lamp5_Lhx6,0.7138069708249167,50,Astro.1,NA
Br1706,3,Inhib.Lamp5_Lhx6,0.7138069708249167,50,Astro.1,NA
Br1706,1,Inhib.Pax6,-3.095094506561987,50,Astro.1,NA
Br1706,2,Inhib.Pax6,-2.9489690562213697,50,Astro.1,NA
Br1706,3,Inhib.Pax6,-2.795661259134109,50,Astro.1,NA
Br1706,1,Inhib.Pvalb,-2.4620664379753734,50,Astro.1,NA
Br1706,2,Inhib.Pvalb,-2.633915259021064,50,Astro.1,NA
Br1706,3,Inhib.Pvalb,-2.633915259021064,50,Astro.1,NA
Br1706,1,Inhib.Sst,-0.9382842748089144,50,Astro.1,NA
Br1706,2,Inhib.Sst,-0.6331120518521252,50,Astro.1,NA
Br1706,3,Inhib.Sst,-0.6331120518521252,50,Astro.1,NA
Br1706,1,Inhib.Vip,1.5293300080732988,50,Astro.1,NA
Br1706,2,Inhib.Vip,1.5293300080732988,50,Astro.1,NA
Br1706,3,Inhib.Vip,1.5293300080732988,50,Astro.1,NA
Br1706,1,Astro.1,-5.798803060500844,100,Astro.1,NA
Br1706,2,Astro.1,-5.286368973512284,100,Astro.1,NA
Br1706,3,Astro.1,-5.715875811683891,100,Astro.1,NA
Br1706,1,Astro.2,-1.0339074678407647,100,Astro.1,NA
Br1706,2,Astro.2,-0.3316937395144962,100,Astro.1,NA
Br1706,3,Astro.2,1.1787702421863737,100,Astro.1,NA
