BrNum,perm,neighbor,Z,scale,reference,id
Br5161,1,Astro.1,-7.351154214304816,50,Astro.1,NA
Br5161,2,Astro.1,-7.351154214304816,50,Astro.1,NA
Br5161,3,Astro.1,-7.3973309356209445,50,Astro.1,NA
Br5161,1,Astro.2,1.7589507005024965,50,Astro.1,NA
Br5161,2,Astro.2,2.0399349620171554,50,Astro.1,NA
Br5161,3,Astro.2,1.7589507005024965,50,Astro.1,NA
Br5161,1,Astro.3,0.3179014634477145,50,Astro.1,NA
Br5161,2,Astro.3,0.3179014634477145,50,Astro.1,NA
Br5161,3,Astro.3,0.3179014634477145,50,Astro.1,NA
Br5161,1,Astro.4,NA,50,Astro.1,NA
Br5161,2,Astro.4,NA,50,Astro.1,NA
Br5161,3,Astro.4,NA,50,Astro.1,NA
Br5161,1,Astro.5,1.4846279152954218,50,Astro.1,NA
Br5161,2,Astro.5,1.3335383887653407,50,Astro.1,NA
Br5161,3,Astro.5,1.4846279152954218,50,Astro.1,NA
Br5161,1,Macro,-2.1983911221256918,50,Astro.1,NA
Br5161,2,Macro,-2.0176064816407835,50,Astro.1,NA
Br5161,3,Macro,-2.1983911221256918,50,Astro.1,NA
Br5161,1,Micro.1,-2.690435915859279,50,Astro.1,NA
Br5161,2,Micro.1,-2.836903655883554,50,Astro.1,NA
Br5161,3,Micro.1,-2.690435915859279,50,Astro.1,NA
Br5161,1,Micro.2,3.8306452508901767,50,Astro.1,NA
Br5161,2,Micro.2,3.4855121920811962,50,Astro.1,NA
Br5161,3,Micro.2,3.4855121920811962,50,Astro.1,NA
Br5161,1,Micro.3,NA,50,Astro.1,NA
Br5161,2,Micro.3,NA,50,Astro.1,NA
Br5161,3,Micro.3,NA,50,Astro.1,NA
Br5161,1,Micro.4,-0.89445658516246,50,Astro.1,NA
Br5161,2,Micro.4,-0.89445658516246,50,Astro.1,NA
Br5161,3,Micro.4,-0.89445658516246,50,Astro.1,NA
Br5161,1,Micro.5,6.080628136896879,50,Astro.1,NA
Br5161,2,Micro.5,6.080628136896879,50,Astro.1,NA
Br5161,3,Micro.5,6.080628136896879,50,Astro.1,NA
Br5161,1,OPC.1,-1.2653675763404097,50,Astro.1,NA
Br5161,2,OPC.1,-0.89445658516246,50,Astro.1,NA
Br5161,3,OPC.1,-1.2653675763404097,50,Astro.1,NA
Br5161,1,OPC.2,2.2640297462827776,50,Astro.1,NA
Br5161,2,OPC.2,2.2640297462827776,50,Astro.1,NA
Br5161,3,OPC.2,2.2640297462827776,50,Astro.1,NA
Br5161,1,OPC.4,1.0983603536606918,50,Astro.1,NA
Br5161,2,OPC.4,1.0983603536606918,50,Astro.1,NA
Br5161,3,OPC.4,1.0983603536606918,50,Astro.1,NA
