BrNum,perm,neighbor,Z,scale,reference,id
Br5161,1,Astro.1,-13.47766964029415,50,Astro.1,NA
Br5161,2,Astro.1,-13.256999405336504,50,Astro.1,NA
Br5161,3,Astro.1,-13.351715829816067,50,Astro.1,NA
Br5161,1,Astro.2,2.57486305550397,50,Astro.1,NA
Br5161,2,Astro.2,2.1655867057895417,50,Astro.1,NA
Br5161,3,Astro.2,2.1655867057895417,50,Astro.1,NA
Br5161,1,Astro.3,NA,50,Astro.1,NA
Br5161,2,Astro.3,NA,50,Astro.1,NA
Br5161,3,Astro.3,NA,50,Astro.1,NA
Br5161,1,Astro.4,NA,50,Astro.1,NA
Br5161,2,Astro.4,NA,50,Astro.1,NA
Br5161,3,Astro.4,NA,50,Astro.1,NA
Br5161,1,Astro.5,1.6401397816727976,50,Astro.1,NA
Br5161,2,Astro.5,1.1244340986826018,50,Astro.1,NA
Br5161,3,Astro.5,1.771875485745396,50,Astro.1,NA
Br5161,1,Macro,-12.178717981951987,50,Astro.1,NA
Br5161,2,Macro,-12.106015760730484,50,Astro.1,NA
Br5161,3,Macro,-12.178717981951987,50,Astro.1,NA
Br5161,1,Micro.1,-8.533971763205297,50,Astro.1,NA
Br5161,2,Micro.1,-8.236497194525478,50,Astro.1,NA
Br5161,3,Micro.1,-8.185983540285763,50,Astro.1,NA
Br5161,1,Micro.2,1.8629451285441299,50,Astro.1,NA
Br5161,2,Micro.2,2.2962584258181646,50,Astro.1,NA
Br5161,3,Micro.2,2.4468486308101065,50,Astro.1,NA
Br5161,1,Micro.3,NA,50,Astro.1,NA
Br5161,2,Micro.3,NA,50,Astro.1,NA
Br5161,3,Micro.3,NA,50,Astro.1,NA
Br5161,1,Micro.4,-2.1737128696888894,50,Astro.1,NA
Br5161,2,Micro.4,-2.6635196266482786,50,Astro.1,NA
Br5161,3,Micro.4,-2.348253154240915,50,Astro.1,NA
Br5161,1,Micro.5,5.119183267404861,50,Astro.1,NA
Br5161,2,Micro.5,4.707357821228992,50,Astro.1,NA
Br5161,3,Micro.5,4.707357821228992,50,Astro.1,NA
Br5161,1,OPC.2,6.3380358134817465,50,Astro.1,NA
Br5161,2,OPC.2,6.3380358134817465,50,Astro.1,NA
Br5161,3,OPC.2,6.114405961586546,50,Astro.1,NA
Br5161,1,OPC.4,2.043767533940352,50,Astro.1,NA
Br5161,2,OPC.4,2.043767533940352,50,Astro.1,NA
Br5161,3,OPC.4,2.481245161888827,50,Astro.1,NA
Br5161,1,OPC.5,6.95350596243887,50,Astro.1,NA
Br5161,2,OPC.5,6.95350596243887,50,Astro.1,NA
Br5161,3,OPC.5,6.95350596243887,50,Astro.1,NA
Br5161,1,Oligo.1,-2.8774812330431776,50,Astro.1,NA
Br5161,2,Oligo.1,-2.986307946559596,50,Astro.1,NA
Br5161,3,Oligo.1,-2.8774812330431776,50,Astro.1,NA
Br5161,1,Oligo.2,-0.8237226074305309,50,Astro.1,NA
Br5161,2,Oligo.2,-1.0844936721499805,50,Astro.1,NA
Br5161,3,Oligo.2,-0.8237226074305309,50,Astro.1,NA
Br5161,1,Oligo.3,14.075022885033746,50,Astro.1,NA
Br5161,2,Oligo.3,14.249203024515259,50,Astro.1,NA
Br5161,3,Oligo.3,13.90246268170787,50,Astro.1,NA
Br5161,1,Oligo.4,4.046125939816142,50,Astro.1,NA
Br5161,2,Oligo.4,4.493311039417625,50,Astro.1,NA
Br5161,3,Oligo.4,4.265728257442705,50,Astro.1,NA
Br5161,1,Oligo.5,-5.34532988452632,50,Astro.1,NA
