BrNum,region,perm,neighbor,Z,scale,reference,id
Br5941,Vasc,1,Astro.1,-5.644775738780022,25,Astro.1,NA
Br5941,Vasc,2,Astro.1,-5.644775738780022,25,Astro.1,NA
Br5941,Vasc,3,Astro.1,-5.644775738780022,25,Astro.1,NA
Br5941,Vasc,1,Astro.2,0.7855828446468995,25,Astro.1,NA
Br5941,Vasc,2,Astro.2,0.5466031751465001,25,Astro.1,NA
Br5941,Vasc,3,Astro.2,0.9075325341677878,25,Astro.1,NA
Br5941,Vasc,1,Astro.3,NA,25,Astro.1,NA
Br5941,Vasc,2,Astro.3,NA,25,Astro.1,NA
Br5941,Vasc,3,Astro.3,NA,25,Astro.1,NA
Br5941,Vasc,1,Astro.4,0.2126663881063009,25,Astro.1,NA
Br5941,Vasc,2,Astro.4,-0.2134738712278892,25,Astro.1,NA
Br5941,Vasc,3,Astro.4,-0.5639493023776196,25,Astro.1,NA
Br5941,Vasc,1,Astro.5,1.3533971276479138,25,Astro.1,NA
Br5941,Vasc,2,Astro.5,1.2568386935952933,25,Astro.1,NA
Br5941,Vasc,3,Astro.5,1.3533971276479138,25,Astro.1,NA
Br5941,Vasc,1,Macro,-0.9002693569087209,25,Astro.1,NA
Br5941,Vasc,2,Macro,-0.9002693569087209,25,Astro.1,NA
Br5941,Vasc,3,Macro,-0.9002693569087209,25,Astro.1,NA
Br5941,Vasc,1,Micro.1,-0.9002693569087209,25,Astro.1,NA
Br5941,Vasc,2,Micro.1,-1.2741343825856895,25,Astro.1,NA
Br5941,Vasc,3,Micro.1,-0.9002693569087209,25,Astro.1,NA
Br5941,Vasc,1,Micro.2,3.5420115496730205,25,Astro.1,NA
Br5941,Vasc,2,Micro.2,3.5420115496730205,25,Astro.1,NA
Br5941,Vasc,3,Micro.2,3.5420115496730205,25,Astro.1,NA
Br5941,Vasc,1,Micro.3,1.9297397586983027,25,Astro.1,NA
Br5941,Vasc,2,Micro.3,1.9297397586983027,25,Astro.1,NA
Br5941,Vasc,3,Micro.3,1.9297397586983027,25,Astro.1,NA
Br5941,Vasc,1,Micro.4,-0.9002693569087209,25,Astro.1,NA
Br5941,Vasc,2,Micro.4,-0.9002693569087209,25,Astro.1,NA
Br5941,Vasc,3,Micro.4,-0.9002693569087209,25,Astro.1,NA
Br5941,Vasc,1,Micro.5,5.4259245499959246,25,Astro.1,NA
Br5941,Vasc,2,Micro.5,5.4259245499959246,25,Astro.1,NA
Br5941,Vasc,3,Micro.5,5.4259245499959246,25,Astro.1,NA
Br5941,Vasc,1,OPC.1,-1.2741343825856895,25,Astro.1,NA
Br5941,Vasc,2,OPC.1,-1.2741343825856895,25,Astro.1,NA
Br5941,Vasc,3,OPC.1,-1.2741343825856895,25,Astro.1,NA
Br5941,Vasc,1,OPC.2,3.6605645242117952,25,Astro.1,NA
Br5941,Vasc,2,OPC.2,3.304222469922574,25,Astro.1,NA
Br5941,Vasc,3,OPC.2,3.304222469922574,25,Astro.1,NA
Br5941,Vasc,1,OPC.4,0.6893710363856043,25,Astro.1,NA
Br5941,Vasc,2,OPC.4,1.2213126859818997,25,Astro.1,NA
Br5941,Vasc,3,OPC.4,0.6893710363856043,25,Astro.1,NA
Br5941,Vasc,1,OPC.5,2.956685846614087,25,Astro.1,NA
Br5941,Vasc,2,OPC.5,2.956685846614087,25,Astro.1,NA
Br5941,Vasc,3,OPC.5,2.956685846614087,25,Astro.1,NA
Br5941,Vasc,1,Oligo.1,4.354738974604684,25,Astro.1,NA
Br5941,Vasc,2,Oligo.1,4.354738974604684,25,Astro.1,NA
Br5941,Vasc,3,Oligo.1,4.354738974604684,25,Astro.1,NA
Br5941,Vasc,1,Oligo.2,1.171077825286009,25,Astro.1,NA
Br5941,Vasc,2,Oligo.2,1.171077825286009,25,Astro.1,NA
Br5941,Vasc,3,Oligo.2,1.171077825286009,25,Astro.1,NA
Br5941,Vasc,1,Oligo.3,6.010205270455216,25,Astro.1,NA
Br5941,Vasc,2,Oligo.3,6.010205270455216,25,Astro.1,NA
Br5941,Vasc,3,Oligo.3,6.010205270455216,25,Astro.1,NA
Br5941,Vasc,1,Oligo.4,3.88602573449681,25,Astro.1,NA
Br5941,Vasc,2,Oligo.4,3.88602573449681,25,Astro.1,NA
Br5941,Vasc,3,Oligo.4,3.88602573449681,25,Astro.1,NA
Br5941,Vasc,1,Oligo.5,-2.8664235156754416,25,Astro.1,NA
Br5941,Vasc,2,Oligo.5,-2.8664235156754416,25,Astro.1,NA
Br5941,Vasc,3,Oligo.5,-2.8664235156754416,25,Astro.1,NA
Br5941,Vasc,1,Vasc.Endo,3.838609058217404,25,Astro.1,NA
Br5941,Vasc,2,Vasc.Endo,3.838609058217404,25,Astro.1,NA
Br5941,Vasc,3,Vasc.Endo,3.838609058217404,25,Astro.1,NA
Br5941,Vasc,1,Vasc.PC,4.047809161560723,25,Astro.1,NA
Br5941,Vasc,2,Vasc.PC,4.047809161560723,25,Astro.1,NA
Br5941,Vasc,3,Vasc.PC,4.047809161560723,25,Astro.1,NA
Br5941,Vasc,1,Vasc.VLMC,-3.4724051488775487,25,Astro.1,NA
Br5941,Vasc,2,Vasc.VLMC,-3.3549963692699207,25,Astro.1,NA
Br5941,Vasc,3,Vasc.VLMC,-3.4724051488775487,25,Astro.1,NA
Br5941,Vasc,1,Excit.L2,-3.133546730906093,25,Astro.1,NA
Br5941,Vasc,2,Excit.L2,-2.9988765581700925,25,Astro.1,NA
Br5941,Vasc,3,Excit.L2,-3.133546730906093,25,Astro.1,NA
Br5941,Vasc,1,Excit.L2_5.1,-2.5589179450592074,25,Astro.1,NA
Br5941,Vasc,2,Excit.L2_5.1,-2.5589179450592074,25,Astro.1,NA
Br5941,Vasc,3,Excit.L2_5.1,-2.397143416355599,25,Astro.1,NA
Br5941,Vasc,1,Excit.L2_5.2,-4.953833075761098,25,Astro.1,NA
Br5941,Vasc,2,Excit.L2_5.2,-4.772450121481981,25,Astro.1,NA
Br5941,Vasc,3,Excit.L2_5.2,-4.863844592166755,25,Astro.1,NA
Br5941,Vasc,1,Excit.L5.1,-2.7123969586060848,25,Astro.1,NA
Br5941,Vasc,2,Excit.L5.1,-2.7123969586060848,25,Astro.1,NA
Br5941,Vasc,3,Excit.L5.1,-2.7123969586060848,25,Astro.1,NA
Br5941,Vasc,1,Excit.L5.2,NA,25,Astro.1,NA
Br5941,Vasc,2,Excit.L5.2,NA,25,Astro.1,NA
Br5941,Vasc,3,Excit.L5.2,NA,25,Astro.1,NA
Br5941,Vasc,1,Excit.L5_6_NP,NA,25,Astro.1,NA
Br5941,Vasc,2,Excit.L5_6_NP,NA,25,Astro.1,NA
Br5941,Vasc,3,Excit.L5_6_NP,NA,25,Astro.1,NA
Br5941,Vasc,1,Inhib.Chandelier,-2.473618305829037,25,Astro.1,NA
Br5941,Vasc,2,Inhib.Chandelier,-2.3154666078496597,25,Astro.1,NA
Br5941,Vasc,3,Inhib.Chandelier,-2.473618305829037,25,Astro.1,NA
Br5941,Vasc,1,Inhib.Lamp5_Lhx6,-0.2134738712278892,25,Astro.1,NA
Br5941,Vasc,2,Inhib.Lamp5_Lhx6,-0.2134738712278892,25,Astro.1,NA
Br5941,Vasc,3,Inhib.Lamp5_Lhx6,-0.2134738712278892,25,Astro.1,NA
Br5941,Vasc,1,Inhib.Pax6,-1.3672664667318235,25,Astro.1,NA
Br5941,Vasc,2,Inhib.Pax6,-1.3672664667318235,25,Astro.1,NA
Br5941,Vasc,3,Inhib.Pax6,-1.3672664667318235,25,Astro.1,NA
Br5941,Vasc,1,Inhib.Pvalb,-3.978562413057766,25,Astro.1,NA
Br5941,Vasc,2,Inhib.Pvalb,-3.978562413057766,25,Astro.1,NA
Br5941,Vasc,3,Inhib.Pvalb,-4.085086870593845,25,Astro.1,NA
Br5941,Vasc,1,Inhib.Sst,-3.275747468619986,25,Astro.1,NA
Br5941,Vasc,2,Inhib.Sst,-3.144821915927936,25,Astro.1,NA
Br5941,Vasc,3,Inhib.Sst,-3.144821915927936,25,Astro.1,NA
Br5941,Vasc,1,Inhib.Vip,2.2603245366033278,25,Astro.1,NA
Br5941,Vasc,2,Inhib.Vip,1.8832724880703802,25,Astro.1,NA
Br5941,Vasc,3,Inhib.Vip,2.2603245366033278,25,Astro.1,NA
Br5941,Vasc,1,Astro.1,-5.427749855985583,50,Astro.1,NA
Br5941,Vasc,2,Astro.1,-5.644775738780022,50,Astro.1,NA
Br5941,Vasc,3,Astro.1,-5.644775738780022,50,Astro.1,NA
Br5941,Vasc,1,Astro.2,0.6652922742293514,50,Astro.1,NA
Br5941,Vasc,2,Astro.2,0.7855828446468995,50,Astro.1,NA
Br5941,Vasc,3,Astro.2,0.4294606700136826,50,Astro.1,NA
Br5941,Vasc,1,Astro.3,NA,50,Astro.1,NA
Br5941,Vasc,2,Astro.3,NA,50,Astro.1,NA
Br5941,Vasc,3,Astro.3,NA,50,Astro.1,NA
Br5941,Vasc,1,Astro.4,-0.8643328418867963,50,Astro.1,NA
Br5941,Vasc,2,Astro.4,-0.2134738712278892,50,Astro.1,NA
Br5941,Vasc,3,Astro.4,-0.2134738712278892,50,Astro.1,NA
Br5941,Vasc,1,Astro.5,1.6473582646750142,50,Astro.1,NA
Br5941,Vasc,2,Astro.5,0.8773384147431713,50,Astro.1,NA
Br5941,Vasc,3,Astro.5,1.450659182661505,50,Astro.1,NA
Br5941,Vasc,1,Macro,-1.2741343825856895,50,Astro.1,NA
Br5941,Vasc,2,Macro,-0.9002693569087209,50,Astro.1,NA
Br5941,Vasc,3,Macro,NA,50,Astro.1,NA
Br5941,Vasc,1,Micro.1,-1.2741343825856895,50,Astro.1,NA
Br5941,Vasc,2,Micro.1,-0.9002693569087209,50,Astro.1,NA
Br5941,Vasc,3,Micro.1,-1.2741343825856895,50,Astro.1,NA
Br5941,Vasc,1,Micro.2,3.1062484607635175,50,Astro.1,NA
Br5941,Vasc,2,Micro.2,3.5420115496730205,50,Astro.1,NA
Br5941,Vasc,3,Micro.2,3.5420115496730205,50,Astro.1,NA
Br5941,Vasc,1,Micro.3,1.9297397586983027,50,Astro.1,NA
Br5941,Vasc,2,Micro.3,1.9297397586983027,50,Astro.1,NA
Br5941,Vasc,3,Micro.3,1.9297397586983027,50,Astro.1,NA
Br5941,Vasc,1,Micro.4,-0.9002693569087209,50,Astro.1,NA
Br5941,Vasc,2,Micro.4,-0.9002693569087209,50,Astro.1,NA
Br5941,Vasc,3,Micro.4,-0.9002693569087209,50,Astro.1,NA
Br5941,Vasc,1,Micro.5,5.4259245499959246,50,Astro.1,NA
Br5941,Vasc,2,Micro.5,5.4259245499959246,50,Astro.1,NA
Br5941,Vasc,3,Micro.5,5.4259245499959246,50,Astro.1,NA
Br5941,Vasc,1,OPC.1,-1.2741343825856895,50,Astro.1,NA
Br5941,Vasc,2,OPC.1,-1.8046262076448962,50,Astro.1,NA
Br5941,Vasc,3,OPC.1,-1.2741343825856895,50,Astro.1,NA
Br5941,Vasc,1,OPC.2,3.304222469922574,50,Astro.1,NA
Br5941,Vasc,2,OPC.2,3.304222469922574,50,Astro.1,NA
Br5941,Vasc,3,OPC.2,3.304222469922574,50,Astro.1,NA
Br5941,Vasc,1,OPC.4,1.2213126859818997,50,Astro.1,NA
Br5941,Vasc,2,OPC.4,1.2213126859818997,50,Astro.1,NA
Br5941,Vasc,3,OPC.4,0.6893710363856043,50,Astro.1,NA
Br5941,Vasc,1,OPC.5,2.956685846614087,50,Astro.1,NA
Br5941,Vasc,2,OPC.5,2.447846591556661,50,Astro.1,NA
Br5941,Vasc,3,OPC.5,2.956685846614087,50,Astro.1,NA
Br5941,Vasc,1,Oligo.1,4.354738974604684,50,Astro.1,NA
Br5941,Vasc,2,Oligo.1,4.354738974604684,50,Astro.1,NA
Br5941,Vasc,3,Oligo.1,4.354738974604684,50,Astro.1,NA
Br5941,Vasc,1,Oligo.2,0.9380569850993269,50,Astro.1,NA
