BrNum,perm,neighbor,Z,scale,reference,id
Br5367,1,Astro.1,-11.684300417325295,50,Astro.1,NA
Br5367,2,Astro.1,-11.802545460057196,50,Astro.1,NA
Br5367,3,Astro.1,-11.802545460057196,50,Astro.1,NA
Br5367,1,Astro.2,1.518441336047173,50,Astro.1,NA
Br5367,2,Astro.2,0.988026115241396,50,Astro.1,NA
Br5367,3,Astro.2,0.8614081618439892,50,Astro.1,NA
Br5367,1,Astro.3,NA,50,Astro.1,NA
Br5367,2,Astro.3,NA,50,Astro.1,NA
Br5367,3,Astro.3,NA,50,Astro.1,NA
Br5367,1,Astro.4,-0.8786417346382445,50,Astro.1,NA
Br5367,2,Astro.4,NA,50,Astro.1,NA
Br5367,3,Astro.4,NA,50,Astro.1,NA
Br5367,1,Astro.5,1.09876761911578,50,Astro.1,NA
Br5367,2,Astro.5,0.994418002915885,50,Astro.1,NA
Br5367,3,Astro.5,1.4194538368966598,50,Astro.1,NA
Br5367,1,Macro,-2.3284567130039,50,Astro.1,NA
Br5367,2,Macro,-1.9668358747770547,50,Astro.1,NA
Br5367,3,Macro,-2.155146149989463,50,Astro.1,NA
Br5367,1,Micro.2,2.298656694156398,50,Astro.1,NA
Br5367,2,Micro.2,2.5317633583106542,50,Astro.1,NA
Br5367,3,Micro.2,1.6580840815119202,50,Astro.1,NA
Br5367,1,Micro.3,-1.564716291503332,50,Astro.1,NA
Br5367,2,Micro.3,-1.7752939287946328,50,Astro.1,NA
Br5367,3,Micro.3,-1.7752939287946328,50,Astro.1,NA
Br5367,1,Micro.4,NA,50,Astro.1,NA
Br5367,2,Micro.4,NA,50,Astro.1,NA
Br5367,3,Micro.4,NA,50,Astro.1,NA
Br5367,1,Micro.5,5.540305708764667,50,Astro.1,NA
Br5367,2,Micro.5,5.76724921587733,50,Astro.1,NA
Br5367,3,Micro.5,5.540305708764667,50,Astro.1,NA
Br5367,1,OPC.2,5.070862503244447,50,Astro.1,NA
Br5367,2,OPC.2,4.784977157484159,50,Astro.1,NA
Br5367,3,OPC.2,5.070862503244447,50,Astro.1,NA
Br5367,1,OPC.4,3.557844129842514,50,Astro.1,NA
Br5367,2,OPC.4,3.557844129842514,50,Astro.1,NA
Br5367,3,OPC.4,3.193701384404921,50,Astro.1,NA
Br5367,1,OPC.5,4.057846224861253,50,Astro.1,NA
Br5367,2,OPC.5,4.057846224861253,50,Astro.1,NA
Br5367,3,OPC.5,4.375958794041064,50,Astro.1,NA
Br5367,1,Oligo.1,3.456094880087899,50,Astro.1,NA
Br5367,2,Oligo.1,3.956203669708239,50,Astro.1,NA
Br5367,3,Oligo.1,3.456094880087899,50,Astro.1,NA
