BrNum,region,perm,neighbor,Z,scale,reference,id
Br2582,WM,1,Astro.1,-7.345159656889332,25,Astro.1,NA
Br2582,WM,2,Astro.1,-7.413110721510205,25,Astro.1,NA
Br2582,WM,3,Astro.1,-7.413110721510205,25,Astro.1,NA
Br2582,WM,1,Astro.2,0.43589948982255106,25,Astro.1,NA
Br2582,WM,2,Astro.2,0.6285496520291589,25,Astro.1,NA
Br2582,WM,3,Astro.2,0.6285496520291589,25,Astro.1,NA
Br2582,WM,1,Astro.3,0.35761458137493635,25,Astro.1,NA
Br2582,WM,2,Astro.3,0.35761458137493635,25,Astro.1,NA
Br2582,WM,3,Astro.3,0.35761458137493635,25,Astro.1,NA
Br2582,WM,1,Astro.4,NA,25,Astro.1,NA
Br2582,WM,2,Astro.4,NA,25,Astro.1,NA
Br2582,WM,3,Astro.4,NA,25,Astro.1,NA
Br2582,WM,1,Astro.5,0.9636664849603318,25,Astro.1,NA
Br2582,WM,2,Astro.5,0.8433988626018972,25,Astro.1,NA
Br2582,WM,3,Astro.5,1.0855660101668911,25,Astro.1,NA
Br2582,WM,1,Macro,NA,25,Astro.1,NA
Br2582,WM,2,Macro,NA,25,Astro.1,NA
Br2582,WM,3,Macro,NA,25,Astro.1,NA
Br2582,WM,1,Micro.1,-1.25000904155862,25,Astro.1,NA
Br2582,WM,2,Micro.1,-1.25000904155862,25,Astro.1,NA
Br2582,WM,3,Micro.1,-1.25000904155862,25,Astro.1,NA
Br2582,WM,1,Micro.2,2.7923568636210065,25,Astro.1,NA
Br2582,WM,2,Micro.2,2.7923568636210065,25,Astro.1,NA
Br2582,WM,3,Micro.2,2.7923568636210065,25,Astro.1,NA
Br2582,WM,1,Micro.3,2.274872400513143,25,Astro.1,NA
Br2582,WM,2,Micro.3,2.274872400513143,25,Astro.1,NA
Br2582,WM,3,Micro.3,2.274872400513143,25,Astro.1,NA
Br2582,WM,1,Micro.4,NA,25,Astro.1,NA
Br2582,WM,2,Micro.4,NA,25,Astro.1,NA
Br2582,WM,3,Micro.4,NA,25,Astro.1,NA
Br2582,WM,1,Micro.5,3.74899650271045,25,Astro.1,NA
Br2582,WM,2,Micro.5,3.74899650271045,25,Astro.1,NA
Br2582,WM,3,Micro.5,3.74899650271045,25,Astro.1,NA
Br2582,WM,1,OPC.2,2.791144847472423,25,Astro.1,NA
Br2582,WM,2,OPC.2,2.791144847472423,25,Astro.1,NA
Br2582,WM,3,OPC.2,2.791144847472423,25,Astro.1,NA
Br2582,WM,1,OPC.4,0.7346987582675397,25,Astro.1,NA
Br2582,WM,2,OPC.4,0.7346987582675397,25,Astro.1,NA
Br2582,WM,3,OPC.4,0.7346987582675397,25,Astro.1,NA
Br2582,WM,1,OPC.5,3.065707039582271,25,Astro.1,NA
Br2582,WM,2,OPC.5,3.065707039582271,25,Astro.1,NA
Br2582,WM,3,OPC.5,3.065707039582271,25,Astro.1,NA
Br2582,WM,1,Oligo.1,3.427700237748427,25,Astro.1,NA
Br2582,WM,2,Oligo.1,3.427700237748427,25,Astro.1,NA
Br2582,WM,3,Oligo.1,3.427700237748427,25,Astro.1,NA
Br2582,WM,1,Oligo.2,1.1364788092029066,25,Astro.1,NA
Br2582,WM,2,Oligo.2,1.1364788092029066,25,Astro.1,NA
Br2582,WM,3,Oligo.2,1.1364788092029066,25,Astro.1,NA
Br2582,WM,1,Oligo.3,8.938464108642226,25,Astro.1,NA
Br2582,WM,2,Oligo.3,8.938464108642226,25,Astro.1,NA
Br2582,WM,3,Oligo.3,8.938464108642226,25,Astro.1,NA
Br2582,WM,1,Oligo.4,8.303926624689742,25,Astro.1,NA
Br2582,WM,2,Oligo.4,8.303926624689742,25,Astro.1,NA
Br2582,WM,3,Oligo.4,8.303926624689742,25,Astro.1,NA
Br2582,WM,1,Oligo.5,-2.1721195885075137,25,Astro.1,NA
Br2582,WM,2,Oligo.5,-2.34158378449188,25,Astro.1,NA
Br2582,WM,3,Oligo.5,-2.34158378449188,25,Astro.1,NA
Br2582,WM,1,Vasc.Endo,1.3411683243265056,25,Astro.1,NA
Br2582,WM,2,Vasc.Endo,1.0277715292638034,25,Astro.1,NA
Br2582,WM,3,Vasc.Endo,1.3411683243265056,25,Astro.1,NA
Br2582,WM,1,Vasc.PC,2.791144847472423,25,Astro.1,NA
Br2582,WM,2,Vasc.PC,2.791144847472423,25,Astro.1,NA
Br2582,WM,3,Vasc.PC,2.791144847472423,25,Astro.1,NA
Br2582,WM,1,Vasc.VLMC,-3.0895942509030028,25,Astro.1,NA
Br2582,WM,2,Vasc.VLMC,-2.9553758026282773,25,Astro.1,NA
Br2582,WM,3,Vasc.VLMC,-3.0895942509030028,25,Astro.1,NA
Br2582,WM,1,Excit.L2,-2.668399552171244,25,Astro.1,NA
Br2582,WM,2,Excit.L2,-2.668399552171244,25,Astro.1,NA
Br2582,WM,3,Excit.L2,-2.8152867164006765,25,Astro.1,NA
Br2582,WM,1,Excit.L2_5.1,-0.8157606180715113,25,Astro.1,NA
Br2582,WM,2,Excit.L2_5.1,-0.51818722906661,25,Astro.1,NA
Br2582,WM,3,Excit.L2_5.1,-0.8157606180715113,25,Astro.1,NA
Br2582,WM,1,Excit.L2_5.2,-6.536651756908304,25,Astro.1,NA
Br2582,WM,2,Excit.L2_5.2,-6.463925147208563,25,Astro.1,NA
Br2582,WM,3,Excit.L2_5.2,-6.463925147208563,25,Astro.1,NA
Br2582,WM,1,Excit.L5.1,-6.46444920782809,25,Astro.1,NA
Br2582,WM,2,Excit.L5.1,-6.607950910415579,25,Astro.1,NA
Br2582,WM,3,Excit.L5.1,-6.46444920782809,25,Astro.1,NA
Br2582,WM,1,Excit.L6_CT,-0.8831017378238242,25,Astro.1,NA
Br2582,WM,2,Excit.L6_CT,-0.8831017378238242,25,Astro.1,NA
Br2582,WM,3,Excit.L6_CT,-0.8831017378238242,25,Astro.1,NA
Br2582,WM,1,Excit.L6b,-1.5824119012758413,25,Astro.1,NA
Br2582,WM,2,Excit.L6b,-1.5824119012758413,25,Astro.1,NA
Br2582,WM,3,Excit.L6b,-1.5824119012758413,25,Astro.1,NA
Br2582,WM,1,Inhib.Chandelier,-1.5323109089025084,25,Astro.1,NA
Br2582,WM,2,Inhib.Chandelier,-1.5323109089025084,25,Astro.1,NA
Br2582,WM,3,Inhib.Chandelier,-1.5323109089025084,25,Astro.1,NA
Br2582,WM,1,Inhib.Lamp5_Lhx6,-2.5580914526128624,25,Astro.1,NA
Br2582,WM,2,Inhib.Lamp5_Lhx6,-2.4086540200999615,25,Astro.1,NA
Br2582,WM,3,Inhib.Lamp5_Lhx6,-2.4086540200999615,25,Astro.1,NA
Br2582,WM,1,Inhib.Pvalb,-0.8857853327211884,25,Astro.1,NA
Br2582,WM,2,Inhib.Pvalb,-0.6363662888646869,25,Astro.1,NA
Br2582,WM,3,Inhib.Pvalb,-0.8857853327211884,25,Astro.1,NA
Br2582,WM,1,Inhib.Sst,-1.9817532295374425,25,Astro.1,NA
Br2582,WM,2,Inhib.Sst,-1.9817532295374425,25,Astro.1,NA
Br2582,WM,3,Inhib.Sst,-2.1728532673361265,25,Astro.1,NA
Br2582,WM,1,Inhib.Vip,1.6057026712704228,25,Astro.1,NA
Br2582,WM,2,Inhib.Vip,1.6057026712704228,25,Astro.1,NA
Br2582,WM,3,Inhib.Vip,1.6057026712704228,25,Astro.1,NA
Br2582,WM,1,Astro.1,-7.069967027129395,50,Astro.1,NA
Br2582,WM,2,Astro.1,-7.413110721510205,50,Astro.1,NA
Br2582,WM,3,Astro.1,-7.413110721510205,50,Astro.1,NA
Br2582,WM,1,Astro.2,0.25064972821738596,50,Astro.1,NA
Br2582,WM,2,Astro.2,0.829332314127407,50,Astro.1,NA
Br2582,WM,3,Astro.2,0.6285496520291589,50,Astro.1,NA
Br2582,WM,1,Astro.3,0.35761458137493635,50,Astro.1,NA
Br2582,WM,2,Astro.3,1.1364788092029066,50,Astro.1,NA
Br2582,WM,3,Astro.3,0.35761458137493635,50,Astro.1,NA
Br2582,WM,1,Astro.4,NA,50,Astro.1,NA
Br2582,WM,2,Astro.4,NA,50,Astro.1,NA
Br2582,WM,3,Astro.4,NA,50,Astro.1,NA
Br2582,WM,1,Astro.5,1.3345060146444974,50,Astro.1,NA
Br2582,WM,2,Astro.5,1.0855660101668911,50,Astro.1,NA
Br2582,WM,3,Astro.5,1.0855660101668911,50,Astro.1,NA
Br2582,WM,1,Macro,NA,50,Astro.1,NA
Br2582,WM,2,Macro,NA,50,Astro.1,NA
Br2582,WM,3,Macro,NA,50,Astro.1,NA
Br2582,WM,1,Micro.1,-0.8831017378238242,50,Astro.1,NA
Br2582,WM,2,Micro.1,-1.770944970019725,50,Astro.1,NA
Br2582,WM,3,Micro.1,-1.5323109089025084,50,Astro.1,NA
Br2582,WM,1,Micro.2,2.7923568636210065,50,Astro.1,NA
Br2582,WM,2,Micro.2,3.182544378735698,50,Astro.1,NA
Br2582,WM,3,Micro.2,2.7923568636210065,50,Astro.1,NA
Br2582,WM,1,Micro.3,2.274872400513143,50,Astro.1,NA
Br2582,WM,2,Micro.3,2.274872400513143,50,Astro.1,NA
Br2582,WM,3,Micro.3,2.274872400513143,50,Astro.1,NA
Br2582,WM,1,Micro.4,NA,50,Astro.1,NA
Br2582,WM,2,Micro.4,NA,50,Astro.1,NA
Br2582,WM,3,Micro.4,NA,50,Astro.1,NA
Br2582,WM,1,Micro.5,3.74899650271045,50,Astro.1,NA
