Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000116288,PARK7,387,1.09239,227,0.21537,182,-0.1338,74,-1.4955,63,-1.7352,96,-1.1096,297,0.64999,284,0.57656,162,-0.3135,337,0.85981,155,-0.3787,114,-0.8489
ENSG00000116285,ERRFI1,0,-5.7733,13,-0.5577,13,-0.5629,11,-0.7919,25,0.41849,18,-0.0737,22,0.22659,35,0.93090,15,-0.4217,15,-0.4250,12,-0.6681,52,1.62943
ENSG00000162426,SLC45A1,1,-4.7955,0,-8.5138,21,-0.3925,16,-0.8315,29,0.08464,37,0.43192,24,-0.2233,49,0.92176,29,0.07588,16,-0.8390,52,1.01487,59,1.23034
ENSG00000142599,RERE,61,-1.1362,79,-0.7461,106,-0.3048,114,-0.1886,108,-0.2785,81,-0.7218,97,-0.4320,234,0.96931,134,0.06619,228,0.92400,155,0.29412,148,0.22344
ENSG00000074800,ENO1,219,-1.1869,307,-0.6775,388,-0.3205,249,-0.9971,247,-1.0077,459,-0.0598,893,1.02588,431,-0.1578,362,-0.4272,992,1.20678,613,0.40167,557,0.24726
ENSG00000171612,SLC25A33,0,-5.8766,15,-0.9505,38,0.48728,17,-0.7425,7,-1.9806,5,-2.5813,86,1.92465,50,0.95419,18,-0.6265,39,0.54679,28,0.01624,29,0.08787
ENSG00000188807,TMEM201,0,-5.4912,14,-0.1631,14,-0.1521,11,-0.4979,28,0.93330,15,-0.1053,19,0.24824,6,-1.5171,29,0.94909,0,-7.2395,22,0.50948,32,1.15338
ENSG00000171608,PIK3CD,25,0.75449,5,-1.5583,13,-0.2236,20,0.42105,33,1.22277,25,0.75370,2,-2.6955,18,0.22370,19,0.33610,0,-7.2967,10,-0.6108,14,-0.0862
ENSG00000171603,CLSTN1,228,-1.3458,141,-2.0561,287,-1.0024,389,-0.5442,561,0.02484,506,-0.1365,591,0.10668,601,0.13527,569,0.04690,1033,1.02248,1011,0.98634,707,0.39311
ENSG00000178585,CTNNBIP1,33,0.02649,38,0.22659,30,-0.1562,48,0.62735,74,1.33156,44,0.47062,18,-0.9318,21,-0.6573,44,0.46290,2,-3.7863,25,-0.4246,16,-1.0825
ENSG00000162441,LZIC,0,-6.2898,73,1.61035,28,0.01517,32,0.23719,15,-0.9046,4,-2.7150,32,0.23355,41,0.60589,17,-0.7569,27,-0.0239,38,0.48834,25,-0.1371
ENSG00000130939,UBE4B,61,0.39608,45,-0.0576,19,-1.3897,42,-0.1613,61,0.41601,45,-0.0551,21,-1.2169,45,-0.0634,62,0.43233,46,-0.0513,66,0.53922,52,0.14233
ENSG00000054523,KIF1B,29,-3.4318,340,0.23491,266,-0.1505,279,-0.0797,279,-0.0802,360,0.32399,325,0.16366,332,0.19492,269,-0.1369,365,0.34796,337,0.22135,338,0.22703
ENSG00000142657,PGD,41,-0.4691,41,-0.4946,29,-0.9893,44,-0.3616,78,0.53361,35,-0.7061,50,-0.1735,115,1.17557,89,0.74067,5,-3.3629,69,0.32553,75,0.45739
ENSG00000241563,CORT,0,-6.5590,10,-1.7364,30,-0.1646,22,-0.6273,14,-1.2626,8,-2.0436,40,0.27968,131,2.37938,97,1.78352,6,-2.3853,29,-0.2495,15,-1.2512
ENSG00000160049,DFFA,35,0.32479,41,0.58203,33,0.22089,23,-0.3327,30,0.07281,7,-2.0332,33,0.21553,38,0.45344,37,0.40830,22,-0.3702,21,-0.5039,23,-0.3618
ENSG00000142655,PEX14,0,-6.3331,0,-5.6036,30,0.06619,25,-0.2377,31,0.12463,30,0.06990,25,-0.1982,44,0.69452,46,0.76279,12,-1.2381,66,1.38306,33,0.24329
ENSG00000120948,TARDBP,17,-2.2179,95,0.40332,50,-0.6035,39,-0.9631,47,-0.6929,43,-0.8334,76,0.04531,76,0.03743,87,0.26150,172,1.40364,85,0.21980,99,0.46846
ENSG00000116649,SRM,35,-1.5940,62,-0.7646,99,-0.0465,62,-0.7516,106,0.06375,78,-0.4071,98,-0.0554,123,0.30069,161,0.74029,150,0.61672,102,0.00152,145,0.55981
ENSG00000171824,EXOSC10,20,-0.4714,35,0.44680,17,-0.6856,24,-0.1894,16,-0.7437,19,-0.5067,35,0.43066,49,0.99067,37,0.52621,23,-0.2150,21,-0.3393,23,-0.2359
ENSG00000198793,MTOR,0,-6.6032,15,-1.2577,39,0.16858,24,-0.5751,28,-0.3354,30,-0.2426,41,0.27309,24,-0.5745,21,-0.7742,80,1.38360,62,0.93946,53,0.67161
ENSG00000116661,FBXO2,45,-2.1479,133,-0.5283,299,0.75406,112,-0.7996,157,-0.2785,70,-1.4880,382,1.16686,262,0.53155,100,-0.9673,321,0.86907,185,-0.0173,185,-0.0250
ENSG00000132879,FBXO44,0,-8.5863,52,-1.4739,97,-0.5522,110,-0.3561,178,0.39421,244,0.91358,128,-0.1184,104,-0.4462,177,0.38509,145,0.07316,231,0.82598,197,0.56332
ENSG00000116670,MAD2L2,9,-1.4934,34,0.48638,20,-0.3214,23,-0.1337,9,-1.5667,8,-1.6107,34,0.49622,23,-0.1366,34,0.50783,41,0.79943,42,0.84086,21,-0.2372
ENSG00000177000,MTHFR,41,1.01617,12,-0.9482,17,-0.4069,25,0.21673,21,-0.0637,33,0.65647,1,-3.6079,22,-0.0303,37,0.83775,10,-1.1824,19,-0.2001,25,0.18844
ENSG00000011021,CLCN6,0,-7.8879,43,-1.0403,57,-0.6239,73,-0.2299,141,0.81674,128,0.65480,74,-0.2086,73,-0.2364,150,0.91659,37,-1.2424,106,0.35050,137,0.77354
ENSG00000116685,KIAA2013,39,0.13251,53,0.63459,18,-1.0050,38,0.07342,34,-0.0945,52,0.57657,36,0.02598,35,-0.0585,26,-0.5160,12,-1.6329,59,0.79899,29,-0.3313
ENSG00000083444,PLOD1,113,2.76979,19,-0.3699,21,-0.1919,15,-0.7360,18,-0.4687,14,-0.8507,8,-1.6107,14,-0.8219,43,0.91912,0,-7.9467,10,-1.3509,16,-0.5842
ENSG00000116688,MFN2,37,-1.3363,84,-0.0869,65,-0.4844,99,0.17554,95,0.10392,112,0.37146,66,-0.4558,88,-0.0161,92,0.05678,96,0.12489,96,0.13530,134,0.66577
ENSG00000116691,MIIP,0,-5.4248,9,-0.6974,11,-0.5215,13,-0.1779,15,-0.0467,12,-0.3859,14,-0.0704,22,0.58573,47,1.91443,1,-3.7707,29,1.03790,8,-0.9132
ENSG00000048707,VPS13D,0,-6.6886,37,-0.1463,39,-0.0662,36,-0.1701,40,-0.0157,49,0.30553,44,0.11882,29,-0.5261,49,0.31353,19,-1.1643,61,0.66799,82,1.16299
ENSG00000162496,DHRS3,32,0.23776,26,-0.0773,47,0.86932,31,0.22051,40,0.59522,23,-0.2385,46,0.85272,15,-0.8583,36,0.44736,0,-8.1120,15,-0.9317,16,-0.8352
ENSG00000116731,PRDM2,35,-0.8737,47,-0.4111,48,-0.3901,40,-0.6761,56,-0.1467,123,1.12768,47,-0.4057,67,0.14189,43,-0.5506,99,0.77264,74,0.28988,59,-0.0609
ENSG00000189337,KAZN,23,-0.9577,79,0.93767,29,-0.6215,45,0.02564,29,-0.6465,82,1.00534,29,-0.6356,130,1.83679,30,-0.6029,13,-1.7926,27,-0.7180,11,-1.9853
ENSG00000142634,EFHD2,39,-1.3935,41,-1.3379,24,-2.1191,80,-0.3253,253,1.58426,581,3.40422,17,-2.5640,26,-1.9846,25,-2.0429,1,-6.5005,32,-1.6882,60,-0.7452
ENSG00000116138,DNAJC16,0,-6.2780,33,0.30662,26,-0.1127,21,-0.4168,38,0.50012,30,0.11151,25,-0.1202,25,-0.1219,29,0.08193,6,-2.1748,42,0.68900,54,1.10397
ENSG00000197312,DDI2,0,-4.6649,16,-0.4332,15,-0.5950,16,-0.5032,36,0.79342,40,0.96941,16,-0.4582,17,-0.3978,21,-0.0464,25,0.22545,21,-0.0461,38,0.89460
ENSG00000116786,PLEKHM2,0,-7.5131,23,-1.5946,99,0.66520,70,0.10685,100,0.67770,85,0.41733,68,0.05518,64,-0.0469,107,0.78918,53,-0.3217,45,-0.5882,72,0.15846
ENSG00000065526,SPEN,52,0.10973,58,0.30550,39,-0.3052,38,-0.3570,53,0.15757,65,0.47024,55,0.21423,33,-0.5659,56,0.24880,30,-0.6990,43,-0.1669,53,0.16090
ENSG00000116809,ZBTB17,0,-4.2829,25,0.65079,11,-0.6230,12,-0.4930,21,0.39166,9,-0.8725,26,0.69056,21,0.35201,21,0.37529,17,0.01431,19,0.24598,16,-0.0374
ENSG00000037637,FBXO42,50,0.96761,9,-1.6631,19,-0.5875,16,-0.7789,24,-0.2007,19,-0.5641,16,-0.7940,50,0.98055,29,0.08893,16,-0.8156,41,0.62714,40,0.58824
ENSG00000055070,SZRD1,125,2.18840,62,0.89200,30,-0.2379,19,-0.9466,26,-0.4600,12,-1.6287,32,-0.1641,26,-0.4736,51,0.59271,5,-2.6883,18,-0.9882,17,-1.0981
ENSG00000157191,NECAP2,87,2.63111,43,1.26162,12,-0.6920,5,-2.0947,13,-0.5918,12,-0.6837,31,0.71340,11,-0.9205,12,-0.6834,0,-7.6524,4,-2.1305,6,-1.7519
ENSG00000058453,CROCC,55,1.52114,14,-0.6647,12,-0.9532,17,-0.3357,46,1.19350,23,0.10254,15,-0.5708,18,-0.2971,11,-1.0483,2,-3.2222,21,-0.0828,29,0.41904
ENSG00000159363,ATP13A2,23,-2.4697,45,-1.5186,94,-0.3931,109,-0.1773,155,0.38406,113,-0.1185,114,-0.0962,170,0.53508,153,0.36171,159,0.42950,181,0.63907,143,0.25963
ENSG00000117118,SDHB,14,-2.4147,56,-0.3526,51,-0.4921,54,-0.3940,73,0.07129,74,0.08155,74,0.08388,78,0.16972,91,0.40801,54,-0.3898,102,0.59883,120,0.86698
ENSG00000117115,PADI2,0,-7.0825,332,3.84224,41,-0.2507,20,-1.3440,5,-3.2389,19,-1.3811,67,0.51729,42,-0.2107,11,-2.1489,27,-0.8750,7,-2.8782,10,-2.3876
ENSG00000179051,RCC2,37,0.52446,28,0.08346,14,-0.9033,24,-0.1270,41,0.68558,14,-0.9043,36,0.50637,28,0.07434,28,0.07523,11,-1.2742,31,0.23136,24,-0.1110
ENSG00000074964,ARHGEF10L,64,2.12416,6,-1.6748,23,0.31847,21,0.23055,24,0.42772,19,0.09288,14,-0.4074,10,-0.8941,10,-0.9114,0,-5.2608,23,0.34434,6,-1.5448
ENSG00000117154,IGSF21,0,-7.7969,55,-0.5748,47,-0.8190,74,-0.1095,167,1.20901,326,2.49894,37,-1.1632,88,0.16277,39,-1.0731,13,-2.7124,50,-0.7160,61,-0.4272
ENSG00000159423,ALDH4A1,1,-4.0245,11,-0.6966,32,0.95859,17,-0.0122,9,-0.9475,17,-0.0315,57,2.00333,14,-0.3480,32,0.98173,0,-4.7378,15,-0.2272,4,-2.1288
ENSG00000169991,IFFO2,0,-4.3514,10,-0.6081,3,-2.1816,19,0.44225,31,1.20873,12,-0.2646,15,0.06242,4,-1.8358,37,1.51763,1,-3.3275,23,0.68981,19,0.45457
ENSG00000127463,EMC1,0,-6.6235,19,-0.9622,22,-0.6777,26,-0.4665,31,-0.1676,43,0.30899,36,0.05758,59,0.83329,62,0.90081,28,-0.3726,53,0.66928,42,0.29014
ENSG00000053372,MRTO4,0,-6.5779,23,-0.6213,27,-0.3310,42,0.31469,34,0.02046,44,0.42035,31,-0.1491,37,0.14076,34,0.01771,37,0.13412,41,0.30638,57,0.82205
ENSG00000053371,AKR7A2,69,0.95679,44,0.22275,38,0.00104,17,-1.2451,18,-1.1418,17,-1.2453,52,0.49639,46,0.30665,25,-0.6442,92,1.44732,19,-1.0670,21,-0.8719
ENSG00000077549,CAPZB,399,0.82394,137,-0.8540,159,-0.6331,195,-0.3223,284,0.26711,207,-0.2242,205,-0.2431,269,0.18423,243,0.02116,233,-0.0414,220,-0.1303,323,0.47629
ENSG00000173436,MICOS10,277,0.29461,263,0.21051,296,0.39732,167,-0.4958,169,-0.4816,182,-0.3653,240,0.06212,272,0.26443,274,0.27245,268,0.23694,207,-0.1710,150,-0.6598
ENSG00000158747,NBL1,386,1.01145,42,-2.3903,110,-0.9784,166,-0.3490,264,0.38198,422,1.16589,129,-0.7267,229,0.15858,309,0.64218,45,-2.2988,105,-1.0446,282,0.48990
ENSG00000169914,OTUD3,0,-5.6020,10,-0.8294,17,-0.0098,15,-0.1712,28,0.77493,21,0.28754,6,-1.5892,32,0.98034,29,0.86732,2,-3.2445,24,0.50011,23,0.44846
ENSG00000162545,CAMK2N1,56,-3.9874,478,-0.8427,1038,0.36464,534,-0.6744,338,-1.3620,200,-2.1418,1109,0.47105,785,-0.0793,832,0.01208,2559,1.93689,1142,0.51922,837,0.02106
ENSG00000090432,MUL1,0,-6.1205,20,-0.3547,17,-0.5877,18,-0.4410,20,-0.3505,27,0.12281,40,0.77852,18,-0.4604,37,0.62511,27,0.16093,38,0.70184,34,0.51495
ENSG00000183114,FAM43B,0,-5.9612,5,-2.2026,4,-2.3237,13,-0.8020,31,0.52738,121,3.17836,9,-1.3247,32,0.56927,13,-0.7613,0,-7.8106,5,-2.2253,32,0.58819
ENSG00000158828,PINK1,128,-1.1037,206,-0.3795,255,-0.0525,194,-0.4720,236,-0.1715,306,0.23822,371,0.54928,326,0.33920,141,-0.9564,225,-0.2467,362,0.50870,409,0.71009
ENSG00000244038,DDOST,107,2.21758,23,-0.3505,15,-0.9859,11,-1.4698,23,-0.3505,32,0.10122,19,-0.6705,4,-2.7702,34,0.20710,31,0.07358,29,-0.0215,26,-0.1957
ENSG00000117245,KIF17,0,-5.3948,2,-2.6728,11,-0.4277,18,0.31346,28,1.00676,19,0.36729,4,-1.9408,2,-2.7494,10,-0.5507,0,-6.5702,33,1.30283,51,2.10048
ENSG00000189410,SH2D5,35,0.18673,2,-3.5849,23,-0.4427,21,-0.6354,32,0.02164,20,-0.6397,28,-0.1671,16,-1.0280,15,-1.0579,97,1.91812,47,0.64849,38,0.30948
ENSG00000127483,HP1BP3,200,0.46666,119,-0.3504,111,-0.4572,111,-0.4590,128,-0.2409,157,0.08028,124,-0.2924,197,0.44326,172,0.22960,160,0.10742,147,-0.0259,165,0.15619
