Feature ID,Feature Name,Feature count topic 1to8,Feature log2 fold change topic 1to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000116251,RPL22,414,-0.7236,915,0.96972,608,0.37023
ENSG00000116237,ICMT,37,0.49387,28,-0.2535,25,-0.4960
ENSG00000158292,GPR153,15,0.63911,12,-0.1568,9,-0.7269
ENSG00000097021,ACOT7,364,1.19527,145,-1.0891,163,-1.0551
ENSG00000171680,PLEKHG5,31,0.91560,13,-1.0685,17,-0.7233
ENSG00000162408,NOL9,25,-0.2212,45,0.87472,24,-0.1962
ENSG00000162413,KLHL21,25,0.03676,31,0.38053,22,-0.2253
ENSG00000116273,PHF13,16,0.32910,15,0.00819,12,-0.4066
ENSG00000041988,THAP3,22,0.60357,16,-0.2546,14,-0.6343
ENSG00000007923,DNAJC11,27,0.34266,12,-1.1336,24,-0.0543
ENSG00000171735,CAMTA1,149,0.22109,137,-0.0528,125,-0.2442
ENSG00000049245,VAMP3,15,-1.2593,65,1.75771,28,0.42854
ENSG00000049246,PER3,21,-0.1401,31,0.52755,21,-0.0828
ENSG00000116288,PARK7,373,-0.0328,337,-0.1746,397,0.10481
ENSG00000116285,ERRFI1,22,0.31628,29,0.51669,14,-0.6881
ENSG00000162426,SLC45A1,30,1.20473,10,-1.3492,14,-0.9888
ENSG00000142599,RERE,99,0.20873,100,0.09008,81,-0.2939
ENSG00000074800,ENO1,731,0.46603,519,-0.3827,532,-0.4096
ENSG00000142583,SLC2A5,7,-0.8939,16,0.85147,13,0.63265
ENSG00000171612,SLC25A33,29,-0.5569,49,0.58720,41,0.38759
ENSG00000188807,TMEM201,11,0.56755,4,-1.4321,9,-0.2437
ENSG00000171603,CLSTN1,768,1.11437,380,-0.7796,346,-1.0662
ENSG00000178585,CTNNBIP1,23,-0.1298,18,-0.4565,28,0.30361
ENSG00000162441,LZIC,25,-0.1650,26,0.02131,29,0.18463
ENSG00000130939,UBE4B,36,0.54900,34,0.08245,22,-0.7345
ENSG00000054523,KIF1B,213,0.03276,231,0.14162,201,-0.1005
ENSG00000142657,PGD,36,-0.0650,52,0.54650,33,-0.1892
ENSG00000175279,CENPS,13,0.46615,5,-1.2420,11,-0.1685
ENSG00000241563,CORT,115,1.83539,43,-1.0655,28,-1.9140
ENSG00000160049,DFFA,28,-0.2689,57,1.05896,26,-0.2686
ENSG00000142655,PEX14,26,0.44704,26,0.14261,17,-0.6307
ENSG00000120948,TARDBP,63,0.38549,66,0.19011,42,-0.5750
ENSG00000116649,SRM,105,0.55271,74,-0.3754,71,-0.5189
ENSG00000171824,EXOSC10,22,1.06937,11,-0.7419,10,-1.0236
ENSG00000198793,MTOR,40,0.51589,26,-0.4872,29,-0.4315
ENSG00000116661,FBXO2,228,-0.2209,258,0.10969,268,0.21421
ENSG00000132879,FBXO44,165,0.97240,112,-0.3314,75,-1.0862
ENSG00000116670,MAD2L2,28,0.75835,10,-1.2717,18,-0.4895
ENSG00000177674,AGTRAP,6,-1.4079,32,1.99812,12,0.38861
ENSG00000177000,MTHFR,13,0.40346,9,-0.4745,10,-0.3013
ENSG00000011021,CLCN6,52,1.01247,27,-0.7428,25,-0.9506
ENSG00000116685,KIAA2013,31,0.49052,33,0.23984,19,-0.7488
ENSG00000083444,PLOD1,15,0.01241,27,0.97588,10,-0.6051
ENSG00000116688,MFN2,90,0.72219,53,-0.6108,55,-0.6380
ENSG00000116691,MIIP,16,0.45547,14,0.00866,10,-0.5695
ENSG00000028137,TNFRSF1B,8,-2.8711,185,3.77579,25,-0.1523
ENSG00000048707,VPS13D,46,0.42664,37,-0.2271,34,-0.4234
ENSG00000162496,DHRS3,13,-0.8194,32,1.07324,20,0.41840
ENSG00000116731,PRDM2,85,0.53474,60,-0.3830,58,-0.4937
ENSG00000189337,KAZN,36,0.46829,43,0.43807,20,-0.8528
ENSG00000142634,EFHD2,85,0.24860,109,0.49366,58,-0.5762
ENSG00000116138,DNAJC16,25,1.37654,10,-1.0239,9,-1.3076
ENSG00000197312,DDI2,24,0.76802,16,-0.3608,13,-0.7981
ENSG00000116786,PLEKHM2,48,-0.1170,45,-0.1519,54,0.19334
ENSG00000065526,SPEN,27,-0.3410,51,0.89942,28,-0.0562
ENSG00000116809,ZBTB17,13,0.13517,13,0.12062,11,-0.2167
ENSG00000185519,FAM131C,14,-0.0937,10,-0.5535,17,0.29034
ENSG00000037637,FBXO42,23,1.04960,10,-0.9357,11,-0.9267
ENSG00000055070,SZRD1,17,-0.6057,25,0.33023,26,0.56025
ENSG00000157191,NECAP2,11,-0.4032,19,0.67938,14,0.15705
ENSG00000058453,CROCC,11,1.29788,1,-3.1529,6,-0.8194
ENSG00000159363,ATP13A2,119,0.79610,54,-0.9852,73,-0.6059
ENSG00000117118,SDHB,97,0.41878,76,-0.2372,71,-0.4095
ENSG00000117115,PADI2,22,-1.6141,99,1.61011,58,0.92510
ENSG00000179051,RCC2,12,0.03769,6,-0.8862,13,0.22722
ENSG00000074964,ARHGEF10L,7,-0.5463,6,-0.4459,12,0.75157
ENSG00000117154,IGSF21,65,0.84354,35,-0.6735,36,-0.7649
ENSG00000159423,ALDH4A1,19,-0.6488,14,-0.7411,36,0.92663
ENSG00000169991,IFFO2,9,-0.2203,22,1.37632,6,-0.6306
ENSG00000127463,EMC1,29,0.64407,23,-0.1650,17,-0.7294
ENSG00000053372,MRTO4,49,0.65820,37,-0.2429,29,-0.7101
ENSG00000053371,AKR7A2,47,-0.1702,48,-0.0148,54,0.20449
ENSG00000077549,CAPZB,242,0.30290,218,-0.0620,189,-0.3412
ENSG00000173436,MICOS10,286,-0.3785,272,-0.2278,405,0.51010
ENSG00000158747,NBL1,179,0.20306,162,-0.0890,154,-0.2068
ENSG00000169914,OTUD3,23,0.67432,7,-1.5360,16,-0.3424
ENSG00000162545,CAMK2N1,1896,0.60985,740,-1.2512,1409,-0.3265
ENSG00000090432,MUL1,24,0.46184,20,-0.0958,16,-0.5263
ENSG00000183114,FAM43B,11,0.92108,7,-0.2715,5,-1.0476
ENSG00000158828,PINK1,328,0.21092,295,-0.0919,279,-0.2152
ENSG00000244038,DDOST,26,0.64728,19,-0.2420,15,-0.6964
ENSG00000117245,KIF17,20,1.25626,4,-2.1344,10,-0.8861
ENSG00000189410,SH2D5,43,1.04010,20,-0.8832,21,-0.9332
ENSG00000127483,HP1BP3,158,0.28973,186,0.35057,111,-0.5408
ENSG00000075151,EIF4G3,130,0.56682,92,-0.3674,86,-0.5396
ENSG00000117298,ECE1,10,-1.3186,75,2.79181,11,-0.7163
ENSG00000076864,RAP1GAP,159,1.34788,67,-0.9731,60,-1.2905
ENSG00000090686,USP48,39,0.17807,52,0.51093,29,-0.4901
ENSG00000070831,CDC42,235,0.44205,256,0.28027,145,-0.7066
ENSG00000173372,C1QA,20,-2.4033,273,3.20119,54,0.15217
ENSG00000159189,C1QC,22,-2.0388,228,2.93396,48,0.09600
ENSG00000173369,C1QB,39,-2.0198,341,2.59701,101,0.46329
ENSG00000004487,KDM1A,53,0.48140,42,-0.1979,36,-0.5044
ENSG00000169641,LUZP1,38,0.79818,10,-1.7202,25,-0.4470
ENSG00000125944,HNRNPR,113,0.59504,90,-0.1629,70,-0.6662
ENSG00000125945,ZNF436,37,1.89504,6,-2.2119,11,-1.5969
ENSG00000204219,TCEA3,6,-1.4036,39,2.28624,11,0.09306
ENSG00000117318,ID3,3,-4.0616,216,4.92931,15,-0.8257
ENSG00000142676,RPL11,294,-0.9400,999,1.60378,420,0.17279
ENSG00000011007,ELOA,18,0.60633,12,-0.4003,12,-0.5755
ENSG00000057757,PITHD1,206,0.90185,138,-0.3566,101,-0.9770
ENSG00000011009,LYPLA2,49,1.03505,33,-0.3351,21,-1.1713
ENSG00000117308,GALE,22,1.53011,4,-2.0968,8,-1.1992
ENSG00000117305,HMGCL,14,-0.3405,8,-1.0318,21,0.66077
ENSG00000179163,FUCA1,15,0.66133,14,0.14655,7,-0.9314
ENSG00000189266,PNRC2,47,-0.1886,86,0.87492,44,-0.2401
ENSG00000188529,SRSF10,52,0.39983,46,-0.0703,37,-0.4592
ENSG00000001461,NIPAL3,57,0.68475,47,-0.0692,31,-0.8341
ENSG00000133226,SRRM1,63,-0.2447,95,0.56079,68,0.02905
ENSG00000169504,CLIC4,13,-2.4185,205,3.67358,24,-0.5003
ENSG00000117614,SYF2,71,0.12937,95,0.52416,54,-0.4323
ENSG00000117616,RSRP1,42,1.13550,24,-0.5562,17,-1.1939
ENSG00000183726,TMEM50A,85,0.30521,108,0.47571,56,-0.6435
ENSG00000204178,MACO1,29,0.11141,54,1.08078,17,-0.8603
ENSG00000117643,MAN1C1,49,1.43442,10,-2.0036,21,-1.1078
ENSG00000162430,SELENON,29,-0.0822,45,0.65643,26,-0.2343
ENSG00000117640,MTFR1L,63,0.19139,85,0.54687,45,-0.5324
ENSG00000117632,STMN1,1643,0.59625,967,-0.6346,1126,-0.4769
ENSG00000158008,EXTL1,41,0.65734,13,-1.5560,30,-0.3202
ENSG00000142684,ZNF593,36,-0.1291,37,-0.0099,41,0.15522
ENSG00000142669,SH3BGRL3,244,0.08789,328,0.50496,197,-0.3644
ENSG00000158062,UBXN11,23,0.42341,15,-0.4875,18,-0.3205
ENSG00000117682,DHDDS,18,0.28725,16,-0.0875,14,-0.3106
ENSG00000198830,HMGN2,116,-0.3333,211,0.83763,124,-0.0252
ENSG00000117713,ARID1A,65,0.42813,75,0.35004,40,-0.7325
ENSG00000204160,ZDHHC18,25,0.88325,11,-0.9617,14,-0.7162
ENSG00000142751,GPN2,18,0.74293,3,-2.1335,13,-0.3287
ENSG00000090273,NUDC,199,0.10191,205,0.08183,179,-0.1578
ENSG00000253368,TRNP1,56,0.60801,38,-0.4233,37,-0.5684
ENSG00000090020,SLC9A1,22,0.77711,19,0.00267,11,-1.0054
ENSG00000142784,WDTC1,25,-0.0925,17,-0.6151,30,0.30521
ENSG00000186501,TMEM222,66,0.66504,32,-0.8736,44,-0.4839
ENSG00000158195,WASF2,14,-1.3930,74,2.05982,26,0.31304
ENSG00000126705,AHDC1,49,1.01302,36,-0.1934,20,-1.2235
ENSG00000126709,IFI6,104,-0.6705,352,1.76243,103,-0.3489
ENSG00000009780,FAM76A,16,0.62963,9,-0.5813,10,-0.5356
ENSG00000117758,STX12,93,0.09817,121,0.45853,75,-0.3497
ENSG00000117751,PPP1R8,32,0.45894,33,0.22550,20,-0.6959
ENSG00000130775,THEMIS2,4,-2.1026,48,2.92800,10,0.17446
ENSG00000117748,RPA2,61,0.93289,38,-0.4596,30,-0.9686
ENSG00000126698,DNAJC8,163,0.24373,131,-0.2573,140,-0.1892
ENSG00000130770,ATP5IF1,681,0.44525,349,-0.8867,550,-0.2265
ENSG00000204138,PHACTR4,9,-0.2498,13,0.40767,11,0.11503
ENSG00000180098,TRNAU1AP,16,-0.1886,37,1.24675,13,-0.5490
ENSG00000197989,SNHG12,12,-0.4051,27,1.14113,12,-0.1473
ENSG00000120656,TAF12,14,0.21253,17,0.33432,11,-0.4276
ENSG00000198492,YTHDF2,85,0.94406,65,-0.1311,37,-1.1623
ENSG00000116350,SRSF4,39,-0.1190,49,0.30711,41,0.00618
ENSG00000116353,MECR,35,0.43397,17,-0.9751,28,-0.1916
ENSG00000060656,PTPRU,11,0.76331,10,0.05731,5,-1.0205
ENSG00000162511,LAPTM5,34,-1.6895,222,2.29662,74,0.42069
ENSG00000162512,SDC3,167,0.22350,172,0.12491,133,-0.3295
ENSG00000134644,PUM1,141,0.96116,106,-0.1685,61,-1.1637
ENSG00000060688,SNRNP40,20,0.77332,6,-1.5582,13,-0.4478
ENSG00000121766,ZCCHC17,177,0.85409,90,-0.7855,100,-0.7378
ENSG00000121769,FABP3,164,0.67707,75,-0.9814,111,-0.4678
ENSG00000162517,PEF1,97,0.83486,68,-0.2932,49,-0.9189
ENSG00000084636,COL16A1,26,0.22310,32,0.42047,18,-0.4936
ENSG00000121753,ADGRB2,212,0.85031,120,-0.6264,116,-0.7912
ENSG00000184007,PTP4A2,141,-0.3117,288,1.03275,138,-0.1900
ENSG00000121774,KHDRBS1,126,0.54540,85,-0.4361,87,-0.4862
ENSG00000121775,TMEM39B,14,1.16372,3,-2.0555,7,-0.7960
ENSG00000025800,KPNA6,55,0.67605,39,-0.3393,33,-0.6892
ENSG00000084652,TXLNA,17,-0.1155,30,0.89139,14,-0.3521
ENSG00000160050,CCDC28B,15,-0.3205,11,-0.5717,22,0.54199
ENSG00000084623,EIF3I,108,0.19883,130,0.36822,82,-0.4293
ENSG00000175130,MARCKSL1,147,-0.8679,296,0.73977,259,0.66218
ENSG00000160058,BSDC1,62,0.41704,59,0.04709,43,-0.5391
ENSG00000160062,ZBTB8A,11,0.80608,6,-0.6753,6,-0.7178
ENSG00000176261,ZBTB8OS,43,-0.0860,59,0.49099,41,-0.1305
ENSG00000162521,RBBP4,88,0.17560,84,-0.0089,76,-0.2076
ENSG00000162522,KIAA1522,18,-0.2605,12,-0.7227,25,0.51333
ENSG00000134684,YARS,110,0.77940,42,-1.2130,71,-0.5271
ENSG00000116497,S100PBP,12,0.02912,18,0.64143,10,-0.3733
ENSG00000160097,FNDC5,23,0.20991,22,0.01114,19,-0.2587
ENSG00000121905,HPCA,315,0.96495,149,-0.8707,165,-0.8446
ENSG00000121900,TMEM54,44,-0.1681,67,0.59293,44,-0.0849
ENSG00000116514,RNF19B,29,0.56398,31,0.27617,16,-0.8775
ENSG00000004455,AK2,15,-0.6844,39,1.25764,19,0.12782
ENSG00000142920,AZIN2,24,1.23310,12,-0.6763,9,-1.2681
ENSG00000160094,ZNF362,14,0.08327,11,-0.2573,13,-0.0003
ENSG00000134686,PHC2,54,-0.1950,94,0.79822,52,-0.1786
ENSG00000163866,SMIM12,56,0.34885,50,-0.0687,42,-0.3956
ENSG00000116544,DLGAP3,49,0.13869,25,-1.0028,52,0.14215
ENSG00000163867,ZMYM6,17,0.95121,10,-0.4197,8,-1.0121
ENSG00000116560,SFPQ,156,0.15634,219,0.59847,114,-0.5190
ENSG00000146463,ZMYM4,33,-0.1918,47,0.46948,35,0.01307
ENSG00000142687,KIAA0319L,62,0.72764,30,-0.8865,40,-0.5538
ENSG00000020129,NCDN,690,1.55142,197,-1.5295,248,-1.3562
ENSG00000126067,PSMB2,153,0.75240,118,-0.1799,82,-0.8662
ENSG00000142686,C1orf216,102,0.97330,59,-0.5727,49,-0.9705
ENSG00000092847,AGO1,19,0.37960,10,-0.7754,16,-0.1812
ENSG00000126070,AGO3,16,0.24586,12,-0.3473,14,-0.1590
ENSG00000116863,ADPRHL2,20,0.64616,10,-0.8368,14,-0.4725
ENSG00000054116,TRAPPC3,63,0.72402,34,-0.6958,39,-0.6102
ENSG00000116871,MAP7D1,169,0.45433,141,-0.1324,117,-0.4997
ENSG00000054118,THRAP3,61,0.29501,80,0.54089,39,-0.6749
ENSG00000196182,STK40,15,-0.2440,24,0.64147,16,-0.0175
ENSG00000181817,LSM10,44,0.24069,30,-0.5073,40,-0.1000
ENSG00000116885,OSCP1,25,1.29340,6,-1.8519,11,-0.9764
ENSG00000116898,MRPS15,55,0.27382,41,-0.3673,47,-0.1850
ENSG00000163873,GRIK3,19,1.28387,18,0.22934,4,-2.0593
ENSG00000163875,MEAF6,110,0.75883,70,-0.4719,63,-0.7378
ENSG00000163877,SNIP1,14,0.71368,15,0.31237,6,-1.1295
ENSG00000134697,GNL2,13,-0.6051,25,0.76901,18,0.34791
ENSG00000116922,C1orf109,16,0.96850,11,-0.2961,7,-1.0999
ENSG00000183317,EPHA10,17,1.61705,7,-0.9799,5,-1.6486
ENSG00000185090,MANEAL,48,1.24622,21,-0.9323,20,-1.1753
ENSG00000196449,YRDC,17,0.64109,17,0.20957,8,-0.9442
ENSG00000197982,C1orf122,169,-0.3746,206,0.16930,223,0.36638
ENSG00000183431,SF3A3,40,0.36253,36,-0.0291,29,-0.4312
ENSG00000183520,UTP11,38,0.33844,46,0.40816,25,-0.6447
ENSG00000116954,RRAGC,48,0.46000,57,0.43125,27,-0.8355
ENSG00000174574,AKIRIN1,111,0.62164,102,0.05664,62,-0.8194
ENSG00000168653,NDUFS5,729,0.14233,441,-0.7281,734,0.07412
ENSG00000127603,MACF1,83,-0.0993,105,0.33274,84,-0.0302
ENSG00000090621,PABPC4,46,-0.5670,110,1.17230,55,0.04190
ENSG00000116983,HPCAL4,332,0.46074,220,-0.4872,248,-0.3652
ENSG00000084072,PPIE,29,0.29280,30,0.14800,21,-0.4300
ENSG00000168389,MFSD2A,20,-0.7245,91,2.29726,14,-0.9915
ENSG00000131236,CAP1,164,0.18379,170,0.12057,136,-0.2773
ENSG00000131238,PPT1,114,0.48343,83,-0.3444,81,-0.4458
ENSG00000117000,RLF,12,0.44386,9,-0.2868,9,-0.4201
ENSG00000259943,AL050341.2,16,0.12673,10,-0.7105,17,0.08699
ENSG00000084073,ZMPSTE24,30,0.04687,42,0.52235,25,-0.3207
ENSG00000049089,COL9A2,7,-1.1897,11,0.17483,17,1.23560
ENSG00000084070,SMAP2,155,0.82619,121,-0.1401,76,-0.9892
ENSG00000117016,RIMS3,84,0.29161,51,-0.6556,74,-0.1141
ENSG00000066136,NFYC,36,0.54588,33,0.05536,21,-0.7149
ENSG00000179862,CITED4,23,0.70199,30,0.61793,9,-1.3924
ENSG00000171793,CTPS1,17,1.13249,7,-0.9531,8,-1.0236
ENSG00000127124,HIVEP3,21,0.90800,13,-0.4033,10,-0.9623
ENSG00000198815,FOXJ3,69,1.37224,32,-0.8430,25,-1.3784
ENSG00000177181,RIMKLA,25,0.66012,9,-1.3091,18,-0.3706
ENSG00000127125,PPCS,59,0.09190,46,-0.3393,58,0.01758
ENSG00000186409,CCDC30,15,-0.3634,20,0.29855,20,0.29943
ENSG00000171960,PPIH,19,0.62647,15,-0.2073,11,-0.6857
ENSG00000065978,YBX1,55,-1.3843,305,2.24050,89,0.11847
ENSG00000164008,C1orf50,21,0.49700,10,-0.9373,16,-0.2724
ENSG00000177868,SVBP,41,0.10563,35,-0.1861,39,-0.0522
ENSG00000117394,SLC2A1,24,-1.9439,278,3.38700,32,-0.6972
ENSG00000117395,EBNA1BP2,114,0.47520,77,-0.4538,83,-0.3944
ENSG00000179178,TMEM125,8,-0.5816,24,1.60364,7,-0.3131
ENSG00000066322,ELOVL1,13,-0.8630,51,1.81265,16,-0.1239
ENSG00000159479,MED8,24,0.19679,26,0.19916,19,-0.3331
ENSG00000178922,HYI,16,-0.2569,23,0.44089,18,0.10696
ENSG00000142949,PTPRF,177,0.90370,79,-0.9717,99,-0.7377
ENSG00000066135,KDM4A,18,0.75722,11,-0.4566,10,-0.7422
ENSG00000126091,ST3GAL3,29,0.28062,18,-0.6140,26,-0.1136
ENSG00000117408,IPO13,48,0.19147,55,0.26407,38,-0.3606
ENSG00000117410,ATP6V0B,401,0.73119,234,-0.6109,244,-0.6490
ENSG00000117411,B4GALT2,57,0.01212,64,0.17852,55,-0.0924
ENSG00000159214,CCDC24,20,0.99059,8,-1.1729,11,-0.7829
ENSG00000178028,DMAP1,44,0.44941,41,0.04208,29,-0.5789
ENSG00000117419,ERI3,169,0.39337,129,-0.3010,129,-0.3527
ENSG00000187147,RNF220,95,0.55273,56,-0.6398,68,-0.4233
ENSG00000126106,TMEM53,17,0.62060,12,-0.3232,10,-0.6256
ENSG00000142937,RPS8,831,-0.6024,1784,0.98471,1088,0.21574
ENSG00000070785,EIF2B3,26,0.14346,26,0.05409,23,-0.1962
ENSG00000126107,HECTD3,17,0.57903,10,-0.6793,12,-0.4417
ENSG00000126088,UROD,79,0.14665,68,-0.1801,73,-0.1029
ENSG00000132763,MMACHC,11,0.07629,8,-0.4274,11,0.06368
ENSG00000117450,PRDX1,307,-0.1893,363,0.19382,346,0.14214
ENSG00000117448,AKR1A1,50,0.31096,32,-0.5983,43,-0.1531
ENSG00000132780,NASP,29,-0.0373,39,0.46413,26,-0.1772
ENSG00000159592,GPBP1L1,23,0.11884,29,0.41923,19,-0.3536
ENSG00000159596,TMEM69,14,0.29028,15,0.25021,10,-0.4823
ENSG00000086015,MAST2,18,0.30893,19,0.20588,13,-0.4822
ENSG00000117461,PIK3R3,25,-0.4617,82,1.78956,19,-0.7162
ENSG00000085998,POMGNT1,49,0.61517,25,-0.8218,34,-0.4405
ENSG00000132128,LRRC41,52,0.56957,35,-0.4021,34,-0.5292
ENSG00000173660,UQCRH,516,0.37637,370,-0.3928,407,-0.2977
ENSG00000117480,FAAH,36,1.01910,26,-0.1981,15,-1.2294
ENSG00000079277,MKNK1,25,0.57059,18,-0.2994,16,-0.5727
ENSG00000123472,ATPAF1,99,0.06082,91,-0.1139,96,-0.0267
ENSG00000159658,EFCAB14,42,-0.4258,95,1.16189,43,-0.1357
ENSG00000186377,CYP4X1,25,1.58520,13,-0.6184,6,-1.8078
ENSG00000162368,CMPK1,81,0.22909,94,0.31315,61,-0.4373
ENSG00000162373,BEND5,29,0.91069,10,-1.2431,16,-0.6711
ENSG00000162374,ELAVL4,153,1.40411,55,-1.1926,58,-1.2806
ENSG00000185104,FAF1,32,0.27122,30,0.03019,25,-0.3440
ENSG00000123091,RNF11,391,0.69249,233,-0.5933,245,-0.6079
ENSG00000085832,EPS15,131,0.08810,133,0.04940,120,-0.1265
ENSG00000117859,OSBPL9,11,-0.3259,17,0.61658,12,0.09787
ENSG00000078618,NRDC,68,0.40999,43,-0.5797,54,-0.2741
ENSG00000169213,RAB3B,70,0.98074,33,-0.8758,36,-0.8623
ENSG00000117862,TXNDC12,26,0.40013,21,-0.2180,19,-0.3944
ENSG00000134717,BTF3L4,81,0.73928,38,-0.9092,51,-0.5608
ENSG00000157077,ZFYVE9,33,0.50047,24,-0.3368,23,-0.4697
ENSG00000134748,PRPF38A,18,-0.3468,30,0.63492,21,0.11326
ENSG00000134744,TUT4,16,-0.1640,23,0.48609,17,-0.0300
ENSG00000162377,COA7,23,0.77890,11,-0.8041,14,-0.6405
ENSG00000162378,ZYG11B,177,0.98436,73,-1.0788,95,-0.8022
ENSG00000116171,SCP2,67,-0.3832,120,0.79157,76,0.06667
ENSG00000162384,CZIB,52,-0.0160,73,0.54601,45,-0.2525
ENSG00000162385,MAGOH,37,0.45606,26,-0.3712,27,-0.4019
ENSG00000157193,LRP8,35,0.60455,31,-0.0194,20,-0.7527
ENSG00000058804,NDC1,12,1.08951,2,-2.2346,6,-0.6892
ENSG00000058799,YIPF1,21,0.71357,14,-0.3478,12,-0.7336
ENSG00000081870,HSPB11,56,0.86868,24,-1.0421,33,-0.6753
ENSG00000116209,TMEM59,165,0.20485,170,0.11869,134,-0.3029
ENSG00000116221,MRPL37,62,0.63736,36,-0.6357,41,-0.5260
ENSG00000157216,SSBP3,201,0.48941,145,-0.3495,142,-0.4511
ENSG00000243725,TTC4,15,0.94001,6,-1.1295,8,-0.7351
ENSG00000116133,DHCR24,197,1.25111,90,-0.8788,80,-1.2028
ENSG00000162402,USP24,24,0.29434,17,-0.4452,20,-0.1824
ENSG00000162407,PLPP3,58,-1.4391,170,1.01995,153,1.11845
ENSG00000162409,PRKAA2,67,1.33956,18,-1.6571,29,-1.0707
ENSG00000173406,DAB1,18,0.87573,1,-3.3050,12,-0.3701
ENSG00000162601,MYSM1,26,0.65840,34,0.65172,10,-1.3505
ENSG00000177606,JUN,306,0.50094,215,-0.3855,216,-0.4512
ENSG00000172456,FGGY,9,-0.6107,6,-0.8629,17,0.91134
ENSG00000134709,HOOK1,29,0.83935,23,-0.1383,14,-1.0087
ENSG00000134716,CYP2J2,6,-1.1929,9,0.17338,15,1.23939
ENSG00000162599,NFIA,51,-1.2538,166,1.31034,108,0.75428
ENSG00000162604,TM2D1,58,0.49204,40,-0.4163,41,-0.4286
ENSG00000162607,USP1,19,0.07353,32,0.82693,14,-0.5712
ENSG00000116641,DOCK7,25,-0.0309,28,0.16158,25,-0.0322
ENSG00000125703,ATG4C,17,0.19779,17,0.09155,14,-0.2809
