"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","multi_Oligo.1","ANK3",15.8659012853485,5.09491745341786e-48,3.10662591722154e-44,6262,1.57508560005825,"ENSG00000151150"
2,"enrichment","multi_Oligo.1","EXOC6B",14.3261014398115,1.4838981111751e-40,4.52403436644509e-37,1411,1.32830067924143,"ENSG00000144036"
3,"enrichment","multi_Oligo.1","AUTS2",14.2540973855811,3.24662630714176e-40,7.91852156311874e-37,4761,1.63616897476515,"ENSG00000158321"
4,"enrichment","multi_Oligo.1","IFNG-AS1",13.9898277743176,5.64794827041151e-39,1.14794548596114e-35,7583,3.53401030091709,"ENSG00000255733"
5,"enrichment","multi_Oligo.1","CRB2",13.7841749285115,5.11491150665519e-38,7.94565007330328e-35,5949,2.88544814506142,"ENSG00000148204"
6,"enrichment","multi_Oligo.1","GNAO1",13.7824058461921,5.21239857207267e-38,7.94565007330328e-35,9270,1.4898735076329,"ENSG00000087258"
7,"enrichment","multi_Oligo.1","LAMA2",13.7661094904016,6.20216161112027e-38,8.40392898306797e-35,4389,4.08494407642252,"ENSG00000196569"
8,"enrichment","multi_Oligo.1","LINC01792",13.5287487887107,7.70670232803674e-37,9.3983234890408e-34,1823,3.88330949424875,"ENSG00000237166"
9,"enrichment","multi_Oligo.1","SIK3",13.4745814996192,1.36507898614036e-36,1.51337620327107e-33,7137,1.55274557622304,"ENSG00000160584"
10,"enrichment","multi_Oligo.1","ENSG00000254251",13.4003992922026,2.98062118676942e-36,3.02905628105442e-33,5421,2.52470191612633,"ENSG00000254251"
1,"enrichment","multi_Oligo.2","CPXM2",16.3635599388309,1.6691399556896e-50,2.03551617596347e-46,6543,3.60742806101039,"ENSG00000121898"
2,"enrichment","multi_Oligo.2","LINC02511",15.6302872374302,7.42568358936722e-47,4.52781056861666e-43,3136,3.73355391059324,"ENSG00000248869"
3,"enrichment","multi_Oligo.2","USH1C",15.5672207808102,1.51761515268732e-46,6.16910559567395e-43,6700,3.22756390827174,"ENSG00000006611"
4,"enrichment","multi_Oligo.2","ENSG00000286525",14.9822438621658,1.08003784002023e-43,2.63421229180933e-40,1994,3.04327451699083,"ENSG00000286525"
5,"enrichment","multi_Oligo.2","MBOAT1",14.7924488944106,8.86973970542704e-43,1.80277459512805e-39,3977,3.42963581892492,"ENSG00000172197"
6,"enrichment","multi_Oligo.2","ACSBG1",14.3197446339281,1.58773421931786e-40,2.7660598292259e-37,8870,4.16360504826862,"ENSG00000103740"
7,"enrichment","multi_Oligo.2","ENPP6",13.9817548509542,6.1513071846031e-39,9.37689888952935e-36,3257,3.79059878548521,"ENSG00000164303"
8,"enrichment","multi_Oligo.2","ACTN2",13.7509530730424,7.27998032237448e-38,9.86437333681741e-35,1089,2.29372766578422,"ENSG00000077522"
9,"enrichment","multi_Oligo.2","ENSG00000260042",13.5751397093896,4.71222056231908e-37,3.83103531716541e-34,9256,2.69770811575183,"ENSG00000260042"
10,"enrichment","multi_Oligo.2","KANK4",13.4261238951271,2.27125605183203e-36,1.62929220894657e-33,408,3.20323062889384,"ENSG00000132854"
1,"enrichment","multi_Oligo.3","LINC00463",14.8359323102319,5.49432371967734e-43,6.70032777614651e-39,7919,2.25019458405194,"ENSG00000234056"
2,"enrichment","multi_Oligo.3","IFNG-AS1",13.8027053307784,4.19878586180821e-38,2.56020967923756e-34,7583,3.51407107556763,"ENSG00000255733"
3,"enrichment","multi_Oligo.3","LAMA2",11.5965762670495,2.40552910721689e-28,9.77847582083667e-25,4389,3.57844637640623,"ENSG00000196569"
4,"enrichment","multi_Oligo.3","CDH1",11.3441902183026,2.69784809642981e-27,8.22506438399039e-24,9347,3.20884715738528,"ENSG00000039068"
5,"enrichment","multi_Oligo.3","MDS2",11.2514428483237,6.50192947101469e-27,1.58582059798048e-23,149,1.91848573226086,"ENSG00000197880"
6,"enrichment","multi_Oligo.3","GREM1",11.1785984684836,1.29315153702334e-26,2.62833049899994e-23,8602,3.13277317708462,"ENSG00000166923"
7,"enrichment","multi_Oligo.3","LINC01792",10.9859125127624,7.85859734420325e-26,1.06483994013954e-22,1823,3.29593261334315,"ENSG00000237166"
8,"enrichment","multi_Oligo.3","DYSF",10.7538527105883,6.71573244576002e-25,7.96674179909104e-22,1410,3.41124057919135,"ENSG00000135636"
9,"enrichment","multi_Oligo.3","ENSG00000273507",10.6181559551323,2.32112232162825e-24,2.3588405593547e-21,7968,2.94653671456558,"ENSG00000273507"
10,"enrichment","multi_Oligo.3","LINC02073",10.5901306620955,2.99471034750887e-24,2.80926866829774e-21,9879,2.78686637463231,"ENSG00000267452"
1,"enrichment","multi_Oligo.4","TRPM2",12.0477965586718,2.95074572873618e-30,5.99739069365628e-28,11471,3.12620671076233,"ENSG00000142185"
2,"enrichment","multi_Oligo.4","ANKRD34C-AS1",11.7248279191141,6.9790148657126e-29,1.03791568643128e-26,8878,3.13865435041685,"ENSG00000259234"
3,"enrichment","multi_Oligo.4","RBFOX3",11.5508365904477,3.75119973352671e-28,5.13998660116385e-26,10053,3.7179030502881,"ENSG00000167281"
4,"enrichment","multi_Oligo.4","CACNA1B",11.4211874376392,1.29976691668385e-27,1.56937203455045e-25,6100,3.47526691207743,"ENSG00000148408"
5,"enrichment","multi_Oligo.4","ROBO2",11.0613224825307,3.90021347693295e-26,3.89861502878666e-24,2353,2.97921892380794,"ENSG00000185008"
6,"enrichment","multi_Oligo.4","LETR1",10.9901642524593,7.57699696536209e-26,7.0535479383657e-24,8949,2.7885390990478,"ENSG00000248441"
7,"enrichment","multi_Oligo.4","DLGAP2",10.9814778458795,8.21521528456073e-26,7.5897386663044e-24,5138,3.52210342132808,"ENSG00000198010"
8,"enrichment","multi_Oligo.4","LINGO2",10.6903510946315,1.20487598825409e-24,9.92801532213421e-23,5672,3.35352480328915,"ENSG00000174482"
9,"enrichment","multi_Oligo.4","LINC02389",10.6885719296106,1.22463039814436e-24,1.00230655740742e-22,7575,2.95007125854912,"ENSG00000255693"
10,"enrichment","multi_Oligo.4","NRG1",10.6616514510036,1.56593159510531e-24,1.27310238682062e-22,5254,3.32253502642888,"ENSG00000157168"
1,"enrichment","multi_Oligo.5","ADAMTS12",26.4545995973038,1.2515153133758e-104,5.08740974887263e-101,3347,4.53570170417513,"ENSG00000151388"
2,"enrichment","multi_Oligo.5","LINC02343",24.8964605073189,4.44388827253102e-96,1.08386434967031e-92,7952,5.23179341468988,"ENSG00000271850"
3,"enrichment","multi_Oligo.5","ENSG00000287383",21.5981801995756,4.80112629759374e-78,7.31871689989445e-75,2954,3.17152813615803,"ENSG00000287383"
4,"enrichment","multi_Oligo.5","RAMP3",21.0657216429396,3.67333629037193e-75,4.47963360610856e-72,4716,3.3637926421616,"ENSG00000122679"
5,"enrichment","multi_Oligo.5","MBOAT1",20.3661705260219,2.15825727771573e-71,2.02461134628794e-68,3977,5.55071447187705,"ENSG00000172197"
6,"enrichment","multi_Oligo.5","ENSG00000288088",18.7023763845806,1.51934722795755e-62,9.75181023418016e-60,4204,3.71280579446396,"ENSG00000288088"
7,"enrichment","multi_Oligo.5","CPXM2",18.215872402491,5.37077766806229e-60,2.97711971190998e-57,6543,5.05728584235903,"ENSG00000121898"
8,"enrichment","multi_Oligo.5","ELOVL2",17.6083700212831,7.63058122436133e-57,3.44647918633653e-54,3952,4.09210070779044,"ENSG00000197977"
9,"enrichment","multi_Oligo.5","ENSG00000223944",17.4632012125076,4.2717774884826e-56,1.79635608524294e-53,264,3.82970626275493,"ENSG00000223944"
10,"enrichment","multi_Oligo.5","GPC4",17.1163232474471,2.56597136785888e-54,9.7787565096997e-52,12088,3.12088725426634,"ENSG00000076716"
1,"enrichment","multi_Oligo.6","ITIH5",9.9124385155701,1.23367434600898e-21,3.84773878505869e-20,6130,2.42404153849211,"ENSG00000123243"
2,"enrichment","multi_Oligo.6","FLT1",9.57909462316156,2.14525470119579e-20,5.42767242346113e-19,7933,2.5276513912181,"ENSG00000102755"
3,"enrichment","multi_Oligo.6","VWA3A",8.31967571703331,5.37294444854546e-16,6.49386100594766e-15,9152,2.2243477687609,"ENSG00000175267"
4,"enrichment","multi_Oligo.6","BTNL9",8.29059896375006,6.70139444963367e-16,8.00426104929311e-15,3907,1.95488305082989,"ENSG00000165810"
5,"enrichment","multi_Oligo.6","ANKRD34C-AS1",7.97860419213187,6.90519948949096e-15,7.19734254481557e-14,8878,2.34962364619168,"ENSG00000259234"
6,"enrichment","multi_Oligo.6","CLU",7.74056410181622,3.90299450552615e-14,3.65849484972262e-13,5234,1.56503907643166,"ENSG00000120885"
7,"enrichment","multi_Oligo.6","FRMPD4",7.59205263071574,1.12588540788453e-13,9.73080974426071e-13,11778,2.58199191816556,"ENSG00000169933"
8,"enrichment","multi_Oligo.6","GABRA1",7.51375158097188,1.95522131330979e-13,1.64781782417504e-12,3823,2.54208197667091,"ENSG00000022355"
9,"enrichment","multi_Oligo.6","PTCHD4",7.38625864278517,4.75555716774563e-13,3.7724013088104e-12,4174,2.35919219777351,"ENSG00000244694"
10,"enrichment","multi_Oligo.6","SYT1",7.31679940836475,7.67807034796888e-13,5.97156045239034e-12,7627,2.27298519398283,"ENSG00000067715"
1,"enrichment","multi_Oligo.7","ENSG00000288035",21.354611375819,1.00964243689164e-76,6.1562947589468e-73,3401,3.22058568283378,"ENSG00000288035"
2,"enrichment","multi_Oligo.7","FUT9",13.1374774268578,4.65887096962971e-35,1.53553868850363e-32,4277,1.41514261119968,"ENSG00000172461"
3,"enrichment","multi_Oligo.7","TMPRSS5",10.7651643951105,6.05407099442731e-25,7.93864470720871e-23,7127,2.97970236102099,"ENSG00000166682"
4,"enrichment","multi_Oligo.7","ENSG00000275465",10.3790332642638,2.01119689409235e-23,2.1898701895943e-21,5829,2.40818345419954,"ENSG00000275465"
5,"enrichment","multi_Oligo.7","ENSG00000268518",10.2910830939629,4.41188960819814e-23,4.33895111064325e-21,10923,3.00509536301816,"ENSG00000268518"
6,"enrichment","multi_Oligo.7","ANK3",10.1250868427502,1.91872152021871e-22,1.73981264302624e-20,6262,1.60107753415942,"ENSG00000151150"
7,"enrichment","multi_Oligo.7","EMC10",9.99401619078528,6.05216467218681e-22,4.76497616786016e-20,10922,2.00779961350139,"ENSG00000161671"
8,"enrichment","multi_Oligo.7","LINC01170",9.96817073905303,7.58129149386764e-22,5.85150947896936e-20,3629,2.33119662479575,"ENSG00000253807"
9,"enrichment","multi_Oligo.7","FRY",9.93715447847516,9.92911982246546e-22,7.3832692826199e-20,7944,3.23875419825939,"ENSG00000073910"
10,"enrichment","multi_Oligo.7","PTK2",9.43553542545319,7.16464892081286e-20,3.88323971508057e-18,5558,1.12672647936083,"ENSG00000169398"
1,"enrichment","multi_OPC.1","RUFY4",10.9617326819975,9.82984298619286e-26,1.19874935216622e-21,1897,2.5532671543724,"ENSG00000188282"
2,"enrichment","multi_OPC.1","ENSG00000286313",10.484797059427,7.76313356171528e-24,3.22919615316594e-20,4416,2.24189535169465,"ENSG00000286313"
3,"enrichment","multi_OPC.1","MROH9",10.4568811898451,9.98420626322873e-24,3.22919615316594e-20,826,3.38904525486932,"ENSG00000117501"
4,"enrichment","multi_OPC.1","ENSG00000234173",10.4332110759104,1.23541425874175e-23,3.22919615316594e-20,6251,3.96892604227551,"ENSG00000234173"
5,"enrichment","multi_OPC.1","P2RY14",10.4148485511469,1.45703746231102e-23,3.22919615316594e-20,2595,2.52281672784107,"ENSG00000174944"
6,"enrichment","multi_OPC.1","ENSG00000253116",10.4052062788343,1.58878039516159e-23,3.22919615316594e-20,5319,2.37427427069499,"ENSG00000253116"
7,"enrichment","multi_OPC.1","SLC22A3",10.366126470795,2.25517739514429e-23,3.92884119054066e-20,4495,3.59090778084939,"ENSG00000146477"
8,"enrichment","multi_OPC.1","NOVA1-DT",10.3245614803836,3.269904305692e-23,4.18453557529169e-20,8207,2.45180413703402,"ENSG00000257842"
9,"enrichment","multi_OPC.1","FAM242A",10.3238608759244,3.29041678691102e-23,4.18453557529169e-20,11153,2.25772574411078,"ENSG00000231934"
10,"enrichment","multi_OPC.1","MIR3681HG",10.3191612696153,3.43135348527404e-23,4.18453557529169e-20,1164,4.7985918259352,"ENSG00000224184"
1,"enrichment","multi_OPC.2","NEU4",9.83311388722638,2.44282943701172e-21,2.97903049843579e-17,2014,3.02286704316478,"ENSG00000204099"
2,"enrichment","multi_OPC.2","ASIC4",9.46210284936388,5.7333675035533e-20,3.49592083529163e-16,1923,3.40084003830022,"ENSG00000072182"
3,"enrichment","multi_OPC.2","CACNG5",9.33073230667132,1.71574542295184e-19,6.97450514429922e-16,9956,3.58261373501327,"ENSG00000075429"
4,"enrichment","multi_OPC.2","NKAIN4",9.24831102594634,3.39321915052081e-19,1.03450768851503e-15,11331,3.23038725839102,"ENSG00000101198"
5,"enrichment","multi_OPC.2","CSPG4",9.18819371773033,5.56414586934968e-19,1.3211671913643e-15,8856,3.5904968902493,"ENSG00000173546"
6,"enrichment","multi_OPC.2","ECE2",9.16923242612215,6.5002075835882e-19,1.3211671913643e-15,2692,2.73632778993164,"ENSG00000145194"
