Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000008952,SEC62,331,-0.5370,361,-0.3978,534,0.26720,668,0.60919,386,-0.2939,452,-0.0511
ENSG00000136603,SKIL,245,2.29709,68,-0.0745,51,-0.5860,66,-0.1134,47,-0.6557,37,-1.2235
ENSG00000013297,CLDN11,249,2.38991,24,-1.6196,2,-5.3935,137,1.15675,125,0.99785,29,-1.6114
ENSG00000154310,TNIK,166,0.97277,6,-3.9842,78,-0.3195,102,0.14019,114,0.33024,99,0.11944
ENSG00000144959,NCEH1,1,-5.8065,120,0.88044,108,0.83460,45,-0.7374,38,-0.9883,74,0.06960
ENSG00000177565,TBL1XR1,14,-3.5271,149,0.04102,155,0.11881,109,-0.4547,154,0.09165,191,0.63693
ENSG00000172667,ZMAT3,13,-3.0209,134,0.57261,89,-0.1217,116,0.33042,85,-0.1857,110,0.32579
ENSG00000121879,PIK3CA,60,0.44267,27,-0.8217,54,0.32178,46,0.03152,42,-0.1281,42,-0.1565
ENSG00000136521,NDUFB5,1,-6.5599,79,-0.6445,132,0.18537,79,-0.6498,123,0.04929,176,0.94861
ENSG00000114757,PEX5L,58,-1.7355,479,1.74984,206,0.25766,117,-0.6772,54,-1.8562,165,-0.1721
ENSG00000163728,TTC14,267,2.53358,48,-0.6038,80,0.25016,30,-1.3324,25,-1.6155,34,-1.3496
ENSG00000114416,FXR1,75,0.06714,130,1.01486,49,-0.6811,52,-0.4936,98,0.52360,64,-0.2399
ENSG00000205981,DNAJC19,28,-1.2177,89,0.59364,78,0.43997,48,-0.4164,123,1.16978,38,-0.9479
ENSG00000242808,SOX2-OT,181,0.29131,79,-1.0237,71,-1.2931,307,1.21263,161,0.09781,165,0.18480
ENSG00000181449,SOX2,54,-1.9329,13,-3.9351,73,-1.6139,134,-0.5628,228,0.28736,381,1.98558
ENSG00000043093,DCUN1D1,100,0.65059,55,-0.3246,54,-0.4110,37,-0.9467,58,-0.2367,84,0.48401
ENSG00000114796,KLHL24,210,1.92595,11,-2.8169,43,-0.8946,47,-0.6684,62,-0.2466,78,0.16428
ENSG00000163872,YEATS2,92,0.67348,82,0.47271,88,0.70299,31,-1.0759,62,0.01358,37,-0.9957
ENSG00000114770,ABCC5,83,0.18987,161,1.35603,107,0.73717,64,-0.2091,14,-2.5348,42,-1.0779
ENSG00000161202,DVL3,44,-0.1218,37,-0.3995,25,-1.0560,80,0.87984,30,-0.6868,61,0.59648
ENSG00000161203,AP2M1,302,-0.6830,1026,1.37898,565,0.37343,292,-0.7344,266,-0.8784,388,-0.3715
ENSG00000163888,CAMK2N2,15,-2.7370,94,-0.0011,111,0.30169,88,-0.1071,84,-0.1849,116,0.45739
ENSG00000175166,PSMD2,77,-1.0678,220,0.61433,150,-0.0189,141,-0.1191,126,-0.2991,168,0.21801
ENSG00000114867,EIF4G1,284,1.51035,162,0.49360,110,-0.1614,88,-0.4932,43,-1.5825,95,-0.4892
ENSG00000175182,FAM131A,220,-0.5409,741,1.53385,498,0.95876,128,-1.3682,88,-1.9326,204,-0.8244
ENSG00000163882,POLR2H,82,0.61702,106,1.07387,60,0.12171,37,-0.6854,43,-0.4364,40,-0.6869
ENSG00000090539,CHRD,44,-0.0930,71,0.71104,54,0.30241,37,-0.3396,14,-1.8485,47,0.05109
ENSG00000177383,MAGEF1,1,-5.2727,7,-2.8421,84,1.11275,40,-0.2966,33,-0.6241,63,0.59546
ENSG00000187068,C3orf70,18,-1.7863,21,-1.5086,43,-0.4921,58,0.03574,49,-0.2477,93,1.26200
ENSG00000073803,MAP3K13,1,-5.6091,50,-0.3186,35,-0.9518,78,0.38914,85,0.52832,89,0.90897
ENSG00000163904,SENP2,97,0.97597,106,1.12625,70,0.47620,33,-0.7972,15,-1.9903,34,-0.9441
ENSG00000136527,TRA2B,111,0.20525,151,0.71612,87,-0.2275,63,-0.7035,129,0.44938,85,-0.2887
ENSG00000244405,ETV5,61,-0.6833,212,1.40430,83,-0.2315,78,-0.3038,53,-0.9195,93,-0.0248
ENSG00000156976,EIF4A2,399,-0.4255,899,0.92132,714,0.61550,269,-1.0377,475,-0.1517,407,-0.5056
ENSG00000073849,ST6GAL1,1,-5.1471,42,-0.0782,49,0.19046,56,0.36755,134,1.99402,23,-1.2525
ENSG00000113916,BCL6,71,-0.5556,44,-1.3085,32,-1.9015,77,-0.4369,172,0.88783,161,1.17426
ENSG00000152492,CCDC50,157,1.45390,10,-2.9060,31,-1.3277,67,-0.0360,127,1.05400,64,-0.1435
ENSG00000114279,FGF12,69,-1.0737,258,1.08561,186,0.59913,93,-0.6036,83,-0.7743,118,-0.3051
ENSG00000127249,ATP13A4,20,-1.5289,0,-7.5903,5,-3.4907,27,-1.0318,55,0.06236,122,2.66281
ENSG00000198836,OPA1,182,0.62103,235,1.07472,131,0.08752,78,-0.7550,46,-1.5419,108,-0.3105
ENSG00000114315,HES1,9,-3.7498,21,-2.5585,24,-2.5252,58,-1.0772,252,1.35839,215,1.73140
ENSG00000133657,ATP13A3,172,1.75170,108,0.87856,59,-0.1372,39,-0.7741,13,-2.4264,42,-0.8273
ENSG00000114331,ACAP2,94,0.68247,66,0.08253,14,-2.4309,26,-1.3580,52,-0.2847,99,1.15103
ENSG00000184203,PPP1R2,151,1.20760,101,0.50320,76,0.02360,26,-1.6054,21,-1.9364,74,-0.0260
ENSG00000189058,APOD,3215,3.06286,66,-3.5584,181,-2.2219,625,-0.1807,1262,1.00530,253,-1.8610
ENSG00000061938,TNK2,235,0.85828,206,0.63099,149,0.09870,161,0.21021,72,-1.0536,100,-0.6974
ENSG00000072274,TFRC,120,0.33378,124,0.37976,29,-1.9962,48,-1.1062,157,0.78453,125,0.56471
ENSG00000163964,PIGX,19,-1.6601,81,0.63887,58,0.08165,55,-0.0107,49,-0.2006,59,0.15985
ENSG00000180370,PAK2,154,1.66369,11,-2.5964,54,-0.1802,45,-0.4459,89,0.65714,44,-0.6160
ENSG00000119231,SENP5,123,0.97842,59,-0.2529,61,-0.2285,56,-0.3174,36,-1.0090,75,0.18086
ENSG00000114503,NCBP2,104,0.72312,41,-0.7707,82,0.36524,31,-1.2065,73,0.13805,65,-0.0916
ENSG00000075711,DLG1,67,-0.6719,123,0.30143,87,-0.3032,119,0.24716,155,0.68705,95,-0.1608
ENSG00000145016,RUBCN,133,1.41758,38,-0.6999,65,0.19586,42,-0.5171,28,-1.1535,52,-0.2353
ENSG00000182899,RPL35A,963,0.74682,394,-0.7107,447,-0.5728,623,0.01577,859,0.54895,607,-0.0365
ENSG00000182903,ZNF721,165,1.57629,81,0.30764,67,-0.0127,26,-1.4340,52,-0.4160,49,-0.6322
ENSG00000273238,TMEM271,26,-1.4526,109,0.83654,86,0.49242,40,-0.7976,55,-0.3055,65,-0.0334
ENSG00000169020,ATP5ME,176,-1.5471,306,-0.7016,424,-0.2164,658,0.53270,808,0.89022,500,0.10052
ENSG00000168993,CPLX1,57,-1.5058,174,0.22867,173,0.25021,186,0.33817,107,-0.5549,164,0.17979
ENSG00000178950,GAK,116,0.89615,70,0.04545,70,0.06446,33,-1.1315,60,-0.2064,64,-0.1190
ENSG00000159692,CTBP1,46,-2.2226,268,0.49981,283,0.70483,129,-0.6766,250,0.38555,174,-0.2702
ENSG00000090316,MAEA,129,1.03064,124,0.95624,74,0.10102,46,-0.6525,33,-1.1785,51,-0.6564
ENSG00000163950,SLBP,97,0.27842,154,1.08344,127,0.89602,34,-1.3296,28,-1.6146,55,-0.7825
ENSG00000068078,FGFR3,127,-1.8901,103,-2.2064,61,-3.1279,311,-0.5294,444,0.03429,934,2.33531
ENSG00000168924,LETM1,120,0.50326,142,0.80002,105,0.33713,83,-0.1048,23,-2.0328,72,-0.4220
ENSG00000109685,NSD2,39,-0.9546,90,0.37341,128,1.18762,69,-0.0692,25,-1.6390,56,-0.5032
ENSG00000243449,C4orf48,46,-2.8733,389,0.36945,323,0.07268,326,0.07732,368,0.27662,341,0.20189
ENSG00000185818,NAT8L,61,-2.6858,451,0.37117,372,0.06237,310,-0.2366,326,-0.1557,448,0.50576
ENSG00000123933,MXD4,144,1.18383,21,-1.8665,55,-0.4932,77,0.10369,70,-0.0457,76,0.11026
ENSG00000063978,RNF4,220,2.03816,92,0.40844,30,-1.4396,26,-1.5819,40,-0.9233,69,-0.0791
ENSG00000087274,ADD1,250,-0.2875,449,0.68107,255,-0.2898,215,-0.5230,360,0.30756,302,0.02186
ENSG00000109736,MFSD10,89,0.62907,41,-0.6213,65,0.14149,49,-0.3502,76,0.36963,54,-0.2578
ENSG00000197386,HTT,162,0.49602,104,-0.2322,158,0.53258,99,-0.2981,155,0.42641,81,-0.7808
ENSG00000159788,RGS12,114,0.71873,5,-3.9198,122,1.00118,52,-0.5704,68,-0.1456,62,-0.3754
ENSG00000163956,LRPAP1,93,-0.7954,323,1.28352,132,-0.2729,98,-0.7010,157,0.03694,149,-0.0662
ENSG00000168824,NSG1,37,-1.2090,73,-0.1513,157,1.40503,31,-1.4917,109,0.49160,54,-0.7861
ENSG00000072832,CRMP1,19,-3.6322,469,1.36350,314,0.75720,104,-1.1285,155,-0.5090,183,-0.3186
ENSG00000152969,JAKMIP1,1,-5.4896,103,1.02345,88,0.88332,30,-1.0059,56,-0.0132,47,-0.3577
ENSG00000109501,WFS1,174,0.40573,188,0.53336,56,-1.4843,97,-0.5392,120,-0.2024,177,0.62208
ENSG00000074211,PPP2R2C,314,0.21346,426,0.72963,347,0.44528,184,-0.6357,86,-1.7857,258,-0.1394
ENSG00000179010,MRFAP1,355,-0.3787,530,0.26627,418,-0.1352,373,-0.3011,366,-0.3311,531,0.37084
ENSG00000178988,MRFAP1L1,65,-0.8361,160,0.61575,151,0.61280,58,-0.9908,140,0.39627,89,-0.4400
ENSG00000170871,KIAA0232,53,-0.9627,174,0.96333,131,0.55225,97,-0.0268,59,-0.8151,81,-0.4138
ENSG00000132405,TBC1D14,1,-5.7505,76,0.18162,76,0.21278,65,-0.0714,65,-0.0677,84,0.48616
ENSG00000163995,ABLIM2,1,-5.2523,59,0.34323,83,1.12355,19,-1.3993,47,-0.0400,46,-0.0706
ENSG00000071127,WDR1,433,2.14075,151,0.17604,99,-0.5452,51,-1.4975,169,0.36535,71,-1.2262
ENSG00000038219,BOD1L1,369,1.67511,110,-0.4206,157,0.16750,141,-0.0255,95,-0.6526,87,-0.9702
ENSG00000137449,CPEB2,129,0.94033,100,0.49275,65,-0.2330,78,0.09319,65,-0.2087,54,-0.6148
ENSG00000118564,FBXL5,100,0.06053,71,-0.4943,66,-0.6733,103,0.10035,75,-0.3996,130,0.69016
ENSG00000237765,FAM200B,82,0.43236,124,1.16070,35,-1.0224,66,0.08375,53,-0.2834,57,-0.1962
ENSG00000169762,TAPT1,1,-5.3322,119,1.49711,56,0.18545,37,-0.5129,14,-1.9622,58,0.28902
ENSG00000169744,LDB2,100,0.60161,143,1.24192,93,0.56012,26,-1.5279,45,-0.6978,42,-0.9740
ENSG00000151552,QDPR,42,-2.8538,263,-0.0696,170,-0.8401,641,1.48143,424,0.72336,255,-0.1601
ENSG00000118579,MED28,198,1.67054,87,0.19279,48,-0.8229,59,-0.4153,80,0.05640,58,-0.5806
ENSG00000185774,KCNIP4,1,-5.5678,195,2.16851,50,-0.3207,41,-0.5996,53,-0.1986,50,-0.3840
ENSG00000109606,DHX15,169,1.84399,50,-0.2845,47,-0.4593,45,-0.4798,48,-0.3506,46,-0.5574
ENSG00000168214,RBPJ,308,1.73416,22,-2.5392,82,-0.6067,100,-0.2334,118,0.02929,111,-0.1006
ENSG00000169851,PCDH7,38,-2.6575,519,1.49220,334,0.82056,103,-1.1905,77,-1.6368,196,-0.2605
ENSG00000047365,ARAP2,113,1.09067,12,-2.3830,65,0.14458,90,0.67709,50,-0.2975,48,-0.4537
ENSG00000109790,KLHL5,67,0.63145,0,-7.3614,53,0.27808,68,0.67574,73,0.79347,32,-0.7012
ENSG00000035928,RFC1,143,1.61145,9,-2.7239,54,-0.0942,47,-0.3173,66,0.23300,47,-0.4010
ENSG00000163682,RPL9,914,0.40364,299,-1.3617,454,-0.8000,993,0.54410,1237,0.92652,697,-0.0569
ENSG00000163683,SMIM14,68,0.15509,90,0.61720,46,-0.5386,52,-0.2788,33,-0.9788,74,0.41216
ENSG00000078140,UBE2K,85,-0.9733,235,0.65540,253,0.93390,83,-1.0164,95,-0.8153,142,-0.2359
ENSG00000121892,PDS5A,138,1.38464,63,0.02016,69,0.19487,42,-0.6146,70,0.19596,36,-1.0522
ENSG00000163697,APBB2,326,2.38544,76,-0.2909,32,-1.7648,64,-0.5727,102,0.17844,64,-0.7172
ENSG00000154277,UCHL1,361,-2.0335,4257,2.09930,1747,0.48953,479,-1.6120,523,-1.4796,1029,-0.5612
ENSG00000064042,LIMCH1,9,-4.5679,238,0.24392,249,0.36537,180,-0.2144,181,-0.2013,247,0.42385
ENSG00000109133,TMEM33,1,-5.9054,96,0.39620,116,0.86331,57,-0.4308,79,0.06790,71,-0.1278
ENSG00000014824,SLC30A9,67,-0.1858,106,0.56804,63,-0.3216,70,-0.1037,129,0.91401,59,-0.4811
ENSG00000124406,ATP8A1,165,0.10166,402,1.69588,136,-0.2342,103,-0.6353,82,-0.9975,123,-0.4742
ENSG00000163285,GABRG1,27,-2.2942,0,-8.7642,84,-0.6359,131,0.13369,97,-0.3503,221,1.64324
ENSG00000260878,AC104072.1,41,-0.8437,140,1.19561,73,0.09503,17,-2.1041,19,-1.9563,88,0.52862
ENSG00000151834,GABRA2,76,-1.0435,134,-0.1619,169,0.23905,66,-1.2718,169,0.21383,185,0.50063
ENSG00000109158,GABRA4,150,0.93939,82,-0.0810,131,0.84417,31,-1.5575,29,-1.6716,73,-0.3380
ENSG00000163288,GABRB1,1,-5.3686,63,0.00602,81,0.46476,34,-0.9580,67,0.08542,81,0.56454
ENSG00000260918,AC107398.3,53,-1.8521,235,0.45237,212,0.32961,140,-0.3905,115,-0.6918,213,0.39943
ENSG00000075539,FRYL,194,2.17800,14,-2.1663,42,-0.6077,62,0.07230,73,0.34249,36,-0.9931
ENSG00000109180,OCIAD1,288,-0.0997,517,0.88488,439,0.71063,183,-0.8101,101,-1.7053,263,-0.3203
ENSG00000109184,DCUN1D4,230,1.71461,62,-0.5595,94,0.13858,48,-0.9371,46,-1.0019,71,-0.4231
ENSG00000163069,SGCB,94,0.02607,108,0.25346,68,-0.5438,81,-0.2179,106,0.21561,103,0.23059
ENSG00000109189,USP46,68,-0.9861,198,0.73684,149,0.29846,119,-0.1128,138,0.13783,108,-0.3361
ENSG00000226950,DANCR,1,-5.1745,10,-2.5624,78,0.66823,59,0.08657,69,0.36149,68,0.46308
ENSG00000072201,LNX1,11,-2.2878,113,1.43464,56,0.24457,35,-0.5552,8,-2.7782,55,0.25253
ENSG00000134853,PDGFRA,33,-1.1224,30,-1.2734,62,-0.1486,137,1.20912,49,-0.4985,79,0.33110
ENSG00000134851,TMEM165,52,0.07548,37,-0.4393,23,-1.3106,52,0.09726,132,1.75112,42,-0.3495
ENSG00000090989,EXOC1,1,-4.9277,86,1.37051,33,-0.2858,45,0.24297,19,-1.1193,44,0.28465
ENSG00000128050,PAICS,70,0.47915,23,-1.2858,27,-1.1331,38,-0.4914,75,0.60538,70,0.68808
ENSG00000174780,SRP72,108,0.21216,177,1.06890,89,-0.1130,42,-1.2483,103,0.14064,81,-0.3220
ENSG00000171476,HOPX,3,-7.3129,1105,1.28366,671,0.46928,149,-1.9396,367,-0.5715,589,0.25268
ENSG00000047315,POLR2B,6,-3.7372,120,0.78618,130,1.12884,48,-0.7186,47,-0.7530,65,-0.2974
ENSG00000163453,IGFBP7,2630,3.69192,33,-3.9967,43,-3.7603,90,-2.5190,1346,1.88691,23,-4.9028
ENSG00000150471,ADGRL3,64,-1.0967,84,-0.6613,182,0.68859,61,-1.1545,92,-0.5221,163,0.55207
ENSG00000145242,EPHA5,1,-5.8164,106,0.66385,127,1.19552,28,-1.4217,37,-0.9972,71,0.00068
ENSG00000083896,YTHDC1,218,1.57830,31,-1.6254,93,0.09783,72,-0.3304,79,-0.1772,70,-0.4708
ENSG00000018189,RUFY3,92,-1.4810,298,0.35539,376,0.89461,177,-0.4917,127,-0.9983,239,-0.0097
ENSG00000132463,GRSF1,69,-0.6433,213,1.24161,75,-0.5703,89,-0.2322,102,-0.0149,102,-0.0209
ENSG00000173542,MOB1B,24,-1.8179,180,1.46384,83,0.12001,42,-0.9500,37,-1.1699,84,0.16385
ENSG00000080493,SLC4A4,125,-0.6986,40,-2.4010,55,-2.0981,102,-1.0122,191,-0.0336,396,2.05857
ENSG00000132466,ANKRD17,303,1.53563,78,-0.7587,138,0.16860,144,0.21154,89,-0.5536,82,-0.8494
ENSG00000169116,PARM1,307,2.43395,69,-0.3184,111,0.53753,7,-3.6287,14,-2.7118,46,-1.1500
ENSG00000138757,G3BP2,239,0.14334,393,0.99449,318,0.74033,112,-1.0464,124,-0.8873,155,-0.6960
ENSG00000138760,SCARB2,189,0.43801,125,-0.2378,78,-1.0746,150,0.05510,255,0.95836,143,-0.0247
ENSG00000138758,SEPTIN11,175,0.31020,158,0.13820,149,0.05475,139,-0.0686,147,0.02476,129,-0.2450
ENSG00000118816,CCNI,127,-0.8184,66,-1.8011,173,-0.3728,323,0.69870,383,0.99724,223,0.10733
ENSG00000138764,CCNG2,2,-4.6596,21,-1.2626,42,-0.2023,47,-0.0091,81,0.89113,64,0.69854
ENSG00000138668,HNRNPD,37,-1.8624,114,-0.1297,113,-0.1656,106,-0.2456,209,0.87962,141,0.28675
ENSG00000152795,HNRNPDL,312,-0.0798,468,0.58927,327,-0.0046,255,-0.4042,316,-0.0627,316,-0.0802
ENSG00000145293,ENOPH1,4,-5.0603,135,-0.0031,201,0.78872,144,0.10641,98,-0.5138,144,0.14355
ENSG00000249242,TMEM150C,1,-5.5379,81,0.53413,56,-0.0598,40,-0.5916,57,-0.0441,78,0.67658
ENSG00000145284,SCD5,77,-2.9833,431,-0.3970,501,-0.1814,603,0.14141,684,0.34884,727,0.64039
ENSG00000138674,SEC31A,106,0.66020,71,0.00131,68,-0.0963,46,-0.6735,65,-0.1500,73,0.03683
ENSG00000138663,COPS4,54,0.05004,5,-3.5310,89,1.09189,36,-0.5734,34,-0.6612,54,0.07813
ENSG00000163319,MRPS18C,8,-2.8867,12,-2.3333,92,1.01267,29,-1.0000,72,0.42587,65,0.36013
ENSG00000163625,WDFY3,34,-1.3985,61,-0.5038,112,0.54382,86,0.02270,87,0.05593,89,0.11957
ENSG00000109339,MAPK10,118,-1.0737,310,0.45838,305,0.50366,170,-0.5132,143,-0.7843,255,0.17540
ENSG00000152583,SPARCL1,2038,-0.5731,1321,-1.2400,1727,-0.9178,1305,-1.2589,4519,0.73146,4552,1.11180
ENSG00000118785,SPP1,157,1.41787,27,-1.4614,14,-2.5296,199,1.89536,76,0.15611,46,-0.8311
ENSG00000163644,PPM1K,43,-2.0492,99,-0.8162,201,0.37261,126,-0.4362,166,0.00308,218,0.64321
ENSG00000145337,PYURF,16,-2.4686,73,-0.1984,111,0.57097,56,-0.6130,117,0.57553,87,0.10143
ENSG00000177432,NAP1L5,89,-0.4587,83,-0.5586,216,1.25111,47,-1.4313,78,-0.6585,112,-0.1144
ENSG00000145335,SNCA,122,-0.7972,514,1.64175,304,0.79756,150,-0.4866,42,-2.4121,131,-0.8630
ENSG00000163110,PDLIM5,352,2.28193,0,-8.4618,14,-3.1599,74,-0.5167,104,0.01805,123,0.40238
ENSG00000138696,BMPR1B,13,-2.0984,17,-1.6637,24,-1.3249,40,-0.4113,72,0.53886,92,1.53525
ENSG00000138698,RAP1GDS1,157,0.48134,316,1.76988,101,-0.2667,81,-0.5851,51,-1.2873,83,-0.7027
ENSG00000168785,TSPAN5,31,-1.5839,175,1.18438,101,0.25994,64,-0.5064,63,-0.5332,85,-0.0646
ENSG00000151247,EIF4E,175,0.98351,68,-0.5827,113,0.28304,77,-0.3881,52,-0.9892,94,-0.0848
ENSG00000197894,ADH5,9,-3.8387,138,0.25142,105,-0.2053,78,-0.6490,168,0.58650,153,0.60132
ENSG00000109270,LAMTOR3,75,0.51233,76,0.52603,50,-0.1895,36,-0.6906,40,-0.4967,57,0.05939
ENSG00000164031,DNAJB14,61,-0.7532,60,-0.7819,155,0.90535,101,0.03329,78,-0.3682,92,-0.1348
ENSG00000164032,H2AFZ,1,-5.9046,89,0.25583,93,0.39643,54,-0.5285,121,0.78477,77,0.02901
ENSG00000138814,PPP3CA,154,-2.0120,1095,1.11710,915,0.95605,333,-0.8476,237,-1.3636,494,-0.3005
ENSG00000109332,UBE2D3,292,0.59485,258,0.38668,238,0.28651,146,-0.5293,155,-0.4411,171,-0.3748
ENSG00000164039,BDH2,113,0.95089,44,-0.5955,22,-1.7610,47,-0.5076,62,-0.0476,89,0.78342
ENSG00000138801,PAPSS1,72,-0.8089,140,0.23643,191,0.92192,58,-1.1367,65,-0.9628,123,0.04164
ENSG00000109475,RPL34,940,-0.2171,607,-0.9012,911,-0.3023,1644,0.71014,1941,1.00424,909,-0.3495
ENSG00000164089,ETNPPL,89,-2.1105,53,-2.8604,142,-1.5373,128,-1.5739,456,0.41799,724,2.10028
ENSG00000123739,PLA2G12A,40,-0.2843,61,0.39838,51,0.13603,50,0.06925,42,-0.1991,44,-0.1382
ENSG00000174720,LARP7,44,-0.5659,2,-5.0563,69,0.17004,59,-0.0875,111,0.96259,70,0.25684
ENSG00000145362,ANK2,714,0.35741,498,-0.2288,667,0.28285,463,-0.3450,267,-1.1970,632,0.20948
ENSG00000145349,CAMK2D,131,-0.7816,354,0.84783,334,0.88761,88,-1.3829,139,-0.6835,183,-0.3283
ENSG00000269893,SNHG8,43,-0.7004,63,-0.1211,63,-0.1165,110,0.81059,120,0.97178,49,-0.6613
ENSG00000164096,C4orf3,272,0.33916,228,0.05069,193,-0.2471,263,0.28477,211,-0.0747,210,-0.1103
ENSG00000164111,ANXA5,170,0.88453,28,-1.9399,21,-2.5414,107,0.10215,245,1.56694,104,0.07900
ENSG00000138688,KIAA1109,393,1.71208,100,-0.6324,150,-0.0021,66,-1.2786,106,-0.5557,128,-0.3234
ENSG00000138685,FGF2,61,-0.1299,41,-0.7579,17,-2.1823,67,0.01729,176,1.73408,72,0.19133
ENSG00000164070,HSPA4L,34,-1.1404,100,0.54668,102,0.68847,37,-1.0268,30,-1.3668,80,0.24843
ENSG00000164040,PGRMC2,170,1.14072,113,0.43501,85,-0.0497,80,-0.1307,81,-0.1158,57,-0.8499
ENSG00000077684,JADE1,79,0.36826,92,0.62773,58,-0.1431,43,-0.5979,76,0.30345,54,-0.3361
ENSG00000138650,PCDH10,1,-5.9994,115,0.44997,103,0.31536,75,-0.2387,117,0.48293,91,0.07778
ENSG00000151012,SLC7A11,278,1.05170,10,-4.0530,65,-1.4122,84,-0.9005,185,0.34556,220,0.94211
ENSG00000109390,NDUFC1,10,-3.9580,155,0.11836,156,0.15057,66,-1.2130,238,0.84319,172,0.39955
ENSG00000153130,SCOC,178,-0.6270,376,0.58118,345,0.51189,174,-0.6630,242,-0.1470,241,-0.1984
ENSG00000109436,TBC1D9,43,-0.3791,48,-0.1876,77,0.69060,19,-1.5808,10,-2.5020,71,0.62932
ENSG00000170153,RNF150,62,-0.3582,87,0.17637,134,1.10420,46,-0.8173,40,-1.0254,66,-0.3427
ENSG00000153147,SMARCA5,392,2.07308,41,-1.7243,107,-0.3017,93,-0.4858,83,-0.6515,104,-0.3982
ENSG00000170390,DCLK2,231,0.77717,303,1.26138,157,0.13888,67,-1.2060,103,-0.5473,97,-0.7966
ENSG00000145425,RPS3A,578,0.23070,263,-1.0144,347,-0.6522,700,0.55371,837,0.86459,481,-0.0905
ENSG00000109670,FBXW7,120,-1.7678,563,0.66205,699,1.28291,263,-0.5803,123,-1.7405,314,-0.3902
ENSG00000109654,TRIM2,181,-0.5076,351,0.57578,275,0.19066,228,-0.1369,175,-0.5579,250,0.01659
ENSG00000171566,PLRG1,31,-0.5771,42,-0.0740,56,0.44130,41,-0.1118,35,-0.3724,46,0.07701
ENSG00000164114,MAP9,98,-0.7294,213,0.53033,235,0.83451,119,-0.4183,99,-0.7113,131,-0.3413
ENSG00000061918,GUCY1B1,307,-0.0164,422,0.50791,513,1.02231,149,-1.1492,210,-0.6219,226,-0.6362
ENSG00000109738,GLRB,54,-0.6329,183,1.42591,113,0.65078,34,-1.3469,45,-0.8970,61,-0.5499
ENSG00000120251,GRIA2,240,-0.8632,887,1.31692,514,0.41092,200,-1.1427,203,-1.1217,392,-0.1204
ENSG00000164125,GASK1B,1,-5.2845,6,-3.1831,9,-2.6950,67,0.52206,48,-0.0335,100,2.08717
ENSG00000164124,TMEM144,26,-0.6335,6,-2.7254,26,-0.6634,127,2.18546,54,0.56353,27,-0.6975
ENSG00000052795,FNIP2,115,0.56281,102,0.36125,149,1.23842,53,-0.6855,40,-1.1089,43,-1.2249
ENSG00000109756,RAPGEF2,194,1.33585,105,0.25978,99,0.18663,46,-1.0297,23,-2.0380,80,-0.2405
ENSG00000109466,KLHL2,150,0.35363,145,0.30134,177,0.75054,66,-0.9382,57,-1.1839,105,-0.2863
ENSG00000052802,MSMO1,71,-0.1040,84,0.16535,104,0.60061,44,-0.8552,55,-0.5060,74,-0.0540
ENSG00000109472,CPE,685,-2.2802,1409,-1.2012,1588,-1.1193,1586,-1.0204,3889,0.40816,5529,1.62600
ENSG00000196104,SPOCK3,75,-0.0752,53,-0.6179,92,0.29365,96,0.33308,106,0.48340,65,-0.4025
ENSG00000129116,PALLD,159,1.84764,0,-7.6458,27,-1.2755,38,-0.6337,30,-0.9731,77,0.70524
ENSG00000109572,CLCN3,17,-2.9211,134,0.23440,131,0.22489,103,-0.1958,133,0.21951,132,0.29248
ENSG00000198948,MFAP3L,54,-0.3845,34,-1.0680,52,-0.4754,42,-0.7605,93,0.50168,96,0.80812
ENSG00000164106,SCRG1,1,-7.2207,39,-2.4002,145,-0.4658,160,-0.2555,231,0.34070,324,1.42531
ENSG00000150625,GPM6A,864,-1.6976,3140,0.31705,3081,0.33171,1979,-0.4296,1684,-0.6824,3157,0.45396
ENSG00000150627,WDR17,117,0.99782,113,0.93008,44,-0.6700,37,-0.8728,34,-1.0206,65,0.00251
ENSG00000129128,SPCS3,72,0.44663,37,-0.6299,37,-0.6894,44,-0.3398,121,1.37687,48,-0.2622
ENSG00000218336,TENM3,1,-5.6015,217,2.36837,88,0.72482,23,-1.5234,17,-1.8981,38,-0.9088
ENSG00000173320,STOX2,1,-6.1256,109,0.19267,176,1.22490,82,-0.2812,99,0.02701,78,-0.4602
ENSG00000151729,SLC25A4,173,-0.4206,390,0.92692,245,0.15848,101,-1.2469,156,-0.5866,239,0.13167
ENSG00000154556,SORBS2,405,1.70604,228,0.64177,135,-0.2464,50,-1.7303,115,-0.4741,109,-0.7096
ENSG00000083857,FAT1,113,1.52574,7,-2.8027,31,-0.7521,47,-0.0001,79,0.86046,39,-0.3867
ENSG00000073578,SDHA,67,-0.1416,79,0.11882,43,-0.9267,68,-0.1206,102,0.54339,86,0.35975
ENSG00000249915,PDCD6,346,1.59703,176,0.37558,124,-0.2181,72,-1.0311,86,-0.7692,110,-0.4872
ENSG00000180104,EXOC3,133,1.16137,108,0.78879,47,-0.6464,50,-0.4635,25,-1.5433,66,-0.0524
ENSG00000171368,TPPP,262,-0.7373,517,0.34895,585,0.65923,452,0.12829,208,-1.0927,384,-0.1785
