Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000120129,DUSP1,646,3.80236,28,-1.9127,45,-1.2359,45,-1.6937,54,-0.9521,53,-1.0500
ENSG00000113719,ERGIC1,58,0.45394,39,-0.1643,34,-0.3562,48,0.28401,45,0.04122,30,-0.5955
ENSG00000037241,RPL26L1,37,-0.3319,52,0.21172,34,-0.4784,56,0.58526,29,-0.6825,36,-0.4324
ENSG00000113732,ATP6V0E1,152,1.12001,36,-1.1574,75,-0.0407,57,-0.7266,56,-0.5044,123,0.87230
ENSG00000164463,CREBRF,60,0.67779,33,-0.2580,51,0.39596,32,-0.5231,50,0.36901,41,0.05179
ENSG00000145919,BOD1,33,-0.0664,35,0.02905,52,0.66087,35,0.06241,26,-0.3958,28,-0.3576
ENSG00000113742,CPEB4,59,-0.7741,146,0.66358,102,0.08240,92,-0.1378,90,-0.1130,105,0.13972
ENSG00000170091,NSG2,103,-2.1961,804,0.99684,387,-0.1996,531,0.55024,420,-0.0698,231,-1.0721
ENSG00000164466,SFXN1,25,-1.0456,62,0.33522,88,0.91048,44,-0.3102,32,-0.6692,61,0.36442
ENSG00000113749,HRH2,9,-0.7508,35,1.44381,7,-1.0823,17,0.31594,2,-2.9936,13,-0.1863
ENSG00000145920,CPLX2,388,-0.6363,663,0.20399,365,-0.7259,718,0.60750,481,-0.3017,464,-0.3922
ENSG00000051596,THOC3,31,-0.2070,62,0.91146,13,-1.4921,46,0.79851,21,-0.7864,16,-1.3324
ENSG00000122203,KIAA1191,81,-0.9608,161,0.09165,178,0.25516,158,0.10615,226,0.64687,117,-0.4490
ENSG00000175414,ARL10,23,-0.4095,52,0.87030,28,-0.1230,32,0.11309,28,-0.1109,22,-0.5404
ENSG00000048162,NOP16,13,-0.7645,18,-0.2680,7,-1.6351,35,1.60599,8,-1.4001,10,-1.2998
ENSG00000146066,HIGD2A,192,0.18365,113,-0.6400,113,-0.6469,196,0.38520,191,0.17792,146,-0.2779
ENSG00000175416,CLTB,258,0.21947,259,0.22418,265,0.26213,231,0.06447,222,-0.0230,159,-0.5880
ENSG00000113194,FAF2,37,0.24333,41,0.40196,23,-0.4917,29,-0.2097,47,0.64070,27,-0.2507
ENSG00000146083,RNF44,29,-0.9904,59,0.06777,57,0.00613,66,0.44063,66,0.25464,40,-0.5901
ENSG00000169258,GPRIN1,34,-0.7589,85,0.65439,33,-0.8435,69,0.59567,58,0.02912,33,-0.9147
ENSG00000074317,SNCB,213,-1.3001,697,0.55137,717,0.59686,518,0.11658,564,0.20480,337,-0.6533
ENSG00000048140,TSPAN17,12,-1.2307,40,0.61330,29,0.07757,32,0.39606,7,-2.0955,28,0.03160
ENSG00000113763,UNC5A,19,-1.6446,111,1.13229,103,1.00951,63,0.31515,18,-1.7288,25,-1.2899
ENSG00000165671,NSD1,22,-0.0974,27,0.22715,28,0.29220,16,-0.8027,41,0.91901,28,0.33000
ENSG00000169228,RAB24,16,0.06112,19,0.32092,17,0.15361,17,0.34015,6,-1.4317,12,-0.3866
ENSG00000169230,PRELID1,113,0.05093,99,-0.1585,115,0.07519,124,0.34969,70,-0.7024,94,-0.2691
ENSG00000169223,LMAN2,48,-0.2817,52,-0.1797,61,0.08703,55,-0.1588,91,0.72436,57,-0.0406
ENSG00000169220,RGS14,28,-1.0751,79,0.49687,15,-1.9677,83,1.17705,39,-0.6017,29,-1.1507
ENSG00000131187,F12,7,-1.4395,26,0.46428,16,-0.2682,25,0.70820,11,-0.8143,14,-0.4950
ENSG00000198055,GRK6,36,0.10438,30,-0.1546,55,0.80246,32,-0.1383,26,-0.3879,31,-0.1165
ENSG00000131188,PRR7,42,-0.3169,82,0.73547,26,-1.0318,68,0.79143,14,-1.9910,34,-0.6876
ENSG00000113758,DBN1,42,-0.5798,83,0.49952,41,-0.6081,66,0.21655,55,-0.1468,59,-0.0464
ENSG00000196923,PDLIM7,59,1.47967,14,-0.8044,31,0.40929,20,-0.4164,28,0.21135,16,-0.6720
ENSG00000183258,DDX41,57,-0.1400,58,-0.1305,59,-0.0935,68,0.21171,74,0.25491,52,-0.3360
ENSG00000146067,FAM193B,16,-0.7811,39,0.66244,25,-0.0843,23,-0.2939,47,0.95872,22,-0.2792
ENSG00000184840,TMED9,76,-0.2370,113,0.40027,101,0.22129,81,-0.2158,100,0.19597,87,-0.0152
ENSG00000027847,B4GALT7,26,-0.0823,41,0.67466,19,-0.5728,30,0.32558,17,-0.7398,22,-0.3815
ENSG00000170074,FAM153A,8,-1.7713,52,1.11928,32,0.32360,32,0.57769,19,-0.4635,8,-1.8018
ENSG00000249109,AC140125.2,7,-1.2720,19,0.14576,10,-0.8560,27,1.47039,9,-1.0584,6,-1.6847
ENSG00000204677,FAM153CP,11,-1.7619,56,0.63899,32,-0.2338,33,-0.3018,78,1.19667,35,-0.1336
ENSG00000145916,RMND5B,27,-0.4259,42,0.29560,33,-0.1033,39,0.29191,37,0.10231,26,-0.5185
ENSG00000145912,NHP2,184,-0.2737,204,-0.1116,176,-0.3430,258,0.46892,245,0.18227,154,-0.5944
ENSG00000197451,HNRNPAB,72,0.34144,60,0.04194,74,0.37545,50,-0.3909,50,-0.2235,68,0.27500
ENSG00000113240,CLK4,27,0.45711,31,0.71421,23,0.23357,18,-0.2685,16,-0.3550,17,-0.3132
ENSG00000176783,RUFY1,19,0.09473,27,0.64503,9,-1.0177,15,-0.3822,16,-0.1386,24,0.56902
ENSG00000169045,HNRNPH1,91,-0.2032,107,0.05024,121,0.25430,95,-0.2046,118,0.21422,111,0.13435
ENSG00000127022,CANX,426,0.10440,400,0.00074,492,0.33548,312,-0.5979,670,0.84678,423,0.10063
ENSG00000161013,MGAT4B,36,-0.6061,67,0.35456,52,-0.0545,61,0.31896,63,0.25782,36,-0.6954
ENSG00000161011,SQSTM1,272,0.23411,214,-0.1437,220,-0.0991,221,-0.1576,322,0.51204,224,-0.0776
ENSG00000161010,MRNIP,17,-0.3805,23,0.08524,28,0.38066,21,-0.1524,28,0.38489,21,-0.0814
ENSG00000197226,TBC1D9B,51,-0.5252,80,0.16836,69,-0.0710,66,-0.2177,92,0.39147,85,0.29016
ENSG00000113269,RNF130,120,0.13500,103,-0.1166,109,-0.0243,96,-0.3393,97,-0.1971,152,0.58308
ENSG00000050748,MAPK9,91,-0.8287,212,0.50127,312,1.16115,144,-0.1958,158,0.02716,108,-0.6200
ENSG00000113300,CNOT6,8,-1.3293,18,-0.0930,18,-0.1618,18,-0.2191,33,0.82135,24,0.39866
ENSG00000131446,MGAT1,92,1.43377,35,-0.1429,20,-0.9840,32,-0.4860,32,-0.3077,45,0.24415
ENSG00000278970,HEIH,25,0.17818,20,-0.1965,28,0.37089,19,-0.3874,16,-0.5055,31,0.57439
ENSG00000250222,AC008443.5,29,-0.9950,32,-0.8289,30,-0.9468,72,0.77689,42,-0.4342,59,0.10216
ENSG00000146063,TRIM41,16,-0.8325,32,0.18082,26,-0.1668,25,-0.3063,40,0.55894,36,0.44484
ENSG00000204628,RACK1,625,1.02566,230,-0.5888,315,-0.0995,317,-0.1470,218,-0.6668,359,0.11952
ENSG00000112679,DUSP22,48,0.20943,37,-0.2010,39,-0.1030,41,-0.0493,58,0.51249,37,-0.2199
ENSG00000112685,EXOC2,6,-1.9539,32,0.58013,20,-0.1362,23,0.07558,19,-0.2729,27,0.32188
ENSG00000112699,GMDS,78,1.92008,26,0.02661,24,-0.1157,21,-0.4178,13,-1.0614,16,-0.7232
ENSG00000124535,WRNIP1,37,-0.6104,100,0.96165,62,0.17125,48,-0.3550,81,0.60256,45,-0.3555
ENSG00000124570,SERPINB6,70,1.18236,7,-2.3672,12,-1.5953,22,-1.0287,50,0.60624,65,1.22501
ENSG00000244041,LINC01011,6,-1.4129,16,-0.0817,8,-1.0520,24,1.07136,13,-0.3972,11,-0.6457
ENSG00000124588,NQO2,59,-0.1702,63,-0.0619,70,0.10076,72,0.23564,77,0.24661,48,-0.5371
ENSG00000137274,BPHL,17,0.06598,20,0.26627,29,0.89106,16,-0.0043,13,-0.3742,10,-0.7598
ENSG00000137267,TUBB2A,456,-1.3341,1763,0.78894,2171,1.14808,1070,-0.0423,771,-0.5373,726,-0.6859
ENSG00000137285,TUBB2B,127,-1.7378,170,-1.3022,257,-0.6809,387,-0.0694,460,0.23294,712,1.11815
ENSG00000180822,PSMG4,30,-0.0561,32,0.00510,24,-0.3877,39,0.64386,18,-0.8455,23,-0.5507
ENSG00000137266,SLC22A23,12,-1.0654,28,0.19303,26,0.05014,21,-0.3832,61,1.50037,20,-0.3596
ENSG00000145945,FAM50B,11,-0.5487,17,0.03761,7,-1.2866,20,0.50039,15,-0.1441,16,-0.0223
ENSG00000112739,PRPF4B,83,0.64557,79,0.54641,67,0.29352,44,-0.5666,61,0.13944,52,-0.1295
ENSG00000198721,ECI2,43,0.25190,30,-0.2965,21,-0.8476,28,-0.6173,46,0.34450,61,0.95431
ENSG00000153046,CDYL,24,0.25506,17,-0.2692,15,-0.4886,16,-0.5437,31,0.71482,27,0.55031
ENSG00000214113,LYRM4,34,-0.4011,30,-0.5592,64,0.62298,47,0.21882,50,0.22077,33,-0.4989
ENSG00000124785,NRN1,137,-0.9259,369,0.63916,349,0.54598,290,0.43496,147,-0.8115,142,-0.9341
ENSG00000216863,LY86-AS1,0,-7.0156,25,0.47884,15,-0.2514,28,1.40646,7,-1.3862,7,-1.4715
ENSG00000124783,SSR1,125,0.54543,83,-0.1167,128,0.58155,67,-0.6695,125,0.54101,92,0.05176
ENSG00000124784,RIOK1,18,0.36982,23,0.75121,26,0.93544,9,-1.0344,20,0.51065,13,-0.1478
ENSG00000239264,TXNDC5,48,0.71102,33,0.10474,33,0.13084,23,-0.6526,55,0.96086,26,-0.2858
ENSG00000124802,EEF1E1,15,-1.6133,59,0.41017,54,0.29072,56,0.59711,27,-0.7644,32,-0.5875
ENSG00000111845,PAK1IP1,23,0.40831,24,0.51540,26,0.62158,13,-0.6898,24,0.51229,15,-0.2333
ENSG00000111843,TMEM14C,114,0.20392,88,-0.1976,95,-0.0704,90,-0.2490,133,0.46165,108,0.13657
ENSG00000137210,TMEM14B,108,0.07097,97,-0.1086,93,-0.1694,111,0.19861,54,-1.0111,115,0.19061
ENSG00000197977,ELOVL2,8,-1.3366,4,-2.2263,11,-0.8609,12,-1.2211,39,1.08047,51,1.88576
ENSG00000224531,SMIM13,44,-1.4820,149,0.39914,173,0.64348,123,0.16434,160,0.51686,67,-0.9101
ENSG00000205269,TMEM170B,57,-0.1902,73,0.18322,55,-0.2426,81,0.67859,37,-0.8657,41,-0.7602
ENSG00000112137,PHACTR1,44,-1.7527,183,0.41591,209,0.63221,150,0.17072,95,-0.6167,135,-0.0766
ENSG00000145979,TBC1D7,22,0.08930,31,0.66010,21,0.02229,24,0.40921,17,-0.2948,8,-1.4647
ENSG00000145990,GFOD1,21,-2.1642,173,1.08068,129,0.58986,82,-0.2258,102,0.20669,75,-0.2963
ENSG00000124523,SIRT5,20,-0.2083,29,0.31497,22,-0.0753,21,-0.2217,33,0.52362,23,-0.0122
ENSG00000225921,NOL7,94,0.01224,72,-0.3942,70,-0.4373,97,0.11878,99,0.09945,101,0.14378
ENSG00000010017,RANBP9,32,-1.2364,100,0.54699,107,0.65749,65,-0.2172,112,0.73711,53,-0.5078
ENSG00000050393,MCUR1,29,-1.2460,58,-0.2177,60,-0.1635,79,0.47661,50,-0.4415,71,0.10479
ENSG00000112149,CD83,45,0.22634,61,0.70065,44,0.17107,33,-0.4537,66,0.82692,27,-0.6332
ENSG00000008083,JARID2,10,-0.5655,17,0.20364,29,1.04596,12,-0.5565,11,-0.4693,20,0.45315
ENSG00000047579,DTNBP1,28,-1.2291,59,-0.1218,9,-2.8765,94,1.26575,42,-0.6520,47,-0.5151
ENSG00000007944,MYLIP,9,-1.0383,30,0.86017,15,-0.2847,19,0.23640,15,-0.2887,15,-0.2986
ENSG00000124788,ATXN1,24,-1.1780,41,-0.4007,83,0.74134,53,0.02975,62,0.25475,51,-0.0395
ENSG00000112183,RBM24,11,-0.4773,25,0.80156,11,-0.4863,19,0.54077,10,-0.6035,9,-0.8731
ENSG00000112186,CAP2,72,-1.9568,544,1.21214,257,-0.0361,313,0.49995,194,-0.4739,130,-1.1714
ENSG00000137414,FAM8A1,27,-0.6626,55,0.43180,61,0.62541,37,-0.3140,38,-0.1306,47,0.19742
ENSG00000124789,NUP153,13,-0.6945,29,0.60425,18,-0.1295,22,0.27560,4,-2.1961,22,0.19287
ENSG00000137177,KIF13A,15,-0.0483,9,-0.8683,15,0.00777,13,-0.3153,6,-1.3444,28,1.14527
ENSG00000137364,TPMT,26,-0.5698,50,0.47126,19,-0.9934,46,0.55773,27,-0.4931,31,-0.3316
ENSG00000165097,KDM1B,19,0.03783,20,0.05537,10,-0.8867,25,0.86638,7,-1.5373,13,-0.6360
ENSG00000124795,DEK,145,1.35892,31,-1.1153,55,-0.2357,58,-0.2509,44,-0.5986,71,0.16683
ENSG00000172201,ID4,79,-0.0795,18,-2.2581,64,-0.3925,48,-1.1964,71,-0.2406,218,2.04055
ENSG00000112242,E2F3,8,-1.5757,32,0.57643,21,-0.0947,28,0.64055,19,-0.2830,14,-0.8293
ENSG00000272168,CASC15,10,-1.0533,29,0.56582,24,0.28427,23,0.38502,7,-1.5816,18,-0.1896
ENSG00000152954,NRSN1,36,-1.6806,137,0.35259,128,0.24850,135,0.60226,94,-0.2495,69,-0.7849
ENSG00000124532,MRS2,5,-1.8794,30,0.68299,35,0.89502,20,0.05298,14,-0.5362,16,-0.3300
ENSG00000112294,ALDH5A1,50,-1.0794,90,-0.1862,90,-0.1847,105,0.11123,164,0.78744,95,-0.0947
ENSG00000137261,KIAA0319,9,-1.8223,48,0.73296,61,1.12962,23,-0.6892,30,-0.0011,37,0.33464
ENSG00000111802,TDP2,37,-0.4448,62,0.37337,56,0.19161,53,0.21104,46,-0.1160,38,-0.4620
ENSG00000112304,ACOT13,48,-0.5249,65,-0.0536,78,0.23709,71,0.16248,66,-0.0209,62,-0.1237
ENSG00000112308,C6orf62,133,-0.1367,160,0.16017,142,-0.0316,141,-0.0711,149,0.04171,152,0.09033
ENSG00000111913,RIPOR2,23,-1.6697,90,0.44327,108,0.74003,68,0.00718,72,0.08219,58,-0.2744
ENSG00000079691,CARMIL1,1,-4.0896,11,-0.9863,12,-0.8352,23,0.29516,25,0.30906,32,0.78752
ENSG00000187837,HIST1H1C,95,2.62827,5,-2.2092,5,-2.0272,16,-0.8043,18,-0.3020,21,-0.0694
ENSG00000197061,HIST1H4C,45,-0.2176,26,-1.0402,37,-0.5163,70,0.97553,27,-0.9919,40,-0.4464
ENSG00000112763,BTN2A1,23,0.22288,25,0.38167,24,0.27987,14,-0.8185,40,1.16232,18,-0.1362
ENSG00000228223,HCG11,17,-0.2546,19,-0.1146,25,0.34819,21,0.16262,23,0.23234,15,-0.4796
ENSG00000182952,HMGN4,46,0.69253,21,-0.5362,35,0.25089,30,0.01208,34,0.20010,21,-0.5679
ENSG00000146109,ABT1,15,-0.2533,19,0.16409,15,-0.2579,19,0.23206,15,-0.2206,16,-0.1074
ENSG00000096654,ZNF184,0,-7.2681,53,1.46965,7,-1.7116,32,1.28135,3,-2.6085,8,-1.6246
ENSG00000269293,ZSCAN16-AS1,108,-0.0573,39,-1.6074,84,-0.4549,119,0.16476,130,0.23654,138,0.37885
ENSG00000204713,TRIM27,45,0.35826,50,0.52667,41,0.20546,29,-0.4822,27,-0.4269,42,0.29460
ENSG00000204681,GABBR1,167,-0.9867,335,0.08768,255,-0.3443,354,0.30512,344,0.13001,309,-0.0476
ENSG00000204655,MOG,2,-3.3473,6,-1.8776,40,0.95520,3,-3.4658,16,-0.4851,83,3.15633
ENSG00000206503,HLA-A,640,2.19707,86,-1.1801,117,-0.7116,113,-1.1033,224,0.31101,199,0.13328
ENSG00000204619,PPP1R11,42,-0.8482,77,0.09194,107,0.62319,83,0.38316,41,-0.8619,58,-0.3942
ENSG00000231074,HCG18,8,-1.4459,35,0.87431,53,1.58077,12,-1.2499,16,-0.4180,28,0.58739
ENSG00000241370,RPP21,67,-0.0293,54,-0.3624,48,-0.5351,88,0.79203,60,-0.1912,38,-0.9549
ENSG00000204592,HLA-E,612,3.20771,6,-4.2995,45,-1.4421,55,-1.5773,78,-0.6166,127,0.16736
ENSG00000204590,GNL1,55,-0.6257,89,0.11318,115,0.52701,82,-0.0246,99,0.28318,71,-0.2570
ENSG00000204576,PRR3,18,0.01202,23,0.40212,17,-0.0033,14,-0.4444,26,0.64895,18,0.03648
ENSG00000204574,ABCF1,37,-0.0104,38,0.01334,55,0.61399,32,-0.3546,39,0.06028,40,0.13625
ENSG00000204569,PPP1R10,27,-0.1575,46,0.66944,24,-0.3589,27,-0.2776,35,0.25984,32,0.11373
ENSG00000204568,MRPS18B,42,-0.2600,47,-0.0835,26,-0.9603,50,0.03891,95,1.08880,41,-0.3192
ENSG00000137343,ATAT1,45,-0.2175,46,-0.1708,56,0.11832,46,-0.3140,89,0.88688,52,0.02049
ENSG00000204564,C6orf136,37,-0.6577,69,0.29990,53,-0.1213,68,0.50117,57,-0.0043,36,-0.7776
ENSG00000196230,TUBB,380,-0.6267,724,0.39076,920,0.78765,578,0.04467,517,-0.1474,409,-0.5597
ENSG00000137312,FLOT1,154,-0.4696,267,0.39883,290,0.53592,221,0.16685,179,-0.2353,146,-0.5996
ENSG00000204580,DDR1,56,-0.3763,30,-1.3146,63,-0.1854,39,-1.3398,91,0.38203,176,1.85718
ENSG00000137411,VARS2,6,-1.0518,24,0.99510,12,-0.1261,9,-0.9580,14,0.08753,23,0.99939
ENSG00000204525,HLA-C,599,2.51872,38,-2.0573,137,-0.1298,84,-1.2794,89,-0.8041,180,0.33358
ENSG00000234745,HLA-B,1068,3.34897,52,-1.9854,102,-0.9691,84,-1.7330,114,-0.8009,177,-0.1447
ENSG00000198563,DDX39B,123,0.54575,86,-0.0272,101,0.21855,78,-0.2933,71,-0.3273,97,0.17394
ENSG00000213760,ATP6V1G2,145,-0.9547,347,0.40236,209,-0.3968,333,0.61586,264,-0.0375,169,-0.7884
ENSG00000204472,AIF1,94,2.67624,6,-1.8239,4,-2.3795,12,-1.2700,15,-0.5970,29,0.54558
ENSG00000204469,PRRC2A,97,-0.2110,103,-0.1234,127,0.21661,112,0.01098,100,-0.1602,118,0.11265
ENSG00000204463,BAG6,113,0.16521,97,-0.0831,91,-0.1785,104,0.04863,99,-0.0426,101,-0.0146
ENSG00000204438,GPANK1,7,-1.1084,16,0.20582,17,0.32042,15,0.18761,7,-1.0798,16,0.25111
ENSG00000204435,CSNK2B,84,-0.5889,125,0.03422,161,0.43936,127,0.11346,99,-0.3321,119,-0.0405
ENSG00000204427,ABHD16A,32,-0.5611,62,0.46154,96,1.18880,40,-0.3526,54,0.23127,33,-0.5740
ENSG00000213722,DDAH2,77,1.29151,8,-2.2442,34,-0.0684,25,-0.8356,31,-0.2214,58,0.93593
ENSG00000204394,VARS,29,-0.2446,39,0.19948,55,0.76568,33,-0.1071,27,-0.3616,31,-0.1647
ENSG00000204392,LSM2,33,0.01027,27,-0.3363,23,-0.5462,35,0.13974,16,-1.1265,46,0.57397
ENSG00000204389,HSPA1A,111,0.78401,77,0.18564,31,-1.2304,61,-0.3077,42,-0.7736,96,0.60395
ENSG00000204388,HSPA1B,90,0.03103,135,0.69065,189,1.27422,63,-0.7700,82,-0.1133,78,-0.2151
ENSG00000204387,SNHG32,117,0.09096,66,-0.7950,61,-0.9131,102,-0.1972,186,0.85072,137,0.38678
ENSG00000204386,NEU1,39,0.02551,53,0.54172,41,0.13656,38,-0.0255,51,0.47857,23,-0.8605
ENSG00000204371,EHMT2,20,-1.2936,61,0.38893,45,-0.0846,49,0.06441,54,0.21188,49,0.07253
ENSG00000204356,NELFE,58,-0.1480,56,-0.2196,75,0.25005,62,-0.0841,53,-0.2949,76,0.31320
ENSG00000204351,SKIV2L,27,0.35996,36,0.79907,30,0.49946,19,-0.2853,17,-0.3949,16,-0.4801
ENSG00000204344,STK19,25,0.60650,22,0.40228,14,-0.3131,18,0.11820,7,-1.2658,15,-0.2032
ENSG00000204314,PRRT1,113,-0.8669,302,0.68814,185,-0.1030,235,0.50001,176,-0.1765,110,-0.9710
ENSG00000221988,PPT2,8,-0.9595,18,0.15285,16,0.01850,18,0.30838,9,-0.8737,18,0.16502
ENSG00000204310,AGPAT1,109,-0.1831,150,0.32675,168,0.50639,117,-0.1149,123,0.00895,106,-0.2555
ENSG00000204308,RNF5,87,0.17600,66,-0.2563,44,-0.8690,80,0.05488,89,0.21034,87,0.18463
ENSG00000204287,HLA-DRA,590,4.41835,4,-4.3447,9,-3.2273,28,-2.0774,38,-1.1170,40,-1.0950
ENSG00000196126,HLA-DRB1,295,4.16828,7,-2.6905,14,-1.5805,13,-2.2904,11,-2.0072,32,-0.4492
ENSG00000204256,BRD2,78,0.17373,68,-0.0479,82,0.23559,68,-0.0729,74,0.07281,65,-0.1392
ENSG00000231389,HLA-DPA1,278,4.40170,7,-2.4832,12,-1.6378,12,-2.1778,17,-1.1540,15,-1.4769
ENSG00000223865,HLA-DPB1,264,3.68304,17,-1.4051,17,-1.3595,23,-1.3249,8,-2.5078,22,-1.0492
ENSG00000204231,RXRB,39,-0.5750,63,0.18490,82,0.60737,58,0.07283,55,-0.0406,45,-0.3653
ENSG00000112473,SLC39A7,28,0.78693,22,0.37993,32,1.00741,9,-1.2762,11,-0.6418,24,0.61638
ENSG00000204227,RING1,57,0.15453,73,0.55852,53,0.05307,44,-0.3957,37,-0.5002,63,0.37455
ENSG00000223501,VPS52,34,0.38569,35,0.43930,23,-0.1967,25,-0.1363,21,-0.3481,26,-0.0106
ENSG00000231500,RPS18,2064,0.63239,584,-1.3408,1010,-0.5087,1360,-0.0712,1290,-0.1268,1814,0.47441
ENSG00000227057,WDR46,27,0.05301,32,0.33474,36,0.54102,26,-0.0030,17,-0.6398,22,-0.3026
ENSG00000204220,PFDN6,68,-0.2337,82,0.05163,82,0.05525,92,0.42642,42,-0.9687,68,-0.2581
ENSG00000237441,RGL2,32,0.87953,17,-0.1386,16,-0.2040,9,-1.5070,37,1.12361,28,0.77741
ENSG00000231925,TAPBP,112,0.38788,76,-0.2334,99,0.18704,79,-0.2569,86,-0.0293,98,0.20215
ENSG00000236104,ZBTB22,13,-0.1100,20,0.52202,20,0.49731,13,-0.2473,7,-1.0373,17,0.23237
ENSG00000204209,DAXX,15,-0.9066,29,0.08479,30,0.10514,24,-0.3274,70,1.55183,20,-0.5653
ENSG00000112511,PHF1,43,0.00687,42,-0.0454,72,0.84538,29,-0.8838,85,1.12407,42,-0.0375
ENSG00000112514,CUTA,225,0.04148,204,-0.1143,174,-0.3663,225,0.06728,265,0.30040,210,-0.0736
ENSG00000197283,SYNGAP1,59,-0.7557,151,0.74121,52,-0.9401,118,0.61615,63,-0.6399,68,-0.5707
ENSG00000137288,UQCC2,78,-0.5517,83,-0.4639,117,0.07673,130,0.42413,85,-0.4266,108,-0.0571
ENSG00000161904,LEMD2,7,-1.0286,20,0.49957,14,-0.0528,13,-0.3518,25,0.82215,16,0.13543
ENSG00000137309,HMGA1,30,-0.8478,50,-0.0958,39,-0.4697,61,0.37931,71,0.46915,44,-0.3020
ENSG00000186577,SMIM29,103,-0.6201,175,0.21531,184,0.29528,159,0.09524,154,0.01428,137,-0.1914
ENSG00000272325,NUDT3,151,-0.5125,166,-0.3691,258,0.33109,202,-0.0934,224,0.10590,248,0.30315
ENSG00000124614,RPS10,1036,0.44947,349,-1.2428,437,-0.9030,776,-0.0250,940,0.29260,988,0.42000
ENSG00000124507,PACSIN1,123,-1.1303,311,0.30825,247,-0.0607,298,0.41899,268,0.06570,193,-0.4864
ENSG00000196821,ILRUN,42,-0.1213,42,-0.1382,66,0.59724,47,0.10121,33,-0.4808,40,-0.1983
ENSG00000272288,AL451165.2,8,-1.2760,8,-1.1987,18,-0.0748,19,0.12644,12,-0.6267,30,0.91105
ENSG00000124562,SNRPC,55,-0.3314,62,-0.1384,52,-0.4263,76,0.29622,60,-0.1896,70,0.05416
ENSG00000064995,TAF11,28,-0.1154,33,0.16662,31,0.07472,28,-0.1563,56,1.03657,20,-0.6875
ENSG00000064999,ANKS1A,12,-1.2323,11,-1.3852,22,-0.3693,32,0.35714,60,1.24964,22,-0.4246
ENSG00000112033,PPARD,24,0.29132,16,-0.3802,25,0.35024,17,-0.3703,20,0.02029,24,0.36490
ENSG00000198755,RPL10A,904,0.63263,349,-0.8679,319,-1.0044,582,-0.1280,730,0.28364,758,0.38716
ENSG00000096060,FKBP5,77,2.14659,14,-0.7345,14,-0.7040,12,-1.4025,15,-0.5603,34,0.77428
ENSG00000096063,SRPK1,21,-0.1221,31,0.47789,29,0.38501,25,0.28054,12,-0.9218,16,-0.6383
ENSG00000112062,MAPK14,32,-0.1501,67,1.03149,17,-1.1328,41,0.34723,19,-0.9525,27,-0.4455
ENSG00000096070,BRPF3,23,-0.2445,38,0.52724,20,-0.4971,27,-0.0011,30,0.15775,26,-0.0639
ENSG00000112078,KCTD20,60,0.74688,41,0.13603,45,0.28753,31,-0.4522,36,-0.0694,38,0.01122
ENSG00000112081,SRSF3,288,1.05830,134,-0.1960,131,-0.2235,139,-0.2161,155,0.03327,132,-0.2449
ENSG00000124772,CPNE5,41,-1.0503,149,1.00126,137,0.86224,71,-0.3100,59,-0.4868,73,-0.1720
ENSG00000137168,PPIL1,0,-4.7132,17,-0.3953,19,-0.2464,24,0.19483,37,0.81011,26,0.26225
ENSG00000198663,C6orf89,110,0.55532,115,0.63698,80,0.04671,63,-0.4982,77,-0.0105,78,0.00479
ENSG00000137409,MTCH1,394,-0.9286,929,0.41323,874,0.31338,828,0.39772,538,-0.4538,517,-0.5639
ENSG00000065491,TBC1D22B,39,1.04819,26,0.36120,33,0.76006,14,-0.8945,23,0.16694,18,-0.2274
ENSG00000112130,RNF8,18,-0.9888,36,0.07145,47,0.49812,36,0.11167,51,0.61096,24,-0.6125
ENSG00000137200,CMTR1,21,-0.5804,46,0.65054,39,0.38129,18,-1.1425,82,1.64609,29,-0.0771
ENSG00000198937,CCDC167,35,0.08545,23,-0.5630,22,-0.6584,37,0.29330,25,-0.4663,38,0.24412
ENSG00000156639,ZFAND3,48,-0.4724,63,-0.0543,64,-0.0212,60,-0.1974,79,0.30543,81,0.38036
ENSG00000183826,BTBD9,23,-1.2176,66,0.42138,55,0.11665,56,0.25176,31,-0.7628,53,0.07004
ENSG00000124767,GLO1,131,-0.0046,116,-0.1962,162,0.33492,135,0.07534,122,-0.1205,119,-0.1660
ENSG00000146122,DAAM2,57,0.73957,4,-3.0152,51,0.55240,8,-2.8411,42,0.21414,102,2.22005
ENSG00000156564,LRFN2,4,-1.9801,38,1.24075,44,1.50457,16,-0.2128,10,-0.8919,9,-1.1040
ENSG00000124596,OARD1,22,-0.1713,21,-0.2767,26,0.06487,24,-0.0416,19,-0.4018,32,0.42454
ENSG00000137166,FOXP4,17,-0.0954,33,0.97822,23,0.39773,13,-0.8391,22,0.27958,21,0.23573
ENSG00000137218,FRS3,11,-0.6931,16,-0.0333,24,0.53566,11,-0.9684,48,1.78419,16,-0.1048
ENSG00000214736,TOMM6,106,-0.6589,166,0.03257,93,-0.8632,194,0.51282,123,-0.4340,164,0.01568
ENSG00000112576,CCND3,61,-0.4255,107,0.46839,69,-0.2339,76,-0.1129,64,-0.3352,97,0.36185
