Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000159685,CHCHD6,47,-0.6863,58,-0.4018,96,0.79939,66,-0.1598,50,-0.6577
ENSG00000114554,PLXNA1,17,-1.6127,89,1.05688,50,-0.0686,51,0.00114,33,-0.7261
ENSG00000163870,TPRA1,38,0.74063,32,0.51115,19,-0.5493,26,0.09078,21,-0.2523
ENSG00000114631,PODXL2,70,-1.1029,211,0.70736,112,-0.6102,280,1.09351,127,-0.2194
ENSG00000114626,ABTB1,45,0.06499,59,0.55714,43,0.00837,26,-0.7871,35,-0.3537
ENSG00000074416,MGLL,67,-0.8460,148,0.44812,89,-0.6145,93,-0.3380,184,0.87046
ENSG00000058262,SEC61A1,53,-0.0418,62,0.24372,44,-0.4872,90,0.82200,54,-0.0169
ENSG00000175792,RUVBL1,7,-1.3428,25,0.70390,17,-0.0098,18,0.11820,13,-0.3837
ENSG00000163902,RPN1,87,0.06101,87,0.06858,82,-0.0400,105,0.36788,71,-0.2815
ENSG00000075785,RAB7A,259,0.26898,240,0.16236,218,-0.0095,179,-0.3157,200,-0.1586
ENSG00000177646,ACAD9,9,-1.3329,23,0.13255,24,0.31148,26,0.34468,17,-0.3915
ENSG00000240682,ISY1,19,0.07979,17,-0.1489,15,-0.4799,21,0.24221,26,0.64327
ENSG00000169714,CNBP,253,0.30992,178,-0.2751,205,-0.0500,253,0.30851,205,-0.0332
ENSG00000181789,COPG1,53,-0.6142,128,0.89482,70,-0.3129,101,0.38404,56,-0.5808
ENSG00000183624,HMCES,23,-0.9470,46,0.15471,50,0.49350,47,0.15169,26,-0.8093
ENSG00000184897,H1FX,162,-0.4942,214,-0.0699,241,0.21648,249,0.17950,203,-0.1658
ENSG00000129071,MBD4,21,-0.5301,39,0.51384,33,0.25166,19,-0.6596,22,-0.4876
ENSG00000163913,IFT122,19,-0.4263,29,0.20937,31,0.50153,18,-0.5178,17,-0.7071
ENSG00000004399,PLXND1,72,0.81674,49,0.18517,44,0.02454,23,-0.9654,34,-0.4363
ENSG00000172765,TMCC1,14,-1.3367,40,0.26107,35,0.05522,45,0.43986,32,-0.1369
ENSG00000196455,PIK3R4,9,-1.2140,37,1.08609,18,-0.4275,21,0.03386,19,-0.1935
ENSG00000017260,ATP2C1,62,-1.1609,197,0.74801,128,-0.0782,125,-0.0737,114,-0.2492
ENSG00000198585,NUDT16,43,-0.2811,58,0.23585,52,0.06386,51,-0.0074,45,-0.2167
ENSG00000114686,MRPL3,31,-0.9866,69,0.28083,67,0.33233,49,-0.2947,49,-0.3101
ENSG00000196353,CPNE4,14,-2.0246,129,1.77247,49,-0.2225,15,-1.9505,30,-0.9588
ENSG00000138246,DNAJC13,37,0.45478,34,0.35503,26,-0.1964,14,-1.0493,30,0.08735
ENSG00000081307,UBA5,29,-0.2892,41,0.27669,36,0.09615,43,0.33107,25,-0.5802
ENSG00000144868,TMEM108,25,-0.1511,39,0.63205,24,-0.2756,12,-1.2020,32,0.27433
ENSG00000091527,CDV3,192,1.51047,68,-0.2529,70,-0.2955,58,-0.4678,64,-0.3408
ENSG00000163781,TOPBP1,16,-0.2767,26,0.53570,17,-0.3184,22,0.20432,18,-0.0550
ENSG00000091513,TF,49,-0.8903,71,-0.3481,13,-3.4908,52,-0.8114,326,3.23931
ENSG00000144867,SRPRB,38,-0.4933,63,0.31126,56,0.15439,65,0.32378,36,-0.6358
ENSG00000154917,RAB6B,227,-1.3221,656,0.35956,612,0.36338,524,-0.0405,395,-0.5261
ENSG00000163785,RYK,28,1.08999,17,0.34999,9,-0.9001,8,-0.9360,19,0.54944
ENSG00000114019,AMOTL2,43,1.01918,34,0.70587,13,-1.1588,20,-0.1918,27,0.28566
ENSG00000129055,ANAPC13,89,0.16570,84,0.09626,73,-0.2312,76,-0.0893,91,0.22420
ENSG00000182923,CEP63,38,1.19904,17,-0.1522,17,-0.1827,4,-2.0355,20,0.16511
ENSG00000154928,EPHB1,11,-0.6589,22,0.49762,7,-1.7141,36,1.31804,27,0.94411
ENSG00000114054,PCCB,21,-0.3450,23,-0.2681,29,0.20901,28,0.03474,28,0.05612
ENSG00000168917,SLC35G2,10,-1.0409,21,0.19731,16,-0.4231,21,0.13811,29,0.72154
ENSG00000158092,NCK1,27,0.44012,22,0.15210,13,-0.9684,53,1.62536,16,-0.3548
ENSG00000114098,ARMC8,30,-0.5240,46,0.17334,46,0.28317,47,0.20442,29,-0.6009
ENSG00000158186,MRAS,70,-0.7496,136,0.32304,124,0.24420,92,-0.3222,97,-0.2707
ENSG00000114107,CEP70,30,0.83716,14,-0.3594,17,-0.1104,10,-0.8979,21,0.29483
ENSG00000051382,PIK3CB,36,-0.9632,74,0.14430,76,0.31960,63,-0.1203,60,-0.2224
ENSG00000175110,MRPS22,10,-1.8002,42,0.44045,32,-0.0845,46,0.52317,32,-0.0702
ENSG00000184432,COPB2,42,-0.0060,55,0.48623,38,-0.2820,46,0.12666,39,-0.1489
ENSG00000114115,RBP1,117,1.91380,17,-1.3131,28,-0.7579,35,-0.1424,49,0.43516
ENSG00000158258,CLSTN2,7,-3.2970,239,2.78575,16,-2.8722,48,-0.6064,87,0.35225
ENSG00000114120,SLC25A36,57,-0.2206,100,0.76082,57,-0.3761,68,0.03536,59,-0.1856
ENSG00000155893,PXYLP1,8,-0.8596,19,0.47123,16,0.21599,5,-1.6053,15,0.06473
ENSG00000177311,ZBTB38,61,0.17949,61,0.17603,57,0.08318,34,-0.7403,52,-0.0948
ENSG00000155903,RASA2,24,0.39200,25,0.57624,15,-0.4863,11,-0.8421,21,0.25255
ENSG00000114125,RNF7,202,0.79706,105,-0.2830,139,0.31989,80,-0.6702,87,-0.5910
ENSG00000069849,ATP1B3,313,2.16459,98,0.12128,62,-0.8965,74,-0.3247,56,-0.8081
ENSG00000114126,TFDP2,31,0.18494,24,-0.2171,25,-0.2859,26,-0.1130,38,0.56028
ENSG00000114127,XRN1,43,1.16347,18,-0.2492,13,-1.0742,52,1.50156,18,-0.2738
ENSG00000175054,ATR,11,-0.5694,21,0.48617,14,-0.3760,16,-0.0538,20,0.34888
ENSG00000144935,TRPC1,19,-0.7180,39,0.44110,29,-0.1675,49,0.74377,24,-0.4305
ENSG00000163714,U2SURP,74,0.33664,75,0.39361,52,-0.3737,64,0.09174,58,-0.0751
ENSG00000175040,CHST2,14,-1.6882,55,0.37960,49,0.23898,57,0.39423,33,-0.5266
ENSG00000114698,PLSCR4,29,0.37324,17,-0.5273,12,-1.3625,11,-1.0272,58,1.93981
ENSG00000163754,GYG1,32,-0.2189,54,0.70756,25,-0.8740,59,0.76466,40,0.14102
ENSG00000071794,HLTF,30,0.17103,33,0.33791,20,-0.6788,36,0.45606,33,0.31474
ENSG00000163755,HPS3,29,0.67716,19,0.04612,14,-0.7554,44,1.37235,14,-0.4565
ENSG00000114744,COMMD2,22,0.25823,30,0.83962,13,-0.8145,19,0.03822,20,0.11542
ENSG00000082996,RNF13,67,0.05458,67,0.05569,39,-1.1268,80,0.33426,118,1.14904
ENSG00000070087,PFN2,254,-0.7139,493,0.36554,461,0.38190,256,-0.7051,313,-0.4301
ENSG00000196428,TSC22D2,37,-0.5340,64,0.37288,55,0.16594,57,0.15525,36,-0.5911
ENSG00000120742,SERP1,186,0.36905,106,-0.5682,153,0.08730,138,-0.1035,163,0.17486
ENSG00000144895,EIF2A,59,0.46521,39,-0.2242,40,-0.2631,60,0.48155,45,0.04531
ENSG00000198843,SELENOT,93,-0.8054,199,0.44462,148,-0.1336,186,0.28382,149,-0.0825
ENSG00000181788,SIAH2,20,-0.8145,41,0.34324,30,-0.2661,77,1.36245,21,-0.8108
ENSG00000144893,MED12L,2,-2.7943,26,1.07380,13,-0.2938,10,-0.6393,16,0.18870
ENSG00000152601,MBNL1,107,0.30396,116,0.49545,85,-0.1047,64,-0.5174,73,-0.3364
ENSG00000181467,RAP2B,30,-0.8593,65,0.38720,59,0.32510,59,0.17106,32,-0.8372
ENSG00000114790,ARHGEF26,2,-2.9934,8,-1.1065,12,-0.7084,20,0.37085,40,1.83263
ENSG00000174953,DHX36,49,-0.1254,87,0.94415,45,-0.3867,34,-0.6709,49,-0.1365
ENSG00000174928,C3orf33,21,0.43362,24,0.77623,15,-0.1893,10,-0.6777,11,-0.6472
ENSG00000169359,SLC33A1,27,0.21166,23,-0.0375,17,-0.8199,69,1.80993,18,-0.4737
ENSG00000163655,GMPS,25,-0.3780,32,-0.0217,29,-0.2970,63,1.10312,30,-0.1383
ENSG00000169282,KCNAB1,43,-0.5659,100,0.89497,52,-0.4191,107,0.89190,35,-0.9391
ENSG00000114850,SSR3,101,0.23785,101,0.27492,68,-0.5861,74,-0.2500,118,0.57029
ENSG00000163660,CCNL1,55,1.72864,24,0.36091,12,-1.0613,13,-0.6090,20,0.00337
ENSG00000174891,RSRC1,28,-0.8147,56,0.31544,38,-0.5167,79,0.85188,54,0.24645
ENSG00000178053,MLF1,31,0.01393,21,-0.6173,36,0.47127,45,0.62507,19,-0.8154
ENSG00000168827,GFM1,36,-0.1426,40,0.01643,41,0.05686,56,0.53591,31,-0.4197
ENSG00000118855,MFSD1,49,1.27392,20,-0.1728,18,-0.5513,27,0.28026,21,-0.1197
ENSG00000180044,C3orf80,22,-0.9829,68,0.88004,50,0.46232,23,-0.9250,18,-1.4122
ENSG00000068885,IFT80,21,-0.5911,51,0.88865,27,-0.3504,30,-0.0853,29,-0.1708
ENSG00000186432,KPNA4,48,-0.9285,112,0.45075,95,0.24604,64,-0.4901,74,-0.2922
ENSG00000163590,PPM1L,46,-0.8705,129,0.86421,79,-0.0612,77,-0.0845,58,-0.5738
ENSG00000169255,B3GALNT1,41,-1.0570,113,0.57117,81,-0.0655,106,0.39955,66,-0.3772
ENSG00000169251,NMD3,37,0.45673,26,-0.0869,19,-0.7945,36,0.45006,40,0.67271
ENSG00000121871,SLITRK3,0,-7.0130,18,-0.0409,19,0.10199,33,0.95605,19,0.04960
ENSG00000114209,PDCD10,48,0.24127,38,-0.1194,41,-0.0019,33,-0.3529,44,0.14854
ENSG00000163536,SERPINI1,100,-2.4944,882,0.99625,534,0.05717,633,0.30707,290,-0.9850
ENSG00000173905,GOLIM4,67,0.23004,39,-0.6709,35,-1.1552,108,1.00573,107,1.16799
ENSG00000008952,SEC62,364,0.21998,362,0.24012,255,-0.5317,346,0.13970,388,0.36814
ENSG00000173889,PHC3,63,1.41284,21,-0.4023,23,-0.4437,34,0.35156,23,-0.3020
ENSG00000163558,PRKCI,42,-0.3673,78,0.71290,58,0.26719,49,-0.1179,22,-1.4345
ENSG00000136603,SKIL,57,0.46476,47,0.16470,44,0.06068,35,-0.3210,33,-0.4466
ENSG00000013297,CLDN11,133,1.88612,25,-0.9290,8,-3.1802,30,-0.5843,118,2.04803
ENSG00000013293,SLC7A14,16,-1.7263,83,0.94911,39,-0.6286,103,1.19533,37,-0.5236
ENSG00000163584,RPL22L1,57,0.28829,26,-0.9814,56,0.44695,30,-0.7345,53,0.18330
ENSG00000163577,EIF5A2,4,-1.9412,19,0.33430,17,0.16822,20,0.40203,13,-0.2715
ENSG00000154310,TNIK,38,-0.6561,52,-0.1926,43,-0.6855,98,0.86693,90,0.82160
ENSG00000144959,NCEH1,27,-1.5694,115,0.75912,84,0.25739,89,0.23939,37,-1.1770
ENSG00000169760,NLGN1,5,-2.8834,38,0.16452,43,0.66585,26,-0.4266,28,-0.3481
ENSG00000177565,TBL1XR1,94,-0.2744,149,0.52747,113,0.04286,58,-1.0103,105,-0.0991
ENSG00000172667,ZMAT3,39,-1.4649,149,0.69901,102,-0.0151,100,-0.0313,89,-0.2348
ENSG00000121879,PIK3CA,53,0.71654,42,0.41620,25,-0.7239,56,0.83244,27,-0.4056
ENSG00000121864,ZNF639,7,-1.9791,28,0.11904,21,-0.5286,51,1.07838,35,0.50966
ENSG00000171109,MFN1,20,0.01551,29,0.70499,17,-0.3974,20,-0.0049,18,-0.1782
ENSG00000114450,GNB4,24,0.00870,30,0.37869,10,-1.7729,45,1.02561,43,1.07747
ENSG00000136522,MRPL47,24,-0.8890,68,0.87393,39,-0.2137,30,-0.5434,41,-0.0467
ENSG00000136521,NDUFB5,149,-0.2100,149,-0.2248,191,0.33052,129,-0.4267,168,-0.0204
ENSG00000114757,PEX5L,45,-1.7101,206,0.73190,162,0.44115,67,-1.1091,96,-0.6290
ENSG00000163728,TTC14,25,0.07788,31,0.46752,17,-0.7931,28,0.23203,32,0.50411
ENSG00000114416,FXR1,77,-0.0329,97,0.37496,67,-0.4146,73,-0.1300,95,0.33428
ENSG00000205981,DNAJC19,62,-0.7330,109,0.16070,118,0.47090,71,-0.5323,79,-0.4058
ENSG00000242808,SOX2-OT,66,-0.9976,99,-0.4196,63,-1.5158,192,0.67052,312,1.86223
ENSG00000181449,SOX2,57,-0.5964,50,-0.8527,48,-1.2243,143,0.88275,188,1.64372
ENSG00000043093,DCUN1D1,29,-0.7164,50,0.14015,43,-0.1508,54,0.25256,53,0.26449
ENSG00000114796,KLHL24,32,-0.5194,47,0.12255,30,-0.8826,81,0.98040,64,0.69012
ENSG00000163872,YEATS2,24,-0.7543,48,0.38608,35,-0.2301,72,1.02193,29,-0.5118
ENSG00000180834,MAP6D1,20,-0.8066,37,0.17057,28,-0.4634,26,-0.4024,56,0.93931
ENSG00000175193,PARL,40,0.08030,26,-0.6280,41,0.21854,60,0.73035,30,-0.4005
ENSG00000114770,ABCC5,21,-1.4269,78,0.66748,49,-0.2332,85,0.73710,43,-0.3834
ENSG00000145191,EIF2B5,16,-1.1131,36,0.05700,38,0.29877,16,-1.1805,42,0.34055
ENSG00000161202,DVL3,25,-0.4633,44,0.47071,32,-0.1861,36,0.09529,33,-0.0410
ENSG00000161203,AP2M1,374,-0.7046,908,0.80965,615,0.11692,425,-0.5081,393,-0.6845
ENSG00000161204,ABCF3,33,-0.1993,43,0.23489,36,-0.0889,59,0.73209,27,-0.5619
ENSG00000145198,VWA5B2,12,-1.1619,34,0.50681,24,-0.1372,33,0.38583,24,-0.1114
ENSG00000163888,CAMK2N2,45,-1.5958,83,-0.7376,163,0.70058,240,1.03004,74,-0.9131
ENSG00000175166,PSMD2,111,-0.3776,189,0.52629,150,0.16449,68,-1.1204,124,-0.2312
ENSG00000114867,EIF4G1,102,0.02160,115,0.24423,96,-0.1224,116,0.23094,89,-0.2133
ENSG00000175182,FAM131A,109,-1.2070,319,0.52022,288,0.52325,163,-0.6014,145,-0.8464
ENSG00000163882,POLR2H,44,-0.0695,51,0.18921,49,0.14192,53,0.23041,32,-0.6134
ENSG00000090539,CHRD,12,-1.5272,52,0.80967,35,0.11224,35,0.04749,22,-0.7239
ENSG00000177383,MAGEF1,25,-1.2996,64,0.13837,62,0.10707,101,0.86239,45,-0.4779
ENSG00000156931,VPS8,37,0.04904,56,0.82468,33,-0.1665,31,-0.2108,23,-0.7296
ENSG00000187068,C3orf70,13,-1.7120,22,-0.9755,49,0.64839,50,0.37786,41,0.05411
ENSG00000073803,MAP3K13,65,0.11483,63,0.09117,56,-0.1671,71,0.27607,58,-0.0484
ENSG00000163900,TMEM41A,4,-2.0499,20,0.17695,20,0.28042,25,0.50430,15,-0.3507
ENSG00000163904,SENP2,49,0.08476,70,0.73955,43,-0.2127,29,-0.7224,40,-0.2434
ENSG00000136527,TRA2B,73,-0.1580,95,0.28972,79,-0.0652,66,-0.3096,83,0.04127
ENSG00000244405,ETV5,43,-0.4665,72,0.36894,55,-0.1585,82,0.54126,50,-0.2765
ENSG00000058866,DGKG,5,-2.2879,31,0.33726,29,0.31308,13,-1.0181,29,0.21465
ENSG00000090520,DNAJB11,25,-0.1004,34,0.45328,23,-0.3683,31,0.26872,26,-0.0022
ENSG00000156976,EIF4A2,491,-0.7516,1097,0.58908,842,0.15155,692,-0.2206,585,-0.5262
ENSG00000073849,ST6GAL1,34,-0.0196,45,0.45912,27,-0.5818,42,0.31054,40,0.24310
ENSG00000163923,RPL39L,34,0.98455,18,-0.0840,10,-1.2294,49,1.63280,16,-0.1948
ENSG00000157005,SST,22,-5.1169,15,-5.7501,22,-5.8299,7542,8.34803,32,-4.7215
ENSG00000113916,BCL6,21,-0.6842,26,-0.3932,26,-0.5083,70,1.26036,42,0.45925
ENSG00000145012,LPP,89,2.55387,9,-1.4349,13,-1.0408,11,-0.9731,26,0.32153
ENSG00000152492,CCDC50,48,0.68091,17,-1.0090,22,-0.8219,65,1.20640,44,0.61965
ENSG00000114279,FGF12,82,-1.2714,260,0.59178,186,-0.0312,268,0.56583,136,-0.5569
ENSG00000180611,MB21D2,7,-1.3413,22,0.45544,19,0.30626,26,0.72263,7,-1.3664
ENSG00000127249,ATP13A4,19,-0.2531,14,-0.8388,17,-0.6755,33,0.56065,43,1.21732
ENSG00000198836,OPA1,43,-1.6750,179,0.58481,147,0.34390,92,-0.5452,101,-0.4309
ENSG00000114315,HES1,45,1.21291,8,-1.6455,18,-0.4926,18,-0.2559,35,0.92179
ENSG00000133657,ATP13A3,39,0.33637,34,0.10415,36,0.34323,11,-1.5371,26,-0.3566
ENSG00000041802,LSG1,13,-0.2493,22,0.70309,15,-0.0359,9,-0.7543,13,-0.3055
ENSG00000114331,ACAP2,63,0.87380,20,-0.9938,29,-0.5676,58,0.73164,49,0.52613
ENSG00000184203,PPP1R2,42,-0.9251,96,0.39161,79,0.05854,102,0.45088,59,-0.4564
ENSG00000189058,APOD,1632,2.20629,322,-0.6406,182,-1.9561,392,-0.2838,793,0.99379
ENSG00000061938,TNK2,57,-0.6717,96,0.15426,77,-0.3428,131,0.64984,102,0.26303
ENSG00000072274,TFRC,31,-1.0534,64,0.08084,55,-0.2630,95,0.70487,72,0.29076
ENSG00000161217,PCYT1A,17,-0.7113,22,-0.2949,26,-0.0465,38,0.59984,31,0.26646
ENSG00000213123,TCTEX1D2,30,-0.8995,43,-0.3929,71,0.81998,39,-0.5010,43,-0.4127
ENSG00000163960,UBXN7,28,0.31971,29,0.37099,18,-0.6552,18,-0.4320,32,0.59087
ENSG00000163961,RNF168,8,-1.8165,20,-0.4444,34,0.76471,21,-0.3660,25,-0.0777
ENSG00000174013,FBXO45,18,-1.2311,43,0.09045,52,0.71178,23,-0.8996,31,-0.4514
ENSG00000163964,PIGX,26,-0.9757,63,0.41981,50,-0.0186,53,0.10263,48,-0.0756
ENSG00000180370,PAK2,74,0.73447,46,-0.0228,36,-0.6156,72,0.68734,48,0.04891
ENSG00000119231,SENP5,34,-0.5536,60,0.36851,50,0.05740,52,0.12045,40,-0.3235
ENSG00000114503,NCBP2,59,-0.0218,58,-0.0648,63,0.11481,68,0.19023,52,-0.2400
ENSG00000270170,NCBP2AS2,34,-0.4761,48,0.04667,58,0.61133,32,-0.5908,32,-0.6516
ENSG00000119227,PIGZ,18,-0.1367,22,0.19882,17,-0.3774,32,0.76248,20,-0.0416
ENSG00000075711,DLG1,52,-0.5816,93,0.36400,73,-0.1192,74,-0.0470,81,0.10207
ENSG00000161267,BDH1,22,-0.6475,27,-0.3755,42,0.60426,32,-0.0701,27,-0.3561
ENSG00000145016,RUBCN,31,-0.4899,46,0.13243,43,0.01187,57,0.46426,38,-0.2242
ENSG00000122068,FYTTD1,45,-0.1725,57,0.25706,46,-0.2214,61,0.33457,49,-0.0191
ENSG00000186001,LRCH3,15,-0.3793,19,-0.0239,19,-0.0408,11,-0.8402,27,0.57584
ENSG00000182899,RPL35A,1852,0.71609,659,-0.9919,1270,0.17034,994,-0.2874,1304,0.15844
ENSG00000182903,ZNF721,29,-0.2877,49,0.60071,38,0.19997,17,-1.1106,27,-0.4622
ENSG00000174227,PIGG,23,0.40236,21,0.32741,18,0.01062,14,-0.3729,13,-0.4832
ENSG00000273238,TMEM271,48,-0.9319,105,0.31306,101,0.36093,94,0.09909,58,-0.7026
ENSG00000169020,ATP5ME,860,-0.3188,785,-0.5045,1200,0.36534,994,-0.0914,1083,0.04801
ENSG00000185619,PCGF3,29,-0.0371,41,0.55090,30,0.00966,18,-0.7740,25,-0.2862
ENSG00000168993,CPLX1,84,-1.0015,226,0.61683,156,-0.0963,217,0.47351,123,-0.4693
ENSG00000178950,GAK,22,-1.1022,67,0.69293,44,-0.0964,52,0.17526,38,-0.3132
ENSG00000127419,TMEM175,27,-0.1472,40,0.54406,24,-0.4898,30,-0.0047,35,0.25328
ENSG00000145214,DGKQ,10,-1.1873,38,0.91405,22,-0.1117,27,0.26592,15,-0.7040
ENSG00000159692,CTBP1,104,-0.9608,252,0.46625,198,0.04044,216,0.16835,165,-0.2909
ENSG00000090316,MAEA,31,-1.2773,95,0.51366,89,0.66141,47,-0.6545,36,-1.1469
ENSG00000163950,SLBP,53,-0.6997,103,0.38624,90,0.21549,88,0.09448,59,-0.5892
ENSG00000168936,TMEM129,9,-1.7512,28,-0.0161,30,0.13965,20,-0.5476,39,0.57206
ENSG00000068078,FGFR3,80,-1.1713,89,-1.0987,132,-0.6469,124,-0.5110,428,1.88378
ENSG00000168924,LETM1,37,-0.7051,58,-0.0238,75,0.69432,28,-1.1215,47,-0.3933
ENSG00000109685,NSD2,30,-0.9730,58,0.01928,63,0.27839,76,0.45254,45,-0.3937
ENSG00000185049,NELFA,21,0.08839,28,0.67380,18,-0.2578,8,-1.2873,21,0.09773
ENSG00000243449,C4orf48,428,-0.3797,422,-0.4413,589,0.21178,616,0.19422,583,0.11710
ENSG00000185818,NAT8L,131,-0.9331,216,-0.1853,263,0.25156,209,-0.2229,278,0.25688
ENSG00000123933,MXD4,36,-0.0941,33,-0.2393,31,-0.5013,22,-0.8601,70,1.16876
ENSG00000159733,ZFYVE28,5,-1.9083,22,0.19363,26,0.71487,15,-0.4803,14,-0.6130
ENSG00000063978,RNF4,16,-1.4975,47,0.19342,51,0.53506,37,-0.2183,32,-0.4849
ENSG00000125386,FAM193A,4,-2.0205,20,0.18162,17,-0.2190,32,0.90010,20,0.17122
ENSG00000087274,ADD1,218,-0.0379,253,0.21935,203,-0.2403,259,0.23379,230,0.04822
ENSG00000109736,MFSD10,21,-1.0350,50,0.33880,41,-0.0361,44,0.10965,43,0.06243
ENSG00000197386,HTT,68,-0.4448,78,-0.2454,96,0.15308,119,0.43453,86,-0.0802
ENSG00000159788,RGS12,30,-0.3088,22,-0.8750,32,-0.3720,92,1.55450,40,0.15628
ENSG00000163956,LRPAP1,177,-0.5126,291,0.30699,282,0.39505,134,-0.9373,197,-0.3740
ENSG00000132406,TMEM128,8,-1.6592,29,0.32647,24,-0.0409,32,0.40463,25,0.04942
ENSG00000168824,NSG1,136,0.36399,87,-0.3723,98,-0.2680,287,1.65717,54,-1.1558
ENSG00000168818,STX18,19,-0.3417,25,0.12493,23,-0.0237,17,-0.4833,27,0.29803
ENSG00000072832,CRMP1,124,-1.0520,324,0.50780,272,0.28915,263,0.10844,151,-0.8165
ENSG00000181215,C4orf50,12,-0.9451,38,1.00258,22,-0.0555,16,-0.5209,16,-0.5423
ENSG00000152969,JAKMIP1,19,-1.9998,92,0.47365,86,0.54033,62,-0.2153,44,-0.8086
ENSG00000109501,WFS1,76,-0.0591,76,-0.0808,74,-0.1717,67,-0.2652,103,0.48117
ENSG00000074211,PPP2R2C,68,-2.0243,356,0.59335,286,0.28858,235,-0.1427,195,-0.4800
ENSG00000013288,MAN2B2,36,-0.2192,52,0.42718,42,0.07041,37,-0.1372,32,-0.4392
ENSG00000179010,MRFAP1,388,-0.2012,452,0.04470,460,0.11901,410,-0.1124,421,-0.0793
ENSG00000170846,AC093323.1,10,-2.4399,68,0.41883,70,0.80011,22,-1.3622,36,-0.6583
ENSG00000178988,MRFAP1L1,79,-0.6657,123,0.02271,119,-0.0378,179,0.62808,116,-0.0708
ENSG00000186222,BLOC1S4,21,0.07612,23,0.24408,18,-0.3599,29,0.56093,20,-0.0768
ENSG00000170871,KIAA0232,35,-1.2391,104,0.51688,72,-0.2062,122,0.71714,68,-0.2490
ENSG00000132405,TBC1D14,18,-1.7677,58,-0.0605,76,0.68427,52,-0.2285,48,-0.3935
ENSG00000173011,TADA2B,19,-0.4192,33,0.43107,21,-0.4980,37,0.60490,28,0.14081
ENSG00000109519,GRPEL1,12,-2.1100,48,0.01044,59,0.60470,45,-0.0982,39,-0.3314
ENSG00000184985,SORCS2,12,-0.8598,16,-0.4434,21,0.03854,15,-0.4643,32,0.79704
ENSG00000196526,AFAP1,30,0.18880,24,-0.2239,27,0.03759,47,0.90826,17,-0.7211
ENSG00000163995,ABLIM2,24,-0.9621,39,-0.2344,64,1.18324,22,-1.0984,23,-1.1087
ENSG00000071127,WDR1,141,0.73660,120,0.52997,67,-0.6775,78,-0.2157,95,0.10064
ENSG00000178163,ZNF518B,14,-0.5036,29,0.64390,20,-0.0640,18,-0.2009,17,-0.3014
ENSG00000157869,RAB28,20,-0.6483,25,-0.3569,28,-0.2551,75,1.49778,27,-0.2138
ENSG00000038219,BOD1L1,72,-0.1490,130,0.92237,48,-1.1304,142,0.94726,80,0.01694
ENSG00000137449,CPEB2,51,0.00708,87,1.02163,37,-0.7214,33,-0.6671,56,0.19517
ENSG00000118564,FBXL5,51,-0.6417,82,0.10931,70,-0.2227,99,0.40296,90,0.28450
ENSG00000237765,FAM200B,99,0.09237,82,-0.2357,77,-0.4676,130,0.52691,125,0.53006
ENSG00000169762,TAPT1,6,-2.6798,45,0.30867,35,-0.2076,57,0.66772,44,0.28071
ENSG00000169744,LDB2,64,-0.3450,110,0.58793,100,0.67014,30,-1.5107,32,-1.5041
ENSG00000151552,QDPR,136,-1.1670,314,0.13652,194,-0.9354,472,0.78865,497,1.01725
ENSG00000002549,LAP3,55,0.52276,22,-0.9423,38,-0.0851,45,0.19478,49,0.41097
ENSG00000118579,MED28,39,-0.1183,41,-0.0329,37,-0.3252,59,0.56475,48,0.24888
ENSG00000163257,DCAF16,28,0.34074,23,0.06322,23,0.10992,13,-0.7629,21,-0.1174
ENSG00000145147,SLIT2,18,-0.8438,38,0.31755,36,0.33827,56,0.90072,10,-1.8000
ENSG00000163138,PACRGL,8,-1.2356,27,0.78834,19,0.20978,6,-1.5845,15,-0.2345
ENSG00000185774,KCNIP4,42,-1.0328,96,0.29082,113,1.01134,39,-1.1494,31,-1.5689
ENSG00000152990,ADGRA3,18,-0.2521,15,-0.6301,18,-0.5014,4,-2.3258,49,1.62625
ENSG00000109606,DHX15,69,0.49499,53,0.08376,47,-0.1731,57,0.19295,44,-0.2408
ENSG00000109610,SOD3,94,2.07498,10,-1.7216,24,-0.4017,35,0.29609,23,-0.3983
ENSG00000053900,ANAPC4,4,-1.7206,25,0.95814,17,0.40031,5,-1.6822,9,-0.7738
ENSG00000250317,SMIM20,40,-0.1783,33,-0.4982,45,0.03671,58,0.41231,50,0.21059
ENSG00000168214,RBPJ,70,0.21242,71,0.25093,41,-0.9306,105,0.87199,77,0.41137
ENSG00000109689,STIM2,28,0.27122,35,0.66992,18,-0.7164,30,0.33926,24,0.00464
ENSG00000169851,PCDH7,43,-2.1546,320,1.12794,179,0.01919,177,-0.0034,100,-0.9591
ENSG00000047365,ARAP2,15,-1.0737,32,0.10534,21,-0.8580,37,0.31563,56,1.18769
ENSG00000065882,TBC1D1,52,1.15204,26,0.04482,20,-0.5892,26,0.03209,26,0.00624
ENSG00000109787,KLF3,31,0.60150,17,-0.3668,18,-0.4403,15,-0.5445,32,0.78313
ENSG00000109790,KLHL5,36,0.10606,38,0.21294,26,-0.6089,46,0.49979,41,0.35060
ENSG00000035928,RFC1,116,1.50690,28,-0.8674,36,-0.6419,69,0.61210,49,0.07246
